RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL RNDS
1,0,29725,Tony Finau,52
1,0,30925,Dustin Johnson,52
3,0,35461,Beau Hossler,51
3,0,30944,Jason Kokrak,51
5,0,29221,Webb Simpson,50
6,0,33448,Justin Thomas,49
7,0,31323,Gary Woodland,48
8,0,34563,Chesson Hadley,47
8,0,39546,Keith Mitchell,47
10,0,30926,Chris Kirk,46
11,0,47959,Bryson DeChambeau,45
11,0,19846,Brian Gay,45
11,0,31646,Emiliano Grillo,45
14,0,26851,Marc Leishman,44
14,0,27214,Kevin Streelman,44
16,0,19803,Ryan Armour,43
17,0,46435,Austin Cook,42
17,0,29420,Billy Horschel,42
17,0,26476,Chez Reavie,42
17,0,49964,Aaron Wise,42
21,0,45526,Abraham Ancer,41
21,0,32102,Rickie Fowler,41
21,0,01810,Phil Mickelson,41
21,0,29908,C.T. Pan,41
21,0,34256,Andrew Putnam,41
26,0,34076,Joel Dahmen,40
26,0,21961,Charles Howell III,40
28,0,33141,Keegan Bradley,39
28,0,39997,Corey Conners,39
28,0,32333,Kevin Tway,39
31,0,35450,Patrick Cantlay,38
31,0,27644,Brian Harman,38
31,0,24024,Zach Johnson,38
31,0,33122,Russell Knox,38
31,0,36699,Patrick Rodgers,38
31,0,22405,Justin Rose,38
31,0,48081,Xander Schauffele,38
31,0,34046,Jordan Spieth,38
39,0,33948,Byeong Hun An,37
39,0,28089,Jason Day,37
39,0,35421,Brandon Harkins,37
39,0,29926,Danny Lee,37
43,0,20229,Stewart Cink,36
43,0,36689,Brooks Koepka,36
43,0,29461,Jamie Lovemark,36
43,0,46970,Jon Rahm,36
43,0,23621,Rory Sabbatini,36
48,0,45609,Tyler Duncan,35
48,0,29535,Brice Garnett,35
48,0,35532,Tom Hoge,35
48,0,27129,Luke List,35
48,0,25396,Kevin Na,35
48,0,49771,J.T. Poston,35
48,0,37275,Sam Ryder,35
48,0,30692,Scott Stallings,35
48,0,47128,Richy Werenski,35
57,0,30911,Tommy Fleetwood,34
57,0,34174,John Huh,34
57,0,33410,Andrew Landry,34
57,0,31560,Brian Stuard,34
57,0,25493,Nick Taylor,34
57,0,27095,Nick Watney,34
63,0,26499,Rafa Cabrera Bello,33
63,0,37454,Whee Kim,33
63,0,31420,Anirban Lahiri,33
63,0,32839,Hideki Matsuyama,33
63,0,34360,Patrick Reed,33
63,0,35891,Cameron Smith,33
63,0,27649,Brandt Snedeker,33
63,0,39324,J.J. Spaun,33
63,0,30110,Kyle Stanley,33
72,0,29479,Scott Brown,32
72,0,29268,Bronson Burgoon,32
72,0,29478,Kevin Kisner,32
72,0,23108,Matt Kuchar,32
72,0,34466,Peter Malnati,32
72,0,26596,Ryan Moore,32
72,0,25804,Bubba Watson,32
79,0,35545,Blayne Barber,31
79,0,40026,Daniel Berger,31
79,0,27958,Ryan Blaum,31
79,0,28679,Fabián Gómez,31
79,0,33399,Adam Hadwin,31
79,0,34098,Russell Henley,31
79,0,32757,Patton Kizzire,31
79,0,28237,Rory McIlroy,31
79,0,32640,Troy Merritt,31
79,0,27556,Ted Potter Jr.,31
79,0,46501,Ollie Schniederjans,31
79,0,23325,Vaughn Taylor,31
79,0,37189,Harold Varner III,31
92,0,25364,Paul Casey,30
92,0,32448,James Hahn,30
92,0,27974,Sung Kang,30
92,0,34409,David Lingmerth,30
92,0,28252,Seamus Power,30
92,0,29223,Sam Saunders,30
92,0,08793,Tiger Woods,30
99,0,37455,Si Woo Kim,29
99,0,24361,Pat Perez,29
99,0,28132,Tyrone Van Aswegen,29
99,0,25632,Jimmy Walker,29
103,0,24358,Robert Garrigus,28
103,0,35310,Lanto Griffin,28
103,0,35506,Mackenzie Hughes,28
103,0,31202,William McGirt,28
103,0,25198,Francesco Molinari,28
103,0,29484,Peter Uihlein,28
103,0,26951,Johnson Wagner,28
110,0,28500,Martin Flores,27
110,0,47993,Denny McCarthy,27
110,0,39327,Ben Silverman,27
110,0,33418,Shawn Stefani,27
110,0,21528,Henrik Stenson,27
110,0,27064,Jhonattan Vegas,27
116,0,20472,Alex Cejka,26
116,0,34099,Harris English,26
116,0,12716,Charley Hoffman,26
116,0,27141,J.B. Holmes,26
116,0,36799,Stephan Jaeger,26
116,0,37278,Nicholas Lindheim,26
116,0,46601,Trey Mullinax,26
116,0,45486,Joaquin Niemann,26
124,0,40058,Zac Blair,25
124,0,24924,Bill Haas,25
124,0,35879,Kelly Kraft,25
124,0,50526,Tom Lovelady,25
124,0,22056,Cameron Percy,25
124,0,24138,Ian Poulter,25
124,0,47347,Adam Schenk,25
124,0,24502,Adam Scott,25
132,0,32366,Kevin Chappell,24
132,0,29974,Branden Grace,24
132,0,23353,J.J. Henry,24
132,0,26300,Matt Jones,24
132,0,23320,Ryan Palmer,24
132,0,25818,Scott Piercy,24
132,0,29518,Brendan Steele,24
132,0,32254,Xinjun Zhang,24
140,0,40009,Dominic Bozzelli,23
140,0,12510,Chad Campbell,23
140,0,26329,Louis Oosthuizen,23
140,0,34358,Jonathan Randolph,23
140,0,32150,Michael Thompson,23
145,0,31416,Derek Fathauer,22
145,0,46402,Talor Gooch,22
145,0,27936,Martin Laird,22
145,0,34213,Grayson Murray,22
145,0,27349,Alex Noren,22
145,0,39328,Conrad Shindler,22
145,0,34264,Hudson Swafford,22
152,0,22371,Aaron Baddeley,21
152,0,24846,Ricky Barnes,21
152,0,48084,Wesley Bryan,21
152,0,23541,Ben Crane,21
152,0,35376,Roberto Díaz,21
152,0,25686,Jason Dufner,21
152,0,26758,David Hearn,21
152,0,33204,Shane Lowry,21
152,0,33413,Ben Martin,21
152,0,27963,Chris Stroud,21
162,0,24925,Jonathan Byrd,20
162,0,34363,Tyrrell Hatton,20
162,0,24781,Hunter Mahan,20
162,0,27942,Rob Oppenheim,20
162,0,32876,Martin Piller,20
167,0,34021,Bud Cauley,19
167,0,28307,Matt Every,19
167,0,39975,Michael Kim,19
167,0,29485,Brett Stegmaier,19
167,0,34431,Robert Streb,19
167,0,47287,Ethan Tracy,19
167,0,25892,Steve Wheatcroft,19
174,0,25900,Lucas Glover,18
174,0,29222,Billy Hurley III,18
174,0,25572,Graeme McDowell,18
174,0,06527,Steve Stricker,18
178,0,39954,Cody Gribble,17
179,0,47125,Matt Atkins,16
179,0,24140,Sean O'Hair,16
179,0,35541,John Peterson,16
182,0,10809,Jim Furyk,15
182,0,28775,Nate Lashley,15
184,0,27895,Jonas Blixt,14
184,0,21209,Sergio Garcia,14
184,0,20157,Retief Goosen,14
184,0,45478,Julian Suri,14
188,0,24357,K.J. Choi,13
188,0,20104,Ken Duke,13
188,0,26331,Charl Schwartzel,13
191,0,30978,Kiradech Aphibarnrat,12
191,0,20593,Greg Chalmers,12
191,0,40098,Matt Fitzpatrick,12
191,0,35947,John Oda,12
191,0,25240,D.A. Points,12
196,0,33293,Thomas Pieters,11
197,0,28259,Sangmoon Bae,10
197,0,27896,Ross Fisher,10
197,0,52330,Dylan Meyer,10
197,0,20572,Rod Pampling,10
201,0,20098,Stuart Appleby,9
201,0,47504,Sam Burns,9
201,0,23638,Brendon de Jonge,9
201,0,12782,Tim Herron,9
201,0,35296,Haotong Li,9
201,0,24449,Parker McLachlin,9
201,0,22046,Geoff Ogilvy,9
201,0,25834,Daniel Summerhays,9
201,0,22582,Kyle Thompson,9
201,0,39480,T.J. Vogel,9
211,0,29970,Dylan Frittelli,8
211,0,20766,Padraig Harrington,8
211,0,32816,Satoshi Kodaira,8
211,0,01706,Davis Love III,8
211,0,33419,Cameron Tringale,8
211,0,21878,Mark Wilson,8
217,0,24507,Jason Bohn,7
217,0,21753,Brian Davis,7
217,0,37338,Zecheng Dou,7
217,0,28158,Steve Marino,7
217,0,46442,Maverick McNealy,7
217,0,39113,Shubhankar Sharma,7
217,0,06567,Vijay Singh,7
224,0,23048,Eric Axley,6
224,0,34262,Jon Curran,6
224,0,46567,Paul Dunne,6
224,0,06522,Ernie Els,6
224,0,30750,Tommy Gainey,6
224,0,31557,Jim Herman,6
224,0,46440,Smylie Kaufman,6
224,0,30711,Colt Knost,6
224,0,24490,George McNeill,6
224,0,27933,John Merrick,6
224,0,33968,Thorbjørn Olesen,6
224,0,35225,Brandon Stone,6
224,0,23788,D.J. Trahan,6
224,0,27770,Camilo Villegas,6
238,0,27436,Graham DeLaet,5
238,0,52375,Doug Ghim,5
238,0,27324,Seungsu Han,5
238,0,47988,Nick Hardy,5
238,0,26908,Yuta Ikeda,5
238,0,29378,Daisuke Kataoka,5
238,0,27408,Martin Kaymer,5
238,0,10213,Dicky Pride,5
238,0,25562,Andres Romero,5
238,0,20645,John Senden,5
238,0,27330,Josh Teater,5
249,0,23983,Luke Donald,4
249,0,29936,Ryan Fox,4
249,0,33461,Morgan Hoffmann,4
249,0,08075,Jerry Kelly,4
249,0,46732,Rick Lamb,4
249,0,26341,Wade Ormsby,4
249,0,53165,Doc Redman,4
249,0,39953,Chase Seiffert,4
249,0,52144,Braden Thornberry,4
249,0,20160,Charlie Wi,4
249,0,54328,Norman Xiong,4
249,0,47483,Will Zalatoris,4
261,0,10885,Robert Allenby,3
261,0,21407,Arjun Atwal,3
261,0,32334,Charlie Beljan,3
261,0,52308,Chris Crisologo,3
261,0,01249,John Daly,3
261,0,31273,Gavin Kyle Green,3
261,0,32775,Shugo Imahira,3
261,0,47239,Phachara Khongwatmai,3
261,0,36326,David Lipsky,3
261,0,39004,Dru Love,3
261,0,51394,A.J. McInerney,3
261,0,06515,Shaun Micheel,3
261,0,30163,Henrik Norlander,3
261,0,34709,Eddie Pepperell,3
261,0,33486,Roger Sloan,3
261,0,22293,Heath Slocum,3
261,0,48887,Matt Wallace,3
261,0,35544,Andrew Yun,3
279,0,21633,Steve Allan,2
279,0,12652,Cameron Beckman,2
279,0,26418,Adam Bland,2
279,0,01116,Michael Bradley,2
279,0,28420,Ryan Brehm,2
279,0,32367,Jorge Campillo,2
279,0,20850,Daniel Chopra,2
279,0,51766,Wyndham Clark,2
279,0,54926,George Cunningham,2
279,0,55412,Mickey DeMorat,2
279,0,23409,James Driscoll,2
279,0,37273,Derek Ernst,2
279,0,01320,Bob Estes,2
279,0,30736,Oscar Fraustro,2
279,0,22892,Jason Gore,2
279,0,46550,Brandon Hagy,2
279,0,39058,Lucas Herbert,2
279,0,54781,Grant Hirschman,2
279,0,39971,Sungjae Im,2
279,0,47238,Jazz Janewattananond,2
279,0,01577,Lee Janzen,2
279,0,55752,Ben Kern,2
279,0,06332,Neal Lancaster,2
279,0,27466,Spencer Levin,2
279,0,27120,Troy Matteson,2
279,0,10375,Sean McCarty,2
279,0,40042,Tyler McCumber,2
279,0,48822,Sebastián Muñoz,2
279,0,55420,Cooper Musselman,2
279,0,26328,Shaun Norris,2
279,0,33667,Carlos Ortiz,2
279,0,34575,Adrian Otaegui,2
279,0,25345,Carl Pettersson,2
279,0,22913,John Rollins,2
279,0,33227,Hyun-woo Ryu,2
279,0,34541,Poom Saksansin,2
279,0,46046,Scottie Scheffler,2
279,0,51890,Greyson Sigg,2
279,0,46464,Jordan L Smith,2
279,0,35174,Matthew Southgate,2
279,0,51600,Jimmy Stanger,2
279,0,47574,Scott Strohmeyer,2
279,0,28114,Dawie van der Walt,2
279,0,55573,John VanDerLaan,2
279,0,10423,Mike Weir,2
279,0,20396,Lee Westwood,2
279,0,48319,Tom Whitney,2
279,0,22000,Chris Wood,2
279,0,30261,Ryan Yip,2
328,0,29334,Jaco Ahlers,1
328,0,45194,Marcus Armitage,1
328,0,29415,Ryan Baca,1
328,0,23614,Rich Beem,1
328,0,07003,David Berganio Jr.,1
328,0,10505,Shane Bertsch,1
328,0,34310,Alexander Björk,1
328,0,01098,Jay Don Blake,1
328,0,28087,Kris Blanks,1
328,0,22764,Michael Block,1
328,0,25274,Steven Bowditch,1
328,0,49403,Grady Brame,1
328,0,01132,Mark Brooks,1
328,0,33974,Dean Burmester,1
328,0,20848,Ángel Cabrera,1
328,0,51567,Will Cannon,1
328,0,52372,Cameron Champ,1
328,0,28455,Will Claxton,1
328,0,39436,Joshua Creel,1
328,0,39524,Sean Crocker,1
328,0,35200,Thomas Curtis,1
328,0,45157,Cam Davis,1
328,0,08931,Glen Day,1
328,0,46458,Andrew Dorn,1
328,0,50527,Jared du Toit,1
328,0,54687,Broc Everett,1
328,0,35840,Kevin Foley,1
328,0,34185,Domenico Geminiani,1
328,0,32662,Michael Gligic,1
328,0,37351,Oliver Goss,1
328,0,20105,Jeff Gove,1
328,0,31670,Matthew Griffin,1
328,0,06575,Dudley Hart,1
328,0,23063,Scott Hend,1
328,0,48126,Calum Hill,1
328,0,24155,Ryan Hogue,1
328,0,34296,Wes Homan,1
328,0,47989,Sam Horsfield,1
328,0,34554,Jung-gon Hwang,1
328,0,24321,Kodai Ichihara,1
328,0,22378,Trevor Immelman,1
328,0,29747,Zach Johnson,1
328,0,39384,Alex Kang,1
328,0,32815,Masahiro Kawamura,1
328,0,20094,Jonathan Kaye,1
328,0,01619,Skip Kendall,1
328,0,34587,Chan Kim,1
328,0,37092,Hyung-Sung Kim,1
328,0,46404,Marcus Kinhult,1
328,0,36852,Jim Knous,1
328,0,29377,Tatsuya Kodai,1
328,0,29370,Mikko Korhonen,1
328,0,01666,Bernhard Langer,1
328,0,34579,Alexander Levy,1
328,0,35104,Tom Lewis,1
328,0,37447,Zander Lombard,1
328,0,29772,Michael Lorenzo-Vera,1
328,0,35300,Andrew Loupe,1
328,0,37380,Curtis Luck,1
328,0,28300,Joost Luiten,1
328,0,22080,Prayad Marksaeng,1
328,0,55421,Chip McDaniel,1
328,0,23821,Yusaku Miyazato,1
328,0,49947,Taylor Moore,1
328,0,40189,David Muttitt,1
328,0,29289,S.Y. Noh,1
328,0,34414,Chris Paisley,1
328,0,35912,Haydn Porteous,1
328,0,54303,Charlie Reiter,1
328,0,35237,Santiago Rivas,1
328,0,47687,Manav Shah,1
328,0,27139,David Skinns,1
328,0,24459,Richard Sterne,1
328,0,35314,Andy Sullivan,1
328,0,29425,Andrew Svoboda,1
328,0,21498,Hideto Tanihara,1
328,0,37249,Ryuko Tokimatsu,1
328,0,08385,Omar Uresti,1
328,0,40006,Erik van Rooyen,1
328,0,02246,Duffy Waldorf,1
328,0,29454,Bernd Wiesberger,1
328,0,25349,Tim Wilkinson,1
328,0,32139,Danny Willett,1
328,0,26392,Chris Wilson,1
328,0,26497,Casey Wittenberg,1
328,0,50092,Zach Wright,1
328,0,33870,Ashun Wu,1
