RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,22405,Justin Rose,70.34,861,1224,-0.25
2,0,25804,Bubba Watson,69.95,831,1188,-0.30
3,0,20396,Lee Westwood,69.75,678,972,-0.27
4,0,27770,Camilo Villegas,69.55,964,1386,-0.26
5,0,26289,Boo Weekley,69.53,826,1188,-0.21
6,0,33122,Russell Knox,69.36,824,1188,-0.25
7,0,24358,Robert Garrigus,69.23,1109,1602,-0.28
8,0,23638,Brendon de Jonge,69.17,1382,1998,-0.28
8,0,25686,Jason Dufner,69.17,1021,1476,-0.29
10,0,27933,John Merrick,69.13,983,1422,-0.25
11,0,28455,Will Claxton,69.06,1181,1710,-0.26
12,0,24781,Hunter Mahan,68.97,1018,1476,-0.24
13,0,22621,Ben Curtis,68.87,719,1044,-0.26
14,0,29420,Billy Horschel,68.79,681,990,-0.25
15,0,26329,Louis Oosthuizen,68.78,780,1134,-0.28
16,0,20645,John Senden,68.59,963,1404,-0.27
17,0,20691,Greg Owen,68.58,1111,1620,-0.25
18,0,32200,Roberto Castro,68.41,1059,1548,-0.24
19,0,06527,Steve Stricker,68.33,861,1260,-0.29
20,0,35139,Richard Lee,68.29,799,1170,-0.27
21,0,24140,Sean O'Hair,68.25,1032,1512,-0.27
22,0,23353,J.J. Henry,68.24,1044,1530,-0.21
23,0,10809,Jim Furyk,68.19,1031,1512,-0.25
24,0,22293,Heath Slocum,67.84,1038,1530,-0.22
25,0,26287,Roland Thatcher,67.80,598,882,-0.24
26,0,26679,Kevin Stadler,67.75,939,1386,-0.24
27,0,34099,Harris English,67.74,1195,1764,-0.26
28,0,25834,Daniel Summerhays,67.68,938,1386,-0.24
29,0,08793,Tiger Woods,67.58,815,1206,-0.29
30,0,23548,Bill Lunde,67.56,912,1350,-0.24
31,0,27330,Josh Teater,67.50,1130,1674,-0.26
32,0,29221,Webb Simpson,67.47,923,1368,-0.30
33,0,29289,S.Y. Noh,67.41,1177,1746,-0.27
33,0,29476,Kyle Reifers,67.41,995,1476,-0.23
35,0,24846,Ricky Barnes,67.36,1067,1584,-0.22
35,0,12782,Tim Herron,67.36,1067,1584,-0.24
37,0,20574,Mathew Goggin,67.30,739,1098,-0.25
38,0,06036,Scott Dunlap,67.21,617,918,-0.19
39,0,12510,Chad Campbell,67.13,1015,1512,-0.23
40,0,23623,Bo Van Pelt,67.07,1002,1494,-0.30
41,0,30110,Kyle Stanley,67.06,1014,1512,-0.27
42,0,23204,Gary Christian,66.99,1025,1530,-0.25
43,0,23718,Nathan Green,66.92,783,1170,-0.26
44,0,25457,Alexandre Rocha,66.87,674,1008,-0.20
45,0,28087,Kris Blanks,66.84,770,1152,-0.22
46,0,27436,Graham DeLaet,66.74,901,1350,-0.25
47,0,21961,Charles Howell III,66.61,1175,1764,-0.25
48,0,30926,Chris Kirk,66.60,1067,1602,-0.27
48,0,33419,Cameron Tringale,66.60,1055,1584,-0.24
50,0,24502,Adam Scott,66.57,695,1044,-0.28
51,0,34021,Bud Cauley,66.55,1186,1782,-0.26
52,0,33141,Keegan Bradley,66.54,1054,1584,-0.29
53,0,06522,Ernie Els,66.52,934,1404,-0.24
54,0,27060,John Mallinger,66.51,838,1260,-0.24
55,0,25240,D.A. Points,66.48,1053,1584,-0.25
56,0,32334,Charlie Beljan,66.46,634,954,-0.27
57,0,34174,John Huh,66.44,1184,1782,-0.26
58,0,27095,Nick Watney,66.43,1124,1692,-0.27
59,0,30692,Scott Stallings,66.38,932,1404,-0.24
60,0,28237,Rory McIlroy,66.36,645,972,-0.33
61,0,12716,Charley Hoffman,66.35,1051,1584,-0.26
61,0,26596,Ryan Moore,66.35,1063,1602,-0.30
63,0,26758,David Hearn,66.32,1134,1710,-0.24
63,0,28475,Jeff Overton,66.32,1158,1746,-0.29
65,0,31202,William McGirt,66.30,1098,1656,-0.24
65,0,23325,Vaughn Taylor,66.30,895,1350,-0.26
67,0,25572,Graeme McDowell,66.26,644,972,-0.29
68,0,28307,Matt Every,66.23,906,1368,-0.27
69,0,06567,Vijay Singh,66.22,1180,1782,-0.26
69,0,27214,Kevin Streelman,66.22,1037,1566,-0.25
69,0,25892,Steve Wheatcroft,66.22,596,900,-0.22
72,0,22913,John Rollins,66.16,917,1386,-0.26
73,0,26476,Chez Reavie,66.13,988,1494,-0.21
74,0,02206,David Toms,66.09,690,1044,-0.24
75,0,27064,Jhonattan Vegas,66.07,892,1350,-0.26
76,0,30944,Jason Kokrak,66.00,891,1350,-0.24
77,0,23788,D.J. Trahan,65.94,819,1242,-0.22
78,0,29910,Blake Adams,65.91,1222,1854,-0.26
78,0,26951,Johnson Wagner,65.91,1044,1584,-0.25
80,0,10885,Robert Allenby,65.79,900,1368,-0.22
81,0,30925,Dustin Johnson,65.75,793,1206,-0.29
82,0,25818,Scott Piercy,65.73,1124,1710,-0.30
83,0,01724,Jeff Maggert,65.66,981,1494,-0.25
84,0,08075,Jerry Kelly,65.63,945,1440,-0.24
85,0,32698,Bobby Gates,65.39,977,1494,-0.25
86,0,23108,Matt Kuchar,65.38,965,1476,-0.27
87,0,21528,Henrik Stenson,65.37,553,846,-0.25
88,0,01116,Michael Bradley,65.35,694,1062,-0.22
89,0,12652,Cameron Beckman,65.30,905,1386,-0.23
89,0,27936,Martin Laird,65.30,858,1314,-0.27
89,0,29518,Brendan Steele,65.30,858,1314,-0.21
92,0,29926,Danny Lee,65.24,775,1188,-0.27
93,0,24924,Bill Haas,65.17,915,1404,-0.25
94,0,23320,Ryan Palmer,65.16,950,1458,-0.28
95,0,27302,Garth Mulroy,65.11,668,1026,-0.28
96,0,24361,Pat Perez,65.05,925,1422,-0.28
97,0,01706,Davis Love III,65.02,749,1152,-0.27
98,0,32102,Rickie Fowler,64.99,971,1494,-0.26
