RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,08793,Tiger Woods,4.03,242,60
2,0,21731,Freddie Jacobson,4.01,281,70
3,0,24925,Jonathan Byrd,3.89,284,73
4,0,12660,Jesper Parnevik,3.88,341,88
5,0,01161,Mark Calcavecchia,3.87,360,93
6,0,24502,Adam Scott,3.85,262,68
7,0,22405,Justin Rose,3.81,225,59
8,0,25900,Lucas Glover,3.77,366,97
9,0,23349,Charles Warren,3.76,380,101
10,0,25396,Kevin Na,3.74,314,84
11,0,27141,J.B. Holmes,3.72,264,71
11,0,10425,Jay Williamson,3.72,186,50
13,0,21633,Steve Allan,3.71,234,63
13,0,29718,Anthony Kim,3.71,345,93
13,0,21949,Joe Ogilvie,3.71,378,102
13,0,22046,Geoff Ogilvy,3.71,289,78
17,0,12716,Charley Hoffman,3.70,359,97
17,0,01810,Phil Mickelson,3.70,263,71
19,0,23638,Brendon de Jonge,3.68,280,76
19,0,25804,Bubba Watson,3.68,294,80
21,0,20850,Daniel Chopra,3.67,389,106
21,0,23325,Vaughn Taylor,3.67,334,91
23,0,24358,Robert Garrigus,3.65,347,95
23,0,10117,Bob Heintz,3.65,310,85
23,0,28475,Jeff Overton,3.65,219,60
23,0,25345,Carl Pettersson,3.65,401,110
23,0,23621,Rory Sabbatini,3.65,288,79
28,0,06522,Ernie Els,3.64,211,58
29,0,12652,Cameron Beckman,3.63,348,96
29,0,21350,Ryuji Imada,3.63,377,104
31,0,23623,Bo Van Pelt,3.62,376,104
32,0,23614,Rich Beem,3.61,321,89
32,0,20472,Alex Cejka,3.61,289,80
32,0,01249,John Daly,3.61,213,59
32,0,10809,Jim Furyk,3.61,296,82
32,0,21209,Sergio Garcia,3.61,238,66
32,0,06567,Vijay Singh,3.61,361,100
32,0,06527,Steve Stricker,3.61,289,80
39,0,10885,Robert Allenby,3.60,320,89
39,0,01320,Bob Estes,3.60,317,88
41,0,22371,Aaron Baddeley,3.59,287,80
41,0,01142,Bart Bryant,3.59,309,86
43,0,19824,Craig Barlow,3.58,186,52
43,0,08537,J.P. Hayes,3.58,319,89
43,0,01707,Steve Lowery,3.58,265,74
43,0,01797,Rocco Mediate,3.58,258,72
43,0,27933,John Merrick,3.58,329,92
43,0,23497,Tag Ridings,3.58,186,52
43,0,08375,Paul Stankowski,3.58,186,52
50,0,20498,Briny Baird,3.57,411,115
50,0,28158,Steve Marino,3.57,378,106
50,0,27095,Nick Watney,3.57,311,87
53,0,24357,K.J. Choi,3.55,302,85
53,0,20229,Stewart Cink,3.55,312,88
53,0,21753,Brian Davis,3.55,359,101
53,0,22892,Jason Gore,3.55,305,86
53,0,24140,Sean O'Hair,3.55,348,98
58,0,24781,Hunter Mahan,3.54,322,91
58,0,20127,Chris Riley,3.54,209,59
58,0,27770,Camilo Villegas,3.54,290,82
61,0,07867,Woody Austin,3.53,335,95
61,0,20378,Mathias Grönberg,3.53,335,95
61,0,20766,Padraig Harrington,3.53,219,62
61,0,10733,Kent Jones,3.53,342,97
61,0,01948,Tim Petrovic,3.53,374,106
66,0,25190,Jeff Quinney,3.52,334,95
67,0,24912,Will MacKenzie,3.51,351,100
67,0,26596,Ryan Moore,3.51,323,92
67,0,23322,Brett Wetterich,3.51,305,87
70,0,22293,Heath Slocum,3.50,354,101
71,0,11032,Frank Lickliter II,3.49,332,95
71,0,24361,Pat Perez,3.49,293,84
71,0,20160,Charlie Wi,3.49,314,90
74,0,22295,Darron Stiles,3.48,226,65
75,0,21805,Harrison Frazar,3.47,305,88
75,0,26881,Jarrod Lyle,3.47,267,77
75,0,20645,John Senden,3.47,337,97
78,0,19803,Ryan Armour,3.46,370,107
78,0,19846,Brian Gay,3.46,370,107
80,0,07363,Craig Bowden,3.45,269,78
80,0,23718,Nathan Green,3.45,355,103
82,0,01024,Billy Andrade,3.44,303,88
82,0,23135,Tim Clark,3.44,220,64
82,0,24924,Bill Haas,3.44,320,93
82,0,02206,David Toms,3.44,265,77
82,0,26289,Boo Weekley,3.44,347,101
87,0,06197,Michael Allen,3.43,254,74
87,0,24490,George McNeill,3.43,326,95
89,0,01724,Jeff Maggert,3.42,270,79
89,0,01945,Kenny Perry,3.42,284,83
91,0,26951,Johnson Wagner,3.41,331,97
92,0,23613,Rich Barcelo,3.40,272,80
92,0,25273,Andrew Buckle,3.40,262,77
92,0,06034,Marco Dawson,3.40,248,73
92,0,06595,Kevin Sutherland,3.40,289,85
96,0,24980,Scott Gutschewski,3.39,227,67
96,0,12195,Tom Johnson,3.39,251,74
98,0,07547,Craig Kanada,3.38,368,109
98,0,27120,Troy Matteson,3.38,294,87
98,0,27963,Chris Stroud,3.38,223,66
101,0,23983,Luke Donald,3.37,226,67
101,0,27649,Brandt Snedeker,3.37,354,105
103,0,12705,Cliff Kresge,3.36,360,107
103,0,02223,Bob Tway,3.36,346,103
103,0,02246,Duffy Waldorf,3.36,232,69
106,0,01766,Billy Mayfair,3.35,328,98
106,0,24449,Parker McLachlin,3.35,278,83
108,0,12782,Tim Herron,3.34,327,98
108,0,22913,John Rollins,3.34,337,101
110,0,25686,Jason Dufner,3.33,333,100
110,0,01313,Steve Elkington,3.33,290,87
110,0,20433,Mark Hensby,3.33,270,81
110,0,01941,Tom Pernice Jr.,3.33,346,104
110,0,21959,Ted Purdy,3.33,340,102
110,0,26882,Michael Sim,3.33,173,52
116,0,01035,Tommy Armour III,3.32,269,81
116,0,11123,Chris Couch,3.32,252,76
116,0,20104,Ken Duke,3.32,372,112
116,0,10423,Mike Weir,3.32,269,81
120,0,22212,Craig Lile,3.31,255,77
120,0,20634,Peter Lonard,3.31,281,85
122,0,20574,Mathew Goggin,3.30,320,97
122,0,12680,Shigeki Maruyama,3.30,277,84
122,0,28486,Michael Putnam,3.30,317,96
125,0,27060,John Mallinger,3.29,316,96
125,0,25892,Steve Wheatcroft,3.29,240,73
127,0,01388,Robert Gamez,3.28,289,88
127,0,08075,Jerry Kelly,3.28,331,101
127,0,23108,Matt Kuchar,3.28,279,85
127,0,02239,Scott Verplank,3.28,266,81
131,0,08931,Glen Day,3.27,278,85
131,0,23353,J.J. Henry,3.27,278,85
131,0,24138,Ian Poulter,3.27,196,60
134,0,20105,Jeff Gove,3.26,336,103
134,0,12602,Dean Wilson,3.26,300,92
136,0,24507,Jason Bohn,3.25,185,57
136,0,20691,Greg Owen,3.25,263,81
136,0,10213,Dicky Pride,3.25,231,71
136,0,23788,D.J. Trahan,3.25,322,99
140,0,07457,Steve Flesch,3.24,324,100
140,0,10860,Justin Leonard,3.24,308,95
140,0,23320,Ryan Palmer,3.24,295,91
140,0,02101,Joey Sindelar,3.24,243,75
144,0,20623,Gavin Coles,3.21,279,87
144,0,01677,Tom Lehman,3.21,199,62
144,0,20628,Arron Oberholser,3.21,218,68
147,0,24024,Zach Johnson,3.20,240,75
147,0,21878,Mark Wilson,3.20,278,87
149,0,21961,Charles Howell III,3.19,274,86
149,0,06515,Shaun Micheel,3.19,281,88
149,0,02214,Kirk Triplett,3.19,246,77
152,0,24290,D.J. Brigman,3.18,213,67
152,0,12510,Chad Campbell,3.18,286,90
152,0,26360,Bubba Dickerson,3.18,162,51
152,0,20572,Rod Pampling,3.18,286,90
156,0,06004,Stephen Ames,3.17,244,77
156,0,01577,Lee Janzen,3.17,209,66
158,0,20098,Stuart Appleby,3.16,231,73
158,0,21806,Paul Gow,3.16,221,70
160,0,07223,Brian Bateman,3.15,173,55
160,0,20382,Stephen Leaney,3.15,258,82
160,0,01706,Davis Love III,3.15,205,65
163,0,19972,José Coceres,3.14,157,50
164,0,23933,Michael Boyd,3.13,191,61
164,0,26679,Kevin Stadler,3.13,297,95
166,0,21470,Daisuke Maruyama,3.12,268,86
167,0,06621,Joe Durant,3.11,271,87
167,0,23800,Bryce Molder,3.11,174,56
169,0,21660,Jason Schultz,3.10,195,63
170,0,07749,Brett Quigley,3.09,241,78
171,0,06643,Paul Goydos,3.08,182,59
172,0,23048,Eric Axley,3.06,327,107
172,0,27702,Matt Hendrix,3.06,193,63
174,0,01381,Fred Funk,3.05,198,65
175,0,08123,Jeff Brehaut,3.03,179,59
175,0,29476,Kyle Reifers,3.03,215,71
177,0,08881,Tripp Isenhour,3.02,260,86
177,0,21528,Henrik Stenson,3.02,139,46
179,0,22378,Trevor Immelman,2.99,203,68
179,0,22348,Nick O'Hern,2.99,203,68
179,0,01928,Corey Pavin,2.99,242,81
182,0,22806,Doug LaBelle II,2.98,310,104
183,0,12714,Chris Tidland,2.97,175,59
184,0,21646,David Branshaw,2.93,243,83
185,0,24457,Jaco Van Zyl,2.92,149,51
186,0,20157,Retief Goosen,2.90,139,48
187,0,20859,Anders Hansen,2.89,159,55
188,0,22621,Ben Curtis,2.88,230,80
188,0,26420,Richard Johnson,2.88,268,93
188,0,02104,Jeff Sluman,2.88,173,60
191,0,06251,Chris DiMarco,2.87,221,77
192,0,06373,José María Olazábal,2.82,141,50
193,0,01132,Mark Brooks,2.72,144,53
194,0,01157,Tom Byrum,2.70,135,50
195,0,02036,Jim Rutledge,2.66,157,59
196,0,01473,Todd Hamilton,2.63,200,76
