RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
1,0,24140,Sean O'Hair,15,303,3
1,0,23349,Charles Warren,15,325,5
3,0,24924,Bill Haas,13,300,1
4,0,24912,Will MacKenzie,12,312,4
5,0,07457,Steve Flesch,11,310,4
5,0,24358,Robert Garrigus,11,313,1
5,0,20572,Rod Pampling,11,264,2
5,0,06567,Vijay Singh,11,295,0
5,0,12714,Chris Tidland,11,195,0
5,0,23322,Brett Wetterich,11,261,1
11,0,23048,Eric Axley,10,341,3
11,0,21805,Harrison Frazar,10,285,0
11,0,23718,Nathan Green,10,320,2
11,0,20378,Mathias Grönberg,10,314,2
11,0,21470,Daisuke Maruyama,10,270,1
11,0,01810,Phil Mickelson,10,216,3
11,0,20691,Greg Owen,10,267,2
11,0,24361,Pat Perez,10,228,2
11,0,08793,Tiger Woods,10,176,1
20,0,06197,Michael Allen,9,240,1
20,0,23614,Rich Beem,9,277,0
20,0,06251,Chris DiMarco,9,235,3
20,0,25686,Jason Dufner,9,319,2
20,0,20105,Jeff Gove,9,341,3
20,0,22913,John Rollins,9,307,2
20,0,22295,Darron Stiles,9,208,2
20,0,27095,Nick Watney,9,277,2
28,0,24290,D.J. Brigman,8,215,1
28,0,21753,Brian Davis,8,327,3
28,0,20574,Mathew Goggin,8,308,1
28,0,22892,Jason Gore,8,285,1
28,0,21961,Charles Howell III,8,266,0
28,0,08881,Tripp Isenhour,8,273,1
28,0,10733,Kent Jones,8,327,1
28,0,28158,Steve Marino,8,343,1
28,0,25396,Kevin Na,8,276,3
28,0,21949,Joe Ogilvie,8,319,1
28,0,01948,Tim Petrovic,8,329,4
28,0,25345,Carl Pettersson,8,343,1
28,0,28486,Michael Putnam,8,298,0
28,0,26679,Kevin Stadler,8,315,0
28,0,02214,Kirk Triplett,8,267,2
28,0,25804,Bubba Watson,8,264,1
44,0,21633,Steve Allan,7,199,3
44,0,10885,Robert Allenby,7,263,0
44,0,24507,Jason Bohn,7,177,1
44,0,08123,Jeff Brehaut,7,196,0
