RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,05319,Gene Jones,.07,4,57
2,0,01690,Bruce Lietzke,.06,3,50
3,0,01288,Ed Dougherty,.05,6,110
3,0,01930,Eddie Pearce,.05,3,62
5,0,06124,Patrick Burke,.04,2,57
5,0,06247,David Delong,.04,2,52
5,0,01388,Robert Gamez,.04,3,80
5,0,01414,Bob Gilder,.04,3,78
5,0,01682,Wayne Levi,.04,3,75
5,0,01724,Jeff Maggert,.04,4,89
5,0,01890,Brett Ogle,.04,2,56
5,0,08759,Tad Rhyan,.04,3,79
5,0,02256,Tom Watson,.04,2,56
14,0,01014,Fulton Allem,.03,3,90
14,0,01191,Barry Cheesman,.03,3,87
14,0,01200,Keith Clearwater,.03,3,103
14,0,01249,John Daly,.03,2,71
14,0,01408,Kelly Gibson,.03,3,101
14,0,01418,Bill Glasson,.03,2,76
14,0,06643,Paul Goydos,.03,3,94
14,0,06575,Dudley Hart,.03,3,91
14,0,01559,Hale Irwin,.03,2,67
14,0,01659,Massy Kuramoto,.03,2,61
14,0,01823,Larry Mize,.03,2,76
14,0,06401,Marty Schiene,.03,2,62
14,0,02190,Doug Tewell,.03,2,63
14,0,02321,Fuzzy Zoeller,.03,2,70
28,0,01049,Ian Baker-Finch,.02,1,61
28,0,01068,Andy Bean,.02,1,61
28,0,01132,Mark Brooks,.02,2,95
28,0,01196,Brian Claar,.02,2,107
28,0,01203,Russ Cochran,.02,2,94
28,0,01495,Morris Hatalsky,.02,1,60
28,0,01607,Brian Kamm,.02,2,85
28,0,01755,Dick Mast,.02,2,86
28,0,01934,Dave Peege,.02,1,57
28,0,08553,Lee Porter,.02,1,51
28,0,02067,Ted Schulz,.02,2,95
28,0,02201,Jim Thorpe,.02,1,56
28,0,02255,Denis Watson,.02,1,62
41,0,01006,John Adams,.01,1,92
41,0,06197,Michael Allen,.01,1,83
41,0,06006,JC Anderson,.01,1,76
41,0,01024,Billy Andrade,.01,1,92
41,0,01042,Paul Azinger,.01,1,80
41,0,01093,Ronnie Black,.01,1,87
41,0,01129,Bill Britton,.01,1,88
41,0,01161,Mark Calcavecchia,.01,1,95
41,0,07569,Mark Carnevale,.01,1,94
41,0,01185,Brandel Chamblee,.01,1,83
41,0,01226,Fred Couples,.01,1,71
41,0,01284,Mike Donald,.01,1,92
41,0,01306,David Edwards,.01,1,77
41,0,06599,John Elliott,.01,1,77
41,0,01346,Ed Fiori,.01,1,95
41,0,06058,John Flannery,.01,1,102
41,0,01381,Fred Funk,.01,1,115
41,0,01385,Jim Gallagher Jr.,.01,1,89
41,0,01468,Gary Hallberg,.01,1,90
41,0,01469,Dan Halldorson,.01,1,79
41,0,06284,Jim Hallet,.01,1,90
41,0,01510,Nolan Henke,.01,1,93
41,0,01549,Mike Hulbert,.01,1,100
41,0,01553,John Huston,.01,1,111
41,0,01564,David Jackson,.01,1,87
41,0,10207,Jimmy Johnston,.01,1,69
41,0,01619,Skip Kendall,.01,1,96
41,0,01633,Tom Kite,.01,1,68
41,0,06128,Steve Lamontagne,.01,1,97
41,0,06332,Neal Lancaster,.01,1,100
41,0,01701,Bob Lohr,.01,1,84
41,0,01706,Davis Love III,.01,1,99
41,0,01723,Andrew Magee,.01,1,74
41,0,01766,Billy Mayfair,.01,1,109
41,0,06090,Jim McGovern,.01,1,117
41,0,01810,Phil Mickelson,.01,1,72
41,0,01837,Gil Morgan,.01,1,85
41,0,01891,David Ogrin,.01,1,92
41,0,01938,David Peoples,.01,1,82
41,0,02007,Larry Rinker,.01,1,74
41,0,02010,Loren Roberts,.01,1,95
41,0,02049,Gene Sauers,.01,1,94
41,0,06136,Mike Schuchart,.01,1,72
41,0,02090,Tom Sieckmann,.01,1,95
41,0,02133,Craig Stadler,.01,1,79
41,0,02135,Mike Standly,.01,1,93
41,0,02206,David Toms,.01,1,83
41,0,02214,Kirk Triplett,.01,1,91
41,0,02217,Dennis Trixler,.01,1,82
41,0,02224,Greg Twiggs,.01,1,89
41,0,02225,Howard Twitty,.01,1,91
41,0,02242,Lanny Wadkins,.01,1,70
41,0,02267,D.A. Weibring,.01,1,74
41,0,06589,Jeff Woodland,.01,1,78
