RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3 PUTTS,TOTAL ROUNDS
1,0,06006,JC Anderson,.96,73,76
2,0,01930,Eddie Pearce,.95,59,62
3,0,01564,David Jackson,.90,78,87
4,0,06401,Marty Schiene,.85,53,62
5,0,06599,John Elliott,.82,63,77
5,0,01469,Dan Halldorson,.82,65,79
7,0,01934,Dave Peege,.81,46,57
8,0,01724,Jeff Maggert,.79,70,89
8,0,01958,Dan Pohl,.79,41,52
10,0,06284,Jim Hallet,.78,70,90
10,0,06136,Mike Schuchart,.78,56,72
12,0,01191,Barry Cheesman,.76,66,87
13,0,02206,David Toms,.75,62,83
14,0,06144,John Dowdall,.74,40,54
15,0,01891,David Ogrin,.73,67,92
15,0,02201,Jim Thorpe,.73,41,56
17,0,07569,Mark Carnevale,.72,68,94
17,0,02218,Ted Tryba,.72,68,94
19,0,01218,Jeff Cook,.71,59,83
19,0,01323,Brad Fabel,.71,58,82
19,0,01533,P.H. Horgan III,.71,62,87
19,0,01771,Blaine McCallister,.71,62,87
19,0,01938,David Peoples,.71,58,82
19,0,01975,Tom Purtzer,.71,40,56
19,0,10795,Neale Smith,.71,40,56
26,0,01249,John Daly,.69,49,71
26,0,01390,Buddy Gardner,.69,45,65
26,0,02245,Grant Waite,.69,61,89
29,0,06034,Marco Dawson,.68,71,104
29,0,10207,Jimmy Johnston,.68,47,69
29,0,02100,Tim Simpson,.68,57,84
32,0,01887,Mark O'Meara,.67,57,85
32,0,02190,Doug Tewell,.67,42,63
32,0,02214,Kirk Triplett,.67,61,91
35,0,01550,Ed Humenik,.66,61,93
35,0,06332,Neal Lancaster,.66,66,100
35,0,01797,Rocco Mediate,.66,57,87
35,0,08759,Tad Rhyan,.66,52,79
39,0,06086,Russell Beiersdorf,.65,64,99
39,0,01201,Lennie Clements,.65,52,80
39,0,06247,David Delong,.65,34,52
39,0,01374,Robin Freeman,.65,56,86
39,0,01388,Robert Gamez,.65,52,80
44,0,01200,Keith Clearwater,.64,66,103
44,0,01766,Billy Mayfair,.64,70,109
44,0,01971,Dillard Pruitt,.64,55,86
44,0,02321,Fuzzy Zoeller,.64,45,70
48,0,01014,Fulton Allem,.63,57,90
48,0,01035,Tommy Armour III,.63,35,56
48,0,01060,Dave Barr,.63,59,94
48,0,01185,Brandel Chamblee,.63,52,83
48,0,02049,Gene Sauers,.63,59,94
48,0,02217,Dennis Trixler,.63,52,82
48,0,02224,Greg Twiggs,.63,56,89
55,0,01116,Michael Bradley,.62,49,79
55,0,01408,Kelly Gibson,.62,63,101
55,0,06617,Brian Henninger,.62,55,89
55,0,06128,Steve Lamontagne,.62,60,97
55,0,02090,Tom Sieckmann,.62,59,95
60,0,01049,Ian Baker-Finch,.61,37,61
60,0,01468,Gary Hallberg,.61,55,90
60,0,01846,Jodie Mudd,.61,36,59
60,0,01946,Peter Persons,.61,55,90
60,0,02170,Hal Sutton,.61,52,85
65,0,01284,Mike Donald,.60,55,92
65,0,06058,John Flannery,.60,61,102
65,0,01435,Wayne Grady,.60,31,52
65,0,06044,Scott Gump,.60,55,91
65,0,01607,Brian Kamm,.60,51,85
65,0,01690,Bruce Lietzke,.60,30,50
65,0,01715,Mark Lye,.60,39,65
65,0,08045,Perry Moss,.60,51,85
65,0,02180,Harry Taylor,.60,52,87
65,0,02255,Denis Watson,.60,37,62
75,0,06197,Michael Allen,.59,49,83
75,0,01068,Andy Bean,.59,36,61
75,0,01093,Ronnie Black,.59,51,87
75,0,01261,Jay Delsing,.59,58,99
75,0,01282,Trevor Dodds,.59,48,82
75,0,01381,Fred Funk,.59,68,115
75,0,06566,Jaime Gomez,.59,50,85
75,0,06643,Paul Goydos,.59,55,94
75,0,01444,Ken Green,.59,35,59
75,0,01510,Nolan Henke,.59,55,93
75,0,01723,Andrew Magee,.59,44,74
75,0,01761,Len Mattiace,.59,46,78
87,0,01161,Mark Calcavecchia,.58,55,95
87,0,01288,Ed Dougherty,.58,64,110
87,0,01527,Scott Hoch,.58,53,92
87,0,01549,Mike Hulbert,.58,58,100
87,0,01619,Skip Kendall,.58,56,96
87,0,01783,Mark McCumber,.58,45,77
87,0,01864,Larry Nelson,.58,32,55
87,0,02007,Larry Rinker,.58,43,74
95,0,01810,Phil Mickelson,.57,41,72
95,0,01890,Brett Ogle,.57,32,56
95,0,01945,Kenny Perry,.57,52,91
95,0,02033,Dave Rummells,.57,45,79
95,0,02246,Duffy Waldorf,.57,45,79
100,0,01143,Brad Bryant,.56,57,101
100,0,01157,Tom Byrum,.56,42,75
100,0,10195,Tim Conley,.56,35,62
100,0,01307,Joel Edwards,.56,50,89
100,0,01385,Jim Gallagher Jr.,.56,50,89
100,0,01577,Lee Janzen,.56,52,93
100,0,05319,Gene Jones,.56,32,57
100,0,01725,John Mahaffey,.56,40,72
100,0,02135,Mike Standly,.56,52,93
109,0,01320,Bob Estes,.55,53,97
109,0,01353,Bruce Fleisher,.55,48,88
109,0,01755,Dick Mast,.55,47,86
109,0,08553,Lee Porter,.55,28,51
113,0,01346,Ed Fiori,.54,51,95
113,0,06012,Greg Kraft,.54,39,72
113,0,01648,Billy Kratzert,.54,28,52
113,0,01659,Massy Kuramoto,.54,33,61
117,0,01024,Billy Andrade,.53,49,92
117,0,01132,Mark Brooks,.53,50,95
117,0,06691,Greg Cesario,.53,33,62
117,0,01306,David Edwards,.53,41,77
117,0,06575,Dudley Hart,.53,48,91
117,0,02225,Howard Twitty,.53,48,91
117,0,02303,Robert Wrenn,.53,43,81
124,0,01682,Wayne Levi,.52,39,75
124,0,01926,Steve Pate,.52,46,88
124,0,02294,Willie Wood,.52,40,77
127,0,01378,David Frost,.51,37,73
127,0,01414,Bob Gilder,.51,40,78
127,0,01633,Tom Kite,.51,35,68
127,0,02241,Bobby Wadkins,.51,33,65
127,0,02242,Lanny Wadkins,.51,36,70
127,0,02279,Mark Wiebe,.51,46,90
133,0,01072,Chip Beck,.50,44,88
133,0,01457,Jay Haas,.50,55,111
133,0,01495,Morris Hatalsky,.50,30,60
133,0,02111,Mike Smith,.50,45,90
137,0,06124,Patrick Burke,.49,28,57
137,0,01248,Rick Dalpos,.49,34,70
137,0,01418,Bill Glasson,.49,37,76
137,0,02131,Mike Springer,.49,40,81
137,0,02133,Craig Stadler,.49,39,79
137,0,06589,Jeff Woodland,.49,38,78
143,0,01226,Fred Couples,.48,34,71
143,0,01313,Steve Elkington,.48,42,88
143,0,01443,Hubert Green,.48,26,54
143,0,06090,Jim McGovern,.48,56,117
143,0,01920,Craig Parry,.48,35,73
148,0,01361,Dan Forsman,.47,41,87
148,0,01849,Bill Murchison,.47,25,53
148,0,02185,Lance Ten Broeck,.47,46,97
148,0,02298,Jim Woodward,.47,24,51
152,0,01196,Brian Claar,.46,49,107
152,0,01197,Bobby Clampett,.46,25,54
152,0,01557,John Inman,.46,45,97
152,0,02101,Joey Sindelar,.46,33,71
152,0,02223,Bob Tway,.46,31,67
152,0,02256,Tom Watson,.46,26,56
158,0,01006,John Adams,.45,41,92
158,0,01129,Bill Britton,.45,40,88
158,0,01706,Davis Love III,.45,45,99
158,0,01707,Steve Lowery,.45,49,108
158,0,01736,Roger Maltbie,.45,26,58
158,0,02104,Jeff Sluman,.45,44,97
164,0,01203,Russ Cochran,.44,41,94
164,0,01569,Peter Jacobsen,.44,35,79
164,0,01928,Corey Pavin,.44,40,91
167,0,01701,Bob Lohr,.43,36,84
167,0,02067,Ted Schulz,.43,41,95
167,0,02267,D.A. Weibring,.43,32,74
170,0,01096,Phil Blackmar,.42,37,89
170,0,01098,Jay Don Blake,.42,33,78
170,0,01968,Nick Price,.42,29,69
170,0,02010,Loren Roberts,.42,40,95
174,0,01553,John Huston,.41,45,111
174,0,01677,Tom Lehman,.41,39,94
176,0,01329,Brad Faxon,.40,34,84
176,0,02146,Payne Stewart,.40,38,94
178,0,01331,Rick Fehr,.39,38,97
178,0,01475,Donnie Hammond,.39,32,83
180,0,02322,Richard Zokol,.38,28,73
181,0,01559,Hale Irwin,.37,25,67
182,0,01219,John Cook,.36,30,84
183,0,01042,Paul Azinger,.35,28,80
184,0,02159,Curtis Strange,.34,27,79
185,0,02099,Scott Simpson,.33,26,78
186,0,01876,Greg Norman,.28,15,54
187,0,01235,Ben Crenshaw,.27,19,70
187,0,01837,Gil Morgan,.27,23,85
189,0,01823,Larry Mize,.26,20,76
