RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,01755,Dick Mast,28.38,2469,87,22
2,0,01098,Jay Don Blake,28.42,2245,79,12
3,0,01235,Ben Crenshaw,28.44,2019,71,21
4,0,01329,Brad Faxon,28.47,2420,85,21
4,0,01468,Gary Hallberg,28.47,2591,91,21
6,0,01378,David Frost,28.51,2081,73,21
7,0,06691,Greg Cesario,28.53,1769,62,23
8,0,01495,Morris Hatalsky,28.55,1713,60,22
9,0,01876,Greg Norman,28.63,1546,54,24
10,0,02255,Denis Watson,28.69,1779,62,23
11,0,06589,Jeff Woodland,28.70,2267,79,22
12,0,01444,Ken Green,28.73,1724,60,16
12,0,01846,Jodie Mudd,28.73,1695,59,14
14,0,01557,John Inman,28.76,2818,98,21
14,0,02099,Scott Simpson,28.76,2243,78,23
16,0,02185,Lance Ten Broeck,28.77,2791,97,23
17,0,01443,Hubert Green,28.83,1557,54,23
18,0,02298,Jim Woodward,28.84,1471,51,17
19,0,02159,Curtis Strange,28.86,2280,79,12
20,0,01203,Russ Cochran,28.89,2745,95,16
20,0,01701,Bob Lohr,28.89,2456,85,23
22,0,02256,Tom Watson,28.93,1620,56,25
23,0,01682,Wayne Levi,28.96,2201,76,25
24,0,01920,Craig Parry,28.97,2115,73,24
24,0,02049,Gene Sauers,28.97,2752,95,23
26,0,02225,Howard Twitty,28.99,2667,92,23
27,0,02279,Mark Wiebe,29.00,2610,90,23
27,0,02322,Richard Zokol,29.00,2146,74,15
29,0,01823,Larry Mize,29.01,2205,76,22
30,0,01218,Jeff Cook,29.02,2409,83,10
30,0,01577,Lee Janzen,29.02,2699,93,22
32,0,06012,Greg Kraft,29.03,2090,72,24
33,0,01475,Donnie Hammond,29.05,2411,83,24
33,0,02294,Willie Wood,29.05,2266,78,22
35,0,01659,Massy Kuramoto,29.07,1773,61,24
36,0,06058,John Flannery,29.11,2998,103,23
36,0,02146,Payne Stewart,29.11,2736,94,25
38,0,02007,Larry Rinker,29.12,2155,74,23
38,0,02131,Mike Springer,29.12,2388,82,21
38,0,02223,Bob Tway,29.12,1980,68,22
41,0,01024,Billy Andrade,29.13,2680,92,22
41,0,01096,Phil Blackmar,29.13,2593,89,12
41,0,01331,Rick Fehr,29.13,2855,98,23
44,0,01706,Davis Love III,29.16,2916,100,24
45,0,01226,Fred Couples,29.20,2073,71,25
45,0,01553,John Huston,29.20,3270,112,24
47,0,01161,Mark Calcavecchia,29.21,2775,95,23
47,0,01353,Bruce Fleisher,29.21,2600,89,22
47,0,02090,Tom Sieckmann,29.21,2804,96,23
50,0,01633,Tom Kite,29.22,1987,68,22
51,0,01068,Andy Bean,29.23,1783,61,23
51,0,01361,Dan Forsman,29.23,2543,87,24
51,0,02242,Lanny Wadkins,29.23,2046,70,22
51,0,02267,D.A. Weibring,29.23,2192,75,22
55,0,01559,Hale Irwin,29.24,1959,67,24
55,0,01761,Len Mattiace,29.24,2281,78,24
57,0,06197,Michael Allen,29.25,2457,84,24
57,0,01200,Keith Clearwater,29.25,3042,104,23
57,0,01510,Nolan Henke,29.25,2720,93,24
60,0,01196,Brian Claar,29.26,3160,108,24
61,0,01093,Ronnie Black,29.27,2576,88,24
62,0,01143,Brad Bryant,29.28,2957,101,5
63,0,01129,Bill Britton,29.29,2607,89,24
63,0,01248,Rick Dalpos,29.29,2050,70,22
65,0,02104,Jeff Sluman,29.30,2842,97,21
66,0,06643,Paul Goydos,29.32,2785,95,21
