RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,28237,Rory McIlroy,151.7,535174000,98
1,0,22046,Geoff Ogilvy,151.7,808262000,148
3,0,30944,Jason Kokrak,152.8,1171737000,213
4,0,06034,Marco Dawson,154.2,916000000,165
5,0,23353,J.J. Henry,155.3,1090186000,195
6,0,06573,Brandt Jobe,156.0,814417000,145
7,0,21731,Freddie Jacobson,156.2,798329000,142
7,0,23108,Matt Kuchar,156.2,916376000,163
7,0,26329,Louis Oosthuizen,156.2,759266000,135
10,0,33120,Mark Anderson,156.6,1246135000,221
10,0,34021,Bud Cauley,156.6,1358954000,241
12,0,27141,J.B. Holmes,156.8,1377505000,244
13,0,27644,Brian Harman,157.0,1424104000,252
13,0,24940,Edward Loar,157.0,910028000,161
15,0,26596,Ryan Moore,157.2,1324419000,234
15,0,33419,Cameron Tringale,157.2,1278889000,226
17,0,19970,Robert Karlsson,157.3,826979000,146
18,0,30692,Scott Stallings,157.5,1269982000,224
19,0,10213,Dicky Pride,157.6,862594000,152
20,0,21528,Henrik Stenson,157.7,698116000,123
20,0,27330,Josh Teater,157.7,1498432000,264
22,0,20593,Greg Chalmers,157.8,1204075000,212
22,0,26331,Charl Schwartzel,157.8,579314000,102
22,0,23325,Vaughn Taylor,157.8,1067865000,188
25,0,23542,Tommy Biershenk,158.3,1253680000,220
25,0,01249,John Daly,158.3,735324000,129
27,0,22378,Trevor Immelman,158.5,981160000,172
28,0,24781,Hunter Mahan,158.6,1021836000,179
29,0,26300,Matt Jones,158.7,777139000,136
29,0,28308,Troy Kelly,158.7,942397000,165
31,0,28307,Matt Every,158.8,1029114000,180
31,0,24358,Robert Garrigus,158.8,1229475000,215
31,0,26289,Boo Weekley,158.8,1035034000,181
34,0,27797,Derek Lamely,158.9,1046758000,183
35,0,30927,Brendon Todd,159.1,1288370000,225
36,0,24502,Adam Scott,159.2,716380000,125
37,0,01706,Davis Love III,159.3,837414000,146
38,0,21805,Harrison Frazar,159.4,992971000,173
38,0,30925,Dustin Johnson,159.4,780235000,136
40,0,06004,Stephen Ames,159.5,746537000,130
40,0,32334,Charlie Beljan,159.5,763865000,133
42,0,29479,Scott Brown,159.6,1005560000,175
43,0,28093,Miguel Angel Carballo,159.7,1236064000,215
43,0,23204,Gary Christian,159.7,1345418000,234
43,0,28500,Martin Flores,159.7,1339310000,233
43,0,26758,David Hearn,159.7,1402868000,244
43,0,30711,Colt Knost,159.7,1339756000,233
48,0,29476,Kyle Reifers,159.9,1214407000,211
49,0,22371,Aaron Baddeley,160.0,962042000,167
49,0,12510,Chad Campbell,160.0,1330411000,231
49,0,06522,Ernie Els,160.0,984727000,171
49,0,08725,Tom Gillis,160.0,1261148000,219
49,0,30110,Kyle Stanley,160.0,1203732000,209
54,0,28089,Jason Day,160.2,772583000,134
55,0,23548,Bill Lunde,160.3,1056204000,183
55,0,27120,Troy Matteson,160.3,1477264000,256
55,0,20572,Rod Pampling,160.3,1171695000,203
58,0,34099,Harris English,160.4,1518466000,263
58,0,29289,S.Y. Noh,160.4,1328348000,230
58,0,23621,Rory Sabbatini,160.4,1316250000,228
61,0,25572,Graeme McDowell,160.5,658834000,114
61,0,24490,George McNeill,160.5,1294353000,224
61,0,20691,Greg Owen,160.5,1415203000,245
61,0,23320,Ryan Palmer,160.5,1190025000,206
61,0,27214,Kevin Streelman,160.5,1236273000,214
66,0,30750,Tommy Gainey,160.6,1757654000,304
66,0,30926,Chris Kirk,160.6,1462608000,253
66,0,02206,David Toms,160.6,687833000,119
69,0,27436,Graham DeLaet,160.7,1249230000,216
70,0,20766,Padraig Harrington,160.8,781445000,135
70,0,06527,Steve Stricker,160.8,706029000,122
72,0,29910,Blake Adams,160.9,1575901000,272
72,0,20070,Matt Bettencourt,160.9,1378627000,238
72,0,08793,Tiger Woods,160.9,660490000,114
75,0,29478,Kevin Kisner,161.0,886776000,153
75,0,23800,Bryce Molder,161.0,1095627000,189
77,0,32200,Roberto Castro,161.1,1177075000,203
77,0,25804,Bubba Watson,161.1,730754000,126
79,0,25686,Jason Dufner,161.2,847436000,146
79,0,26679,Kevin Stadler,161.2,1125954000,194
81,0,27963,Chris Stroud,161.3,1196569000,206
81,0,31323,Gary Woodland,161.3,1051225000,181
83,0,01766,Billy Mayfair,161.4,1353948000,233
83,0,27302,Garth Mulroy,161.4,813254000,140
85,0,19846,Brian Gay,161.5,1168837000,201
85,0,24140,Sean O'Hair,161.5,1313613000,226
85,0,25818,Scott Piercy,161.5,1372001000,236
88,0,27895,Jonas Blixt,161.8,984332000,169
88,0,27974,Sung Kang,161.8,1450131000,249
88,0,35139,Richard Lee,161.8,943524000,162
88,0,25396,Kevin Na,161.8,1031068000,177
88,0,20396,Lee Westwood,161.8,722472000,124
93,0,24604,Hunter Haas,161.9,961714000,165
94,0,01116,Michael Bradley,162.0,1032351000,177
94,0,21961,Charles Howell III,162.0,1306087000,224
94,0,28475,Jeff Overton,162.0,1434284000,246
94,0,27095,Nick Watney,162.0,1352883000,232
98,0,20160,Charlie Wi,162.1,1342494000,230
99,0,28455,Will Claxton,162.2,1424686000,244
100,0,23983,Luke Donald,162.3,625313000,107
101,0,32102,Rickie Fowler,162.4,1157263000,198
101,0,23623,Bo Van Pelt,162.4,1075837000,184
103,0,20850,Daniel Chopra,162.5,854282000,146
103,0,34174,John Huh,162.5,1532461000,262
105,0,12652,Cameron Beckman,162.6,1451911000,248
106,0,01810,Phil Mickelson,162.8,920342000,157
107,0,10885,Robert Allenby,162.9,1390224000,237
107,0,23541,Ben Crane,162.9,1067210000,182
107,0,30852,Ryo Ishikawa,162.9,756376000,129
110,0,12782,Tim Herron,163.0,1250094000,213
