RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
42,0,23983,Luke Donald,159,TOUR Champ,3,14 - Par 4
43,0,22961,David Mathis,158,Travelers Champ,1,11 - Par 3
44,0,01116,Michael Bradley,158,RBC Heritage,3,16 - Par 4
45,0,20498,Briny Baird,157,Northern Trust,3,7 - Par 4 -
48,0,25572,Graeme McDowell,154,BMW Champ,1,8 - Par 4 -
49,0,30927,Brendon Todd,154,Zurich Classic,1,8 - Par 4 -
50,0,23353,J.J. Henry,154,HP Byron Nelson,4,5 - Par 3 -
52,0,27120,Troy Matteson,152,Sony Open,2,3 - Par 4 -
53,0,27436,Graham DeLaet,152,The Barclays,4,15 - Par 4
54,0,19825,Darren Clarke,149,Shell Houston,1,15 - Par 5
56,0,25818,Scott Piercy,147,Farmers Ins.,2,5 - Par 4 -
57,0,32698,Bobby Gates,146,AT&T Pebble,4,15 - Par 4
59,0,34099,Harris English,145,The Barclays,4,15 - Par 4
60,0,29545,David Sanchez,144,Wyndham Champ.,2,9 - Par 4 -
62,0,23638,Brendon de Jonge,144,Northern Trust,2,7 - Par 4 -
63,0,23623,Bo Van Pelt,143,Canadian Open,2,9 - Par 4 -
64,0,33419,Cameron Tringale,142,Shell Houston,1,11 - Par 4
65,0,29926,Danny Lee,141,Humana,4,17 - Par 3
67,0,20104,Ken Duke,140,AT&T Pebble,1,16 - Par 4
68,0,20593,Greg Chalmers,137,Zurich Classic,2,1 - Par 4 -
69,0,25804,Bubba Watson,137,Travelers Champ,1,10 - Par 4
72,0,10860,Justin Leonard,136,JT Shriners,3,11 - Par 4
73,0,24138,Ian Poulter,134,Phoenix Open,2,1 - Par 4 -
74,0,25562,Andres Romero,134,HP Byron Nelson,2,1 - Par 4 -
76,0,06515,Shaun Micheel,134,St. Jude,2,12 - Par 4
77,0,12782,Tim Herron,128,Frys.com Open,2,18 - Par 4
78,0,19846,Brian Gay,127,Frys.com Open,1,10 - Par 4
79,0,37273,Derek Ernst,125,Frys.com Open,1,18 - Par 4
80,0,30925,Dustin Johnson,124,Memorial Tourn,3,13 - Par 4
81,0,27644,Brian Harman,124,Children's MNHC,3,9 - Par 4 -
82,0,25274,Steven Bowditch,123,AT&T Pebble,3,15 - Par 4
83,0,06593,Gus Ulrich,123,Wyndham Champ.,1,8 - Par 4 -
84,0,02206,David Toms,123,THE PLAYERS,4,6 - Par 4 -
85,0,06034,Marco Dawson,123,True South Cl,1,3 - Par 4 -
86,0,20850,Daniel Chopra,123,Canadian Open,2,12 - Par 4
87,0,02239,Scott Verplank,120,Transitions Chp,2,5 - Par 5 -
88,0,24604,Hunter Haas,120,John Deere Clas,4,8 - Par 4 -
89,0,26289,Boo Weekley,120,The Greenbrier,1,16 - Par 4
91,0,26329,Louis Oosthuizen,117,Crowne Plaza,1,18 - Par 4
92,0,35450,Patrick Cantlay,117,Canadian Open,4,15 - Par 4
93,0,24940,Edward Loar,117,John Deere Clas,2,4 - Par 4 -
94,0,23204,Gary Christian,117,Canadian Open,2,12 - Par 4
95,0,30750,Tommy Gainey,115,St. Jude,3,1 - Par 4 -
96,0,07457,Steve Flesch,115,Wells Fargo,2,1 - Par 4 -
97,0,20160,Charlie Wi,114,AT&T Pebble,2,13 - Par 4
98,0,25240,D.A. Points,114,JT Shriners,2,3 - Par 4 -
100,0,28158,Steve Marino,113,Farmers Ins.,2,17 - Par 4
101,0,28500,Martin Flores,113,Phoenix Open,3,6 - Par 4 -
102,0,23542,Tommy Biershenk,110,JT Shriners,3,7 - Par 4 -
103,0,01810,Phil Mickelson,110,Northern Trust,2,8 - Par 4 -
106,0,23409,James Driscoll,106,JT Shriners,2,7 - Par 4 -
108,0,29910,Blake Adams,105,Northern Trust,1,17 - Par 5
109,0,23541,Ben Crane,104,Crowne Plaza,2,9 - Par 4 -
110,0,27895,Jonas Blixt,104,JT Shriners,2,7 - Par 4 -
111,0,23325,Vaughn Taylor,103,RBC Heritage,1,9 - Par 4 -
112,0,30692,Scott Stallings,103,Canadian Open,3,10 - Par 4
114,0,24358,Robert Garrigus,101,JT Shriners,2,11 - Par 4
115,0,27933,John Merrick,100,JT Shriners,2,7 - Par 4 -
116,0,27556,Ted Potter Jr.,98,Farmers Ins.,2,18 - Par 5
119,0,27963,Chris Stroud,98,Zurich Classic,1,13 - Par 4
121,0,21753,Brian Davis,96,Zurich Classic,3,2 - Par 5 -
122,0,01948,Tim Petrovic,96,The Greenbrier,4,10 - Par 4
124,0,28455,Will Claxton,93,Transitions Chp,1,14 - Par 5
126,0,29420,Billy Horschel,91,True South Cl,3,18 - Par 5
129,0,26851,Marc Leishman,90,RBC Heritage,2,14 - Par 3
131,0,31401,Zack Miller,86,Canadian Open,1,10 - Par 4
138,0,06567,Vijay Singh,80,Farmers Ins.,2,18 - Par 5
141,0,21528,Henrik Stenson,79,Arnold Palmer,4,5 - Par 4 -
142,0,23800,Bryce Molder,77,Hyundai T of C,3,14 - Par 4
143,0,12716,Charley Hoffman,76,Farmers Ins.,3,18 - Par 5
144,0,21731,Freddie Jacobson,75,Texas Open,3,5 - Par 4 -
145,0,27939,Matt McQuillan,75,HP Byron Nelson,2,16 - Par 5
147,0,33141,Keegan Bradley,73,Hyundai T of C,4,16 - Par 4
148,0,20574,Mathew Goggin,71,Shell Houston,3,13 - Par 5
150,0,34360,Patrick Reed,69,Frys.com Open,4,15 - Par 5
151,0,32102,Rickie Fowler,68,Phoenix Open,1,15 - Par 5
152,0,22405,Justin Rose,67,THE PLAYERS,4,12 - Par 4
153,0,20070,Matt Bettencourt,67,True South Cl,3,18 - Par 5
154,0,36690,Hunter Hamrick,62,Canadian Open,2,4 - Par 5 -
155,0,34174,John Huh,58,The Barclays,1,6 - Par 4 -
156,0,34021,Bud Cauley,57,Deutsche Bank,2,18 - Par 5
160,0,26300,Matt Jones,53,Frys.com Open,4,15 - Par 5
161,0,25632,Jimmy Walker,51,Sony Open,2,3 - Par 4 -
162,0,21878,Mark Wilson,50,Deutsche Bank,2,18 - Par 5
163,0,27974,Sung Kang,49,John Deere Clas,1,18 - Par 4
167,0,27064,Jhonattan Vegas,43,THE PLAYERS,4,8 - Par 3 -
170,0,30944,Jason Kokrak,42,Northern Trust,2,12 - Par 4
172,0,28259,Sangmoon Bae,41,WGC-Cadillac,3,3 - Par 4 -
174,0,28093,Miguel Angel Carballo,41,Sony Open,2,16 - Par 4
177,0,25198,Francesco Molinari,39,WGC-Bridgestone,1,4 - Par 4 -
178,0,06036,Scott Dunlap,39,Wyndham Champ.,2,15 - Par 5
180,0,26679,Kevin Stadler,38,THE PLAYERS,4,4 - Par 4 -
183,0,29221,Webb Simpson,36,Wells Fargo,1,8 - Par 4 -
185,0,27676,Lonny Alexander,36,Texas Open,2,14 - Par 5
192,0,23552,Hank Kuehne,34,Texas Open,2,6 - Par 4 -
193,0,32366,Kevin Chappell,34,Farmers Ins.,1,15 - Par 4
194,0,29478,Kevin Kisner,34,Phoenix Open,3,14 - Par 4
196,0,27141,J.B. Holmes,33,Wells Fargo,2,18 - Par 4
199,0,27214,Kevin Streelman,33,The Greenbrier,1,17 - Par 5
201,0,20472,Alex Cejka,32,RBC Heritage,1,16 - Par 4
203,0,27466,Spencer Levin,32,AT&T Pebble,2,6 - Par 5 -
204,0,28307,Matt Every,32,RBC Heritage,2,9 - Par 4 -
206,0,08075,Jerry Kelly,31,Wyndham Champ.,4,14 - Par 4
207,0,29518,Brendan Steele,31,Hyundai T of C,3,12 - Par 4
208,0,12652,Cameron Beckman,31,Phoenix Open,1,17 - Par 4
209,0,29289,S.Y. Noh,31,BMW Champ,4,8 - Par 4 -
210,0,06573,Brandt Jobe,31,Honda Classic,4,10 - Par 4
215,0,34261,Scott Langley,30,Honda Classic,4,6 - Par 4 -
219,0,23718,Nathan Green,30,St. Jude,1,10 - Par 4
221,0,30711,Colt Knost,30,Honda Classic,1,2 - Par 4 -
223,0,28089,Jason Day,29,Transitions Chp,1,2 - Par 4 -
228,0,11032,Frank Lickliter II,29,Transitions Chp,1,5 - Par 5 -
231,0,01797,Rocco Mediate,29,The Greenbrier,1,11 - Par 4
233,0,23452,Nicolas Colsaerts,29,Memorial Tourn,4,7 - Par 5 -
234,0,24846,Ricky Barnes,29,HP Byron Nelson,2,6 - Par 4 -
235,0,01707,Steve Lowery,29,True South Cl,1,7 - Par 5 -
236,0,26758,David Hearn,29,Frys.com Open,1,6 - Par 4 -
237,0,25345,Carl Pettersson,29,John Deere Clas,2,9 - Par 4 -
238,0,32150,Michael Thompson,28,Sony Open,1,1 - Par 4 -
240,0,29479,Scott Brown,28,Wyndham Champ.,1,11 - Par 4
244,0,06251,Chris DiMarco,28,Texas Open,2,14 - Par 5
247,0,24925,Jonathan Byrd,27,THE PLAYERS,1,9 - Par 5 -
253,0,20645,John Senden,26,Northern Trust,3,4 - Par 3 -
259,0,12067,Mitch Lowe,26,Frys.com Open,2,2 - Par 4 -
261,0,22378,Trevor Immelman,26,Crowne Plaza,2,7 - Par 4 -
267,0,20766,Padraig Harrington,25,St. Jude,1,3 - Par 5 -
268,0,23320,Ryan Palmer,25,Northern Trust,3,14 - Par 3
275,0,06643,Paul Goydos,25,Farmers Ins.,1,16 - Par 3
277,0,27072,Alvaro Quiros,25,THE PLAYERS,4,14 - Par 4
278,0,24781,Hunter Mahan,24,Farmers Ins.,1,15 - Par 4
279,0,22371,Aaron Baddeley,24,WGC-Bridgestone,4,13 - Par 4
281,0,28308,Troy Kelly,24,Travelers Champ,1,4 - Par 4 -
284,0,31323,Gary Woodland,24,Frys.com Open,2,6 - Par 4 -
292,0,01249,John Daly,24,The Greenbrier,2,8 - Par 3 -
294,0,01473,Todd Hamilton,24,Frys.com Open,2,13 - Par 4
301,0,06522,Ernie Els,23,HP Byron Nelson,2,4 - Par 4 -
302,0,09011,David Duval,23,Arnold Palmer,2,2 - Par 3 -
307,0,20572,Rod Pampling,23,Zurich Classic,2,11 - Par 5
308,0,21350,Ryuji Imada,23,AT&T National,1,11 - Par 4
309,0,27119,Koumei Oda,23,Sony Open,2,13 - Par 4
312,0,26757,Greg Sonnier,23,True South Cl,2,9 - Par 4 -
314,0,22913,John Rollins,23,Zurich Classic,3,3 - Par 3 -
321,0,24140,Sean O'Hair,22,John Deere Clas,2,17 - Par 5
322,0,32334,Charlie Beljan,22,Humana,1,4 - Par 4 -
323,0,24361,Pat Perez,22,Crowne Plaza,3,8 - Par 3 -
334,0,20859,Anders Hansen,22,WGC-Cadillac,2,17 - Par 4
335,0,01619,Skip Kendall,22,True South Cl,3,6 - Par 4 -
339,0,27095,Nick Watney,22,John Deere Clas,3,17 - Par 5
343,0,33122,Russell Knox,22,JT Shriners,3,16 - Par 5
345,0,23580,Tetsuji Hiratsuka,22,WGC-Cadillac,3,17 - Par 4
347,0,27330,Josh Teater,22,Arnold Palmer,3,1 - Par 4 -
351,0,24502,Adam Scott,21,BMW Champ,1,14 - Par 4
354,0,27936,Martin Laird,21,Phoenix Open,4,7 - Par 3 -
356,0,31558,J.J. Killeen,21,Texas Open,3,12 - Par 4
358,0,19904,Paul Lawrie,21,WGC-Bridgestone,1,10 - Par 4
359,0,08725,Tom Gillis,21,Deutsche Bank,2,16 - Par 3
361,0,22548,Patrick Sheehan,21,St. Jude,4,14 - Par 3
365,0,01161,Mark Calcavecchia,21,Honda Classic,2,2 - Par 4 -
379,0,27797,Derek Lamely,20,Children's MNHC,1,15 - Par 3
387,0,29222,Billy Hurley III,20,HP Byron Nelson,1,16 - Par 5
388,0,08931,Glen Day,20,RBC Heritage,1,7 - Par 3 -
393,0,25457,Alexandre Rocha,20,Children's MNHC,4,7 - Par 4 -
397,0,08375,Paul Stankowski,20,St. Jude,1,9 - Par 4 -
398,0,21959,Ted Purdy,20,True South Cl,2,7 - Par 5 -
399,0,21407,Arjun Atwal,20,Sony Open,2,10 - Par 4
403,0,30852,Ryo Ishikawa,20,Arnold Palmer,2,11 - Par 4
405,0,26288,Andy Walker,20,Northern Trust,1,15 - Par 4
419,0,25190,Jeff Quinney,19,Phoenix Open,1,3 - Par 5 -
428,0,20098,Stuart Appleby,19,Frys.com Open,1,1 - Par 4 -
431,0,06595,Kevin Sutherland,19,Phoenix Open,2,13 - Par 5
432,0,26287,Roland Thatcher,19,Zurich Classic,1,7 - Par 5 -
442,0,25834,Daniel Summerhays,19,RBC Heritage,1,2 - Par 5 -
448,0,25720,Chad Collins,18,Northern Trust,2,14 - Par 3
451,0,06621,Joe Durant,18,HP Byron Nelson,1,5 - Par 3 -
453,0,28486,Michael Putnam,18,Travelers Champ,2,7 - Par 4 -
462,0,25686,Jason Dufner,18,Sony Open,2,7 - Par 3 -
469,0,01941,Tom Pernice Jr.,18,THE PLAYERS,2,8 - Par 3 -
470,0,27770,Camilo Villegas,18,John Deere Clas,2,2 - Par 5 -
473,0,35539,Luke Guthrie,18,St. Jude,4,16 - Par 5
481,0,23108,Matt Kuchar,18,WGC-Bridgestone,4,8 - Par 4 -
488,0,35299,Todd Camplin,18,RBC Heritage,1,12 - Par 4
499,0,36683,Austin Gutgsell,17,St. Jude,2,13 - Par 4
501,0,29670,Pablo Larrazabal,17,WGC-Cadillac,3,17 - Par 4
503,0,35879,Kelly Kraft,17,Frys.com Open,1,15 - Par 5
507,0,01928,Corey Pavin,17,Sony Open,3,17 - Par 3
509,0,20691,Greg Owen,17,St. Jude,2,9 - Par 4 -
511,0,19970,Robert Karlsson,17,Travelers Champ,1,14 - Par 4
522,0,24357,K.J. Choi,17,The Greenbrier,1,13 - Par 4
524,0,22046,Geoff Ogilvy,17,THE PLAYERS,3,5 - Par 4 -
530,0,33120,Mark Anderson,17,The McGladrey,4,5 - Par 4 -
537,0,08793,Tiger Woods,17,Memorial Tourn,4,16 - Par 3
542,0,20127,Chris Riley,17,True South Cl,2,18 - Par 5
543,0,27408,Martin Kaymer,17,THE PLAYERS,1,18 - Par 4
566,0,24490,George McNeill,16,Wells Fargo,1,15 - Par 5
568,0,28237,Rory McIlroy,16,WGC-Cadillac,3,2 - Par 4 -
578,0,22621,Ben Curtis,16,Texas Open,2,11 - Par 4
580,0,01381,Fred Funk,16,Honda Classic,1,17 - Par 3
587,0,22582,Kyle Thompson,16,The McGladrey,4,3 - Par 3 -
588,0,24663,Y.E. Yang,16,Travelers Champ,2,1 - Par 4 -
591,0,01724,Jeff Maggert,16,Frys.com Open,2,4 - Par 4 -
592,0,24494,Erik Compton,16,Humana,4,2 - Par 5 -
597,0,01226,Fred Couples,16,Northern Trust,2,6 - Par 3 -
602,0,10423,Mike Weir,15,Arnold Palmer,2,9 - Par 4 -
608,0,12660,Jesper Parnevik,15,Honda Classic,1,10 - Par 4
614,0,02246,Duffy Waldorf,15,Shell Houston,1,18 - Par 4
622,0,29974,Branden Grace,15,Memorial Tourn,4,11 - Par 5
626,0,02214,Kirk Triplett,15,Texas Open,2,8 - Par 5 -
627,0,31202,William McGirt,15,St. Jude,2,17 - Par 4
628,0,25900,Lucas Glover,15,Zurich Classic,2,16 - Par 4
635,0,06004,Stephen Ames,15,Humana,4,13 - Par 4
639,0,24912,Will MacKenzie,15,True South Cl,1,10 - Par 4
655,0,11123,Chris Couch,15,THE PLAYERS,2,10 - Par 4
660,0,24507,Jason Bohn,15,HP Byron Nelson,2,4 - Par 4 -
661,0,30110,Kyle Stanley,15,Phoenix Open,3,13 - Par 5
664,0,20436,Garrett Willis,14,True South Cl,2,9 - Par 4 -
676,0,21951,Joey Snyder III,14,Travelers Champ,2,15 - Par 4
681,0,27302,Garth Mulroy,14,WGC-Cadillac,2,9 - Par 3 -
688,0,23614,Rich Beem,14,Children's MNHC,2,7 - Par 4 -
689,0,23788,D.J. Trahan,14,Shell Houston,2,16 - Par 3
702,0,22293,Heath Slocum,14,John Deere Clas,2,17 - Par 5
703,0,20848,Ángel Cabrera,14,Frys.com Open,4,3 - Par 3 -
707,0,35139,Richard Lee,14,Farmers Ins.,1,16 - Par 3
710,0,08385,Omar Uresti,14,St. Jude,2,4 - Par 3 -
712,0,27349,Alex Noren,14,WGC-Cadillac,3,13 - Par 3
719,0,36883,Zack Reeves,14,True South Cl,1,14 - Par 4
720,0,20445,Casey Martin,14,JT Shriners,1,15 - Par 4
734,0,35104,Tom Lewis,14,WGC-Bridgestone,1,5 - Par 3 -
756,0,19881,Robert Damron,13,St. Jude,2,13 - Par 4
812,0,29461,Jamie Lovemark,13,John Deere Clas,2,17 - Par 5
815,0,26668,Marc Turnesa,13,John Deere Clas,2,14 - Par 4
819,0,27649,Brandt Snedeker,13,The Greenbrier,2,6 - Par 4 -
848,0,23903,Stephen Gangluff,12,Sony Open,2,3 - Par 4 -
854,0,26808,Tadahiro Takayama,12,WGC-Cadillac,2,7 - Par 4 -
865,0,24083,Marcus Fraser,12,WGC-Cadillac,4,7 - Par 4 -
871,0,08339,Spike McRoy,12,True South Cl,1,3 - Par 4 -
884,0,36331,Austin Graham,12,Northern Trust,2,12 - Par 4
930,0,33448,Justin Thomas,12,The Greenbrier,1,13 - Par 4
943,0,25892,Steve Wheatcroft,11,Zurich Classic,2,17 - Par 3
949,0,37340,Chase Wright,11,The McGladrey,1,8 - Par 4 -
954,0,26499,Rafa Cabrera Bello,11,WGC-Bridgestone,1,10 - Par 4
972,0,01978,Fran Quinn,11,St. Jude,1,8 - Par 3 -
978,0,01761,Len Mattiace,11,True South Cl,4,10 - Par 4
993,0,34358,Jonathan Randolph,11,True South Cl,3,5 - Par 5 -
