RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
99,0,34264,Hudson Swafford,58.14,100,72,-65,+1
102,0,47347,Adam Schenk,58.06,180,130,-99,-7
103,0,32102,Rickie Fowler,58.00,145,105,-92,-8
104,0,39997,Corey Conners,57.98,138,100,-73,-22
105,0,28679,Fabián Gómez,57.87,103,75,-63,-7
106,0,25493,Nick Taylor,57.83,192,140,-108,-13
107,0,32139,Danny Willett,57.59,110,81,-57,-6
108,0,29518,Brendan Steele,57.58,114,84,-64,-6
109,0,28259,Sangmoon Bae,57.55,80,59,-43,-6
110,0,33419,Cameron Tringale,57.36,113,84,-71,-9
111,0,26499,Rafa Cabrera Bello,57.14,108,81,-69,-5
112,0,29535,Brice Garnett,56.96,135,102,-72,-2
113,0,27095,Nick Watney,56.92,144,109,-89,-11
114,0,21528,Henrik Stenson,56.79,92,70,-52,-5
115,0,32757,Patton Kizzire,56.54,108,83,-64,+5
116,0,27214,Kevin Streelman,56.44,149,115,-76,-11
117,0,25818,Scott Piercy,56.25,144,112,-89,-9
118,0,49298,Kramer Hickok,56.22,122,95,-73,-1
119,0,29484,Peter Uihlein,56.19,118,92,-76,+6
120,0,23621,Rory Sabbatini,56.12,165,129,-105,-21
121,0,12716,Charley Hoffman,56.07,97,76,-49,-3
122,0,34046,Jordan Spieth,56.00,140,110,-78,-6
122,0,40115,Adam Svensson,56.00,112,88,-70,-10
124,0,34076,Joel Dahmen,55.71,156,124,-90,-3
125,0,33410,Andrew Landry,55.56,135,108,-54,-21
126,0,35891,Cameron Smith,55.26,105,85,-68,-4
127,0,26951,Johnson Wagner,55.15,91,74,-61,-9
128,0,45526,Abraham Ancer,55.02,148,121,-89,-4
129,0,33418,Shawn Stefani,54.74,127,105,-68,-8
130,0,32058,José de Jesús Rodríguez,54.70,99,82,-53,-2
131,0,25198,Francesco Molinari,54.65,94,78,-41,E
132,0,31557,Jim Herman,54.61,77,64,-36,-3
133,0,34363,Tyrrell Hatton,54.19,84,71,-54,-2
134,0,35879,Kelly Kraft,54.01,128,109,-58,+6
135,0,29478,Kevin Kisner,53.88,139,119,-71,-11
136,0,35449,Adam Long,53.85,133,114,-68,-5
137,0,24138,Ian Poulter,53.49,92,80,-65,-11
138,0,25632,Jimmy Walker,53.40,110,96,-67,+5
139,0,27649,Brandt Snedeker,53.21,149,131,-97,-15
140,0,32816,Satoshi Kodaira,53.00,106,94,-46,-3
141,0,30110,Kyle Stanley,52.83,112,100,-63,-1
142,0,30191,Julián Etulain,52.72,97,87,-50,-15
143,0,25396,Kevin Na,52.69,88,79,-49,-2
144,0,26596,Ryan Moore,52.34,134,122,-81,-24
145,0,27556,Ted Potter Jr.,52.21,118,108,-48,-5
146,0,22371,Aaron Baddeley,52.15,85,78,-36,-6
147,0,27895,Jonas Blixt,52.10,124,114,-70,-3
148,0,34466,Peter Malnati,51.97,145,134,-86,-11
149,0,23108,Matt Kuchar,51.95,133,123,-83,-33
150,0,24024,Zach Johnson,51.72,90,84,-50,-4
151,0,34098,Russell Henley,51.34,115,109,-61,-11
151,0,34431,Robert Streb,51.34,115,109,-59,-8
153,0,26476,Chez Reavie,51.20,128,122,-70,-9
154,0,32791,K.H. Lee,51.08,118,113,-66,+3
155,0,35376,Roberto Díaz,51.03,99,95,-56,-14
156,0,34563,Chesson Hadley,50.93,109,105,-58,-4
157,0,32200,Roberto Castro,50.45,113,111,-55,-14
158,0,26329,Louis Oosthuizen,50.28,90,89,-55,-14
159,0,25686,Jason Dufner,50.25,102,101,-68,-9
160,0,33486,Roger Sloan,50.21,122,121,-66,-11
161,0,40098,Matt Fitzpatrick,50.00,68,68,-43,-4
162,0,29908,C.T. Pan,49.55,110,112,-65,+1
163,0,29420,Billy Horschel,49.24,129,133,-72,-3
164,0,37380,Curtis Luck,49.12,84,87,-41,+2
165,0,37454,Whee Kim,48.81,82,86,-48,-7
166,0,27963,Chris Stroud,48.74,97,102,-43,-1
167,0,23353,J.J. Henry,48.67,73,77,-25,E
168,0,24925,Jonathan Byrd,48.55,67,71,-30,+1
169,0,21731,Freddie Jacobson,48.32,72,77,-33,-5
170,0,25572,Graeme McDowell,47.19,84,94,-52,-1
171,0,47990,Kyle Jones,47.00,94,106,-59,-14
172,0,34256,Andrew Putnam,46.89,98,111,-52,-29
173,0,31420,Anirban Lahiri,46.86,97,110,-47,+3
174,0,33122,Russell Knox,46.23,98,114,-63,-16
175,0,39327,Ben Silverman,45.18,89,108,-50,-6
176,0,24361,Pat Perez,44.97,67,82,-39,-13
177,0,20472,Alex Cejka,44.30,66,83,-20,-15
178,0,28775,Nate Lashley,43.75,91,117,-61,-21
179,0,26758,David Hearn,43.65,55,71,-32,-8
180,0,39975,Michael Kim,40.83,69,100,-42,+7
181,0,06522,Ernie Els,40.71,46,67,-26,+1
182,0,23325,Vaughn Taylor,40.13,128,191,-80,-41
183,0,19846,Brian Gay,39.22,100,155,-59,-23
184,0,30786,Brady Schnell,37.76,54,89,-32,-15
185,0,19803,Ryan Armour,37.31,100,168,-51,-19
186,0,31560,Brian Stuard,35.92,102,182,-51,-17
187,0,10809,Jim Furyk,33.97,71,138,-38,-26
188,0,34261,Scott Langley,30.34,71,163,-46,-23
