RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRVS - OVERALL,RELATIVE TO PAR
92,0,26476,Chez Reavie,37.67,55,146,-0.16
94,0,06567,Vijay Singh,37.65,64,170,-0.09
95,0,24940,Edward Loar,37.25,38,102,+0.11
96,0,12716,Charley Hoffman,37.21,64,172,-0.11
97,0,26289,Boo Weekley,37.12,49,132,E
98,0,21753,Brian Davis,37.06,63,170,-0.21
99,0,23353,J.J. Henry,37.04,60,162,-0.10
99,0,10213,Dicky Pride,37.04,40,108,-0.05
101,0,23135,Tim Clark,37.00,37,100,-0.03
102,0,12510,Chad Campbell,36.88,59,160,-0.10
103,0,26287,Roland Thatcher,36.73,36,98,+0.19
104,0,01320,Bob Estes,36.43,51,140,-0.12
104,0,30927,Brendon Todd,36.43,51,140,-0.06
106,0,23903,Stephen Gangluff,36.27,37,102,+0.03
107,0,28307,Matt Every,36.11,52,144,-0.12
108,0,32366,Kevin Chappell,36.08,57,158,-0.07
109,0,27466,Spencer Levin,36.00,54,150,-0.11
109,0,22913,John Rollins,36.00,54,150,-0.07
111,0,23204,Gary Christian,35.88,61,170,-0.20
112,0,28259,Sangmoon Bae,35.71,45,126,+0.07
112,0,25834,Daniel Summerhays,35.71,55,154,-0.18
114,0,33122,Russell Knox,35.61,47,132,-0.23
115,0,27120,Troy Matteson,35.56,64,180,+0.17
116,0,01724,Jeff Maggert,35.54,59,166,-0.02
117,0,29289,S.Y. Noh,35.48,66,186,-0.09
118,0,22293,Heath Slocum,35.29,60,170,-0.20
119,0,26851,Marc Leishman,35.26,55,156,-0.29
120,0,28500,Martin Flores,35.16,64,182,-0.03
121,0,23800,Bryce Molder,35.06,54,154,-0.17
121,0,27770,Camilo Villegas,35.06,54,154,-0.09
123,0,24663,Y.E. Yang,35.00,35,100,-0.11
124,0,06573,Brandt Jobe,34.91,37,106,+0.11
125,0,20104,Ken Duke,34.90,67,192,-0.12
126,0,21528,Henrik Stenson,34.88,30,86,-0.03
127,0,20593,Greg Chalmers,34.81,55,158,-0.16
128,0,29476,Kyle Reifers,34.76,57,164,-0.09
129,0,11123,Chris Couch,34.75,41,118,-0.15
130,0,22961,David Mathis,34.67,52,150,-0.10
131,0,20229,Stewart Cink,34.21,39,114,-0.13
132,0,29479,Scott Brown,33.90,40,118,E
133,0,27797,Derek Lamely,33.87,42,124,+0.12
133,0,27330,Josh Teater,33.87,63,186,-0.02
135,0,22378,Trevor Immelman,33.59,43,128,E
136,0,33141,Keegan Bradley,33.33,48,144,-0.13
136,0,24024,Zach Johnson,33.33,52,156,-0.12
136,0,25396,Kevin Na,33.33,46,138,-0.15
139,0,08075,Jerry Kelly,33.13,53,160,-0.21
140,0,29518,Brendan Steele,33.10,47,142,-0.17
141,0,25457,Alexandre Rocha,33.04,37,112,-0.05
142,0,20848,Ángel Cabrera,32.89,25,76,+0.16
143,0,28087,Kris Blanks,32.81,42,128,-0.24
144,0,22621,Ben Curtis,32.69,34,104,-0.21
145,0,30944,Jason Kokrak,32.67,49,150,-0.02
146,0,26300,Matt Jones,32.65,32,98,+0.03
147,0,21961,Charles Howell III,32.56,56,172,-0.07
148,0,23983,Luke Donald,32.29,31,96,-0.23
149,0,24357,K.J. Choi,32.14,36,112,-0.11
150,0,21805,Harrison Frazar,31.73,33,104,-0.03
151,0,01249,John Daly,31.58,24,76,+0.04
151,0,30852,Ryo Ishikawa,31.58,24,76,+0.17
153,0,35139,Richard Lee,31.54,41,130,-0.12
154,0,25632,Jimmy Walker,31.44,61,194,+0.08
155,0,27436,Graham DeLaet,31.33,47,150,+0.06
155,0,27064,Jhonattan Vegas,31.33,47,150,E
157,0,12652,Cameron Beckman,31.17,48,154,-0.15
158,0,28308,Troy Kelly,30.83,37,120,-0.11
159,0,21878,Mark Wilson,30.71,43,140,-0.09
160,0,08793,Tiger Woods,30.39,31,102,-0.06
161,0,23320,Ryan Palmer,29.87,46,154,-0.07
162,0,06251,Chris DiMarco,29.75,47,158,-0.06
163,0,32698,Bobby Gates,29.52,49,166,-0.06
164,0,24140,Sean O'Hair,29.38,47,160,-0.11
165,0,02206,David Toms,29.35,27,92,-0.19
166,0,22548,Patrick Sheehan,28.85,30,104,-0.17
167,0,20623,Gavin Coles,28.79,38,132,-0.24
167,0,29222,Billy Hurley III,28.79,38,132,-0.08
169,0,30692,Scott Stallings,28.47,41,144,-0.05
170,0,31323,Gary Woodland,27.68,31,112,-0.03
171,0,19846,Brian Gay,27.59,48,174,-0.25
172,0,20850,Daniel Chopra,27.55,27,98,+0.15
173,0,25818,Scott Piercy,27.53,49,178,-0.10
174,0,10860,Justin Leonard,27.40,40,146,-0.33
175,0,24502,Adam Scott,27.38,23,84,+0.04
176,0,06004,Stephen Ames,27.17,25,92,-0.16
177,0,23542,Tommy Biershenk,26.52,35,132,-0.29
178,0,21350,Ryuji Imada,26.32,40,152,+0.05
179,0,27936,Martin Laird,26.27,31,118,+0.16
180,0,30711,Colt Knost,26.00,39,150,-0.13
181,0,33120,Mark Anderson,25.36,35,138,-0.06
182,0,28237,Rory McIlroy,25.00,20,80,-0.10
183,0,27141,J.B. Holmes,24.39,40,164,+0.08
184,0,22348,Nick O'Hern,24.32,36,148,-0.06
185,0,28089,Jason Day,23.96,23,96,-0.09
186,0,32334,Charlie Beljan,23.58,25,106,-0.08
187,0,24358,Robert Garrigus,20.37,33,162,-0.15
188,0,30925,Dustin Johnson,20.18,23,114,+0.09
189,0,01941,Tom Pernice Jr.,19.83,23,116,-0.09
190,0,30110,Kyle Stanley,19.59,29,148,-0.10
191,0,25804,Bubba Watson,11.54,12,104,+0.08
