RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,29222,Billy Hurley III,25.00,33,132,+0.09
2,0,20623,Gavin Coles,22.73,30,132,+0.20
3,0,01941,Tom Pernice Jr.,22.41,26,116,+0.31
4,0,06251,Chris DiMarco,21.52,34,158,+0.09
5,0,22348,Nick O'Hern,20.95,31,148,+0.03
6,0,21878,Mark Wilson,20.71,29,140,-0.07
7,0,30711,Colt Knost,20.67,31,150,+0.06
8,0,08075,Jerry Kelly,18.13,29,160,+0.14
9,0,21350,Ryuji Imada,17.76,27,152,+0.33
10,0,23135,Tim Clark,17.00,17,100,+0.12
11,0,19846,Brian Gay,16.67,29,174,+0.14
12,0,02206,David Toms,16.30,15,92,-0.20
13,0,23800,Bryce Molder,16.23,25,154,+0.12
14,0,24507,Jason Bohn,14.08,20,142,+0.30
15,0,01797,Rocco Mediate,14.06,18,128,-0.11
16,0,22961,David Mathis,14.00,21,150,+0.10
17,0,24357,K.J. Choi,13.39,15,112,+0.27
18,0,21753,Brian Davis,12.94,22,170,E
19,0,06036,Scott Dunlap,11.76,12,102,-0.08
20,0,25396,Kevin Na,11.59,16,138,-0.13
21,0,24604,Hunter Haas,11.48,14,122,+0.29
22,0,22293,Heath Slocum,11.18,19,170,+0.32
23,0,28087,Kris Blanks,10.94,14,128,+0.07
24,0,27060,John Mallinger,10.71,15,140,+0.20
25,0,23204,Gary Christian,10.59,18,170,+0.11
26,0,22621,Ben Curtis,10.58,11,104,+0.27
27,0,23983,Luke Donald,10.42,10,96,-0.20
28,0,10809,Jim Furyk,10.29,14,136,+0.07
29,0,10860,Justin Leonard,10.27,15,146,+0.60
30,0,06527,Steve Stricker,10.19,11,108,-0.09
31,0,23718,Nathan Green,10.00,13,130,+0.31
31,0,30927,Brendon Todd,10.00,14,140,+0.21
33,0,26851,Marc Leishman,9.62,15,156,+0.13
33,0,22548,Patrick Sheehan,9.62,10,104,+0.30
35,0,20593,Greg Chalmers,9.49,15,158,E
36,0,01116,Michael Bradley,9.32,11,118,+0.18
37,0,24925,Jonathan Byrd,8.93,10,112,+0.10
38,0,22582,Kyle Thompson,8.89,8,90,+0.38
39,0,24490,George McNeill,8.44,13,154,+0.38
40,0,26287,Roland Thatcher,8.16,8,98,E
41,0,23621,Rory Sabbatini,8.13,13,160,-0.15
42,0,26951,Johnson Wagner,7.93,13,164,+0.38
43,0,01724,Jeff Maggert,7.83,13,166,+0.54
44,0,20104,Ken Duke,7.81,15,192,E
45,0,31202,William McGirt,7.78,14,180,E
46,0,25240,D.A. Points,7.74,13,168,+0.46
47,0,28093,Miguel Angel Carballo,7.69,10,130,-0.20
47,0,35139,Richard Lee,7.69,10,130,+0.70
49,0,28307,Matt Every,7.64,11,144,+0.18
50,0,06004,Stephen Ames,7.61,7,92,+0.14
51,0,23542,Tommy Biershenk,7.58,10,132,+0.30
52,0,31558,J.J. Killeen,7.53,14,186,+0.14
53,0,20160,Charlie Wi,7.50,12,160,+0.83
54,0,27556,Ted Potter Jr.,7.46,10,134,+0.10
55,0,26758,David Hearn,7.37,14,190,-0.07
56,0,26300,Matt Jones,7.14,7,98,+0.14
57,0,29518,Brendan Steele,7.04,10,142,+0.20
58,0,21407,Arjun Atwal,6.85,10,146,+0.30
59,0,29910,Blake Adams,6.84,13,190,+0.54
60,0,27963,Chris Stroud,6.55,11,168,+0.18
61,0,27770,Camilo Villegas,6.49,10,154,+0.10
62,0,27797,Derek Lamely,6.45,8,124,+0.63
63,0,20098,Stuart Appleby,6.34,9,142,+0.11
64,0,28455,Will Claxton,6.32,12,190,+0.42
65,0,12510,Chad Campbell,6.25,10,160,+0.40
65,0,24138,Ian Poulter,6.25,5,80,-0.20
67,0,33122,Russell Knox,6.06,8,132,-0.25
68,0,20572,Rod Pampling,5.92,9,152,+0.33
69,0,34174,John Huh,5.91,11,186,+0.18
70,0,12652,Cameron Beckman,5.84,9,154,E
70,0,25834,Daniel Summerhays,5.84,9,154,+0.11
72,0,01766,Billy Mayfair,5.81,10,172,-0.20
72,0,21528,Henrik Stenson,5.81,5,86,E
74,0,33120,Mark Anderson,5.80,8,138,+0.13
75,0,24024,Zach Johnson,5.77,9,156,-0.22
76,0,20070,Matt Bettencourt,5.71,8,140,+0.13
76,0,01320,Bob Estes,5.71,8,140,+0.13
78,0,24140,Sean O'Hair,5.63,9,160,+0.33
79,0,23353,J.J. Henry,5.56,9,162,+0.22
80,0,23548,Bill Lunde,5.48,8,146,+0.25
80,0,26476,Chez Reavie,5.48,8,146,-0.13
82,0,25457,Alexandre Rocha,5.36,6,112,E
82,0,31323,Gary Woodland,5.36,6,112,+0.33
84,0,27466,Spencer Levin,5.33,8,150,+0.25
85,0,20766,Padraig Harrington,5.32,5,94,+0.20
86,0,25572,Graeme McDowell,5.26,4,76,+0.50
87,0,26596,Ryan Moore,5.17,9,174,+0.11
88,0,23108,Matt Kuchar,5.15,7,136,-0.29
89,0,24846,Ricky Barnes,5.11,9,176,+0.11
90,0,20850,Daniel Chopra,5.10,5,98,+1.20
91,0,32102,Rickie Fowler,5.07,7,138,+0.29
92,0,27933,John Merrick,5.06,8,158,+0.38
92,0,25818,Scott Piercy,5.06,9,178,+0.22
94,0,28500,Martin Flores,4.95,9,182,+0.11
95,0,27974,Sung Kang,4.93,7,142,E
96,0,29478,Kevin Kisner,4.92,6,122,+0.50
97,0,23903,Stephen Gangluff,4.90,5,102,-0.40
98,0,29476,Kyle Reifers,4.88,8,164,-0.25
