RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
1,0,25804,Bubba Watson,309.2,222007,718
2,0,30925,Dustin Johnson,301.8,223605,741
3,0,27141,J.B. Holmes,300.6,328211,1092
4,0,28237,Rory McIlroy,298.6,167224,560
5,0,32334,Charlie Beljan,296.8,178085,600
6,0,24358,Robert Garrigus,296.7,305583,1030
7,0,01249,John Daly,295.9,156220,528
7,0,31323,Gary Woodland,295.9,219592,742
9,0,24502,Adam Scott,295.3,169504,574
10,0,25818,Scott Piercy,295.0,354865,1203
11,0,30110,Kyle Stanley,294.5,288320,979
12,0,33141,Keegan Bradley,294.3,293671,998
13,0,27936,Martin Laird,293.5,221853,756
14,0,23320,Ryan Palmer,293.3,291204,993
15,0,30692,Scott Stallings,293.1,279605,954
16,0,28089,Jason Day,292.7,191419,654
17,0,27330,Josh Teater,292.4,338649,1158
18,0,21805,Harrison Frazar,292.1,197135,675
19,0,27064,Jhonattan Vegas,291.7,282058,967
20,0,26329,Louis Oosthuizen,291.3,198695,682
21,0,27120,Troy Matteson,291.0,336723,1157
22,0,24940,Edward Loar,290.8,175064,602
23,0,24140,Sean O'Hair,290.7,309859,1066
24,0,29289,S.Y. Noh,290.0,344220,1187
25,0,27436,Graham DeLaet,289.7,287382,992
25,0,28308,Troy Kelly,289.7,206278,712
27,0,20848,Ángel Cabrera,289.4,149309,516
28,0,30944,Jason Kokrak,289.2,278538,963
28,0,20396,Lee Westwood,289.2,161974,560
30,0,22371,Aaron Baddeley,288.7,223442,774
30,0,24924,Bill Haas,288.7,247167,856
32,0,28500,Martin Flores,288.6,330767,1146
32,0,27095,Nick Watney,288.6,307048,1064
34,0,34099,Harris English,288.5,350276,1214
34,0,01810,Phil Mickelson,288.5,241793,838
36,0,25345,Carl Pettersson,288.2,321593,1116
37,0,32698,Bobby Gates,287.8,305026,1060
37,0,23623,Bo Van Pelt,287.8,260134,904
37,0,08793,Tiger Woods,287.8,193376,672
40,0,26289,Boo Weekley,287.7,233067,810
41,0,21961,Charles Howell III,287.6,309424,1076
42,0,12716,Charley Hoffman,287.5,304440,1059
43,0,06567,Vijay Singh,287.4,324802,1130
44,0,32102,Rickie Fowler,287.3,265482,924
45,0,24494,Erik Compton,287.0,256580,894
46,0,30750,Tommy Gainey,286.9,360666,1257
47,0,01706,Davis Love III,286.8,208761,728
48,0,20850,Daniel Chopra,286.7,172616,602
48,0,22913,John Rollins,286.7,283786,990
50,0,28475,Jeff Overton,286.6,367458,1282
51,0,33120,Mark Anderson,286.3,244519,854
52,0,11123,Chris Couch,286.1,214893,751
52,0,25686,Jason Dufner,286.1,254602,890
54,0,19970,Robert Karlsson,286.0,164142,574
54,0,20645,John Senden,286.0,246524,862
56,0,32366,Kevin Chappell,285.9,286498,1002
57,0,29221,Webb Simpson,285.8,264050,924
58,0,06522,Ernie Els,285.7,258803,906
59,0,25562,Andres Romero,285.5,214672,752
59,0,26331,Charl Schwartzel,285.5,159318,558
61,0,24925,Jonathan Byrd,285.4,223755,784
61,0,34021,Bud Cauley,285.4,361867,1268
63,0,21209,Sergio Garcia,285.3,174611,612
64,0,20691,Greg Owen,285.2,306257,1074
65,0,26300,Matt Jones,285.1,175042,614
65,0,23548,Bill Lunde,285.1,266022,933
65,0,27302,Garth Mulroy,285.1,183615,644
65,0,06527,Steve Stricker,285.1,216658,760
69,0,29479,Scott Brown,284.9,202571,711
69,0,23621,Rory Sabbatini,284.9,286586,1006
71,0,24781,Hunter Mahan,284.8,255152,896
72,0,30852,Ryo Ishikawa,284.7,146918,516
72,0,25632,Jimmy Walker,284.7,360999,1268
74,0,27644,Brian Harman,284.6,349522,1228
75,0,29420,Billy Horschel,284.1,190889,672
76,0,30926,Chris Kirk,284.0,338544,1192
77,0,32200,Roberto Castro,283.7,297311,1048
77,0,27933,John Merrick,283.7,285085,1005
77,0,23788,D.J. Trahan,283.7,245363,865
77,0,27770,Camilo Villegas,283.7,288767,1018
81,0,29478,Kevin Kisner,283.6,209870,740
81,0,26679,Kevin Stadler,283.6,277936,980
81,0,27214,Kevin Streelman,283.6,304342,1073
84,0,28455,Will Claxton,283.5,340229,1200
85,0,29926,Danny Lee,283.4,233548,824
86,0,22405,Justin Rose,283.3,209085,738
87,0,21731,Freddie Jacobson,283.2,174448,616
87,0,24361,Pat Perez,283.2,271850,960
89,0,23903,Stephen Gangluff,283.1,170156,601
89,0,20574,Mathew Goggin,283.1,217705,769
91,0,23541,Ben Crane,283.0,246231,870
91,0,31558,J.J. Killeen,283.0,331924,1173
91,0,22046,Geoff Ogilvy,283.0,216740,766
91,0,25834,Daniel Summerhays,283.0,269408,952
91,0,26287,Roland Thatcher,283.0,174322,616
91,0,33419,Cameron Tringale,283.0,303373,1072
97,0,28259,Sangmoon Bae,282.7,223915,792
98,0,28093,Miguel Angel Carballo,282.6,224930,796
98,0,06573,Brandt Jobe,282.6,177782,629
98,0,29518,Brendan Steele,282.6,253788,898
101,0,26851,Marc Leishman,282.2,299104,1060
102,0,29476,Kyle Reifers,281.7,290184,1030
103,0,12782,Tim Herron,281.6,298821,1061
104,0,20229,Stewart Cink,281.5,211685,752
104,0,21528,Henrik Stenson,281.5,165535,588
106,0,08725,Tom Gillis,281.4,270409,961
107,0,27895,Jonas Blixt,281.3,251722,895
107,0,25892,Steve Wheatcroft,281.3,165422,588
109,0,23409,James Driscoll,281.2,273656,973
109,0,20766,Padraig Harrington,281.2,176046,626
111,0,23542,Tommy Biershenk,281.0,227632,810
111,0,12510,Chad Campbell,281.0,286374,1019
111,0,28307,Matt Every,281.0,251247,894
111,0,34174,John Huh,281.0,333835,1188
115,0,01724,Jeff Maggert,280.9,305590,1088
115,0,20572,Rod Pampling,280.9,270493,963
115,0,24138,Ian Poulter,280.9,149425,532
118,0,27649,Brandt Snedeker,280.8,253863,904
118,0,26951,Johnson Wagner,280.8,299316,1066
120,0,27797,Derek Lamely,280.6,219158,781
121,0,29910,Blake Adams,280.5,344485,1228
122,0,01766,Billy Mayfair,280.4,305354,1089
122,0,25240,D.A. Points,280.4,314039,1120
124,0,24357,K.J. Choi,280.2,219697,784
125,0,23638,Brendon de Jonge,280.1,398913,1424
126,0,20070,Matt Bettencourt,280.0,234328,837
126,0,24604,Hunter Haas,280.0,203544,727
126,0,23108,Matt Kuchar,280.0,257023,918
126,0,25572,Graeme McDowell,280.0,148963,532
126,0,26596,Ryan Moore,280.0,316389,1130
131,0,10885,Robert Allenby,279.9,257503,920
132,0,24846,Ricky Barnes,279.7,320564,1146
133,0,06034,Marco Dawson,279.6,179534,642
133,0,22378,Trevor Immelman,279.6,222855,797
135,0,27466,Spencer Levin,279.4,257606,922
135,0,23325,Vaughn Taylor,279.4,250087,895
137,0,24490,George McNeill,279.2,275819,988
138,0,23353,J.J. Henry,279.1,276030,989
139,0,26758,David Hearn,279.0,342883,1229
140,0,24663,Y.E. Yang,278.8,187387,672
141,0,35139,Richard Lee,278.6,222053,797
141,0,31202,William McGirt,278.6,306440,1100
143,0,27556,Ted Potter Jr.,278.5,237268,852
144,0,12652,Cameron Beckman,278.2,267868,963
145,0,27963,Chris Stroud,277.9,291483,1049
146,0,21407,Arjun Atwal,277.7,255204,919
146,0,28087,Kris Blanks,277.7,231899,835
148,0,26476,Chez Reavie,277.4,254644,918
149,0,33122,Russell Knox,277.3,217131,783
149,0,25396,Kevin Na,277.3,251769,908
151,0,25457,Alexandre Rocha,277.1,193985,700
152,0,22582,Kyle Thompson,277.0,143204,517
152,0,20160,Charlie Wi,277.0,281394,1016
154,0,20098,Stuart Appleby,276.6,250903,907
155,0,24024,Zach Johnson,276.4,284701,1030
156,0,27974,Sung Kang,276.2,238357,863
156,0,30927,Brendon Todd,276.2,242491,878
158,0,06036,Scott Dunlap,276.0,177773,644
158,0,32150,Michael Thompson,276.0,249479,904
160,0,10809,Jim Furyk,275.9,249971,906
161,0,10213,Dicky Pride,275.6,189076,686
162,0,01797,Rocco Mediate,275.5,222846,809
163,0,23204,Gary Christian,275.3,287940,1046
164,0,23135,Tim Clark,275.2,192055,698
165,0,20104,Ken Duke,275.1,344974,1254
165,0,01320,Bob Estes,275.1,249221,906
167,0,23718,Nathan Green,275.0,219465,798
168,0,06004,Stephen Ames,274.9,148982,542
168,0,01116,Michael Bradley,274.9,211413,769
168,0,02206,David Toms,274.9,168809,614
171,0,22621,Ben Curtis,274.8,184694,672
171,0,22293,Heath Slocum,274.8,287995,1048
173,0,23983,Luke Donald,274.7,183476,668
173,0,22548,Patrick Sheehan,274.7,169238,616
175,0,20593,Greg Chalmers,274.6,286972,1045
176,0,24507,Jason Bohn,274.4,251893,918
177,0,21753,Brian Davis,274.1,301755,1101
178,0,22961,David Mathis,274.0,263830,963
179,0,10860,Justin Leonard,273.3,258578,946
180,0,23800,Bryce Molder,273.0,271046,993
180,0,21878,Mark Wilson,273.0,259329,950
182,0,19846,Brian Gay,272.7,296201,1086
183,0,27060,John Mallinger,272.3,238537,876
184,0,21350,Ryuji Imada,271.2,261163,963
185,0,29222,Billy Hurley III,270.7,215979,798
186,0,08075,Jerry Kelly,270.4,274997,1017
187,0,06251,Chris DiMarco,269.8,270363,1002
188,0,30711,Colt Knost,268.8,251571,936
189,0,20623,Gavin Coles,268.2,213721,797
190,0,01941,Tom Pernice Jr.,268.0,194282,725
191,0,22348,Nick O'Hern,265.8,251989,948
