RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,36689,Brooks Koepka,68.27,1024,15
2,0,32839,Hideki Matsuyama,68.38,1094,16
3,0,30925,Dustin Johnson,68.44,1232,18
4,0,01810,Phil Mickelson,68.65,1373,20
4,0,33448,Justin Thomas,68.65,1373,20
6,0,39328,Conrad Shindler,68.75,550,8
7,0,30944,Jason Kokrak,68.80,1376,20
8,0,25198,Francesco Molinari,69.00,1104,16
8,0,22582,Kyle Thompson,69.00,138,2
8,0,49964,Aaron Wise,69.00,1104,16
11,0,22405,Justin Rose,69.13,1106,16
12,0,24024,Zach Johnson,69.15,1383,20
13,0,34076,Joel Dahmen,69.20,1038,15
14,0,26499,Rafa Cabrera Bello,69.24,1177,17
15,0,32757,Patton Kizzire,69.25,1108,16
16,0,39546,Keith Mitchell,69.30,1386,20
17,0,30911,Tommy Fleetwood,69.31,1109,16
18,0,39324,J.J. Spaun,69.33,1040,15
19,0,29221,Webb Simpson,69.38,1457,21
20,0,28775,Nate Lashley,69.43,486,7
21,0,29420,Billy Horschel,69.44,1111,16
22,0,40009,Dominic Bozzelli,69.45,764,11
23,0,20472,Alex Cejka,69.46,903,13
24,0,25396,Kevin Na,69.47,1320,19
25,0,36699,Patrick Rodgers,69.50,1251,18
26,0,29974,Branden Grace,69.53,1043,15
27,0,47959,Bryson DeChambeau,69.55,1530,22
28,0,28679,Fabián Gómez,69.57,974,14
29,0,34363,Tyrrell Hatton,69.58,835,12
30,0,34046,Jordan Spieth,69.59,1183,17
31,0,29725,Tony Finau,69.61,1601,23
32,0,34098,Russell Henley,69.67,1045,15
32,0,25493,Nick Taylor,69.67,1045,15
34,0,25364,Paul Casey,69.69,1115,16
34,0,36799,Stephan Jaeger,69.69,906,13
34,0,27349,Alex Noren,69.69,906,13
34,0,28252,Seamus Power,69.69,906,13
34,0,27649,Brandt Snedeker,69.69,1115,16
39,0,34099,Harris English,69.70,697,10
40,0,35891,Cameron Smith,69.71,1185,17
