RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,35139,Richard Lee,45' 5",45.417,1,45,45
2,0,33120,Mark Anderson,43' 1",43.083,1,43,43
2,0,22378,Trevor Immelman,43' 1",43.083,1,43,43
4,0,21731,Freddie Jacobson,40' 5",40.417,1,40,40
5,0,24138,Ian Poulter,39' 10",39.833,1,40,40
6,0,26300,Matt Jones,37' 6",74.917,2,44,31
7,0,21961,Charles Howell III,37' 5",373.917,10,69,2
8,0,32334,Charlie Beljan,35' 7",106.750,3,48,23
9,0,31202,William McGirt,35' 6",35.500,1,36,36
10,0,29479,Scott Brown,35' 4",70.583,2,69,2
11,0,23541,Ben Crane,33' 6",268.000,8,69,15
12,0,28308,Troy Kelly,33' 5",200.333,6,72,7
13,0,01766,Billy Mayfair,31' 1",62.167,2,55,7
14,0,20070,Matt Bettencourt,30' 11",61.833,2,54,8
14,0,12782,Tim Herron,30' 11",61.833,2,46,16
16,0,24507,Jason Bohn,30' 3",60.500,2,47,13
17,0,25572,Graeme McDowell,29' 8",88.917,3,51,7
18,0,33419,Cameron Tringale,29' 7",59.167,2,40,20
19,0,30692,Scott Stallings,28' 6",142.583,5,52,3
20,0,01797,Rocco Mediate,26' 8",186.583,7,56,2
21,0,30925,Dustin Johnson,26' 6",79.417,3,64,7
22,0,29222,Billy Hurley III,26' 0",52.000,2,43,9
23,0,27895,Jonas Blixt,25' 4",177.250,7,59,5
24,0,20574,Mathew Goggin,25' 3",75.750,3,41,12
25,0,28500,Martin Flores,24' 9",49.500,2,28,22
25,0,27466,Spencer Levin,24' 9",49.417,2,25,25
27,0,34099,Harris English,24' 7",123.000,5,45,4
28,0,27770,Camilo Villegas,24' 1",48.167,2,31,17
29,0,34021,Bud Cauley,23' 8",71.083,3,51,7
29,0,27556,Ted Potter Jr.,23' 8",47.250,2,29,18
31,0,24502,Adam Scott,23' 7",118.083,5,47,2
32,0,25686,Jason Dufner,23' 6",70.417,3,29,19
33,0,28089,Jason Day,23' 4",93.333,4,40,11
34,0,25804,Bubba Watson,22' 11",252.167,11,47,6
35,0,30711,Colt Knost,22' 9",45.500,2,31,15
35,0,30944,Jason Kokrak,22' 9",159.000,7,42,11
37,0,27649,Brandt Snedeker,22' 1",88.333,4,32,11
38,0,01116,Michael Bradley,21' 8",64.917,3,37,13
39,0,08075,Jerry Kelly,21' 7",43.167,2,23,21
39,0,29478,Kevin Kisner,21' 7",86.417,4,33,9
41,0,30750,Tommy Gainey,21' 5",85.667,4,37,9
42,0,08793,Tiger Woods,21' 3",85.000,4,48,2
43,0,20593,Greg Chalmers,21' 1",84.333,4,57,7
43,0,24357,K.J. Choi,21' 1",63.250,3,32,7
43,0,08725,Tom Gillis,21' 1",42.083,2,38,5
43,0,31558,J.J. Killeen,21' 1",21.083,1,21,21
47,0,32102,Rickie Fowler,20' 9",124.417,6,34,10
48,0,24358,Robert Garrigus,20' 8",247.500,12,66,3
48,0,32698,Bobby Gates,20' 8",103.500,5,51,3
50,0,25834,Daniel Summerhays,20' 6",61.500,3,39,11
51,0,22371,Aaron Baddeley,20' 5",40.833,2,31,10
51,0,24846,Ricky Barnes,20' 5",81.500,4,28,3
53,0,20850,Daniel Chopra,20' 4",40.667,2,30,11
54,0,21753,Brian Davis,20' 2",100.833,5,34,8
54,0,29221,Webb Simpson,20' 2",60.500,3,39,10
56,0,20104,Ken Duke,19' 8",157.167,8,48,5
57,0,23623,Bo Van Pelt,19' 2",96.000,5,26,9
58,0,22913,John Rollins,19' 1",57.167,3,32,3
59,0,22961,David Mathis,19' 0",75.917,4,54,3
60,0,20396,Lee Westwood,18' 11",75.500,4,54,4
61,0,32200,Roberto Castro,18' 10",56.500,3,35,10
62,0,23638,Brendon de Jonge,18' 8",130.833,7,58,3
62,0,12716,Charley Hoffman,18' 8",130.667,7,56,4
62,0,27933,John Merrick,18' 8",93.500,5,52,2
62,0,25818,Scott Piercy,18' 8",130.833,7,33,11
66,0,06567,Vijay Singh,18' 6",92.583,5,38,2
67,0,11123,Chris Couch,18' 5",110.583,6,54,8
67,0,29289,S.Y. Noh,18' 5",147.583,8,55,4
69,0,23204,Gary Christian,18' 4",73.333,4,36,2
69,0,30852,Ryo Ishikawa,18' 4",91.833,5,26,10
69,0,24940,Edward Loar,18' 4",91.500,5,24,5
69,0,24781,Hunter Mahan,18' 4",54.917,3,43,9"
73,0,27330,Josh Teater,18' 3",109.417,6,33,8"
73,0,23788,D.J. Trahan,18' 3",18.250,1,18,18
75,0,10809,Jim Furyk,18' 0",36.000,2,28,8
76,0,27064,Jhonattan Vegas,17' 11",53.750,3,30,7
77,0,23409,James Driscoll,17' 9",159.917,9,43,2
77,0,22548,Patrick Sheehan,17' 9",35.417,2,23,13
79,0,27120,Troy Matteson,17' 7",87.917,5,60,4
80,0,21209,Sergio Garcia,17' 5",69.583,4,39,5
81,0,28455,Will Claxton,17' 3",68.917,4,39,4
81,0,23108,Matt Kuchar,17' 3",69.000,4,33,4
83,0,06522,Ernie Els,17' 1",68.250,4,22,8
83,0,24024,Zach Johnson,17' 1",102.417,6,49,5
83,0,26331,Charl Schwartzel,17' 1",34.167,2,30,4
86,0,24663,Y.E. Yang,16' 11",16.917,1,17,17
87,0,24494,Erik Compton,16' 9",83.833,5,45,5
87,0,27936,Martin Laird,16' 9",16.750,1,17,17
89,0,27644,Brian Harman,16' 8",182.917,11,30,7
90,0,33122,Russell Knox,16' 7",132.917,8,46,2
90,0,29926,Danny Lee,16' 7",33.167,2,22,11
90,0,01810,Phil Mickelson,16' 7",49.833,3,21,13
93,0,23621,Rory Sabbatini,16' 5",49.333,3,28,11
94,0,26951,Johnson Wagner,16' 4",97.833,6,30,1
95,0,28475,Jeff Overton,16' 1",96.500,6,33,4
96,0,20645,John Senden,16' 0",64.000,4,25,8
97,0,21805,Harrison Frazar,15' 9",78.917,5,36,2
98,0,26329,Louis Oosthuizen,15' 8",62.667,4,32,5
98,0,23325,Vaughn Taylor,15' 8",15.667,1,16,16
98,0,27095,Nick Watney,15' 8",156.333,10,41,5
101,0,20848,Ángel Cabrera,15' 3",91.500,6,59,4
102,0,29420,Billy Horschel,15' 2",76.000,5,32,5
102,0,01706,Davis Love III,15' 2",15.167,1,15,15
104,0,32150,Michael Thompson,15' 1",105.500,7,38,4
105,0,21528,Henrik Stenson,15' 0",29.917,2,19,11
106,0,26476,Chez Reavie,14' 11",14.917,1,15,15
107,0,24140,Sean O'Hair,14' 10",88.750,6,34,3
107,0,23320,Ryan Palmer,14' 10",14.833,1,15,15
109,0,06036,Scott Dunlap,14' 9",29.500,2,27,3
109,0,24490,George McNeill,14' 9",73.667,5,32,2
111,0,25240,D.A. Points,14' 8",73.167,5,31,2
112,0,23983,Luke Donald,14' 5",43.250,3,23,5
113,0,06251,Chris DiMarco,14' 4",42.917,3,23,6
114,0,26287,Roland Thatcher,14' 3",14.250,1,14,14
115,0,22046,Geoff Ogilvy,14' 2",56.667,4,32,5
116,0,10213,Dicky Pride,13' 11",27.833,2,16,12
117,0,32366,Kevin Chappell,13' 9",55.083,4,33,5
118,0,01941,Tom Pernice Jr.,13' 7",54.250,4,31,5
119,0,12652,Cameron Beckman,13' 6",40.417,3,30,3
120,0,28087,Kris Blanks,13' 5",67.083,5,20,3
121,0,30927,Brendon Todd,13' 4",40.000,3,23,5
122,0,26289,Boo Weekley,13' 1",39.167,3,17,8
123,0,30110,Kyle Stanley,12' 11",90.417,7,25,3
123,0,27963,Chris Stroud,12' 11",25.833,2,18,8
125,0,20229,Stewart Cink,12' 8",37.917,3,19,6
126,0,33141,Keegan Bradley,12' 4",86.083,7,25,5
127,0,21407,Arjun Atwal,12' 2",60.917,5,17,8
127,0,25562,Andres Romero,12' 2",60.667,5,15,7
127,0,25632,Jimmy Walker,12' 2",121.417,10,39,11"
127,0,25892,Steve Wheatcroft,12' 2",60.667,5,19,1
131,0,24924,Bill Haas,12' 1",48.417,4,23,5
131,0,22405,Justin Rose,12' 1",36.250,3,15,10
131,0,31323,Gary Woodland,12' 1",108.750,9,28,2
134,0,01249,John Daly,12' 0",36.083,3,25,5"
134,0,25345,Carl Pettersson,12' 0",71.917,6,46,2
