RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,25364,Paul Casey,100.00,35,35
1,0,32366,Kevin Chappell,100.00,22,22
1,0,34363,Tyrrell Hatton,100.00,17,17
1,0,49298,Kramer Hickok,100.00,33,33
1,0,32757,Patton Kizzire,100.00,27,27
1,0,32150,Michael Thompson,100.00,33,33
1,0,32139,Danny Willett,100.00,17,17
8,0,36699,Patrick Rodgers,97.87,46,47
9,1,50525,Collin Morikawa,97.73,43,44
10,-1,35449,Adam Long,97.67,42,43
11,-1,34360,Patrick Reed,97.62,41,42
12,-2,34466,Peter Malnati,97.56,40,41
13,0,28775,Nate Lashley,97.37,37,38
14,0,25686,Jason Dufner,97.06,33,34
14,0,39977,Max Homa,97.06,33,34
16,0,47128,Richy Werenski,96.97,32,33
17,0,40058,Zac Blair,96.88,31,32
17,2,29725,Tony Finau,96.88,31,32
19,-1,34099,Harris English,96.77,30,31
20,-1,37455,Si Woo Kim,96.67,29,30
21,0,33122,Russell Knox,96.55,28,29
21,0,25493,Nick Taylor,96.55,28,29
23,0,51766,Wyndham Clark,96.43,27,28
23,2,35506,Mackenzie Hughes,96.43,27,28
25,-1,27963,Chris Stroud,96.30,26,27
26,0,27556,Ted Potter Jr.,95.83,23,24
26,0,48887,Matt Wallace,95.83,23,24
28,0,33413,Ben Martin,95.65,22,23
29,0,34314,Sebastian Cappelen,95.45,21,22
29,5,35891,Cameron Smith,95.45,21,22
29,0,33449,Zack Sucher,95.45,21,22
32,-1,32448,James Hahn,95.24,20,21
32,-1,01810,Phil Mickelson,95.24,20,21
32,-1,47347,Adam Schenk,95.24,40,42
35,-1,40009,Dominic Bozzelli,95.00,19,20
35,-1,56762,Will Gordon,95.00,19,20
35,-1,25396,Kevin Na,95.00,38,40
35,-1,24502,Adam Scott,95.00,19,20
39,0,32102,Rickie Fowler,94.74,18,19
39,0,27644,Brian Harman,94.74,36,38
41,0,35532,Tom Hoge,94.59,35,37
42,0,31420,Anirban Lahiri,94.44,17,18
42,2,33448,Justin Thomas,94.44,34,36
42,0,32254,Xinjun Zhang,94.44,34,36
45,0,32791,K.H. Lee,94.12,48,51
45,0,27349,Alex Noren,94.12,32,34
45,0,34046,Jordan Spieth,94.12,32,34
48,0,23621,Rory Sabbatini,93.94,31,33
49,2,49960,Sepp Straka,93.62,44,47
50,2,46435,Austin Cook,93.55,29,31
50,2,46402,Talor Gooch,93.55,29,31
50,5,26851,Marc Leishman,93.55,29,31
53,1,27129,Luke List,93.10,27,29
54,1,27974,Sung Kang,92.86,39,42
54,1,25572,Graeme McDowell,92.86,26,28
54,1,48119,Ben Taylor,92.86,26,28
57,2,29970,Dylan Frittelli,92.68,38,41
57,2,35461,Beau Hossler,92.68,38,41
59,2,33120,Mark Anderson,92.59,25,27
59,11,40026,Daniel Berger,92.59,25,27
59,2,26499,Rafa Cabrera Bello,92.59,25,27
59,2,40042,Tyler McCumber,92.59,25,27
59,2,35658,Kris Ventura,92.59,25,27
64,2,33948,Byeong Hun An,92.50,37,40
64,2,46717,Viktor Hovland,92.50,37,40
64,2,32640,Troy Merritt,92.50,37,40
64,2,26476,Chez Reavie,92.50,37,40
68,2,33490,Bo Hoag,92.31,24,26
68,2,39971,Sungjae Im,92.31,48,52
68,2,27095,Nick Watney,92.31,24,26
71,3,53165,Doc Redman,92.11,35,38
72,3,34255,Joseph Bramlett,92.00,23,25
73,5,45526,Abraham Ancer,91.89,34,37
73,5,29420,Billy Horschel,91.89,34,37
73,3,27942,Rob Oppenheim,91.89,34,37
73,3,33667,Carlos Ortiz,91.89,34,37
77,8,35310,Lanto Griffin,91.67,55,60
77,1,34098,Russell Henley,91.67,33,36
77,1,23108,Matt Kuchar,91.67,33,36
77,1,33410,Andrew Landry,91.67,33,36
77,9,48081,Xander Schauffele,91.67,33,36
77,1,32333,Kevin Tway,91.67,11,12
83,3,37275,Sam Ryder,91.43,32,35
84,4,29518,Brendan Steele,91.30,21,23
85,4,26758,David Hearn,91.18,31,34
85,4,36801,Mark Hubbard,91.18,31,34
87,4,45157,Cam Davis,90.91,30,33
87,4,34213,Grayson Murray,90.91,20,22
89,6,46046,Scottie Scheffler,90.70,39,43
89,4,27214,Kevin Streelman,90.70,39,43
91,3,31323,Gary Woodland,90.63,29,32
92,3,22371,Aaron Baddeley,90.48,19,21
92,3,33597,Harry Higgs,90.48,38,42
92,3,29478,Kevin Kisner,90.48,38,42
92,3,34256,Andrew Putnam,90.48,19,21
