RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
100,15,45526,Abraham Ancer,49.18,60,122,+40.00
100,6,25900,Lucas Glover,49.18,60,122,+34.00
100,6,49298,Kramer Hickok,49.18,30,61,+18.00
103,5,36699,Patrick Rodgers,49.15,58,118,+34.00
104,5,48119,Ben Taylor,49.12,28,57,+24.00
105,5,34046,Jordan Spieth,49.09,54,110,+37.00
106,5,47347,Adam Schenk,49.07,53,108,+36.00
107,5,22056,Cameron Percy,49.06,26,53,+21.00
108,5,39977,Max Homa,49.04,51,104,+37.00
109,12,46046,Scottie Scheffler,48.99,73,149,+53.00
110,6,33667,Carlos Ortiz,48.67,55,113,+29.00
111,6,33597,Harry Higgs,48.65,72,148,+48.00
112,6,25349,Tim Wilkinson,48.57,34,70,+21.00
113,6,33449,Zack Sucher,48.33,29,60,+19.00
114,6,29535,Brice Garnett,48.31,43,89,+29.00
115,6,30692,Scott Stallings,48.28,42,87,+38.00
116,7,33413,Ben Martin,48.21,27,56,+21.00
117,10,52372,Cameron Champ,48.18,53,110,+31.00
118,6,35230,Nelson Ledesma,48.15,39,81,+32.00
119,6,34255,Joseph Bramlett,48.10,38,79,+32.00
120,6,39546,Keith Mitchell,48.04,49,102,+39.00
121,6,30110,Kyle Stanley,48.00,36,75,+21.00
122,7,32640,Troy Merritt,47.96,47,98,+45.00
123,7,32102,Rickie Fowler,47.95,35,73,+26.00
123,7,26596,Ryan Moore,47.95,35,73,+22.00
123,7,35617,Martin Trainer,47.95,35,73,+34.00
126,21,29725,Tony Finau,47.75,53,111,+34.00
127,6,34314,Sebastian Cappelen,47.73,42,88,+35.00
128,6,32366,Kevin Chappell,47.62,30,63,+20.00
128,6,31323,Gary Woodland,47.62,50,105,+39.00
130,6,25364,Paul Casey,47.50,38,80,+27.00
131,6,36801,Mark Hubbard,47.26,69,146,+64.00
132,6,20229,Stewart Cink,47.17,50,106,+35.00
132,6,40098,Matt Fitzpatrick,47.17,50,106,+41.00
134,6,23325,Vaughn Taylor,47.01,63,134,+60.00
135,6,28775,Nate Lashley,46.99,39,83,+32.00
136,6,31646,Emiliano Grillo,46.74,43,92,+31.00
137,6,46441,Robby Shelton,46.46,46,99,+36.00
138,6,25493,Nick Taylor,46.34,38,82,+34.00
139,6,33410,Andrew Landry,46.24,43,93,+38.00
139,6,29908,C.T. Pan,46.24,43,93,+38.00
141,7,39324,J.J. Spaun,45.83,44,96,+37.00
142,8,26758,David Hearn,45.59,31,68,+30.00
143,8,10809,Jim Furyk,45.45,30,66,+36.00
143,19,46717,Viktor Hovland,45.45,60,132,+53.00
143,8,32757,Patton Kizzire,45.45,35,77,+39.00
143,8,23788,D.J. Trahan,45.45,35,77,+29.00
147,7,25804,Bubba Watson,45.36,44,97,+23.00
148,7,27095,Nick Watney,45.31,29,64,+20.00
149,7,35449,Adam Long,45.21,66,146,+64.00
150,24,28237,Rory McIlroy,45.16,42,93,+33.00
151,6,39953,Chase Seiffert,45.00,36,80,+33.00
152,6,34466,Peter Malnati,44.93,31,69,+31.00
153,6,34563,Chesson Hadley,44.79,43,96,+39.00
154,6,39997,Corey Conners,44.44,48,108,+42.00
154,6,27974,Sung Kang,44.44,64,144,+57.00
156,7,29479,Scott Brown,44.12,45,102,+36.00
157,7,30163,Henrik Norlander,43.97,51,116,+43.00
157,7,37189,Harold Varner III,43.97,51,116,+41.00
159,7,36689,Brooks Koepka,43.84,32,73,+28.00
160,7,30944,Jason Kokrak,43.75,42,96,+43.00
161,7,34213,Grayson Murray,43.55,27,62,+20.00
162,7,40009,Dominic Bozzelli,43.48,30,69,+31.00
162,7,56278,Matthew Wolff,43.48,50,115,+44.00
164,8,35532,Tom Hoge,43.33,52,120,+50.00
165,8,26329,Louis Oosthuizen,43.21,35,81,+39.00
166,10,34363,Tyrrell Hatton,43.18,19,44,+18.00
167,8,45609,Tyler Duncan,42.98,52,121,+51.00
168,9,37275,Sam Ryder,42.39,39,92,+40.00
169,9,46435,Austin Cook,42.11,32,76,+33.00
169,2,26851,Marc Leishman,42.11,48,114,+50.00
171,8,31557,Jim Herman,41.96,47,112,+60.00
172,8,32448,James Hahn,40.32,25,62,+28.00
173,8,33490,Bo Hoag,40.19,43,107,+44.00
174,8,28307,Matt Every,39.47,30,76,+42.00
175,8,27556,Ted Potter Jr.,39.44,28,71,+31.00
176,8,40042,Tyler McCumber,39.24,31,79,+31.00
177,8,32333,Kevin Tway,39.19,29,74,+30.00
177,8,27064,Jhonattan Vegas,39.19,29,74,+28.00
179,8,19803,Ryan Armour,39.02,32,82,+37.00
180,8,35732,Wes Roach,38.98,23,59,+29.00
181,8,19846,Brian Gay,38.53,42,109,+58.00
182,8,35658,Kris Ventura,38.18,21,55,+35.00
183,8,26499,Rafa Cabrera Bello,37.93,33,87,+38.00
184,8,25632,Jimmy Walker,37.11,36,97,+53.00
185,8,25572,Graeme McDowell,36.49,27,74,+43.00
186,8,25818,Scott Piercy,36.19,38,105,+63.00
187,8,34431,Robert Streb,35.37,29,82,+39.00
188,8,27330,Josh Teater,35.29,18,51,+23.00
189,8,48045,Michael Gellerman,33.33,18,54,+25.00
190,8,27936,Martin Laird,32.20,19,59,+26.00
191,8,47504,Sam Burns,32.14,27,84,+43.00
192,8,51894,Vince Whaley,29.41,15,51,+28.00
193,8,23623,Bo Van Pelt,25.86,15,58,+37.00
