RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,21407,Arjun Atwal,100.00,1,1
1,0,46435,Austin Cook,100.00,1,1
1,0,47959,Bryson DeChambeau,100.00,7,7
1,0,30911,Tommy Fleetwood,100.00,2,2
1,0,48045,Michael Gellerman,100.00,2,2
1,0,32662,Michael Gligic,100.00,2,2
1,0,31420,Anirban Lahiri,100.00,3,3
1,0,26329,Louis Oosthuizen,100.00,3,3
1,0,24138,Ian Poulter,100.00,7,7
1,0,33449,Zack Sucher,100.00,1,1
11,2,27644,Brian Harman,87.50,7,8
11,2,34360,Patrick Reed,87.50,7,8
13,2,33448,Justin Thomas,85.71,6,7
13,2,48887,Matt Wallace,85.71,6,7
15,2,29268,Bronson Burgoon,83.33,5,6
15,2,34021,Bud Cauley,83.33,5,6
15,2,34256,Andrew Putnam,83.33,5,6
15,5,29221,Webb Simpson,83.33,5,6
19,1,32640,Troy Merritt,80.00,4,5
20,3,40098,Matt Fitzpatrick,77.78,7,9
20,3,34046,Jordan Spieth,77.78,7,9
22,4,51766,Wyndham Clark,75.00,3,4
22,4,39997,Corey Conners,75.00,6,8
22,4,29725,Tony Finau,75.00,3,4
22,4,32618,Rhein Gibson,75.00,3,4
22,4,32791,K.H. Lee,75.00,3,4
22,4,29908,C.T. Pan,75.00,3,4
22,4,24361,Pat Perez,75.00,3,4
22,4,30110,Kyle Stanley,75.00,3,4
22,4,29484,Peter Uihlein,75.00,3,4
31,6,40026,Daniel Berger,72.73,8,11
31,4,49771,J.T. Poston,72.73,8,11
33,7,29478,Kevin Kisner,71.43,5,7
33,3,33419,Cameron Tringale,71.43,5,7
35,2,29518,Brendan Steele,70.00,7,10
36,3,46402,Talor Gooch,69.23,9,13
37,3,33120,Mark Anderson,66.67,2,3
37,3,22371,Aaron Baddeley,66.67,2,3
37,3,35450,Patrick Cantlay,66.67,6,9
37,3,25364,Paul Casey,66.67,2,3
