RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,48045,Michael Gellerman,10' 8",64.000,6,-1
2,0,34363,Tyrrell Hatton,11' 11",107.417,9,-3
3,0,23623,Bo Van Pelt,16' 7",465.417,28,+5
4,0,48887,Matt Wallace,17' 6",420.917,24,-1
5,0,23325,Vaughn Taylor,18' 7",464.250,25,-1
6,0,35891,Cameron Smith,18' 9",450.667,24,E
7,0,23320,Ryan Palmer,19' 2",478.917,25,E
8,0,34255,Joseph Bramlett,19' 5",776.917,40,+4
9,0,29268,Bronson Burgoon,19' 6",487.333,25,-8
9,0,23621,Rory Sabbatini,19' 6",739.417,38,+5
11,0,32791,K.H. Lee,19' 8",610.083,31,+4
12,0,24357,K.J. Choi,19' 10",158.917,8,+3
13,0,22371,Aaron Baddeley,20' 0",239.750,12,-7
14,0,33419,Cameron Tringale,20' 1",643.667,32,E
15,0,30926,Chris Kirk,20' 3",749.083,37,+3
16,0,19803,Ryan Armour,20' 4",264.000,13,+4
16,0,33404,Chris Baker,20' 4",264.667,13,-3
18,0,34360,Patrick Reed,20' 5",736.000,36,-1
19,0,33413,Ben Martin,20' 6",409.750,20,-3
20,0,29479,Scott Brown,20' 7",329.083,16,+4
21,0,39971,Sungjae Im,20' 8",890.083,43,-3
22,0,34256,Andrew Putnam,20' 9",664.833,32,-3
23,0,29908,C.T. Pan,20' 11",481.833,23,-3
24,0,26499,Rafa Cabrera Bello,21' 0",420.667,20,+6
24,0,49766,Hank Lebioda,21' 0",504.500,24,-3
24,0,34431,Robert Streb,21' 0",862.250,41,-2
27,0,20229,Stewart Cink,21' 2",826.250,39,+7
27,0,27649,Brandt Snedeker,21' 2",464.833,22,+2
29,0,33490,Bo Hoag,21' 3",552.333,26,-4
30,0,24138,Ian Poulter,21' 4",470.000,22,+8
31,0,32102,Rickie Fowler,21' 6",472.917,22,E
31,0,46402,Talor Gooch,21' 6",709.750,33,+7
33,0,36871,Matthew NeSmith,21' 7",517.083,24,+1
34,0,31420,Anirban Lahiri,21' 8",498.167,23,-3
34,0,30692,Scott Stallings,21' 8",867.000,40,-6
36,0,24361,Pat Perez,21' 10",545.500,25,-2
37,0,26329,Louis Oosthuizen,22' 2",287.750,13,-2
38,0,45526,Abraham Ancer,22' 4",491.917,22,+4
39,0,36689,Brooks Koepka,22' 5",492.833,22,-1
40,0,30110,Kyle Stanley,22' 7",541.667,24,E
41,0,34174,John Huh,22' 8",316.833,14,+3
42,0,32139,Danny Willett,22' 9",364.250,16,+4
43,0,28252,Seamus Power,22' 11",390.167,17,E
43,0,27770,Camilo Villegas,22' 11",687.083,30,+6
45,0,32333,Kevin Tway,23' 0",667.500,29,+1
46,0,30911,Tommy Fleetwood,23' 1",392.583,17,+2
47,0,34098,Russell Henley,23' 2",556.583,24,-1
47,0,21961,Charles Howell III,23' 2",509.250,22,E
47,0,39324,J.J. Spaun,23' 2",578.417,25,-2
50,0,27942,Rob Oppenheim,23' 3",418.667,18,+1
50,0,22056,Cameron Percy,23' 3",649.917,28,-1
50,0,49960,Sepp Straka,23' 3",930.583,40,+1
53,0,26300,Matt Jones,23' 4",1167.250,50,-1
54,0,33204,Shane Lowry,23' 5",680.000,29,+1
55,0,29535,Brice Garnett,23' 6",516.500,22,-2
55,0,46717,Viktor Hovland,23' 6",868.333,37,-2
55,0,34046,Jordan Spieth,23' 6",1080.500,46,-2
58,0,37455,Si Woo Kim,23' 7",731.750,31,-6
58,0,35104,Tom Lewis,23' 7",942.667,40,+3
58,0,27064,Jhonattan Vegas,23' 7",707.833,30,E
61,0,25632,Jimmy Walker,23' 8",994.417,42,+11
62,0,26758,David Hearn,23' 9",475.000,20,E
63,0,39975,Michael Kim,23' 11",646.750,27,+5
63,0,32757,Patton Kizzire,23' 11",716.833,30,-3
63,0,48081,Xander Schauffele,23' 11",573.917,24,+4
66,0,46435,Austin Cook,24' 0",479.583,20,+4
66,0,46550,Brandon Hagy,24' 0",1007.250,42,+4
66,0,25818,Scott Piercy,24' 0",745.083,31,-2
69,0,29725,Tony Finau,24' 1",675.333,28,-2
70,0,49964,Aaron Wise,24' 2",435.500,18,+1
70,0,31323,Gary Woodland,24' 2",677.500,28,+1
72,0,27349,Alex Noren,24' 3",921.333,38,+1
73,0,40026,Daniel Berger,24' 4",656.583,27,-3
73,0,40006,Erik van Rooyen,24' 4",705.167,29,+6
73,0,47128,Richy Werenski,24' 4",850.417,35,+8
76,0,45609,Tyler Duncan,24' 5",537.417,22,+4
76,0,24781,Hunter Mahan,24' 5",562.250,23,+2
78,0,35230,Nelson Ledesma,24' 8",345.750,14,-3
79,0,29478,Kevin Kisner,24' 9",691.917,28,+5
79,0,27129,Luke List,24' 9",741.583,30,E
79,0,47483,Will Zalatoris,24' 9",594.500,24,+1
82,0,56762,Will Gordon,24' 10",1091.083,44,+7
83,0,28089,Jason Day,24' 11",548.167,22,+5
83,0,35532,Tom Hoge,24' 11",723.417,29,+2
85,0,27554,Scott Harrington,25' 0",774.167,31,-2
86,0,33120,Mark Anderson,25' 1",401.583,16,+1
87,0,45157,Cam Davis,25' 2",1434.833,57,-3
88,0,26851,Marc Leishman,25' 3",630.667,25,-3
88,0,46442,Maverick McNealy,25' 3",807.083,32,+3
88,0,46046,Scottie Scheffler,25' 3",757.500,30,E
91,0,27141,J.B. Holmes,25' 4",1011.667,40,+7
91,0,48822,Sebastián Muñoz,25' 4",910.833,36,+5
93,0,34466,Peter Malnati,25' 6",994.583,39,+1
93,0,33448,Justin Thomas,25' 6",561.833,22,-1
95,0,34076,Joel Dahmen,25' 7",587.500,23,+1
96,0,27974,Sung Kang,25' 8",975.833,38,+7
96,0,25493,Nick Taylor,25' 8",897.000,35,+7
98,0,12716,Charley Hoffman,25' 9",1083.167,42,+3
98,0,01810,Phil Mickelson,25' 9",1391.917,54,+4
100,0,33948,Byeong Hun An,25' 11",1400.083,54,+9
101,0,23983,Luke Donald,26' 2",313.917,12,+3
101,0,27936,Martin Laird,26' 2",758.000,29,+5
101,0,36699,Patrick Rodgers,26' 2",1414.083,54,+12
104,0,35461,Beau Hossler,26' 3",1128.833,43,+3
104,0,37275,Sam Ryder,26' 3",445.833,17,+1
106,0,32618,Rhein Gibson,26' 4",657.500,25,+6
106,0,36801,Mark Hubbard,26' 4",816.167,31,+1
106,0,49771,J.T. Poston,26' 4",975.083,37,+6
106,0,27556,Ted Potter Jr.,26' 4",946.750,36,+7
110,0,29926,Danny Lee,26' 5",634.583,24,+1
110,0,35658,Kris Ventura,26' 5",686.500,26,+1
112,0,25364,Paul Casey,26' 6",609.667,23,+2
112,0,31646,Emiliano Grillo,26' 6",662.000,25,+8
112,0,22405,Justin Rose,26' 6",556.833,21,+2
112,0,30927,Brendon Todd,26' 6",582.667,22,-3
116,0,23788,D.J. Trahan,26' 8",506.500,19,+4
116,0,37189,Harold Varner III,26' 8",666.667,25,+1
118,0,34264,Hudson Swafford,26' 9",641.750,24,+4
119,0,47504,Sam Burns,26' 10",643.000,24,+3
119,0,35617,Martin Trainer,26' 10",805.833,30,+12
121,0,28679,Fabián Gómez,26' 11",538.500,20,-4
122,0,52372,Cameron Champ,27' 0",1051.833,39,+3
