RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
1,0,32640,Troy Merritt,83' 0",76685,77,466,4403002095
2,0,22046,Geoff Ogilvy,82' 1",49269,50,459,2401001918
3,0,06004,Stephen Ames,81' 7",67556,69,459,3404002028
4,0,20160,Charlie Wi,81' 4",86822,89,454,2904001718
5,0,23541,Ben Crane,80' 10",64004,66,456,0404001895
6,0,25364,Paul Casey,80' 2",42328,44,449,1004001754
7,0,28475,Jeff Overton,80' 1",68241,71,450,2201001699
8,0,25562,Andres Romero,79' 11",69036,72,452,3702001935
9,0,25396,Kevin Na,79' 10",72806,76,450,4601001577
10,0,01329,Brad Faxon,79' 7",45824,48,446,3701001579
11,0,08725,Tom Gillis,78' 10",85122,90,446,3903001630
12,0,22371,Aaron Baddeley,78' 7",82980,88,443,2102001880
12,0,12602,Dean Wilson,78' 7",44303,47,440,4401001715
14,0,20593,Greg Chalmers,78' 5",81879,87,439,0602001630
14,0,23320,Ryan Palmer,78' 5",66841,71,442,1202001726
16,0,23673,Michael Connell,78' 3",72317,77,439,1001001676
17,0,24357,K.J. Choi,78' 1",57175,61,438,1701001955
17,0,26420,Richard Johnson,78' 1",68370,73,439,1001001930
17,0,23800,Bryce Molder,78' 1",68402,73,441,1704001654
20,0,25720,Chad Collins,78' 0",70222,75,439,1002001786
20,0,28089,Jason Day,78' 0",66452,71,441,2904002003
20,0,06515,Shaun Micheel,78' 0",49627,53,438,1801001539
20,0,12714,Chris Tidland,78' 0",63671,68,441,4402001666
24,0,28307,Matt Every,77' 11",47708,51,441,0402001665
24,0,24024,Zach Johnson,77' 11",70162,75,438,3901001772
24,0,26301,James Nitties,77' 11",75745,81,436,3201001983
24,0,25345,Carl Pettersson,77' 11",77639,83,439,2402001732
24,0,06527,Steve Stricker,77' 11",52373,56,440,2901002183
29,0,11123,Chris Couch,77' 9",55076,59,441,3801001596
29,0,23718,Nathan Green,77' 9",75592,81,435,4202001669
29,0,25818,Scott Piercy,77' 9",75554,81,438,1001001834
29,0,25190,Jeff Quinney,77' 9",74603,80,435,1302001646
33,0,25892,Steve Wheatcroft,77' 7",53990,58,434,3702001479
34,0,29910,Blake Adams,77' 6",69751,75,437,2301001635
35,0,20070,Matt Bettencourt,77' 5",65036,70,434,1001001768
35,0,23983,Luke Donald,77' 5",49234,53,436,3901002305
37,0,30925,Dustin Johnson,77' 3",58412,63,433,0201002039
37,0,31560,Brian Stuard,77' 3",65790,71,432,4603002089
39,0,09011,David Duval,77' 1",51781,56,432,2102001753
40,0,10885,Robert Allenby,77' 0",56392,61,436,0902001669
40,0,21731,Freddie Jacobson,77' 0",71156,77,433,0401002290
42,0,24358,Robert Garrigus,76' 10",56259,61,429,4902001985
42,0,08375,Paul Stankowski,76' 10",48849,53,430,4401001575
44,0,24490,George McNeill,76' 9",64442,70,432,4602001734
45,0,23108,Matt Kuchar,76' 8",68973,75,431,4001001918
45,0,27797,Derek Lamely,76' 8",58851,64,430,1001001643
47,0,25240,D.A. Points,76' 6",72511,79,432,2502002257
48,0,23135,Tim Clark,76' 2",62142,68,428,2401001614
48,0,19846,Brian Gay,76' 2",74959,82,428,2204001650
48,0,24138,Ian Poulter,76' 2",31079,34,429,4001002089
51,0,22405,Justin Rose,75' 11",63755,70,428,2802001889
52,0,24361,Pat Perez,75' 10",75542,83,425,2204001620
52,0,23621,Rory Sabbatini,75' 10",60959,67,425,1702001606
54,0,21949,Joe Ogilvie,75' 9",78138,86,426,1504002006
55,0,28620,Aron Price,75' 8",56303,62,424,2701001814
56,0,07867,Woody Austin,75' 6",75187,83,423,4402002106
56,0,20229,Stewart Cink,75' 6",58867,65,423,1901001419
58,0,01161,Mark Calcavecchia,75' 5",29856,33,427,0902002095
59,0,28158,Steve Marino,75' 3",56863,63,422,3901001510
59,0,26289,Boo Weekley,75' 3",66842,74,422,2902001843
61,0,02206,David Toms,75' 2",63149,70,421,4401001722
61,0,26951,Johnson Wagner,75' 2",66729,74,420,2503001812
63,0,29285,Brent Delahoussaye,75' 1",42342,47,423,3002001611
63,0,28500,Martin Flores,75' 1",57683,64,423,1801001600
63,0,27649,Brandt Snedeker,75' 1",67541,75,423,3303001644
66,0,08537,J.P. Hayes,75' 0",61170,68,422,1704001866
67,0,24663,Y.E. Yang,74' 11",52169,58,424,3802001420
68,0,24140,Sean O'Hair,74' 10",58390,65,420,0202001869
69,0,12782,Tim Herron,74' 8",61821,69,418,1801001787
69,0,12716,Charley Hoffman,74' 8",68997,77,419,2502002250
69,0,26300,Matt Jones,74' 8",71714,80,420,0401002112
69,0,26882,Michael Sim,74' 8",47471,53,417,3402001673
73,0,21350,Ryuji Imada,74' 7",75192,84,418,3802002019
73,0,28237,Rory McIlroy,74' 7",35796,40,418,1904001600
75,0,20157,Retief Goosen,74' 5",47330,53,421,3803001873
75,0,27095,Nick Watney,74' 5",61645,69,418,4103001554
77,0,23409,James Driscoll,74' 2",65858,74,416,2904001624
78,0,07749,Brett Quigley,74' 1",78200,88,415,2902001904
78,0,23623,Bo Van Pelt,74' 1",77357,87,415,3501001509
80,0,20850,Daniel Chopra,74' 0",59490,67,417,1501001532
81,0,24507,Jason Bohn,73' 11",65666,74,415,1504001582
81,0,23548,Bill Lunde,73' 11",59408,67,414,4201001680
