RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,24781,Hunter Mahan,91' 7",91.583,1
2,0,24024,Zach Johnson,84' 9",84.750,1
3,0,21731,Freddie Jacobson,71' 11",71.917,1
4,0,23548,Bill Lunde,71' 9",143.500,2
5,0,22371,Aaron Baddeley,66' 10",66.833,1
6,0,27141,J.B. Holmes,66' 7",133.083,2
7,0,28780,Nicholas Thompson,62' 11",62.917,1
8,0,07867,Woody Austin,62' 7",62.583,1
9,0,12714,Chris Tidland,61' 11",61.917,1
10,0,32102,Rickie Fowler,61' 5",122.750,2
11,0,23673,Michael Connell,60' 8",60.667,1
12,0,28307,Matt Every,59' 3",118.417,2
13,0,20436,Garrett Willis,59' 2",59.167,1
14,0,20160,Charlie Wi,58' 2",58.167,1
15,0,20229,Stewart Cink,56' 2",56.167,1
15,0,10425,Jay Williamson,56' 2",56.167,1
17,0,12782,Tim Herron,55' 3",110.417,2
18,0,23409,James Driscoll,54' 7",109.083,2
19,0,20098,Stuart Appleby,54' 0",54.000,1
20,0,26596,Ryan Moore,53' 1",53.083,1
20,0,25892,Steve Wheatcroft,53' 1",53.083,1
22,0,24663,Y.E. Yang,51' 4",102.667,2
23,0,09011,David Duval,50' 0",149.917,3
24,0,27330,Josh Teater,49' 10",99.583,2
25,0,07749,Brett Quigley,49' 7",99.083,2
26,0,06643,Paul Goydos,49' 4",49.333,1
27,0,21350,Ryuji Imada,47' 5",47.417,1
28,0,23623,Bo Van Pelt,46' 3",138.750,3
29,0,29285,Brent Delahoussaye,45' 5",45.417,1
30,0,20691,Greg Owen,45' 0",90.000,2
31,0,22378,Trevor Immelman,43' 0",43.000,1
32,0,27095,Nick Watney,41' 5",124.250,3
33,0,20378,Mathias Grönberg,38' 8",77.333,2
34,0,23718,Nathan Green,38' 5",76.750,2
35,0,23325,Vaughn Taylor,38' 4",38.333,1
36,0,24912,Will MacKenzie,37' 7",112.833,3
37,0,26301,James Nitties,37' 6",112.417,3
38,0,24846,Ricky Barnes,36' 5",36.417,1
38,0,21753,Brian Davis,36' 5",72.750,2
40,0,01320,Bob Estes,36' 4",36.333,1
41,0,20105,Jeff Gove,36' 3",36.250,1
42,0,20070,Matt Bettencourt,36' 1",72.083,2
43,0,26881,Jarrod Lyle,35' 9",35.750,1
44,0,21949,Joe Ogilvie,34' 1",238.333,7
45,0,22046,Geoff Ogilvy,33' 9",33.750,1
46,0,06595,Kevin Sutherland,32' 7",32.583,1
47,0,26695,Michael Letzig,31' 6",63.000,2
48,0,01724,Jeff Maggert,30' 11",61.833,2
49,0,25686,Jason Dufner,30' 7",91.750,3
50,0,29221,Webb Simpson,30' 6",30.500,1
51,0,01766,Billy Mayfair,30' 5",30.417,1
52,0,26287,Roland Thatcher,29' 7",29.583,1
53,0,01249,John Daly,29' 3",87.667,3
54,0,10423,Mike Weir,28' 5",28.417,1
55,0,12652,Cameron Beckman,27' 7",55.167,2
56,0,08725,Tom Gillis,26' 2",26.167,1
57,0,27302,Garth Mulroy,25' 4",25.333,1
58,0,27613,David Lutterus,24' 1",24.083,1
59,0,23788,D.J. Trahan,24' 0",48.000,2
60,0,22405,Justin Rose,23' 4",23.333,1
61,0,27436,Graham DeLaet,23' 3",23.250,1
62,0,08537,J.P. Hayes,22' 8",22.667,1
63,0,27214,Kevin Streelman,21' 4",21.333,1
64,0,01161,Mark Calcavecchia,21' 3",21.250,1
65,0,26951,Johnson Wagner,21' 1",21.083,1
66,0,01948,Tim Petrovic,20' 2",60.417,3
67,0,23307,Roger Tambellini,19' 2",57.500,3
68,0,28500,Martin Flores,14' 2",28.250,2
69,0,12510,Chad Campbell,13' 2",13.167,1
70,0,27060,John Mallinger,12' 5",24.750,2
71,0,24502,Adam Scott,11' 5",11.417,1
72,0,23621,Rory Sabbatini,10' 0",10.000,1
73,0,12755,Vance Veazey,7' 1",7.083,1
74,0,25396,Kevin Na,3' 9",3.750,1
75,0,01706,Davis Love III,3' 3",3.250,1
