RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,01577,Lee Janzen,15,5,3,9,1996110
2,0,01457,Jay Haas,13,0,2,2,1996080
3,0,01006,John Adams,12,1,1,15,1996120
3,0,12782,Tim Herron,12,0,2,18,1996160
3,0,01810,Phil Mickelson,12,2,4,14,1996350
6,0,01024,Billy Andrade,11,2,3,11,1996370
6,0,01334,Keith Fergus,11,0,4,12,1996170
6,0,01891,David Ogrin,11,0,2,7,1996030
6,0,02146,Payne Stewart,11,0,2,4,1996120
6,0,02226,Tray Tyner,11,1,1,12,1996250
11,0,01040,Emlyn Aubrey,10,1,3,9,1996070
11,0,01072,Chip Beck,10,2,2,12,1996260
11,0,06214,Guy Boros,10,0,1,3,1996180
11,0,08931,Glen Day,10,1,3,1,1996110
11,0,10203,Bryan Gorman,10,0,1,11,1996170
11,0,01510,Nolan Henke,10,1,3,13,1996220
11,0,10860,Justin Leonard,10,4,4,3,1996160
11,0,06090,Jim McGovern,10,0,2,8,1996330
11,0,02115,Taylor Smith,10,0,2,16,1996170
20,0,20098,Stuart Appleby,9,1,2,18,1996120
20,0,01116,Michael Bradley,9,0,2,1,1996220
20,0,01219,John Cook,9,3,2,7,1996380
20,0,01313,Steve Elkington,9,2,3,18,1996220
20,0,01320,Bob Estes,9,0,1,10,1996080
20,0,01361,Dan Forsman,9,1,1,18,1996320
20,0,01381,Fred Funk,9,3,1,4,1996220
20,0,01435,Wayne Grady,9,0,2,5,1996270
20,0,06012,Greg Kraft,9,9,5,15,1996430
20,0,07087,Hugh Royer III,9,9,2,8,1996430
20,0,06066,Gary Rusnak,9,0,3,8,1996280
20,0,02159,Curtis Strange,9,0,1,17,1996330
20,0,06577,John Wilson,9,0,2,6,1996130
33,0,07867,Woody Austin,8,2,1,13,1996160
33,0,10505,Shane Bertsch,8,0,4,16,1996360
33,0,01093,Ronnie Black,8,1,2,3,1996420
33,0,01096,Phil Blackmar,8,0,2,9,1996020
33,0,10569,Mike Brisky,8,0,1,3,1996140
33,0,01129,Bill Britton,8,0,1,3,1996360
33,0,01133,Billy Ray Brown,8,5,4,3,1996060
33,0,01226,Fred Couples,8,1,4,14,1996350
33,0,01284,Mike Donald,8,1,3,7,1996070
33,0,07267,Allen Doyle,8,2,1,3,1996420
33,0,01329,Brad Faxon,8,1,1,10,1996420
33,0,01468,Gary Hallberg,8,2,1,17,1996120
33,0,06575,Dudley Hart,8,2,2,12,1996280
33,0,01527,Scott Hoch,8,0,1,9,1996160
33,0,01553,John Huston,8,1,4,6,1996390
33,0,01604,Steve Jurgensen,8,4,1,10,1996230
33,0,01659,Massy Kuramoto,8,0,1,16,1996120
33,0,08993,Franklin Langham,8,5,2,18,1996260
33,0,11032,Frank Lickliter II,8,3,3,18,1996120
33,0,01701,Bob Lohr,8,0,2,14,1996130
33,0,01706,Davis Love III,8,4,4,18,1996150
33,0,01823,Larry Mize,8,4,3,14,1996130
33,0,01920,Craig Parry,8,0,1,9,1996420
33,0,01996,Mike Reid,8,4,2,8,1996130
33,0,02023,Clarence Rose,8,2,3,15,1996230
33,0,02104,Jeff Sluman,8,2,3,2,1996430
33,0,08385,Omar Uresti,8,5,1,2,1996370
33,0,02245,Grant Waite,8,2,3,10,1996030
33,0,02267,D.A. Weibring,8,1,2,6,1996160
33,0,10425,Jay Williamson,8,1,4,10,1996020
63,0,01035,Tommy Armour III,7,0,4,7,1996260
63,0,01042,Paul Azinger,7,3,2,11,1996270
63,0,01139,Olin Browne,7,1,1,11,1996170
63,0,01142,Bart Bryant,7,2,3,8,1996260
63,0,01143,Brad Bryant,7,0,2,6,1996180
63,0,06124,Patrick Burke,7,3,4,7,1996260
63,0,01157,Tom Byrum,7,1,2,16,1996410
63,0,01185,Brandel Chamblee,7,0,3,6,1996070
63,0,01196,Brian Claar,7,3,4,5,1996030
63,0,01249,John Daly,7,0,3,1,1996010
63,0,01288,Ed Dougherty,7,0,1,17,1996010
63,0,06036,Scott Dunlap,7,0,1,18,1996170
63,0,06522,Ernie Els,7,2,3,2,1996150
63,0,01378,David Frost,7,5,1,6,1996270
63,0,01414,Bob Gilder,7,0,1,17,1996250
63,0,01444,Ken Green,7,0,4,16,1996360
63,0,01469,Dan Halldorson,7,0,1,6,1996290
63,0,08337,Mike Heinen,7,1,2,2,1996420
63,0,01557,John Inman,7,4,1,10,1996030
63,0,01578,Tom Jenkins,7,0,1,1,1996280
63,0,01607,Brian Kamm,7,3,2,6,1996430
63,0,01633,Tom Kite,7,2,3,13,1996170
63,0,01724,Jeff Maggert,7,2,2,8,1996220
63,0,08547,John Maginnes,7,0,2,5,1996210
63,0,01753,Rik Massengale,7,0,1,12,1996260
63,0,01766,Billy Mayfair,7,0,3,16,1996250
63,0,01783,Mark McCumber,7,0,1,15,1996270
63,0,07235,John Morse,7,1,2,17,1996380
63,0,01864,Larry Nelson,7,2,3,18,1996140
63,0,01887,Mark O'Meara,7,2,1,8,1996210
63,0,01890,Brett Ogle,7,1,2,12,1996190
63,0,01928,Corey Pavin,7,0,3,16,1996010
63,0,01975,Tom Purtzer,7,0,2,1,1996270
63,0,02007,Larry Rinker,7,0,2,9,1996290
63,0,02067,Ted Schulz,7,0,1,7,1996320
63,0,02094,Tony Sills,7,0,2,7,1996320
63,0,06567,Vijay Singh,7,4,4,9,1996270
63,0,02106,Chris Smith,7,0,4,8,1996020
63,0,02131,Mike Springer,7,3,1,11,1996040
63,0,02214,Kirk Triplett,7,4,4,14,1996120
63,0,02225,Howard Twitty,7,0,2,5,1996060
63,0,02239,Scott Verplank,7,0,1,11,1996200
63,0,02241,Bobby Wadkins,7,0,1,11,1996200
63,0,02279,Mark Wiebe,7,1,2,18,1996170
63,0,02322,Richard Zokol,7,0,2,7,1996370
108,0,20051,Joe Acosta Jr.,6,0,3,11,1996030
108,0,01060,Dave Barr,6,0,1,9,1996250
108,0,01098,Jay Don Blake,6,0,1,3,1996170
108,0,01161,Mark Calcavecchia,6,0,1,2,1996010
108,0,01162,Rex Caldwell,6,6,1,7,1996410
108,0,01201,Lennie Clements,6,1,2,10,1996310
108,0,01203,Russ Cochran,6,2,1,13,1996360
108,0,01235,Ben Crenshaw,6,1,2,7,1996320
108,0,19883,Joe Daley,6,3,2,12,1996320
108,0,06034,Marco Dawson,6,0,5,17,1996430
108,0,01261,Jay Delsing,6,0,2,14,1996200
108,0,01306,David Edwards,6,4,1,8,1996120
108,0,01346,Ed Fiori,6,0,2,4,1996250
108,0,01353,Bruce Fleisher,6,2,1,14,1996420
108,0,10809,Jim Furyk,6,0,2,1,1996110
108,0,06064,Jeff Gallagher,6,1,1,13,1996120
108,0,11722,Stewart Ginn,6,1,1,14,1996350
108,0,06643,Paul Goydos,6,0,3,13,1996270
108,0,12626,Joey Gullion,6,3,1,15,1996170
108,0,06044,Scott Gump,6,5,1,1,1996380
108,0,01487,Jeff Hart,6,0,1,7,1996370
108,0,06617,Brian Henninger,6,2,2,7,1996360
108,0,01571,Barry Jaeckel,6,0,4,2,1996210
108,0,01599,Steve Jones,6,0,1,16,1996380
108,0,08075,Jerry Kelly,6,3,3,11,1996200
108,0,01707,Steve Lowery,6,1,2,14,1996370
108,0,01717,Sandy Lyle,6,0,2,8,1996130
108,0,01723,Andrew Magee,6,0,1,1,1996180
108,0,01748,Doug Martin,6,0,2,4,1996100
108,0,01761,Len Mattiace,6,0,2,17,1996020
108,0,01771,Blaine McCallister,6,1,3,17,1996120
108,0,12781,Scott Medlin,6,0,2,14,1996280
108,0,01846,Jodie Mudd,6,1,2,3,1996030
108,0,06140,Sean Murphy,6,1,2,7,1996250
108,0,01876,Greg Norman,6,2,1,12,1996220
108,0,01884,Mac O'Grady,6,0,1,11,1996320
108,0,12660,Jesper Parnevik,6,5,4,18,1996260
108,0,20505,Lucas Parsons,6,0,1,9,1996140
108,0,01938,David Peoples,6,0,4,9,1996100
108,0,01945,Kenny Perry,6,0,2,5,1996200
108,0,10215,Charlie Rymer,6,0,1,9,1996210
108,0,20387,Jarmo Sandelin,6,0,2,10,1996080
108,0,02049,Gene Sauers,6,2,3,2,1996280
108,0,02099,Scott Simpson,6,0,1,2,1996110
