RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,25369,Jamie Donaldson,21' 8",5396.500,249
2,0,27895,Jonas Blixt,21' 11",9125.917,417
3,0,24138,Ian Poulter,22' 4",9118.167,408
3,0,33418,Shawn Stefani,22' 4",16618.583,745
5,0,34046,Jordan Spieth,22' 5",12598.417,563
6,0,06567,Vijay Singh,22' 6",12641.083,562
7,0,23623,Bo Van Pelt,22' 7",11991.917,531
8,0,35451,Scott Pinckney,22' 9",14011.417,617
8,0,20396,Lee Westwood,22' 9",5737.667,252
10,0,20104,Ken Duke,22' 10",16629.750,728
11,0,27649,Brandt Snedeker,23' 0",14058.000,612
12,0,33399,Adam Hadwin,23' 1",16855.167,729
12,0,25345,Carl Pettersson,23' 1",17821.000,771
14,0,34409,David Lingmerth,23' 2",15356.833,662
15,0,30736,Oscar Fraustro,23' 3",7737.417,333
15,0,27936,Martin Laird,23' 3",13531.500,582
15,0,24361,Pat Perez,23' 3",17346.417,745
15,0,26476,Chez Reavie,23' 3",11425.333,492
19,0,25900,Lucas Glover,23' 4",14636.167,628
20,0,32366,Kevin Chappell,23' 5",15214.417,649
20,0,33122,Russell Knox,23' 5",18903.750,808
22,0,20593,Greg Chalmers,23' 6",6766.000,288
22,0,29926,Danny Lee,23' 6",20336.000,866
22,0,20691,Greg Owen,23' 6",7597.083,323
22,0,28486,Michael Putnam,23' 6",13166.667,560
22,0,22405,Justin Rose,23' 6",9827.000,418
27,0,24507,Jason Bohn,23' 8",20307.167,859
27,0,27933,John Merrick,23' 8",12741.667,539
27,0,25198,Francesco Molinari,23' 8",10425.250,440
30,0,31557,Jim Herman,23' 9",16920.250,713
30,0,35541,John Peterson,23' 9",16905.667,713
30,0,29223,Sam Saunders,23' 9",13249.167,557
33,0,29478,Kevin Kisner,23' 10",20457.417,857
33,0,26329,Louis Oosthuizen,23' 10",9080.583,381
35,0,20157,Retief Goosen,23' 11",10560.250,442
35,0,33461,Morgan Hoffmann,23' 11",12004.500,502
35,0,33419,Cameron Tringale,23' 11",17215.250,720
38,0,23638,Brendon de Jonge,24' 0",19728.500,823
38,0,29535,Brice Garnett,24' 0",12717.750,530
38,0,24924,Bill Haas,24' 0",14496.833,603
38,0,22056,Cameron Percy,24' 0",11608.000,483
38,0,36699,Patrick Rodgers,24' 0",8649.500,360
38,0,29221,Webb Simpson,24' 0",13877.583,579
38,0,28780,Nicholas Thompson,24' 0",15679.750,654
45,0,33141,Keegan Bradley,24' 1",13524.583,561
45,0,29479,Scott Brown,24' 1",16498.917,686
45,0,25720,Chad Collins,24' 1",13540.167,563
45,0,21961,Charles Howell III,24' 1",17189.250,714
