RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
1,0,25198,Francesco Molinari,75.29,448,595,-0.14
2,0,02206,David Toms,74.12,567,765,-0.10
3,0,26476,Chez Reavie,72.29,501,693,-0.16
4,0,24507,Jason Bohn,71.68,868,1211,-0.18
5,0,08075,Jerry Kelly,70.98,653,920,-0.13
6,0,10860,Justin Leonard,70.97,533,751,-0.13
7,0,30711,Colt Knost,70.61,728,1031,-0.16
8,0,20771,Steven Alker,70.55,491,696,-0.20
9,0,24024,Zach Johnson,70.01,684,977,-0.20
10,0,26596,Ryan Moore,70.00,595,850,-0.20
11,0,27214,Kevin Streelman,69.69,708,1016,-0.15
12,0,27466,Spencer Levin,69.52,803,1155,-0.16
13,0,30927,Brendon Todd,69.37,736,1061,-0.17
14,0,34174,John Huh,69.28,857,1237,-0.14
15,0,31560,Brian Stuard,69.10,758,1097,-0.13
16,0,40058,Zac Blair,68.33,837,1225,-0.13
17,0,34265,Will Wilcox,68.31,388,568,-0.20
18,0,20104,Ken Duke,68.24,737,1080,-0.11
19,0,28780,Nicholas Thompson,68.18,662,971,-0.09
20,0,33122,Russell Knox,67.82,820,1209,-0.21
20,0,27933,John Merrick,67.82,548,808,-0.16
22,0,23541,Ben Crane,67.68,488,721,-0.07
23,0,32200,Roberto Castro,67.66,339,501,-0.16
24,0,31202,William McGirt,67.60,914,1352,-0.16
25,0,34262,Jon Curran,67.59,609,901,-0.14
26,0,21753,Brian Davis,67.58,665,984,-0.11
27,0,35541,John Peterson,67.54,722,1069,-0.16
28,0,31557,Jim Herman,67.23,720,1071,-0.16
29,0,22293,Heath Slocum,67.16,364,542,-0.07
29,0,21528,Henrik Stenson,67.16,409,609,-0.23
31,0,10809,Jim Furyk,67.13,484,721,-0.19
32,0,23800,Bryce Molder,67.10,718,1070,-0.16
33,0,22892,Jason Gore,66.91,542,810,-0.15
33,0,33419,Cameron Tringale,66.91,732,1094,-0.14
35,0,29221,Webb Simpson,66.82,594,889,-0.16
36,0,29478,Kevin Kisner,66.49,867,1304,-0.16
37,0,12510,Chad Campbell,66.14,836,1264,-0.15
38,0,34130,Sung Joon Park,66.09,577,873,-0.08
39,0,33399,Adam Hadwin,66.04,739,1119,-0.17
40,0,36801,Mark Hubbard,66.00,561,850,-0.14
41,0,24361,Pat Perez,65.85,756,1148,-0.19
42,0,34409,David Lingmerth,65.53,675,1030,-0.17
43,0,24925,Jonathan Byrd,65.35,462,707,-0.16
44,0,23638,Brendon de Jonge,65.29,835,1279,-0.14
45,0,33141,Keegan Bradley,65.24,578,886,-0.21
46,0,25720,Chad Collins,65.03,569,875,-0.17
47,0,24490,George McNeill,64.88,800,1233,-0.17
48,0,27436,Graham DeLaet,64.75,483,746,-0.18
49,0,27644,Brian Harman,64.68,705,1090,-0.17
50,0,29223,Sam Saunders,64.60,562,870,-0.14
51,0,20645,John Senden,64.57,461,714,-0.16
52,0,33413,Ben Martin,64.56,694,1075,-0.21
53,0,01706,Davis Love III,64.44,377,585,-0.11
54,0,21878,Mark Wilson,64.38,723,1123,-0.15
55,0,26758,David Hearn,64.35,758,1178,-0.18
56,0,37273,Derek Ernst,64.33,561,872,-0.11
56,0,27963,Chris Stroud,64.33,606,942,-0.17
58,0,34264,Hudson Swafford,64.21,739,1151,-0.19
59,0,29222,Billy Hurley III,64.18,559,871,-0.11
60,0,32839,Hideki Matsuyama,63.98,627,980,-0.26
61,0,25191,Gonzalo Fernandez-Castaño,63.91,556,870,-0.11
