RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
62,0,35545,Blayne Barber,63.80,557,873,-0.17
63,0,23548,Bill Lunde,63.73,318,499,-0.12
64,0,34098,Russell Henley,63.67,594,933,-0.21
65,0,10885,Robert Allenby,63.65,450,707,-0.13
66,0,29926,Danny Lee,63.54,880,1385,-0.20
67,0,25900,Lucas Glover,63.50,635,1000,-0.16
68,0,34046,Jordan Spieth,63.18,573,907,-0.25
69,0,32366,Kevin Chappell,63.11,657,1041,-0.21
70,0,25686,Jason Dufner,63.06,420,666,-0.16
71,0,26289,Boo Weekley,62.94,586,931,-0.17
72,0,20472,Alex Cejka,62.85,687,1093,-0.14
73,0,25892,Steve Wheatcroft,62.77,629,1002,-0.20
74,0,32640,Troy Merritt,62.72,710,1132,-0.16
75,0,25349,Tim Wilkinson,62.69,504,804,-0.12
76,0,33418,Shawn Stefani,62.57,759,1213,-0.19
77,0,24357,K.J. Choi,62.53,494,790,-0.20
78,0,30946,Alex Prugh,62.47,621,994,-0.17
79,0,29479,Scott Brown,62.42,701,1123,-0.16
80,0,34261,Scott Langley,62.30,684,1098,-0.16
80,0,26951,Johnson Wagner,62.30,494,793,-0.16
82,0,22405,Justin Rose,62.09,421,678,-0.28
83,0,24924,Bill Haas,62.07,612,986,-0.17
84,0,24138,Ian Poulter,61.93,410,662,-0.21
85,0,29420,Billy Horschel,61.91,629,1016,-0.20
86,0,23108,Matt Kuchar,61.83,661,1069,-0.24
87,0,25364,Paul Casey,61.60,539,875,-0.24
88,0,30736,Oscar Fraustro,61.48,340,553,-0.09
88,0,27095,Nick Watney,61.48,691,1124,-0.20
90,0,24140,Sean O'Hair,61.41,686,1117,-0.17
91,0,29476,Kyle Reifers,61.39,682,1111,-0.14
91,0,29518,Brendan Steele,61.39,644,1049,-0.23
93,0,22056,Cameron Percy,61.25,490,800,-0.21
94,0,30926,Chris Kirk,61.13,478,782,-0.20
95,0,25834,Daniel Summerhays,61.08,755,1236,-0.17
96,0,35451,Scott Pinckney,60.95,626,1027,-0.18
97,0,32334,Charlie Beljan,60.91,480,788,-0.14
98,0,40026,Daniel Berger,60.71,697,1148,-0.20
99,0,32102,Rickie Fowler,60.58,478,789,-0.22
99,0,28486,Michael Putnam,60.58,567,936,-0.16
101,0,29535,Brice Garnett,60.47,537,888,-0.16
102,0,28679,Fabián Gómez,60.46,581,961,-0.17
103,0,25396,Kevin Na,60.35,592,981,-0.19
104,0,23623,Bo Van Pelt,60.20,540,897,-0.20
105,0,26331,Charl Schwartzel,60.18,343,570,-0.15
106,0,23353,J.J. Henry,60.17,633,1052,-0.16
107,0,37454,Whee Kim,59.90,463,773,-0.17
108,0,23621,Rory Sabbatini,59.89,545,910,-0.20
109,0,27649,Brandt Snedeker,59.79,623,1042,-0.22
110,0,33486,Roger Sloan,59.74,328,549,-0.16
110,0,33448,Justin Thomas,59.74,788,1319,-0.27
112,0,06567,Vijay Singh,59.69,570,955,-0.16
113,0,24494,Erik Compton,59.61,574,963,-0.21
114,0,27895,Jonas Blixt,59.55,424,712,-0.18
115,0,32448,James Hahn,59.52,644,1082,-0.14
116,0,30692,Scott Stallings,59.47,402,676,-0.16
117,0,26329,Louis Oosthuizen,59.45,387,651,-0.17
118,0,33667,Carlos Ortiz,59.41,682,1148,-0.21
119,0,27936,Martin Laird,59.20,595,1005,-0.20
120,0,35539,Luke Guthrie,59.17,555,938,-0.16
120,0,20691,Greg Owen,59.17,329,556,-0.17
122,0,25818,Scott Piercy,59.06,678,1148,-0.18
123,0,25345,Carl Pettersson,59.01,783,1327,-0.18
124,0,29425,Andrew Svoboda,58.95,573,972,-0.14
125,0,34099,Harris English,58.84,709,1205,-0.23
126,0,28259,Sangmoon Bae,58.83,723,1229,-0.15
127,0,31193,Jim Renner,58.75,453,771,-0.10
128,0,20593,Greg Chalmers,58.62,289,493,-0.11
129,0,32150,Michael Thompson,58.52,611,1044,-0.17
130,0,28023,Byron Smith,58.46,349,597,-0.12
131,0,26300,Matt Jones,58.45,543,929,-0.24
132,0,23983,Luke Donald,58.43,433,741,-0.18
133,0,35532,Tom Hoge,58.41,528,904,-0.21
134,0,34431,Robert Streb,58.31,782,1341,-0.26
135,0,28475,Jeff Overton,58.24,601,1032,-0.19
136,0,36699,Patrick Rodgers,58.20,369,634,-0.24
137,0,20396,Lee Westwood,58.18,256,440,-0.24
138,0,20229,Stewart Cink,58.12,526,905,-0.19
139,0,29720,Andres Gonzales,57.93,603,1041,-0.18
140,0,30852,Ryo Ishikawa,57.61,594,1031,-0.19
141,0,23048,Eric Axley,57.31,341,595,-0.12
142,0,27064,Jhonattan Vegas,57.26,568,992,-0.16
143,0,22046,Geoff Ogilvy,56.94,279,490,-0.14
144,0,25369,Jamie Donaldson,56.66,251,443,-0.16
145,0,12716,Charley Hoffman,56.58,598,1057,-0.20
146,0,21209,Sergio Garcia,56.57,280,495,-0.24
147,0,34563,Chesson Hadley,56.52,698,1235,-0.16
148,0,24358,Robert Garrigus,56.50,426,754,-0.12
149,0,25493,Nick Taylor,56.45,648,1148,-0.21
150,0,24781,Hunter Mahan,56.43,509,902,-0.24
151,0,39977,Max Homa,56.41,484,858,-0.12
152,0,36689,Brooks Koepka,56.38,504,894,-0.28
153,0,28500,Martin Flores,56.19,613,1091,-0.15
154,0,27770,Camilo Villegas,55.48,567,1022,-0.18
155,0,20848,Ángel Cabrera,55.46,325,586,-0.17
156,0,27141,J.B. Holmes,55.41,497,897,-0.28
157,0,34256,Andrew Putnam,55.36,408,737,-0.15
158,0,25804,Bubba Watson,55.28,429,776,-0.28
159,0,24846,Ricky Barnes,55.16,476,863,-0.18
160,0,30944,Jason Kokrak,55.09,606,1100,-0.19
161,0,24502,Adam Scott,54.98,243,442,-0.22
162,0,20157,Retief Goosen,54.89,449,818,-0.13
162,0,31323,Gary Woodland,54.89,410,747,-0.18
164,0,25240,D.A. Points,54.71,436,797,-0.15
165,0,29289,S.Y. Noh,54.69,408,746,-0.23
166,0,28089,Jason Day,54.67,433,792,-0.32
166,0,28132,Tyrone Van Aswegen,54.67,316,578,-0.20
168,0,29725,Tony Finau,54.42,690,1268,-0.20
169,0,34358,Jonathan Randolph,53.98,420,778,-0.16
170,0,33461,Morgan Hoffmann,53.82,514,955,-0.22
171,0,34360,Patrick Reed,53.66,564,1051,-0.23
172,0,23320,Ryan Palmer,53.29,397,745,-0.17
173,0,26851,Marc Leishman,53.21,398,748,-0.17
174,0,21961,Charles Howell III,53.19,725,1363,-0.20
175,0,25274,Steven Bowditch,52.99,646,1219,-0.25
176,0,01810,Phil Mickelson,52.90,401,758,-0.17
177,0,30925,Dustin Johnson,52.88,395,747,-0.29
178,0,06522,Ernie Els,52.70,283,537,-0.22
179,0,20766,Padraig Harrington,52.62,352,669,-0.13
179,0,25562,Andres Romero,52.62,392,745,-0.13
181,0,25632,Jimmy Walker,52.05,457,878,-0.29
182,0,22371,Aaron Baddeley,51.77,468,904,-0.20
183,0,28307,Matt Every,50.72,388,765,-0.15
184,0,31416,Derek Fathauer,50.66,458,904,-0.20
