RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
1,0,30711,Colt Knost,.78,8,1031,+0.88
2,0,22293,Heath Slocum,1.11,6,542,+0.50
3,0,25198,Francesco Molinari,1.18,7,595,+0.43
4,0,37454,Whee Kim,1.29,10,773,+0.40
5,0,23548,Bill Lunde,1.40,7,499,+0.71
6,0,20104,Ken Duke,1.67,18,1080,+0.56
7,0,34174,John Huh,1.70,21,1237,+0.71
8,0,27466,Spencer Levin,1.73,20,1155,+0.60
9,0,36801,Mark Hubbard,1.76,15,850,+1.13
10,0,28780,Nicholas Thompson,1.85,18,971,+0.78
11,0,26596,Ryan Moore,1.88,16,850,+0.94
12,0,31557,Jim Herman,1.96,21,1071,+0.71
13,0,21528,Henrik Stenson,1.97,12,609,+0.17
14,0,12510,Chad Campbell,1.98,25,1264,+0.64
15,0,26476,Chez Reavie,2.02,14,693,+0.50
16,0,40058,Zac Blair,2.04,25,1225,+0.56
17,0,24507,Jason Bohn,2.06,25,1211,+0.68
17,0,25364,Paul Casey,2.06,18,875,+0.78
19,0,30927,Brendon Todd,2.07,22,1061,+0.41
20,0,23541,Ben Crane,2.08,15,721,+0.40
21,0,21753,Brian Davis,2.13,21,984,+0.90
22,0,24024,Zach Johnson,2.15,21,977,+0.38
23,0,20771,Steven Alker,2.16,15,696,+1.00
24,0,23353,J.J. Henry,2.19,23,1052,+0.83
24,0,31560,Brian Stuard,2.19,24,1097,+0.83
26,0,06567,Vijay Singh,2.20,21,955,+0.62
27,0,02206,David Toms,2.22,17,765,+0.71
28,0,10860,Justin Leonard,2.26,17,751,+1.24
29,0,26758,David Hearn,2.29,27,1178,+0.52
29,0,31202,William McGirt,2.29,31,1352,+0.29
31,0,10809,Jim Furyk,2.36,17,721,+0.29
32,0,08075,Jerry Kelly,2.39,22,920,+0.41
33,0,32200,Roberto Castro,2.40,12,501,+0.83
33,0,33122,Russell Knox,2.40,29,1209,+0.59
35,0,21878,Mark Wilson,2.49,28,1123,+0.50
36,0,25720,Chad Collins,2.51,22,875,+0.59
36,0,28023,Byron Smith,2.51,15,597,+1.13
38,0,34409,David Lingmerth,2.52,26,1030,+0.50
39,0,26851,Marc Leishman,2.54,19,748,+0.74
40,0,23638,Brendon de Jonge,2.58,33,1279,+0.24
41,0,29478,Kevin Kisner,2.61,34,1304,+0.26
42,0,35541,John Peterson,2.62,28,1069,+0.64
43,0,34265,Will Wilcox,2.64,15,568,+0.27
44,0,34262,Jon Curran,2.66,24,901,+0.75
44,0,27214,Kevin Streelman,2.66,27,1016,+0.41
46,0,30736,Oscar Fraustro,2.71,15,553,+0.60
47,0,01706,Davis Love III,2.74,16,585,+0.44
47,0,33419,Cameron Tringale,2.74,30,1094,+0.47
49,0,29222,Billy Hurley III,2.76,24,871,+0.63
50,0,28259,Sangmoon Bae,2.85,35,1229,+0.60
51,0,35545,Blayne Barber,2.86,25,873,+0.68
52,0,23800,Bryce Molder,2.90,31,1070,+0.55
53,0,27895,Jonas Blixt,2.95,21,712,+0.33
53,0,20396,Lee Westwood,2.95,13,440,+0.62
55,0,29476,Kyle Reifers,2.97,33,1111,+0.30
56,0,34261,Scott Langley,3.01,33,1098,+0.55
57,0,29479,Scott Brown,3.03,34,1123,+0.35
58,0,32839,Hideki Matsuyama,3.06,30,980,+0.13
58,0,20691,Greg Owen,3.06,17,556,+0.47
60,0,33413,Ben Martin,3.07,33,1075,+0.45
61,0,25892,Steve Wheatcroft,3.09,31,1002,+0.81
62,0,30946,Alex Prugh,3.12,31,994,+0.55
63,0,24924,Bill Haas,3.14,31,986,+0.39
64,0,33141,Keegan Bradley,3.16,28,886,+0.43
64,0,24357,K.J. Choi,3.16,25,790,+0.64
64,0,25396,Kevin Na,3.16,31,981,+0.23
67,0,25900,Lucas Glover,3.20,32,1000,+0.38
68,0,29221,Webb Simpson,3.26,29,889,+0.28
69,0,25686,Jason Dufner,3.30,22,666,+1.09
70,0,27436,Graham DeLaet,3.35,25,746,+0.68
71,0,24925,Jonathan Byrd,3.39,24,707,+0.54
71,0,24502,Adam Scott,3.39,15,442,+0.47
73,0,35451,Scott Pinckney,3.41,35,1027,+0.66
74,0,34431,Robert Streb,3.43,46,1341,+0.30
75,0,37273,Derek Ernst,3.44,30,872,+0.30
75,0,26289,Boo Weekley,3.44,32,931,+0.41
77,0,29223,Sam Saunders,3.45,30,870,+0.57
78,0,34264,Hudson Swafford,3.48,40,1151,+0.33
78,0,25804,Bubba Watson,3.48,27,776,+0.37
80,0,22056,Cameron Percy,3.50,28,800,+0.82
80,0,29425,Andrew Svoboda,3.50,34,972,+0.65
82,0,34130,Sung Joon Park,3.55,31,873,+0.87
83,0,25834,Daniel Summerhays,3.56,44,1236,+0.20
84,0,34099,Harris English,3.57,43,1205,+0.42
84,0,24361,Pat Perez,3.57,41,1148,+0.54
86,0,22892,Jason Gore,3.58,29,810,+0.62
86,0,27644,Brian Harman,3.58,39,1090,+0.59
88,0,20645,John Senden,3.64,26,714,+0.38
89,0,27095,Nick Watney,3.65,41,1124,+0.73
90,0,26951,Johnson Wagner,3.66,29,793,+0.59
91,0,26331,Charl Schwartzel,3.68,21,570,+0.57
92,0,32640,Troy Merritt,3.71,42,1132,+0.55
93,0,29535,Brice Garnett,3.72,33,888,+0.88
93,0,27770,Camilo Villegas,3.72,38,1022,+0.68
95,0,24490,George McNeill,3.73,46,1233,+0.61
96,0,20848,Ángel Cabrera,3.75,22,586,+0.77
97,0,24138,Ian Poulter,3.78,25,662,+0.72
98,0,20472,Alex Cejka,3.84,42,1093,+0.52
98,0,32366,Kevin Chappell,3.84,40,1041,+0.75
98,0,23108,Matt Kuchar,3.84,41,1069,+0.41
98,0,27933,John Merrick,3.84,31,808,+0.52
98,0,27649,Brandt Snedeker,3.84,40,1042,+0.48
103,0,39977,Max Homa,3.85,33,858,+1.00
104,0,23320,Ryan Palmer,3.89,29,745,+0.55
104,0,25240,D.A. Points,3.89,31,797,+0.61
106,0,27963,Chris Stroud,3.93,37,942,+0.70
107,0,28500,Martin Flores,3.94,43,1091,+0.58
108,0,28679,Fabián Gómez,3.95,38,961,+0.66
108,0,28486,Michael Putnam,3.95,37,936,+0.27
110,0,34358,Jonathan Randolph,3.98,31,778,+0.35
111,0,29518,Brendan Steele,4.00,42,1049,+0.57
112,0,23623,Bo Van Pelt,4.01,36,897,+0.72
113,0,25191,Gonzalo Fernandez-Castaño,4.02,35,870,+0.66
113,0,33399,Adam Hadwin,4.02,45,1119,+0.58
115,0,23048,Eric Axley,4.03,24,595,+0.96
116,0,29420,Billy Horschel,4.04,41,1016,+0.41
116,0,33418,Shawn Stefani,4.04,49,1213,+0.59
118,0,35539,Luke Guthrie,4.05,38,938,+0.42
119,0,32334,Charlie Beljan,4.06,32,788,+0.56
119,0,20593,Greg Chalmers,4.06,20,493,+0.45
121,0,23621,Rory Sabbatini,4.07,37,910,+0.46
122,0,35532,Tom Hoge,4.09,37,904,+0.73
123,0,24781,Hunter Mahan,4.10,37,902,+0.57
124,0,32448,James Hahn,4.16,45,1082,+0.56
125,0,28475,Jeff Overton,4.17,43,1032,+0.56
126,0,23983,Luke Donald,4.18,31,741,+0.77
126,0,34098,Russell Henley,4.18,39,933,+0.54
126,0,33667,Carlos Ortiz,4.18,48,1148,+0.85
129,0,24494,Erik Compton,4.26,41,963,+0.73
130,0,25493,Nick Taylor,4.27,49,1148,+0.76
131,0,22405,Justin Rose,4.28,29,678,+0.52
132,0,28089,Jason Day,4.29,34,792,+0.35
133,0,29926,Danny Lee,4.33,60,1385,+0.73
134,0,34046,Jordan Spieth,4.41,40,907,+0.23
135,0,29720,Andres Gonzales,4.42,46,1041,+0.65
135,0,36699,Patrick Rodgers,4.42,28,634,+0.36
137,0,30926,Chris Kirk,4.48,35,782,+0.71
138,0,25369,Jamie Donaldson,4.51,20,443,+0.50
139,0,34563,Chesson Hadley,4.53,56,1235,+0.39
140,0,12716,Charley Hoffman,4.54,48,1057,+0.58
140,0,27064,Jhonattan Vegas,4.54,45,992,+0.64
142,0,33486,Roger Sloan,4.55,25,549,+1.20
143,0,25345,Carl Pettersson,4.60,61,1327,+0.72
144,0,25818,Scott Piercy,4.62,53,1148,+0.45
145,0,20229,Stewart Cink,4.64,42,905,+0.40
146,0,25632,Jimmy Walker,4.67,41,878,+0.34
147,0,21961,Charles Howell III,4.70,64,1363,+0.44
148,0,31193,Jim Renner,4.80,37,771,+0.68
149,0,10885,Robert Allenby,4.81,34,707,+0.91
150,0,26300,Matt Jones,4.84,45,929,+0.18
151,0,21209,Sergio Garcia,4.85,24,495,+0.46
151,0,25349,Tim Wilkinson,4.85,39,804,+0.69
153,0,24140,Sean O'Hair,4.92,55,1117,+0.38
154,0,27936,Martin Laird,4.98,50,1005,+0.56
155,0,34360,Patrick Reed,5.04,53,1051,+0.25
156,0,20766,Padraig Harrington,5.08,34,669,+0.56
157,0,30852,Ryo Ishikawa,5.14,53,1031,+0.72
158,0,32150,Michael Thompson,5.17,54,1044,+0.72
159,0,29725,Tony Finau,5.21,66,1268,+0.59
160,0,26329,Louis Oosthuizen,5.22,34,651,+0.21
161,0,22046,Geoff Ogilvy,5.31,26,490,+0.38
162,0,25274,Steven Bowditch,5.33,65,1219,+0.57
163,0,36689,Brooks Koepka,5.37,48,894,+0.42
164,0,20157,Retief Goosen,5.38,44,818,+0.70
165,0,40026,Daniel Berger,5.40,62,1148,+0.53
166,0,32102,Rickie Fowler,5.45,43,789,+0.60
167,0,33448,Justin Thomas,5.46,72,1319,+0.65
168,0,33461,Morgan Hoffmann,5.55,53,955,+0.34
169,0,24846,Ricky Barnes,5.68,49,863,+0.98
170,0,06522,Ernie Els,5.77,31,537,+1.00
171,0,24358,Robert Garrigus,5.84,44,754,+0.91
172,0,29289,S.Y. Noh,5.90,44,746,+0.89
173,0,27141,J.B. Holmes,5.91,53,897,+0.58
173,0,30944,Jason Kokrak,5.91,65,1100,+0.54
175,0,01810,Phil Mickelson,5.94,45,758,+0.49
176,0,30692,Scott Stallings,6.07,41,676,+0.61
177,0,28132,Tyrone Van Aswegen,6.23,36,578,+0.89
