RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,30927,Brendon Todd,.77,4,522
2,0,28089,Jason Day,.85,2,234
3,0,08075,Jerry Kelly,1.01,4,396
4,0,28237,Rory McIlroy,1.04,3,288
5,0,23800,Bryce Molder,1.21,5,414
6,0,28092,D.H. Lee,1.31,4,306
7,0,30925,Dustin Johnson,1.48,4,270
8,0,34046,Jordan Spieth,1.50,7,468
9,0,07867,Woody Austin,1.59,6,378
10,0,27141,J.B. Holmes,1.62,7,432
11,0,26331,Charl Schwartzel,1.63,5,306
11,0,24502,Adam Scott,1.63,5,306
13,0,27466,Spencer Levin,1.67,6,360
14,0,24925,Jonathan Byrd,1.69,7,414
15,0,34098,Russell Henley,1.72,9,522
16,0,27644,Brian Harman,1.74,10,576
16,0,24138,Ian Poulter,1.74,5,288
18,0,10860,Justin Leonard,1.77,7,396
19,0,28307,Matt Every,1.78,8,450
20,0,32366,Kevin Chappell,1.85,9,486
20,0,24494,Erik Compton,1.85,9,486
20,0,24361,Pat Perez,1.85,8,432
23,0,22621,Ben Curtis,1.93,8,414
23,0,26596,Ryan Moore,1.93,8,414
25,0,26758,David Hearn,1.98,10,504
26,0,24507,Jason Bohn,2.00,9,450
26,0,20593,Greg Chalmers,2.00,9,450
26,0,27963,Chris Stroud,2.00,9,450
29,0,30944,Jason Kokrak,2.05,7,342
30,0,25720,Chad Collins,2.06,10,486
30,0,22913,John Rollins,2.06,10,486
32,0,20498,Briny Baird,2.08,6,288
32,0,23541,Ben Crane,2.08,9,432
32,0,24781,Hunter Mahan,2.08,9,432
35,0,21731,Freddie Jacobson,2.14,10,468
35,0,25632,Jimmy Walker,2.14,10,468
37,0,26951,Johnson Wagner,2.17,9,414
38,0,31560,Brian Stuard,2.18,11,504
39,0,20157,Retief Goosen,2.22,10,450
39,0,24024,Zach Johnson,2.22,10,450
39,0,34409,David Lingmerth,2.22,10,450
42,0,20645,John Senden,2.26,11,486
42,0,25834,Daniel Summerhays,2.26,11,486
44,0,33418,Shawn Stefani,2.29,7,306
45,0,23409,James Driscoll,2.31,10,432
45,0,25562,Andres Romero,2.31,10,432
45,0,28132,Tyrone Van Aswegen,2.31,10,432
45,0,25349,Tim Wilkinson,2.31,10,432
49,0,23638,Brendon de Jonge,2.33,13,558
49,0,33461,Morgan Hoffmann,2.33,13,558
51,0,25804,Bubba Watson,2.34,8,342
52,0,23353,J.J. Henry,2.35,11,468
53,0,21753,Brian Davis,2.38,12,504
53,0,34261,Scott Langley,2.38,12,504
55,0,23108,Matt Kuchar,2.42,10,414
55,0,27214,Kevin Streelman,2.42,10,414
