RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,WGC POINTS
1,0,29974,Branden Grace,701,136
2,0,36699,Patrick Rodgers,555,0
3,0,32139,Danny Willett,494,313
4,0,35891,Cameron Smith,455,0
5,0,31420,Anirban Lahiri,301,87
6,0,46435,Austin Cook,295,0
7,0,28300,Joost Luiten,283,135
8,0,25841,Marc Warren,277,157
9,0,28937,George Coetzee,239,113
10,0,27747,Hiroshi Iwata,201,152
11,0,29454,Bernd Wiesberger,194,109
12,0,31646,Emiliano Grillo,191,0
13,0,30911,Tommy Fleetwood,186,147
14,0,23481,Marcel Siem,156,84
15,0,34579,Alexander Levy,141,100
16,0,20376,Stephen Gallacher,139,78
17,0,24956,Mikko Ilonen,136,122
18,0,24461,Thomas Aiken,134,45
19,0,35314,Andy Sullivan,122,29
20,0,46501,Ollie Schniederjans,99,0
21,0,33968,Thorbjørn Olesen,96,96
22,0,30978,Kiradech Aphibarnrat,94,0
23,0,24511,Thongchai Jaidee,92,71
24,0,26499,Rafa Cabrera Bello,87,0
25,0,29461,Jamie Lovemark,86,0
26,0,29670,Pablo Larrazabal,76,76
27,0,24039,Prom Meesawat,75,0
27,0,26435,Angelo Que,75,0
29,0,33120,Mark Anderson,69,0
30,0,29484,Peter Uihlein,68,0
31,0,22986,Søren Kjeldsen,65,65
32,0,22540,Anthony Wall,64,0
33,0,46550,Brandon Hagy,63,0
34,0,33948,Byeong Hun An,62,13
35,0,33870,Ashun Wu,56,56
36,0,24083,Marcus Fraser,51,0
37,0,10944,Thomas Bjørn,51,30
38,0,29256,James Morrison,47,0
39,0,37092,Hyung-Sung Kim,46,8
40,0,27896,Ross Fisher,46,45
41,0,34363,Tyrrell Hatton,44,0
41,0,29908,C.T. Pan,44,0
43,0,36836,Cory Whitsett,43,0
44,0,45534,Jimmy Gunn,39,0
45,0,31559,Garrett Osborn,38,0
46,0,28092,D.H. Lee,37,0
47,0,36685,Cameron Wilson,37,0
48,0,40115,Adam Svensson,34,0
49,0,35296,Haotong Li,34,34
50,0,36326,David Lipsky,33,22
51,0,33110,Michael Smith,32,0
52,0,34296,Wes Homan,32,0
53,0,19958,Miguel Angel Jiménez,29,29
54,0,27899,Rikard Karlberg,29,0
55,0,28114,Dawie van der Walt,28,28
56,0,27119,Koumei Oda,28,27
57,0,24748,WC Liang,28,22
58,0,32876,Martin Piller,28,0
59,0,29891,Scott Arnold,27,0
59,0,19904,Paul Lawrie,27,0
59,0,39324,J.J. Spaun,27,0
62,0,39954,Cody Gribble,26,0
63,0,35732,Wes Roach,26,0
64,0,23540,Jason Allred,26,0
65,0,35260,Kelvin Day,26,0
66,0,25234,Jason Knutzon,25,1
67,0,29740,Brad Fritsch,24,0
68,0,31997,Steve Lewton,23,0
69,0,29939,Fabrizio Zanotti,22,0
70,0,23783,Felipe Aguilar,21,21
71,0,39537,Chris Naegel,19,0
72,0,34314,Sebastian Cappelen,19,0
73,0,19825,Darren Clarke,19,0
74,0,29936,Ryan Fox,18,0
74,0,20608,David Howell,18,0
74,0,34709,Eddie Pepperell,18,0
77,0,22400,Hennie Otto,17,17
78,0,22806,Doug LaBelle II,17,0
78,0,32333,Kevin Tway,17,0
80,0,12195,Tom Johnson,16,0
81,0,34259,Mark Silvers,16,0
82,0,25457,Alexandre Rocha,15,0
83,0,32757,Patton Kizzire,13,0
83,0,27349,Alex Noren,13,13
85,0,39384,Alex Kang,13,0
86,0,23125,Brad Elder,11,0
86,0,28719,Mu Hu,11,11
88,0,20721,Darren Fichardt,9,9
88,0,30237,Cory Renfrew,9,0
90,0,19970,Robert Karlsson,9,0
90,0,27506,Oliver Wilson,9,9
92,0,25289,Steven Jeffress,8,8
93,0,33592,Andy Pope,8,0
94,0,32493,Gary Stal,8,8
95,0,28751,Andrew Dodt,7,7
96,0,29930,Mike Hendry,5,5
96,0,21736,Lian-Wei Zhang,5,5
98,0,24980,Scott Gutschewski,5,0
98,0,08635,Colin Montgomerie,5,0
98,0,35181,Daniel van Tonder,5,5
101,0,23699,Danny Chia,4,0
101,0,32105,Nicholas Fung,4,0
103,0,46440,Smylie Kaufman,3,0
104,0,26434,Antonio Lascuna,2,2
105,0,22764,Michael Block,2,0
106,0,34306,John Chin,2,0
107,0,27072,Alvaro Quiros,2,0
108,0,37338,Zecheng Dou,2,2
108,0,27711,Jay Woodson,2,0
110,0,29531,Richie Ramsay,1,0
111,0,23366,Brian Gaffney,1,0
111,0,46507,Bobby Wyatt,1,0
113,0,34305,Daniel Miernicki,1,0
114,0,45854,Thomas Birdsey,1,0
114,0,28723,John Parry,1,0
116,0,21284,Hiroyuki Fujita,1,1
116,0,32741,Michael McCabe,1,0
118,0,47128,Richy Werenski,1,0
119,0,23409,James Driscoll,1,0
119,0,30798,Yoshitaka Takeya,1,1
119,0,24457,Jaco Van Zyl,1,1
122,0,33780,Nick Cullen,1,1
122,0,23797,Brett Rumford,1,0
124,0,32878,Jin Jeong,1,1
125,0,32354,Seuk-hyun Baek,1,0
126,0,37076,Marcelo Rozo,1,0
