RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,34046,Jordan Spieth,5306.789
2,0,30925,Dustin Johnson,2396.366
3,0,24024,Zach Johnson,2284.669
4,0,32102,Rickie Fowler,1426.382
5,0,01810,Phil Mickelson,1183.697
6,0,36689,Brooks Koepka,952.491
7,0,25804,Bubba Watson,931.278
8,0,27141,J.B. Holmes,733.466
9,0,10809,Jim Furyk,729.678
10,0,29478,Kevin Kisner,664.425
11,0,23108,Matt Kuchar,651.333
12,0,34431,Robert Streb,633.148
13,0,24924,Bill Haas,622.545
14,0,25396,Kevin Na,599.581
15,0,34360,Patrick Reed,581.175
16,0,27649,Brandt Snedeker,573.074
17,0,31323,Gary Woodland,554.199
18,0,34098,Russell Henley,541.838
19,0,24781,Hunter Mahan,447.352
20,0,29420,Billy Horschel,423.209
21,0,12716,Charley Hoffman,409.974
22,0,29725,Tony Finau,399.935
23,0,26596,Ryan Moore,371.059
24,0,29221,Webb Simpson,369.115
25,0,33413,Ben Martin,332.159
26,0,33141,Keegan Bradley,278.851
27,0,30927,Brendon Todd,262.452
28,0,23320,Ryan Palmer,253.839
29,0,25686,Jason Dufner,241.560
30,0,30926,Chris Kirk,235.994
31,0,27214,Kevin Streelman,218.500
32,0,25632,Jimmy Walker,213.208
33,0,33461,Morgan Hoffmann,198.326
34,0,29518,Brendan Steele,185.400
35,0,33448,Justin Thomas,166.500
36,0,08793,Tiger Woods,165.000
37,0,06527,Steve Stricker,146.057
38,0,33419,Cameron Tringale,135.946
39,0,27644,Brian Harman,135.000
40,0,01887,Mark O'Meara,114.915
41,0,32334,Charlie Beljan,113.686
41,0,29461,Jamie Lovemark,113.686
43,0,20229,Stewart Cink,95.938
44,0,02206,David Toms,93.750
45,0,34099,Harris English,91.993
46,0,32366,Kevin Chappell,67.090
47,0,31416,Derek Fathauer,65.429
47,0,08075,Jerry Kelly,65.429
47,0,24490,George McNeill,65.429
47,0,24361,Pat Perez,65.429
51,0,25834,Daniel Summerhays,64.126
52,0,28307,Matt Every,61.142
53,0,34563,Chesson Hadley,60.700
54,0,32448,James Hahn,58.563
55,0,27095,Nick Watney,56.057
56,0,24494,Erik Compton,53.663
57,0,32640,Troy Merritt,52.675
58,0,28308,Troy Kelly,47.854
59,0,24507,Jason Bohn,39.200
59,0,26289,Boo Weekley,39.200
61,0,29223,Sam Saunders,31.633
62,0,21961,Charles Howell III,29.900
63,0,09011,David Duval,29.227
64,0,29479,Scott Brown,29.063
64,0,23623,Bo Van Pelt,29.063
66,0,25818,Scott Piercy,25.750
67,0,23125,Brad Elder,25.358
67,0,25240,D.A. Points,25.358
69,0,33592,Andy Pope,22.652
70,0,28500,Martin Flores,22.000
71,0,23353,J.J. Henry,17.700
71,0,24140,Sean O'Hair,17.700
73,0,27963,Chris Stroud,15.700
74,0,35539,Luke Guthrie,11.840
75,0,23800,Bryce Molder,10.600
76,0,34261,Scott Langley,10.300
77,0,30692,Scott Stallings,9.500
