RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,28089,Jason Day,11.05,441.88,-163.41,372.85
2,0,26329,Louis Oosthuizen,4.69,220.23,-66.36,167.78
3,0,24502,Adam Scott,4.57,192.04,-204.89,73.11
4,0,32839,Hideki Matsuyama,4.26,221.56,-133.24,145.29
5,0,29974,Branden Grace,3.83,198.92,-64.18,171.60
6,0,26851,Marc Leishman,2.91,148.36,-76.07,89.17
7,0,31420,Anirban Lahiri,2.66,138.31,-59.58,104.45
8,0,26331,Charl Schwartzel,2.61,135.54,-109.52,90.28
9,0,24511,Thongchai Jaidee,2.58,134.07,-87.45,75.45
10,0,29926,Danny Lee,2.39,124.26,-24.97,110.73
11,0,25274,Steven Bowditch,2.38,123.74,-45.62,86.55
12,0,33948,Byeong Hun An,2.29,118.87,-30.33,99.47
13,0,20645,John Senden,2.26,117.51,-72.60,60.96
14,0,26300,Matt Jones,2.19,113.76,-68.65,88.40
15,0,28937,George Coetzee,2.19,113.64,-56.20,78.38
16,0,30978,Kiradech Aphibarnrat,2.01,104.57,-48.83,83.53
17,0,27747,Hiroshi Iwata,1.73,89.84,-39.77,34.53
18,0,35891,Cameron Smith,1.72,68.70,-16.78,48.68
19,0,28259,Sangmoon Bae,1.67,86.72,-51.92,48.73
20,0,23135,Tim Clark,1.63,65.35,-53.48,5.60
21,0,27436,Graham DeLaet,1.55,74.47,-88.62,43.31
22,0,31646,Emiliano Grillo,1.54,79.86,-41.25,54.94
23,0,27119,Koumei Oda,1.53,79.32,-65.07,25.23
24,0,22046,Geoff Ogilvy,1.50,68.81,-41.59,31.61
25,0,26758,David Hearn,1.48,77.16,-43.44,53.84
26,0,22080,Prayad Marksaeng,1.41,73.17,-35.92,47.15
27,0,28258,K.T. Kim,1.40,68.83,-21.76,57.36
28,0,23638,Brendon de Jonge,1.38,71.76,-59.80,39.73
29,0,24457,Jaco Van Zyl,1.34,53.45,-19.77,53.64
30,0,06522,Ernie Els,1.33,69.09,-77.42,30.13
31,0,23621,Rory Sabbatini,1.33,67.59,-38.74,56.93
32,0,29936,Ryan Fox,1.32,52.97,-14.25,39.04
33,0,24461,Thomas Aiken,1.23,63.82,-39.00,44.55
34,0,23802,Brad Kennedy,1.21,56.80,-26.43,40.65
35,0,28679,Fabián Gómez,1.20,62.36,-19.53,42.38
