RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
44,0,34265,Will Wilcox,40.568,649.083
45,0,01706,Davis Love III,40.545,648.715
46,0,32448,James Hahn,40.469,1011.725
47,0,23135,Tim Clark,40.042,480.500
48,0,28259,Sangmoon Bae,39.404,1024.500
49,0,20396,Lee Westwood,37.836,529.708
50,0,26300,Matt Jones,37.295,820.500
51,0,33448,Justin Thomas,37.293,1006.898
52,0,34099,Harris English,37.276,931.893
53,0,33122,Russell Knox,36.544,913.607
54,0,33141,Keegan Bradley,36.125,758.625
55,0,29420,Billy Horschel,36.119,902.979
56,0,24361,Pat Perez,35.882,825.277
57,0,32640,Troy Merritt,35.762,929.800
58,0,26289,Boo Weekley,35.269,775.907
59,0,29725,Tony Finau,35.175,984.905
60,0,25198,Francesco Molinari,34.875,558.000
61,0,28679,Fabián Gómez,34.650,796.940
62,0,30927,Brendon Todd,34.634,831.214
63,0,27095,Nick Watney,33.861,846.533
64,0,20691,Greg Owen,33.762,607.714
65,0,40026,Daniel Berger,33.303,899.183
66,0,01381,Fred Funk,33.072,66.143
67,0,26758,David Hearn,32.966,890.083
68,0,33419,Cameron Tringale,32.643,816.077
69,0,26331,Charl Schwartzel,32.447,584.040
70,0,23638,Brendon de Jonge,31.852,891.860
71,0,24140,Sean O'Hair,31.273,719.289
72,0,27408,Martin Kaymer,31.203,405.633
73,0,23621,Rory Sabbatini,30.836,678.385
74,0,24781,Hunter Mahan,30.835,647.543
75,0,27214,Kevin Streelman,30.826,770.640
76,0,20766,Padraig Harrington,30.489,609.780
77,0,28307,Matt Every,30.302,727.247
78,0,08075,Jerry Kelly,30.075,631.571
79,0,23325,Vaughn Taylor,30.056,360.667
80,0,24490,George McNeill,29.793,715.024
81,0,25686,Jason Dufner,28.759,546.429
82,0,24912,Will MacKenzie,28.598,457.563
83,0,27936,Martin Laird,28.544,627.960
84,0,25369,Jamie Donaldson,27.916,446.659
85,0,20645,John Senden,27.709,609.590
86,0,25834,Daniel Summerhays,27.707,720.392
87,0,27644,Brian Harman,27.065,703.700
88,0,23983,Luke Donald,26.884,483.910
89,0,20472,Alex Cejka,26.408,739.420
90,0,20433,Mark Hensby,26.250,52.500
91,0,26951,Johnson Wagner,26.232,550.882
92,0,32366,Kevin Chappell,26.188,602.333
93,0,33461,Morgan Hoffmann,26.116,626.779
94,0,27436,Graham DeLaet,25.951,544.980
95,0,23800,Bryce Molder,25.857,594.714
96,0,35451,Scott Pinckney,25.780,644.503
97,0,21961,Charles Howell III,24.710,691.881
98,0,29479,Scott Brown,24.655,690.350
99,0,35541,John Peterson,24.498,587.940
100,0,08725,Tom Gillis,24.447,391.150
101,0,31557,Jim Herman,24.383,609.582
102,0,06527,Steve Stricker,24.167,217.500
103,0,31202,William McGirt,24.146,651.940
104,0,25345,Carl Pettersson,24.105,723.140
105,0,12510,Chad Campbell,23.940,670.321
106,0,01887,Mark O'Meara,23.665,47.330
107,0,30944,Jason Kokrak,23.612,613.917
108,0,22892,Jason Gore,23.518,564.420
109,0,30692,Scott Stallings,23.512,446.723
110,0,22046,Geoff Ogilvy,23.362,350.429
111,0,30711,Colt Knost,23.265,628.166
112,0,20229,Stewart Cink,22.455,494.000
113,0,34563,Chesson Hadley,22.364,626.200
114,0,06567,Vijay Singh,22.276,490.071
115,0,23353,J.J. Henry,22.130,619.642
116,0,25720,Chad Collins,21.895,503.594
117,0,29476,Kyle Reifers,21.588,626.040
118,0,25572,Graeme McDowell,21.319,319.792
119,0,20157,Retief Goosen,20.751,518.780
120,0,29289,S.Y. Noh,20.586,432.305
121,0,25493,Nick Taylor,20.316,548.520
122,0,33399,Adam Hadwin,20.154,584.453
123,0,34262,Jon Curran,19.997,539.930
124,0,25892,Steve Wheatcroft,19.849,535.920
125,0,34264,Hudson Swafford,19.776,553.740
126,0,29720,Andres Gonzales,19.670,531.080
127,0,27963,Chris Stroud,19.666,530.977
128,0,08793,Tiger Woods,19.528,214.807
129,0,21878,Mark Wilson,19.132,497.425
130,0,21731,Freddie Jacobson,19.129,267.810
131,0,24357,K.J. Choi,18.859,358.330
132,0,27895,Jonas Blixt,18.837,470.916
133,0,34174,John Huh,18.830,564.910
134,0,27770,Camilo Villegas,18.674,466.860
135,0,33667,Carlos Ortiz,18.385,514.793
136,0,02206,David Toms,18.248,383.210
137,0,24494,Erik Compton,17.436,470.761
138,0,40058,Zac Blair,17.360,538.174
139,0,37454,Whee Kim,17.108,393.473
140,0,27466,Spencer Levin,17.098,495.833
141,0,33204,Shane Lowry,17.064,221.833
142,0,20104,Ken Duke,17.001,493.043
143,0,30852,Ryo Ishikawa,16.979,458.430
144,0,35532,Tom Hoge,16.962,441.023
145,0,30110,Kyle Stanley,16.667,200.000
146,0,30946,Alex Prugh,16.037,433.000
147,0,34261,Scott Langley,16.016,448.437
148,0,28475,Jeff Overton,15.793,458.000
149,0,34130,Sung Joon Park,15.759,425.500
150,0,22056,Cameron Percy,15.686,360.773
151,0,24925,Jonathan Byrd,15.248,335.465
152,0,29222,Billy Hurley III,14.995,419.870
153,0,29223,Sam Saunders,14.764,413.400
154,0,35545,Blayne Barber,14.621,380.140
155,0,28486,Michael Putnam,14.531,406.871
156,0,28339,Victor Dubuisson,14.450,144.500
157,0,31560,Brian Stuard,14.423,447.123
158,0,25900,Lucas Glover,14.404,374.510
159,0,20098,Stuart Appleby,14.331,100.320
160,0,28780,Nicholas Thompson,14.263,442.140
161,0,20593,Greg Chalmers,14.210,241.562
162,0,02106,Chris Smith,14.194,127.750
163,0,26476,Chez Reavie,14.096,267.833
164,0,32150,Michael Thompson,13.999,377.970
165,0,35539,Luke Guthrie,13.822,373.200
166,0,20572,Rod Pampling,13.763,137.632
167,0,29535,Brice Garnett,13.737,398.370
168,0,32334,Charlie Beljan,13.684,369.463
169,0,22371,Aaron Baddeley,13.433,335.817
170,0,27064,Jhonattan Vegas,13.084,353.260
171,0,25562,Andres Romero,12.984,311.611
172,0,06522,Ernie Els,12.917,232.500
173,0,24846,Ricky Barnes,12.855,347.084
174,0,06004,Stephen Ames,12.750,12.750
175,0,21753,Brian Davis,12.476,386.745
176,0,02246,Duffy Waldorf,12.250,24.500
177,0,24663,Y.E. Yang,12.188,48.750
178,0,20436,Garrett Willis,11.750,11.750
179,0,01945,Kenny Perry,11.667,105.000
180,0,27933,John Merrick,11.528,311.250
181,0,28500,Martin Flores,11.510,345.290
182,0,23623,Bo Van Pelt,11.483,321.525
183,0,01948,Tim Petrovic,11.224,123.460
184,0,20848,Ángel Cabrera,10.964,208.310
185,0,36801,Mark Hubbard,10.959,273.970
186,0,32200,Roberto Castro,10.421,166.740
187,0,39977,Max Homa,10.279,277.524
188,0,20771,Steven Alker,9.825,216.140
189,0,31416,Derek Fathauer,9.733,262.797
190,0,25191,Gonzalo Fernandez-Castaño,9.701,271.620
191,0,27796,Joe Affrunti,9.688,38.750
192,0,37273,Derek Ernst,9.615,250.000
193,0,25240,D.A. Points,9.397,244.315
194,0,21407,Arjun Atwal,9.100,63.700
195,0,24358,Robert Garrigus,9.051,226.270
196,0,29425,Andrew Svoboda,8.869,266.070
197,0,22913,John Rollins,8.640,120.953
198,0,27330,Josh Teater,8.578,94.360
199,0,10860,Justin Leonard,8.545,188.000
200,0,34358,Jonathan Randolph,8.354,208.860
201,0,34256,Andrew Putnam,8.346,191.950
202,0,07457,Steve Flesch,8.286,58.000
203,0,23541,Ben Crane,8.260,181.720
204,0,26679,Kevin Stadler,8.200,41.000
205,0,30736,Oscar Fraustro,8.159,171.333
206,0,08931,Glen Day,7.656,61.250
207,0,35300,Andrew Loupe,7.482,112.235
208,0,23048,Eric Axley,7.260,152.470
209,0,19803,Ryan Armour,7.221,122.750
210,0,01577,Lee Janzen,7.188,28.750
211,0,28132,Tyrone Van Aswegen,7.097,141.930
212,0,10885,Robert Allenby,6.770,169.250
213,0,25349,Tim Wilkinson,6.518,182.500
214,0,23548,Bill Lunde,6.494,116.895
215,0,26881,Jarrod Lyle,6.338,63.380
216,0,30750,Tommy Gainey,6.297,56.675
217,0,10733,Kent Jones,6.250,12.500
217,0,20127,Chris Riley,6.250,12.500
219,0,10213,Dicky Pride,6.200,31.000
220,0,23788,D.J. Trahan,6.116,30.580
221,0,20070,Matt Bettencourt,5.969,47.750
222,0,29910,Blake Adams,5.724,74.410
223,0,01249,John Daly,5.667,56.667
224,0,01116,Michael Bradley,5.500,22.000
224,0,28308,Troy Kelly,5.500,49.500
226,0,33486,Roger Sloan,5.175,103.490
227,0,09011,David Duval,5.125,30.750
228,0,12652,Cameron Beckman,4.938,39.500
229,0,06515,Shaun Micheel,4.900,24.500
230,0,20160,Charlie Wi,4.861,43.750
231,0,27120,Troy Matteson,4.722,42.500
232,0,28023,Byron Smith,4.583,96.250
233,0,01766,Billy Mayfair,4.375,26.250
234,0,22378,Trevor Immelman,3.999,75.990
235,0,33449,Zack Sucher,3.888,69.990
236,0,22621,Ben Curtis,3.661,51.250
237,0,20850,Daniel Chopra,3.400,17.000
238,0,31289,Benjamín Alvarado,3.250,26.000
238,0,24449,Parker McLachlin,3.250,6.500
240,0,34087,Carlos Sainz Jr,2.963,59.250
241,0,25444,Justin Hicks,2.893,40.500
242,0,22293,Heath Slocum,2.817,61.972
243,0,06575,Dudley Hart,2.750,22.000
244,0,10423,Mike Weir,2.667,48.000
245,0,07867,Woody Austin,2.614,28.750
246,0,31193,Jim Renner,2.329,62.895
247,0,06214,Guy Boros,2.125,4.250
248,0,21805,Harrison Frazar,1.697,11.880
249,0,24459,Richard Sterne,1.611,29.000
250,0,02239,Scott Verplank,1.602,20.827
251,0,21959,Ted Purdy,1.333,4.000
252,0,10585,Scott McCarron,1.214,8.500
253,0,35450,Patrick Cantlay,.880,.880
254,0,01761,Len Mattiace,.875,5.250
255,0,06573,Brandt Jobe,.318,1.910
256,0,02256,Tom Watson,.317,.950
257,0,01707,Steve Lowery,.293,.880
258,0,01666,Bernhard Langer,.277,.830
259,0,12782,Tim Herron,.131,.920
