RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,33948,Byeong Hun An,6' 7",614.667,93,91
2,0,29221,Webb Simpson,6' 9",559.833,83,5
3,0,29725,Tony Finau,7' 0",631.250,90,90
4,0,28679,Fabián Gómez,7' 1",327.583,46,33
5,0,24357,K.J. Choi,7' 4",475.917,65,89
5,0,49766,Hank Lebioda,7' 4",456.667,62,7
5,0,48119,Ben Taylor,7' 4",250.583,34,56
8,0,27141,J.B. Holmes,7' 5",421.583,57,186
9,0,29926,Danny Lee,7' 6",637.750,85,180
10,0,35450,Patrick Cantlay,7' 8",608.667,79,1
10,0,23983,Luke Donald,7' 8",369.000,48,125
10,0,34213,Grayson Murray,7' 8",351.333,46,196
10,0,27349,Alex Noren,7' 8",819.000,107,53
14,0,28237,Rory McIlroy,7' 9",751.083,97,131
14,0,35891,Cameron Smith,7' 9",836.750,108,28
16,0,29479,Scott Brown,7' 11",578.750,73,70
16,0,34563,Chesson Hadley,7' 11",508.167,64,122
16,0,50525,Collin Morikawa,7' 11",553.250,70,139
19,0,24138,Ian Poulter,8' 0",598.000,75,9
19,0,28252,Seamus Power,8' 0",376.000,47,2
19,0,34360,Patrick Reed,8' 0",888.000,111,21
22,0,27644,Brian Harman,8' 1",974.917,121,14
22,0,48081,Xander Schauffele,8' 1",619.333,77,96
22,0,23325,Vaughn Taylor,8' 1",576.833,71,27
25,0,25686,Jason Dufner,8' 2",795.917,97,46
25,0,46441,Robby Shelton,8' 2",951.167,116,124
25,0,48887,Matt Wallace,8' 2",489.500,60,182
28,0,51766,Wyndham Clark,8' 3",866.833,105,70
28,0,30926,Chris Kirk,8' 3",932.750,113,11
28,0,24361,Pat Perez,8' 3",790.667,96,16
28,0,33448,Justin Thomas,8' 3",795.167,96,34
32,0,22371,Aaron Baddeley,8' 4",391.000,47,15
32,0,25900,Lucas Glover,8' 4",884.333,106,111
32,0,34046,Jordan Spieth,8' 4",781.417,94,42
32,0,29518,Brendan Steele,8' 4",667.417,80,129
32,0,31560,Brian Stuard,8' 4",952.417,114,45
32,0,27330,Josh Teater,8' 4",233.250,28,99
32,0,37189,Harold Varner III,8' 4",794.583,95,115
39,0,49298,Kramer Hickok,8' 5",743.750,88,137
39,0,27936,Martin Laird,8' 5",557.833,66,156
39,0,46442,Maverick McNealy,8' 5",675.583,80,36
42,0,34363,Tyrrell Hatton,8' 6",416.417,49,52
42,0,35104,Tom Lewis,8' 6",714.083,84,133
42,0,27129,Luke List,8' 6",1023.583,120,108
42,0,29908,C.T. Pan,8' 6",748.833,88,69
46,0,45157,Cam Davis,8' 7",981.000,114,152
46,0,34099,Harris English,8' 7",835.833,97,10
46,0,29970,Dylan Frittelli,8' 7",695.583,81,72
46,0,29974,Branden Grace,8' 7",711.167,83,100
46,0,33597,Harry Higgs,8' 7",925.333,108,165
46,0,23108,Matt Kuchar,8' 7",756.667,88,139
46,0,25396,Kevin Na,8' 7",1030.500,120,4
53,0,33399,Adam Hadwin,8' 8",918.583,106,78
53,0,36801,Mark Hubbard,8' 8",1168.583,135,86
