RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
69,0,06214,Guy Boros,71.001,6605,- 1.950,93
70,0,06567,Vijay Singh,71.012,4786,- 28.209,67
71,0,01682,Wayne Levi,71.031,5912,- 16.386,83
72,0,02104,Jeff Sluman,71.043,6584,- 48.021,92
73,0,06617,Brian Henninger,71.047,4917,- 14.743,69
74,0,01374,Robin Freeman,71.048,6470,- 4.592,91
75,0,02049,Gene Sauers,71.066,5831,- 3.608,82
76,0,01313,Steve Elkington,71.100,4428,- 19.823,62
77,0,01887,Mark O'Meara,71.107,6506,- 35.244,91
78,0,01261,Jay Delsing,71.129,6275,- 15.656,88
79,0,01701,Bob Lohr,71.138,6264,- 3.820,88
80,0,02101,Joey Sindelar,71.147,4638,- 13.470,65
81,0,01510,Nolan Henke,71.162,5635,- 13.197,79
82,0,01156,Curt Byrum,71.177,5763,2.377,81
83,0,01129,Bill Britton,71.194,4865,- 23.798,68
84,0,06643,Paul Goydos,71.197,7430,- 25.511,104
85,0,06577,John Wilson,71.204,5976,5.171,84
86,0,01891,David Ogrin,71.206,6418,- 9.456,90
87,0,02190,Doug Tewell,71.208,5993,- 11.545,84
88,0,01196,Brian Claar,71.209,7059,- 9.293,99
89,0,06012,Greg Kraft,71.221,6162,- 36.993,86
89,0,02218,Ted Tryba,71.221,7698,- 6.157,108
91,0,01200,Keith Clearwater,71.235,6348,- 8.083,89
92,0,01203,Russ Cochran,71.244,6697,- .043,94
93,0,01971,Dillard Pruitt,71.261,6275,- 4.061,88
94,0,07235,John Morse,71.268,5440,- 23.624,76
95,0,01414,Bob Gilder,71.277,5849,- 4.258,82
96,0,02201,Jim Thorpe,71.283,5433,- 15.528,76
97,0,06657,Steve Rintoul,71.295,5690,13.606,80
98,0,01361,Dan Forsman,71.299,4859,- 10.641,68
99,0,01927,Dennis Paulson,71.312,5496,- 4.999,77
100,0,08337,Mike Heinen,71.323,5640,- 5.468,79
101,0,06332,Neal Lancaster,71.325,6793,- 17.160,95
102,0,02146,Payne Stewart,71.331,5437,- 15.833,76
103,0,01607,Brian Kamm,71.336,6734,- 28.409,94
104,0,01444,Ken Green,71.339,6151,- 15.854,86
105,0,02246,Duffy Waldorf,71.340,5720,- 12.784,80
106,0,06609,Rob Boldt,71.357,4229,- 18.919,59
106,0,01353,Bruce Fleisher,71.357,5872,- 20.741,82
108,0,06090,Jim McGovern,71.360,6815,- 35.806,95
109,0,06128,Steve Lamontagne,71.365,5659,- 21.160,79
110,0,01093,Ronnie Black,71.373,5708,1.878,80
111,0,02167,Mike Sullivan,71.388,5081,- 12.427,71
112,0,01938,David Peoples,71.397,6279,3.974,88
113,0,06809,Bob Burns,71.404,4939,- 12.145,69
114,0,02033,Dave Rummells,71.410,7146,- 5.031,100
115,0,02223,Bob Tway,71.420,5718,- 4.425,80
116,0,06078,Esteban Toledo,71.445,5585,- 12.326,78
117,0,02225,Howard Twitty,71.458,6311,- 22.655,88
118,0,01986,Joey Rassett,71.486,5100,- 24.468,71
119,0,06251,Chris DiMarco,71.507,6150,- .379,86
120,0,06315,Pete Jordan,71.513,6297,- 3.886,88
121,0,02100,Tim Simpson,71.524,6515,- 6.293,91
122,0,01766,Billy Mayfair,71.526,7095,- 13.878,99
122,0,08375,Paul Stankowski,71.526,5518,- 10.507,77
124,0,01495,Morris Hatalsky,71.535,5434,2.627,76
125,0,02294,Willie Wood,71.541,5515,- 6.352,77
126,0,06020,Steve Brodie,71.554,6083,- .884,85
127,0,01185,Brandel Chamblee,71.570,6164,- 9.006,86
127,0,01755,Dick Mast,71.570,6021,- 9.142,84
129,0,12663,Phil Tataurangi,71.577,4745,- 20.923,66
130,0,07101,Dave Stockton Jr.,71.581,6443,- .729,90
131,0,01282,Trevor Dodds,71.583,5665,- 9.953,79
132,0,06140,Sean Murphy,71.590,6087,- 1.819,85
133,0,01388,Robert Gamez,71.597,5443,- 1.644,76
134,0,06791,Mark Wurtz,71.612,5812,- 11.428,81
135,0,01288,Ed Dougherty,71.620,7028,- 9.286,98
136,0,01014,Fulton Allem,71.641,5924,- 49.416,82
137,0,06589,Jeff Woodland,71.669,5958,- 9.438,83
138,0,06197,Michael Allen,71.673,7031,- 7.049,98
139,0,06034,Marco Dawson,71.681,6109,- 16.098,85
140,0,02322,Richard Zokol,71.696,5322,- 16.513,74
141,0,02135,Mike Standly,71.721,6686,- 15.938,93
142,0,06575,Dudley Hart,71.725,5838,- 28.274,81
143,0,01468,Gary Hallberg,71.743,5636,- 40.009,78
144,0,02303,Robert Wrenn,71.766,3737,- 5.149,52
145,0,01890,Brett Ogle,71.777,4172,- 8.923,58
146,0,02095,Larry Silveira,71.801,5539,- 10.324,77
147,0,01330,David Feherty,71.827,4882,2.236,68
148,0,01550,Ed Humenik,71.844,6434,- 39.852,89
149,0,07569,Mark Carnevale,71.852,6207,- 27.708,86
150,0,01408,Kelly Gibson,71.861,6697,- 13.907,93
151,0,06058,John Flannery,71.877,6757,- .575,94
152,0,01139,Olin Browne,71.892,6560,- 17.784,91
153,0,02206,David Toms,71.895,6618,- 3.678,92
154,0,02007,Larry Rinker,71.923,5343,- 20.712,74
155,0,01307,Joel Edwards,71.937,6137,- 22.335,85
156,0,01557,John Inman,72.001,7289,- 16.865,101
157,0,02230,Stan Utley,72.021,5271,- 13.435,73
158,0,01725,John Mahaffey,72.057,5423,- 18.713,75
159,0,01748,Doug Martin,72.074,5867,- 29.004,81
160,0,06088,Steve Gotsche,72.087,4046,- 9.136,56
161,0,06350,Bob May,72.151,5642,- 14.221,78
162,0,12661,Todd Barranger,72.178,4851,- 15.051,67
163,0,06062,Charles Raulerson,72.256,4503,- 23.141,62
164,0,01629,Eddie Kirby,72.324,3765,- 4.162,52
165,0,01006,John Adams,72.328,5941,- 10.124,82
166,0,01392,Tom Garner,72.334,4077,- 26.306,56
167,0,02245,Grant Waite,72.337,5072,- 8.444,70
168,0,02090,Tom Sieckmann,72.354,5718,- 2.058,79
169,0,02242,Lanny Wadkins,72.369,4868,- 19.303,67
170,0,10213,Dicky Pride,72.395,5360,- 2.756,74
171,0,06016,Brad Lardon,72.400,3993,- 10.973,55
172,0,01864,Larry Nelson,72.402,3997,- 14.865,55
173,0,02067,Ted Schulz,72.478,5667,- 13.750,78
174,0,01096,Phil Blackmar,72.494,4870,- 12.890,67
175,0,06591,Rocky Walcher,72.522,4647,- 5.575,64
176,0,01648,Billy Kratzert,72.549,5017,- 11.150,69
177,0,07781,Ty Armstrong,72.986,4393,- 13.828,60
178,0,02224,Greg Twiggs,73.682,4722,- 6.339,64
179,0,01133,Billy Ray Brown,74.310,4183,- 21.657,56
