RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,01876,Greg Norman,68.810,4368,- 32.953,63
2,0,01226,Fred Couples,69.281,3567,- 33.681,51
3,0,01968,Nick Price,69.386,4203,- 39.831,60
4,0,01677,Tom Lehman,69.458,5661,- 34.900,81
5,0,01783,Mark McCumber,69.556,5309,- 22.734,76
6,0,02010,Loren Roberts,69.614,5376,- 15.690,77
7,0,01928,Corey Pavin,69.630,4780,- 45.150,68
8,0,01810,Phil Mickelson,69.663,4541,- 12.881,65
9,0,01559,Hale Irwin,69.718,5216,- 56.833,74
10,0,01320,Bob Estes,69.776,6629,- .269,95
11,0,02256,Tom Watson,69.846,3824,- 52.299,54
12,0,01378,David Frost,69.854,5507,- 58.424,78
13,0,02321,Fuzzy Zoeller,69.894,5121,- 18.774,73
14,0,01418,Bill Glasson,69.927,5259,- 14.503,75
15,0,01837,Gil Morgan,69.961,4556,- 8.517,65
16,0,01201,Lennie Clements,69.983,5900,- 21.444,84
17,0,01690,Bruce Lietzke,70.044,4127,5.614,59
18,0,01633,Tom Kite,70.072,5515,- 49.373,78
19,0,01527,Scott Hoch,70.099,6618,- 28.708,94
20,0,02214,Kirk Triplett,70.121,6336,- 25.137,90
21,0,01329,Brad Faxon,70.154,6515,- 60.792,92
22,0,01553,John Huston,70.170,5911,- 16.736,84
23,0,02239,Scott Verplank,70.222,4541,- 46.821,64
24,0,01306,David Edwards,70.225,5802,- 43.512,82
25,0,01161,Mark Calcavecchia,70.249,5925,- 24.122,84
26,0,01724,Jeff Maggert,70.251,6215,- 32.913,88
27,0,01219,John Cook,70.305,5649,- 24.623,80
28,0,01457,Jay Haas,70.321,7177,- 4.208,102
29,0,02133,Craig Stadler,70.392,4869,- 11.927,69
30,0,01920,Craig Parry,70.401,4414,- 49.166,62
31,0,01475,Donnie Hammond,70.415,5847,- 2.531,83
32,0,02159,Curtis Strange,70.439,5880,- 33.577,83
33,0,01235,Ben Crenshaw,70.460,6093,- 33.409,86
34,0,01945,Kenny Perry,70.464,7017,- 41.087,99
35,0,01823,Larry Mize,70.492,5320,- 33.109,75
36,0,01098,Jay Don Blake,70.500,6130,3.496,87
37,0,02170,Hal Sutton,70.529,6852,- 10.680,97
38,0,06527,Steve Stricker,70.582,6572,- 7.848,93
39,0,01771,Blaine McCallister,70.601,6724,- 16.932,95
40,0,01072,Chip Beck,70.602,6112,- 40.239,86
41,0,01723,Andrew Magee,70.611,6311,- 26.613,89
42,0,02131,Mike Springer,70.615,5953,- 21.346,84
43,0,01060,Dave Barr,70.619,6648,- 9.772,94
44,0,01569,Peter Jacobsen,70.667,4807,- 1.628,68
45,0,01975,Tom Purtzer,70.697,4824,- 16.626,68
46,0,01143,Brad Bryant,70.720,7709,- .511,109
47,0,01706,Davis Love III,70.731,6464,- 27.465,91
48,0,08931,Glen Day,70.777,6674,- 20.925,94
49,0,01132,Mark Brooks,70.805,7949,- 18.814,112
50,0,01385,Jim Gallagher Jr.,70.820,5898,- 19.924,83
51,0,01266,Clark Dennis,70.824,6957,- 16.260,98
52,0,01024,Billy Andrade,70.833,6195,- 32.489,87
53,0,01905,Joe Ozaki,70.841,4339,- 17.683,61
54,0,01926,Steve Pate,70.855,6610,- 20.456,93
55,0,01577,Lee Janzen,70.867,6273,- 36.666,88
56,0,01549,Mike Hulbert,70.876,7324,- 23.785,103
57,0,02267,D.A. Weibring,70.899,4485,- 18.378,63
58,0,01381,Fred Funk,70.901,7473,- 28.438,105
59,0,01707,Steve Lowery,70.904,6690,- 25.021,94
60,0,02099,Scott Simpson,70.923,4978,- 13.421,70
61,0,01824,Yoshinori Mizumaki,70.954,4340,- 11.807,61
62,0,01996,Mike Reid,70.956,4770,- 15.980,67
63,0,02241,Bobby Wadkins,70.970,4755,.012,67
64,0,12660,Jesper Parnevik,70.974,4014,- 39.441,56
65,0,01116,Michael Bradley,70.979,6319,- 1.877,89
66,0,10809,Jim Furyk,70.980,6759,- 15.897,95
67,0,01331,Rick Fehr,70.986,5473,- 7.087,77
68,0,01435,Wayne Grady,70.997,4012,- 36.179,56
