RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 15'-20',TOTAL 3 PUTTS
1,0,32816,Satoshi Kodaira,7,43
2,0,34431,Robert Streb,6,31
3,0,34314,Sebastian Cappelen,5,22
3,0,25686,Jason Dufner,5,49
3,0,25900,Lucas Glover,5,52
3,0,37455,Si Woo Kim,5,43
3,0,27936,Martin Laird,5,53
3,0,27129,Luke List,5,45
3,0,48822,Sebastián Muñoz,5,52
3,0,30163,Henrik Norlander,5,49
3,0,24138,Ian Poulter,5,22
3,0,27214,Kevin Streelman,5,39
3,0,49964,Aaron Wise,5,64
14,0,46435,Austin Cook,4,24
14,0,52375,Doug Ghim,4,49
14,0,27554,Scott Harrington,4,36
14,0,35532,Tom Hoge,4,44
14,0,46717,Viktor Hovland,4,36
14,0,27974,Sung Kang,4,45
14,0,32791,K.H. Lee,4,47
14,0,01810,Phil Mickelson,4,37
14,0,50525,Collin Morikawa,4,26
14,0,26476,Chez Reavie,4,31
14,0,37275,Sam Ryder,4,33
14,0,33486,Roger Sloan,4,37
14,0,35617,Martin Trainer,4,21
14,0,32139,Danny Willett,4,18
28,0,33404,Chris Baker,3,20
28,0,28420,Ryan Brehm,3,24
28,0,35450,Patrick Cantlay,3,34
28,0,45157,Cam Davis,3,51
28,0,28089,Jason Day,3,18
28,0,34563,Chesson Hadley,3,28
28,0,39977,Max Homa,3,35
28,0,35461,Beau Hossler,3,30
28,0,26300,Matt Jones,3,36
28,0,35104,Tom Lewis,3,40
28,0,40042,Tyler McCumber,3,38
28,0,39546,Keith Mitchell,3,39
28,0,34213,Grayson Murray,3,31
28,0,25396,Kevin Na,3,33
28,0,36871,Matthew NeSmith,3,55
28,0,24140,Sean O'Hair,3,27
28,0,24361,Pat Perez,3,36
28,0,25818,Scott Piercy,3,46
28,0,53165,Doc Redman,3,35
28,0,36699,Patrick Rodgers,3,43
28,0,23621,Rory Sabbatini,3,37
28,0,26331,Charl Schwartzel,3,45
28,0,39324,J.J. Spaun,3,31
28,0,34046,Jordan Spieth,3,33
28,0,23325,Vaughn Taylor,3,21
28,0,32150,Michael Thompson,3,37
54,0,29268,Bronson Burgoon,2,33
54,0,47504,Sam Burns,2,22
54,0,52372,Cameron Champ,2,41
54,0,47959,Bryson DeChambeau,2,28
54,0,23983,Luke Donald,2,25
54,0,45609,Tyler Duncan,2,53
54,0,34099,Harris English,2,35
54,0,29725,Tony Finau,2,23
54,0,40098,Matt Fitzpatrick,2,29
54,0,32102,Rickie Fowler,2,33
54,0,19846,Brian Gay,2,33
54,0,48045,Michael Gellerman,2,17
54,0,46402,Talor Gooch,2,41
54,0,35310,Lanto Griffin,2,32
54,0,33399,Adam Hadwin,2,38
54,0,34098,Russell Henley,2,36
54,0,49298,Kramer Hickok,2,36
54,0,33597,Harry Higgs,2,27
54,0,12716,Charley Hoffman,2,44
54,0,21961,Charles Howell III,2,27
54,0,36801,Mark Hubbard,2,26
54,0,34174,John Huh,2,38
54,0,39971,Sungjae Im,2,46
54,0,30925,Dustin Johnson,2,27
54,0,29478,Kevin Kisner,2,30
54,0,33122,Russell Knox,2,45
54,0,36689,Brooks Koepka,2,34
54,0,33204,Shane Lowry,2,41
54,0,47993,Denny McCarthy,2,34
54,0,46442,Maverick McNealy,2,36
54,0,22056,Cameron Percy,2,35
54,0,49771,J.T. Poston,2,37
54,0,22405,Justin Rose,2,20
54,0,48081,Xander Schauffele,2,22
54,0,27649,Brandt Snedeker,2,34
