RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
62,2,22056,Cameron Percy,25' 3",4714.167,187
65,1,21209,Sergio Garcia,25' 4",4184.167,165
65,3,25396,Kevin Na,25' 4",7257.167,286
67,2,50525,Collin Morikawa,25' 5",8371.333,329
68,20,34363,Tyrrell Hatton,25' 6",4621.417,181
68,1,46970,Jon Rahm,25' 6",6965.250,273
70,-10,39971,Sungjae Im,25' 8",9423.083,367
70,-1,31420,Anirban Lahiri,25' 8",3159.667,123
70,-1,26329,Louis Oosthuizen,25' 8",5364.833,209
70,-1,35732,Wes Roach,25' 8",2665.667,104
74,0,37455,Si Woo Kim,25' 9",8287.167,322
74,0,29908,C.T. Pan,25' 9",5637.333,219
76,2,46046,Scottie Scheffler,25' 10",9466.167,367
76,1,25349,Tim Wilkinson,25' 10",3410.250,132
78,0,34255,Joseph Bramlett,25' 11",5747.500,222
78,0,48045,Michael Gellerman,25' 11",3917.333,151
78,0,33597,Harry Higgs,25' 11",9004.250,347
78,0,24138,Ian Poulter,25' 11",5465.333,211
78,0,39324,J.J. Spaun,25' 11",6678.417,258
78,0,25493,Nick Taylor,25' 11",6576.083,254
84,2,23320,Ryan Palmer,26' 0",8223.667,316
84,2,37275,Sam Ryder,26' 0",7211.333,277
86,2,33122,Russell Knox,26' 1",6422.417,246
87,3,19846,Brian Gay,26' 2",7319.083,280
87,3,49766,Hank Lebioda,26' 2",5888.333,225
87,3,37189,Harold Varner III,26' 2",7395.833,283
90,3,33399,Adam Hadwin,26' 3",6567.167,250
90,3,29926,Danny Lee,26' 3",8209.250,313
92,-14,29221,Webb Simpson,26' 4",5607.333,213
93,3,29970,Dylan Frittelli,26' 5",9238.167,350
93,3,39953,Chase Seiffert,26' 5",4835.667,183
95,3,49771,J.T. Poston,26' 6",8160.750,308
96,-3,48081,Xander Schauffele,26' 7",8411.917,316
97,2,34021,Bud Cauley,26' 10",8658.000,323
97,5,32839,Hideki Matsuyama,26' 10",9305.333,347
97,2,23621,Rory Sabbatini,26' 10",6875.500,256
97,2,47128,Richy Werenski,26' 10",7550.167,281
101,1,27974,Sung Kang,27' 0",9682.500,359
101,1,27963,Chris Stroud,27' 0",5068.250,188
103,2,47504,Sam Burns,27' 2",8959.333,330
104,3,35310,Lanto Griffin,27' 4",12392.667,454
104,2,32640,Troy Merritt,27' 4",7369.083,270
106,1,25364,Paul Casey,27' 6",5553.167,202
106,1,27554,Scott Harrington,27' 6",7672.583,279
108,3,26300,Matt Jones,27' 7",9417.750,341
109,3,32448,James Hahn,27' 8",3481.917,126
110,3,35450,Patrick Cantlay,27' 9",6415.417,231
110,3,33204,Shane Lowry,27' 9",4932.917,178
112,3,36871,Matthew NeSmith,27' 10",7358.750,264
113,-6,28237,Rory McIlroy,27' 11",7938.750,284
114,2,33141,Keegan Bradley,28' 0",8464.417,302
114,2,39546,Keith Mitchell,28' 0",7282.750,260
116,9,52372,Cameron Champ,28' 1",9876.167,352
117,2,30692,Scott Stallings,28' 3",8039.750,285
118,2,49960,Sepp Straka,28' 4",9060.833,320
119,2,56762,Will Gordon,28' 5",3354.917,118
119,2,12716,Charley Hoffman,28' 5",8110.583,285
119,2,47993,Denny McCarthy,28' 5",9125.750,321
119,2,24361,Pat Perez,28' 5",5599.250,197
123,2,34563,Chesson Hadley,28' 6",5749.750,202
123,2,33667,Carlos Ortiz,28' 6",10822.083,380
123,2,28252,Seamus Power,28' 6",3304.333,116
126,3,34466,Peter Malnati,28' 7",8041.833,281
126,3,46442,Maverick McNealy,28' 7",9934.667,348
128,4,52375,Doug Ghim,28' 8",3870.667,135
128,4,46402,Talor Gooch,28' 8",12096.250,422
130,4,22405,Justin Rose,28' 9",5141.833,179
130,4,29518,Brendan Steele,28' 9",8734.250,304
132,4,32662,Michael Gligic,28' 11",5001.417,173
132,4,21961,Charles Howell III,28' 11",9118.417,315
132,18,30925,Dustin Johnson,28' 11",7380.833,255
135,3,27556,Ted Potter Jr.,29' 0",5488.000,189
136,4,32366,Kevin Chappell,29' 1",5121.833,176
136,4,20229,Stewart Cink,29' 1",7533.750,259
136,4,36689,Brooks Koepka,29' 1",6959.500,239
139,4,34431,Robert Streb,29' 3",5117.833,175
140,4,48887,Matt Wallace,29' 4",7308.500,249
141,4,23788,D.J. Trahan,29' 5",4613.083,157
141,4,31323,Gary Woodland,29' 5",8297.917,282
143,5,25804,Bubba Watson,29' 6",9045.083,307
144,5,23623,Bo Van Pelt,29' 7",4762.833,161
145,-7,29725,Tony Finau,29' 10",11082.833,372
145,7,27064,Jhonattan Vegas,29' 10",5691.750,191
147,7,49964,Aaron Wise,30' 1",5415.167,180
148,3,26851,Marc Leishman,30' 2",9706.417,322
148,7,34213,Grayson Murray,30' 2",5732.083,190
148,8,33448,Justin Thomas,30' 2",9947.417,330
151,5,30944,Jason Kokrak,30' 3",8619.000,285
152,6,39977,Max Homa,30' 6",9707.083,318
153,7,40042,Tyler McCumber,30' 7",6820.333,223
153,7,24502,Adam Scott,30' 7",5290.167,173
153,10,35891,Cameron Smith,30' 7",10150.333,332
153,7,48119,Ben Taylor,30' 7",5047.667,165
157,6,28089,Jason Day,30' 8",7240.250,236
157,6,32102,Rickie Fowler,30' 8",5947.417,194
157,6,27349,Alex Noren,30' 8",7565.750,247
160,7,33486,Roger Sloan,30' 10",6602.167,214
160,7,33419,Cameron Tringale,30' 10",9822.917,319
162,7,51894,Vince Whaley,31' 0",4988.083,161
163,7,28307,Matt Every,31' 1",6994.917,225
164,7,30911,Tommy Fleetwood,31' 2",4397.750,141
165,-7,35506,Mackenzie Hughes,31' 4",11225.667,358
165,7,27129,Luke List,31' 4",10153.500,324
167,6,32757,Patton Kizzire,31' 7",8526.417,270
167,6,32139,Danny Willett,31' 7",6004.583,190
169,6,33449,Zack Sucher,31' 9",4831.667,152
170,6,34256,Andrew Putnam,31' 11",5975.250,187
171,6,35658,Kris Ventura,32' 1",4811.333,150
172,6,33120,Mark Anderson,32' 3",6479.333,201
173,6,27095,Nick Watney,32' 4",6781.250,210
174,6,36699,Patrick Rodgers,32' 6",15013.750,462
175,6,24924,Bill Haas,32' 11",6022.667,183
176,10,47959,Bryson DeChambeau,33' 0",11025.583,334
177,5,56278,Matthew Wolff,33' 1",10757.250,325
178,5,34314,Sebastian Cappelen,33' 3",7447.750,224
179,5,35461,Beau Hossler,33' 4",9556.750,287
179,5,35230,Nelson Ledesma,33' 4",5169.000,155
181,5,45157,Cam Davis,33' 5",8114.083,243
182,6,34046,Jordan Spieth,33' 6",9714.583,290
183,6,28420,Ryan Brehm,33' 7",7059.917,210
184,6,33948,Byeong Hun An,33' 11",12472.167,368
185,6,32618,Rhein Gibson,35' 8",7698.667,216
186,6,46550,Brandon Hagy,35' 10",8422.667,235
187,6,40009,Dominic Bozzelli,36' 2",5600.917,155
188,6,51766,Wyndham Clark,36' 6",11055.167,303
188,6,35617,Martin Trainer,36' 6",9098.417,249
190,7,01810,Phil Mickelson,37' 7",8836.750,235
191,8,25632,Jimmy Walker,38' 4",11464.000,299
192,8,29484,Peter Uihlein,38' 8",9164.833,237
193,8,32333,Kevin Tway,39' 1",8948.417,229
