RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
43,-4,34363,Tyrrell Hatton,84.52,497,588
44,-19,40026,Daniel Berger,84.51,753,891
45,-10,48081,Xander Schauffele,84.49,828,980
46,2,25686,Jason Dufner,84.43,732,867
46,-15,29478,Kevin Kisner,84.43,862,1021
48,1,24924,Bill Haas,84.39,519,615
49,1,32662,Michael Gligic,84.35,566,671
50,1,45609,Tyler Duncan,84.29,982,1165
51,1,39953,Chase Seiffert,84.24,636,755
52,1,32640,Troy Merritt,84.16,797,947
53,1,28252,Seamus Power,84.12,376,447
54,1,46441,Robby Shelton,84.00,835,994
55,1,35658,Kris Ventura,83.90,516,615
56,2,32150,Michael Thompson,83.85,727,867
57,2,29479,Scott Brown,83.80,750,895
58,-1,33448,Justin Thomas,83.77,774,924
59,2,46717,Viktor Hovland,83.71,863,1031
59,1,47347,Adam Schenk,83.71,863,1031
61,2,27649,Brandt Snedeker,83.67,620,741
62,2,40098,Matt Fitzpatrick,83.62,628,751
63,2,23108,Matt Kuchar,83.61,658,787
64,2,39971,Sungjae Im,83.54,1096,1312
65,3,24024,Zach Johnson,83.49,713,854
66,3,32791,K.H. Lee,83.43,841,1008
67,-1,46046,Scottie Scheffler,83.36,957,1148
68,2,27936,Martin Laird,83.33,455,546
69,2,30911,Tommy Fleetwood,83.27,463,556
70,2,56762,Will Gordon,83.26,373,448
71,3,33122,Russell Knox,83.20,733,881
72,3,35732,Wes Roach,83.18,465,559
73,3,35449,Adam Long,83.10,1023,1231
74,-12,46970,Jon Rahm,83.09,678,816
75,2,27349,Alex Noren,83.01,650,783
76,2,40058,Zac Blair,82.99,766,923
77,2,46442,Maverick McNealy,82.97,882,1063
78,2,33597,Harry Higgs,82.95,963,1161
79,2,27129,Luke List,82.92,801,966
80,2,33413,Ben Martin,82.90,417,503
80,2,33449,Zack Sucher,82.90,417,503
82,2,33419,Cameron Tringale,82.86,730,881
83,2,49964,Aaron Wise,82.83,521,629
84,2,36801,Mark Hubbard,82.79,996,1203
85,2,49771,J.T. Poston,82.78,904,1092
86,2,30944,Jason Kokrak,82.75,715,864
87,2,34255,Joseph Bramlett,82.73,613,741
88,3,29970,Dylan Frittelli,82.67,949,1148
89,1,45526,Abraham Ancer,82.66,853,1032
90,3,37189,Harold Varner III,82.64,852,1031
91,1,48822,Sebastián Muñoz,82.63,975,1180
92,2,48045,Michael Gellerman,82.62,485,587
93,2,12716,Charley Hoffman,82.55,681,825
94,2,33204,Shane Lowry,82.52,505,612
95,2,27644,Brian Harman,82.51,901,1092
96,2,31323,Gary Woodland,82.49,716,868
97,-25,23320,Ryan Palmer,82.46,785,952
98,3,27942,Rob Oppenheim,82.42,703,853
99,3,31420,Anirban Lahiri,82.41,403,489
100,3,30692,Scott Stallings,82.39,772,937
101,3,29268,Bronson Burgoon,82.35,611,742
102,4,49766,Hank Lebioda,82.31,633,769
103,5,29974,Branden Grace,82.20,471,573
104,-4,45486,Joaquin Niemann,82.14,874,1064
105,4,35532,Tom Hoge,82.13,850,1035
106,4,26499,Rafa Cabrera Bello,82.09,605,737
107,4,33486,Roger Sloan,82.07,586,714
108,4,49960,Sepp Straka,82.04,804,980
109,4,26300,Matt Jones,82.03,872,1063
110,4,34076,Joel Dahmen,82.02,903,1101
111,-12,30925,Dustin Johnson,82.00,565,689
112,3,33399,Adam Hadwin,81.99,742,905
113,5,32254,Xinjun Zhang,81.89,882,1077
114,5,29908,C.T. Pan,81.79,638,780
115,5,45157,Cam Davis,81.75,663,811
116,5,29926,Danny Lee,81.70,786,962
116,5,25493,Nick Taylor,81.70,674,825
118,5,33141,Keegan Bradley,81.65,774,948
118,5,47504,Sam Burns,81.65,663,812
120,5,37275,Sam Ryder,81.63,800,980
121,5,35450,Patrick Cantlay,81.61,528,647
122,5,48119,Ben Taylor,81.60,479,587
123,6,33667,Carlos Ortiz,81.55,822,1008
123,6,34431,Robert Streb,81.55,570,699
125,6,51894,Vince Whaley,81.54,433,531
126,6,23621,Rory Sabbatini,81.52,750,920
127,6,40042,Tyler McCumber,81.51,604,741
128,6,19846,Brian Gay,81.50,718,881
129,6,27963,Chris Stroud,81.49,524,643
130,-13,29725,Tony Finau,81.47,818,1004
131,5,27095,Nick Watney,81.46,501,615
132,5,25804,Bubba Watson,81.41,749,920
133,-5,32839,Hideki Matsuyama,81.40,840,1032
134,5,20229,Stewart Cink,81.35,580,713
135,5,29518,Brendan Steele,81.25,728,896
136,-29,29420,Billy Horschel,81.22,895,1102
137,4,27974,Sung Kang,81.19,829,1021
138,4,34021,Bud Cauley,81.15,693,854
139,-1,47959,Bryson DeChambeau,81.11,704,868
140,3,56278,Matthew Wolff,81.08,840,1036
141,3,23623,Bo Van Pelt,81.03,487,601
142,3,26329,Louis Oosthuizen,80.99,541,668
143,3,47993,Denny McCarthy,80.98,873,1078
144,3,32102,Rickie Fowler,80.97,502,620
145,3,46402,Talor Gooch,80.90,940,1162
146,4,22371,Aaron Baddeley,80.82,531,657
146,4,28775,Nate Lashley,80.82,590,730
148,7,34360,Patrick Reed,80.79,837,1036
149,4,33120,Mark Anderson,80.67,530,657
150,4,22405,Justin Rose,80.64,429,532
151,5,28307,Matt Every,80.60,507,629
152,0,35310,Lanto Griffin,80.56,1040,1291
152,5,46550,Brandon Hagy,80.56,518,643
154,4,39324,J.J. Spaun,80.52,653,811
155,7,52372,Cameron Champ,80.47,791,983
156,3,27554,Scott Harrington,80.44,765,951
157,3,25572,Graeme McDowell,80.42,542,674
158,3,24138,Ian Poulter,80.39,537,668
159,4,47128,Richy Werenski,80.33,629,783
160,4,35461,Beau Hossler,80.15,751,937
161,-13,28237,Rory McIlroy,80.14,670,836
162,3,33948,Byeong Hun An,80.11,838,1046
162,3,24502,Adam Scott,80.11,423,528
164,4,39977,Max Homa,79.88,782,979
165,2,25396,Kevin Na,79.86,793,993
166,3,34256,Andrew Putnam,79.84,511,640
167,3,37455,Si Woo Kim,79.83,823,1031
168,4,36689,Brooks Koepka,79.82,447,560
169,5,36699,Patrick Rodgers,79.42,1011,1273
170,6,48887,Matt Wallace,79.38,489,616
171,7,39546,Keith Mitchell,79.33,710,895
172,7,28420,Ryan Brehm,79.11,553,699
173,7,32757,Patton Kizzire,79.09,609,770
174,12,35891,Cameron Smith,78.91,707,896
175,6,34314,Sebastian Cappelen,78.81,584,741
176,6,34466,Peter Malnati,78.80,628,797
177,6,21961,Charles Howell III,78.79,758,962
178,7,32366,Kevin Chappell,78.71,451,573
179,8,32618,Rhein Gibson,78.54,549,699
180,8,01810,Phil Mickelson,78.40,559,713
181,8,34213,Grayson Murray,78.17,394,504
182,9,51766,Wyndham Clark,77.97,662,849
183,9,28089,Jason Day,77.75,573,737
184,9,29484,Peter Uihlein,77.54,466,601
185,9,32139,Danny Willett,77.50,434,560
186,9,35230,Nelson Ledesma,77.46,433,559
187,3,26851,Marc Leishman,77.18,656,850
188,9,34046,Jordan Spieth,76.94,664,863
189,7,35506,Mackenzie Hughes,76.61,750,979
190,8,40009,Dominic Bozzelli,75.35,379,503
191,8,32333,Kevin Tway,75.15,502,668
192,8,25632,Jimmy Walker,74.96,482,643
193,8,35617,Martin Trainer,71.41,462,647
