RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,22896,Grégory Havret,30.50,810000,2655593
2,0,20396,Lee Westwood,25.20,3564954,14145593
3,0,26329,Louis Oosthuizen,21.19,1431426,6755593
4,0,10809,Jim Furyk,18.34,4809622,26223593
5,0,06522,Ernie Els,18.18,4558861,25071593
6,0,06527,Steve Stricker,18.02,4190235,23257593
7,0,27408,Martin Kaymer,17.60,2356459,13389593
8,0,25364,Paul Casey,16.53,3613193,21853593
9,0,23108,Matt Kuchar,15.75,4910476,31177593
10,0,30925,Dustin Johnson,15.65,4473121,28585593
11,0,25336,Alistair Presnell,15.31,214300,1400000
12,0,01810,Phil Mickelson,15.25,3821733,25057593
13,0,29718,Anthony Kim,14.87,2574921,17322000
14,0,23983,Luke Donald,14.76,3665234,24837593
15,0,10117,Bob Heintz,14.61,355047,2430000
16,0,26539,Robert Rock,14.26,186239,1305593
17,0,22405,Justin Rose,13.92,3603331,25889593
18,0,20157,Retief Goosen,13.85,3218088,23239593
19,0,25572,Graeme McDowell,13.84,1848636,13353593
20,0,25804,Bubba Watson,12.49,3198998,25619593
21,0,28237,Rory McIlroy,12.38,2554279,20625593
22,0,23135,Tim Clark,12.28,3530002,28743593
23,0,27770,Camilo Villegas,12.12,3035522,25035593
24,0,26331,Charl Schwartzel,11.88,1710845,14397593
25,0,24781,Hunter Mahan,11.76,3574549,30399593
26,0,21407,Arjun Atwal,11.61,1507142,12978000
27,0,28475,Jeff Overton,11.53,3456355,29975593
28,0,10885,Robert Allenby,11.31,2974997,26299593
29,0,24138,Ian Poulter,10.67,2079663,19491593
30,0,28089,Jason Day,10.36,2904326,28031593
31,0,23623,Bo Van Pelt,10.33,3336257,32283593
32,0,24924,Bill Haas,10.27,2905136,28297593
33,0,23320,Ryan Palmer,9.89,2985296,30196000
34,0,22046,Geoff Ogilvy,9.87,2393045,24247593
35,0,12716,Charley Hoffman,9.81,2559645,26100000
35,0,24502,Adam Scott,9.81,2489401,25377593
37,0,24024,Zach Johnson,9.75,2916993,29917593
38,0,23541,Ben Crane,9.63,2841500,29517593
39,0,01928,Corey Pavin,9.38,839193,8946000
40,0,32102,Rickie Fowler,9.16,2857108,31181593
41,0,27095,Nick Watney,8.63,2536713,29395593
42,0,24357,K.J. Choi,8.48,2199961,25943593
43,0,22293,Heath Slocum,8.37,2387686,28535593
44,0,26596,Ryan Moore,8.19,2374823,29003593
45,0,08793,Tiger Woods,8.15,1294764,15881593
46,0,27141,J.B. Holmes,8.01,2386247,29791593
47,0,24358,Robert Garrigus,7.85,1583275,20178000
48,0,30926,Chris Kirk,7.57,54480,720000
49,0,23814,Edoardo Molinari,7.24,770018,10635593
50,0,19970,Robert Karlsson,7.22,1030919,14271593
51,0,27936,Martin Laird,7.13,2137927,29997593
52,0,24507,Jason Bohn,6.89,1904762,27635593
53,0,20473,Ignacio Garrido,6.73,87839,1305593
54,0,23325,Vaughn Taylor,6.70,1838861,27432000
55,0,25396,Kevin Na,6.61,2021814,30565593
56,0,24748,WC Liang,6.54,315435,4820000
57,0,25345,Carl Pettersson,6.49,1934464,29790000
58,0,23638,Brendon de Jonge,6.47,2167978,33516000
59,0,21731,Freddie Jacobson,6.42,1666252,25956000
60,0,24140,Sean O'Hair,6.25,1859039,29737593
61,0,20766,Padraig Harrington,6.14,1381452,22515593
62,0,02239,Scott Verplank,6.10,1653190,27105593
63,0,20098,Stuart Appleby,5.94,1965824,33116000
64,0,26882,Michael Sim,5.84,1338926,22915593
65,0,24925,Jonathan Byrd,5.81,1534981,26442000
66,0,20121,Todd Fischer,5.78,31200,540000
67,0,24846,Ricky Barnes,5.76,1835195,31833593
68,0,20376,Stephen Gallacher,5.62,149245,2655593
69,0,02206,David Toms,5.61,1590997,28360000
70,0,20229,Stewart Cink,5.60,1573635,28117593
70,0,23788,D.J. Trahan,5.60,1619693,28944000
72,0,25900,Lucas Glover,5.54,1511275,27271593
73,0,27649,Brandt Snedeker,5.45,1602689,29430000
74,0,20160,Charlie Wi,5.39,1568492,29124000
75,0,28158,Steve Marino,5.38,1479239,27491593
76,0,12602,Dean Wilson,5.32,832640,15660000
77,0,20848,Ángel Cabrera,5.28,1266439,23995593
77,0,23621,Rory Sabbatini,5.28,1546808,29304000
79,0,01226,Fred Couples,5.21,397406,7632000
80,0,21961,Charles Howell III,5.18,1482211,28638000
81,0,22792,Peter Hanson,5.16,479574,9285593
82,0,20104,Ken Duke,5.11,220777,4320000
83,0,25198,Francesco Molinari,5.05,568696,11265593
84,0,23800,Bryce Molder,5.04,1428438,28350000
85,0,26851,Marc Leishman,5.02,1488837,29669593
86,0,21209,Sergio Garcia,5.01,936845,18717593
87,0,24663,Y.E. Yang,4.97,1301726,26191593
88,0,27214,Kevin Streelman,4.94,1472349,29826000
89,0,27447,John Ellis,4.89,44000,900000
90,0,06515,Shaun Micheel,4.86,1025500,21114000
91,0,21753,Brian Davis,4.81,1640515,34110000
92,0,01797,Rocco Mediate,4.66,1138067,24444000
93,0,12652,Cameron Beckman,4.58,1158485,25272000
93,0,01706,Davis Love III,4.58,1214471,26523593
95,0,06567,Vijay Singh,4.55,1334262,29301593
96,0,06621,Joe Durant,4.53,788754,17424000
97,0,19846,Brian Gay,4.50,1521662,33845593
98,0,27072,Alvaro Quiros,4.45,549764,12345593
99,0,01313,Steve Elkington,4.41,955083,21672000
100,0,30946,Alex Prugh,4.39,1272606,29016000
101,0,25562,Andres Romero,4.28,979169,22878000
102,0,22913,John Rollins,4.27,1182735,27724000
103,0,08375,Paul Stankowski,4.26,666590,15642000
104,0,08725,Tom Gillis,4.25,1166146,27468000
105,0,20127,Chris Riley,4.22,1001581,23760000
106,0,26300,Matt Jones,4.21,1215743,28908000
107,0,27064,Jhonattan Vegas,4.20,26483,630000
108,0,06197,Michael Allen,4.18,726630,17370000
109,0,06643,Paul Goydos,4.07,1121250,27567593
110,0,01945,Kenny Perry,3.98,968810,24355593
111,0,25686,Jason Dufner,3.93,1121695,28553593
112,0,19958,Miguel Angel Jiménez,3.89,371249,9555593
113,0,27466,Spencer Levin,3.88,1199671,30924000
114,0,20645,John Senden,3.85,1274057,33053593
114,0,21528,Henrik Stenson,3.85,683070,17727593
116,0,09011,David Duval,3.79,919584,24237593
117,0,24511,Thongchai Jaidee,3.78,414185,10945593
117,0,23548,Bill Lunde,3.78,1075874,28458000
117,0,27506,Oliver Wilson,3.78,464471,12273593
120,0,02256,Tom Watson,3.73,149371,4005593
121,0,28087,Kris Blanks,3.69,1109178,30060000
122,0,22983,Bradley Dredge,3.68,47999,1305593
122,0,08075,Jerry Kelly,3.68,1136897,30879593
122,0,23481,Marcel Siem,3.68,47999,1305593
125,0,23353,J.J. Henry,3.66,1035688,28260000
126,0,20436,Garrett Willis,3.63,871762,23994000
127,0,29910,Blake Adams,3.61,963592,26694000
127,0,01677,Tom Lehman,3.61,356784,9873593
129,0,11123,Chris Couch,3.59,888146,24768000
129,0,27436,Graham DeLaet,3.59,954011,26568000
129,0,28620,Aron Price,3.59,713736,19890000
132,0,23673,Michael Connell,3.58,846459,23652000
133,0,06004,Stephen Ames,3.55,916527,25830000
134,0,21350,Ryuji Imada,3.54,1028868,29070000
135,0,27963,Chris Stroud,3.51,942082,26874000
136,0,20593,Greg Chalmers,3.41,989414,28998000
136,0,23322,Brett Wetterich,3.41,510672,14958000
138,0,08537,J.P. Hayes,3.35,862522,25758000
139,0,26679,Kevin Stadler,3.33,931720,28008000
140,0,27797,Derek Lamely,3.31,972961,29376000
140,0,10860,Justin Leonard,3.31,1026445,31033593
142,0,24361,Pat Perez,3.30,947587,28750000
143,0,27330,Josh Teater,3.28,1005322,30636000
144,0,25632,Jimmy Walker,3.26,937986,28800000
145,0,12510,Chad Campbell,3.24,971153,29998000
146,0,22371,Aaron Baddeley,3.21,879317,27396000
146,0,22348,Nick O'Hern,3.21,398633,12420000
148,0,20472,Alex Cejka,3.18,904253,28404000
149,0,30004,Ross McGowan,3.17,259722,8205593
149,0,25240,D.A. Points,3.17,975433,30807593
151,0,01941,Tom Pernice Jr.,3.15,662729,21015593
152,0,24083,Marcus Fraser,3.14,44000,1400000
153,0,06595,Kevin Sutherland,3.10,818681,26424000
154,0,26289,Boo Weekley,3.08,872729,28328000
155,0,30909,David Horsey,3.07,84450,2750000
156,0,25720,Chad Collins,3.06,815961,26658000
157,0,26287,Roland Thatcher,3.05,796157,26064000
158,0,29221,Webb Simpson,3.04,972961,31986000
159,0,22621,Ben Curtis,3.02,812136,26915593
159,0,06573,Brandt Jobe,3.02,35316,1170000
159,0,20669,James Kingston,3.02,42250,1400000
162,0,01948,Tim Petrovic,3.01,1028959,34155593
163,0,23349,Charles Warren,2.99,574615,19188000
164,0,01724,Jeff Maggert,2.92,801578,27432000
165,0,22400,Hennie Otto,2.91,40750,1400000
166,0,02214,Kirk Triplett,2.88,258872,9000000
166,0,21878,Mark Wilson,2.88,789681,27418000
168,0,24512,Simon Dyson,2.87,304320,10599593
169,0,26500,Alejandro Cañizares,2.86,55955,1953593
170,0,26951,Johnson Wagner,2.85,753802,26406000
171,0,32640,Troy Merritt,2.75,786976,28638000
172,0,23497,Tag Ridings,2.74,28594,1044000
173,0,30852,Ryo Ishikawa,2.70,336429,12475593
174,0,20498,Briny Baird,2.69,753577,28008000
175,0,22986,Søren Kjeldsen,2.68,246989,9199593
176,0,20070,Matt Bettencourt,2.66,855900,32130000
177,0,01320,Bob Estes,2.65,701158,26478000
177,0,28307,Matt Every,2.65,456847,17208000
179,0,01766,Billy Mayfair,2.63,642230,24408000
179,0,12714,Chris Tidland,2.63,588290,22410000
181,0,22056,Cameron Percy,2.62,620262,23661593
182,0,26881,Jarrod Lyle,2.59,422760,16308000
182,0,25734,Colm Moriarty,2.59,33791,1305593
184,0,07867,Woody Austin,2.56,727351,28440000
184,0,26420,Richard Johnson,2.56,678514,26487593
184,0,20596,Michael Jonzon,2.56,35875,1400000
187,0,24912,Will MacKenzie,2.55,557504,21888000
188,0,28486,Michael Putnam,2.50,23850,954000
189,0,25191,Gonzalo Fernandez-Castaño,2.46,99633,4055593
189,0,10423,Mike Weir,2.46,559092,22731593
191,0,27120,Troy Matteson,2.45,736059,30078000
192,0,25818,Scott Piercy,2.42,676431,27972000
193,0,10733,Kent Jones,2.41,188746,7830000
194,0,27060,John Mallinger,2.39,684686,28638000
195,0,20686,Jeev Milkha Singh,2.36,420245,17780000
196,0,20213,Katsumasa Miyamoto,2.35,63500,2705593
197,0,23718,Nathan Green,2.32,636179,27382000
198,0,24490,George McNeill,2.31,664854,28809593
199,0,01577,Lee Janzen,2.29,603195,26334000
200,0,10585,Scott McCarron,2.25,642542,28512000
200,0,27349,Alex Noren,2.25,92250,4105593
202,0,21633,Steve Allan,2.22,42000,1890000
203,0,19824,Craig Barlow,2.18,184621,8478000
203,0,32366,Kevin Chappell,2.18,44000,2016000
205,0,32495,Rob Grube,2.17,19890,918000
205,0,33399,Adam Hadwin,2.17,19890,918000
205,0,27768,Brock Mackenzie,2.17,19890,918000
208,0,25190,Jeff Quinney,2.15,605865,28134000
209,0,27933,John Merrick,2.13,658815,30996000
210,0,24957,Simon Khan,2.11,114021,5405593
211,0,21949,Joe Ogilvie,2.10,641796,30528000
212,0,22378,Trevor Immelman,2.06,422171,20475593
212,0,26695,Michael Letzig,2.06,563728,27414000
212,0,31560,Brian Stuard,2.06,536497,26082000
215,0,20433,Mark Hensby,2.05,228384,11124000
216,0,27324,Seungsu Han,2.00,10812,540000
216,0,19985,Santiago Luna,2.00,12960,648000
218,0,26525,Grégory Bourdy,1.98,54475,2750000
219,0,28780,Nicholas Thompson,1.92,546475,28512000
220,0,23409,James Driscoll,1.91,500624,26172000
220,0,20859,Anders Hansen,1.91,151000,7885593
222,0,26908,Yuta Ikeda,1.90,263713,13893593
223,0,01619,Skip Kendall,1.87,304439,16308000
224,0,10425,Jay Williamson,1.82,404497,22194000
225,0,26301,James Nitties,1.81,525033,28962000
226,0,23624,Soren Hansen,1.79,170750,9555593
227,0,06251,Chris DiMarco,1.78,409205,22932000
228,0,07457,Steve Flesch,1.77,440374,24912000
229,0,23540,Jason Allred,1.73,23385,1350000
229,0,26499,Rafa Cabrera Bello,1.73,23385,1350000
229,0,31557,Jim Herman,1.73,23385,1350000
229,0,07749,Brett Quigley,1.73,497296,28746000
233,0,12782,Tim Herron,1.71,391502,22950000
234,0,20574,Mathew Goggin,1.69,483537,28539593
235,0,19825,Darren Clarke,1.63,43275,2655593
236,0,27896,Ross Fisher,1.62,217796,13407593
236,0,27302,Garth Mulroy,1.62,287117,17730000
236,0,25892,Steve Wheatcroft,1.62,408595,25272000
239,0,33464,Danny Wax,1.61,14450,900000
240,0,20378,Mathias Grönberg,1.60,322130,20106000
241,0,10505,Shane Bertsch,1.55,57107,3690000
241,0,23307,Roger Tambellini,1.55,370735,23904000
243,0,01116,Michael Bradley,1.53,360844,23638000
244,0,33419,Cameron Tringale,1.52,302618,19872000
245,0,01388,Robert Gamez,1.51,101700,6714000
246,0,28860,Daniel Barbetti,1.50,9481,630000
246,0,23465,Peter Gustafsson,1.50,9481,630000
246,0,30110,Kyle Stanley,1.50,43090,2880000
249,0,32416,Benjamin Fox,1.48,33540,2268000
250,0,23699,Danny Chia,1.46,19046,1305593
250,0,23984,Zane Scotland,1.46,19046,1305593
252,0,28258,K.T. Kim,1.43,38102,2655593
253,0,32698,Bobby Gates,1.42,34722,2448000
254,0,11032,Frank Lickliter II,1.40,74720,5346000
254,0,25842,Jon Mills,1.40,12818,918000
256,0,34478,Jerry Richardson Jr.,1.39,12724,918000
256,0,26498,Matt Weibring,1.39,128328,9234000
258,0,02076,Peter Senior,1.38,18047,1305593
259,0,29289,S.Y. Noh,1.36,81422,6003593
260,0,12705,Cliff Kresge,1.34,199584,14868000
261,0,12823,Carlos Franco,1.33,123231,9234000
262,0,28500,Martin Flores,1.31,318673,24372000
262,0,12682,Hirofumi Miyase,1.31,17126,1305593
262,0,20935,Toru Taniguchi,1.31,34719,2655593
262,0,27821,Steven Tiley,1.31,17126,1305593
266,0,06034,Marco Dawson,1.30,108160,8352000
266,0,29223,Sam Saunders,1.30,95226,7344000
268,0,19905,Andrew Coltart,1.28,16742,1305593
269,0,33204,Shane Lowry,1.27,33791,2655593
270,0,24503,Jeff Klauk,1.26,173676,13824000
271,0,24461,Thomas Aiken,1.25,16358,1305593
272,0,08931,Glen Day,1.24,147776,11871593
273,0,30924,Rhys Davies,1.23,66511,5405593
274,0,24786,Jeff Burns,1.21,13237,1098000
274,0,24494,Erik Compton,1.21,77245,6408000
276,0,20367,Fredrik Andersson Hed,1.20,31842,2655593
277,0,23614,Rich Beem,1.19,128877,10836000
277,0,29222,Billy Hurley III,1.19,8560,720000
277,0,25457,Alexandre Rocha,1.19,12040,1008000
280,0,06214,Guy Boros,1.18,54832,4644000
280,0,21660,Jason Schultz,1.18,13845,1170000
280,0,31323,Gary Woodland,1.18,95815,8136000
283,0,20572,Rod Pampling,1.16,299263,25740000
284,0,29461,Jamie Lovemark,1.14,45400,3996000
284,0,08385,Omar Uresti,1.14,283455,24822000
284,0,25349,Tim Wilkinson,1.14,160705,14076000
287,0,20850,Daniel Chopra,1.13,311405,27594000
288,0,21805,Harrison Frazar,1.11,201280,18054000
288,0,26497,Casey Wittenberg,1.11,11200,1008000
290,0,01381,Fred Funk,1.09,77802,7110000
290,0,10217,Warren Schutte,1.09,8471,774000
292,0,33168,Michael O'Neal,1.07,18424,1728000
293,0,25431,Rob Labritz,1.05,14150,1350000
293,0,21959,Ted Purdy,1.05,307677,29250000
295,0,07707,Mike Small,1.04,69665,6678000
296,0,01042,Paul Azinger,1.03,9486,918000
297,0,10213,Dicky Pride,1.02,40120,3924000
297,0,33788,Blake Trimble,1.02,9752,954000
299,0,29425,Andrew Svoboda,1.01,10556,1044000
300,0,20567,Kevin Hayashi,1.00,9900,990000
301,0,33120,Mark Anderson,.99,10203,1026000
301,0,20691,Greg Owen,.99,268835,27234000
