RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
1,0,46550,Brandon Hagy,10.0
1,0,29484,Peter Uihlein,10.0
3,0,30925,Dustin Johnson,9.7
3,0,29461,Jamie Lovemark,9.7
5,0,28089,Jason Day,9.6
5,0,27141,J.B. Holmes,9.6
5,0,35300,Andrew Loupe,9.6
5,0,36699,Patrick Rodgers,9.6
5,0,25804,Bubba Watson,9.6
10,0,30944,Jason Kokrak,9.4
10,0,36836,Cory Whitsett,9.4
12,0,29725,Tony Finau,9.3
12,0,24980,Scott Gutschewski,9.3
14,0,24502,Adam Scott,9.2
15,0,32334,Charlie Beljan,9.1
15,0,21961,Charles Howell III,9.1
15,0,46440,Smylie Kaufman,9.1
15,0,33448,Justin Thomas,9.1
15,0,36685,Cameron Wilson,9.1
15,0,46932,Gunn Yang,9.1
21,0,36689,Brooks Koepka,9.0
21,0,46970,Jon Rahm,9.0
23,0,47128,Richy Werenski,8.9
24,0,40026,Daniel Berger,8.8
24,0,24358,Robert Garrigus,8.8
24,0,28237,Rory McIlroy,8.8
27,0,33948,Byeong Hun An,8.7
27,0,01249,John Daly,8.7
27,0,47959,Bryson DeChambeau,8.7
30,0,25274,Steven Bowditch,8.6
30,0,33141,Keegan Bradley,8.6
30,0,32757,Patton Kizzire,8.6
30,0,34579,Alexander Levy,8.6
34,0,34314,Sebastian Cappelen,8.5
34,0,23320,Ryan Palmer,8.5
34,0,22405,Justin Rose,8.5
34,0,29518,Brendan Steele,8.5
38,0,27064,Jhonattan Vegas,8.4
38,0,34265,Will Wilcox,8.4
40,0,12716,Charley Hoffman,8.3
40,0,27120,Troy Matteson,8.3
40,0,33667,Carlos Ortiz,8.3
43,0,28500,Martin Flores,8.2
43,0,26331,Charl Schwartzel,8.2
43,0,46441,Robby Shelton,8.2
46,0,28339,Victor Dubuisson,8.1
46,0,20376,Stephen Gallacher,8.1
46,0,21209,Sergio Garcia,8.1
46,0,25900,Lucas Glover,8.1
46,0,27936,Martin Laird,8.1
46,0,25818,Scott Piercy,8.1
46,0,31323,Gary Woodland,8.1
53,0,37273,Derek Ernst,8.0
53,0,34098,Russell Henley,8.0
53,0,30692,Scott Stallings,8.0
56,0,35260,Kelvin Day,7.9
56,0,34099,Harris English,7.9
56,0,39977,Max Homa,7.9
56,0,39537,Chris Naegel,7.9
56,0,33418,Shawn Stefani,7.9
56,0,25632,Jimmy Walker,7.9
62,0,29974,Branden Grace,7.8
62,0,33461,Morgan Hoffmann,7.8
62,0,06573,Brandt Jobe,7.8
62,0,01810,Phil Mickelson,7.8
62,0,32876,Martin Piller,7.8
62,0,30110,Kyle Stanley,7.8
