RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,27649,Brandt Snedeker,15' 9",298.833,19,+1
2,0,19803,Ryan Armour,15' 11",111.167,7,+2
3,0,27349,Alex Noren,16' 10",369.917,22,-1
4,0,32816,Satoshi Kodaira,17' 8",177.000,10,E
5,0,50525,Collin Morikawa,17' 10",196.167,11,-1
6,0,34098,Russell Henley,17' 11",358.583,20,E
6,0,35891,Cameron Smith,17' 11",375.833,21,+4
8,0,29289,S.Y. Noh,18' 9",468.333,25,+2
9,0,33122,Russell Knox,19' 7",352.417,18,+2
10,0,24502,Adam Scott,20' 0",520.250,26,-5
11,0,20229,Stewart Cink,20' 3",730.417,36,+1
12,0,27770,Camilo Villegas,20' 4",346.083,17,+1
13,0,23621,Rory Sabbatini,20' 6",470.667,23,+5
14,0,24980,Scott Gutschewski,20' 7",473.250,23,-4
14,0,40006,Erik van Rooyen,20' 7",185.000,9,+2
16,0,48084,Wesley Bryan,20' 8",310.333,15,+7
17,0,28252,Seamus Power,20' 9",477.250,23,-5
18,0,45540,Jared Wolfe,20' 11",250.750,12,-5
19,0,23325,Vaughn Taylor,21' 1",273.750,13,+2
20,0,33448,Justin Thomas,21' 2",613.667,29,+1
21,0,45522,Christiaan Bezuidenhout,21' 3",425.750,20,+3
21,0,46601,Trey Mullinax,21' 3",1018.000,48,+5
23,0,30163,Henrik Norlander,21' 4",512.167,24,-3
24,0,52375,Doug Ghim,21' 5",471.583,22,-3
25,0,39997,Corey Conners,21' 8",433.750,20,-1
26,0,39436,Joshua Creel,21' 10",414.250,19,+6
26,0,23983,Luke Donald,21' 10",523.667,24,+1
28,0,32366,Kevin Chappell,22' 0",659.083,30,-3
29,0,34076,Joel Dahmen,22' 1",640.583,29,+2
30,0,46435,Austin Cook,22' 4",514.333,23,+4
30,0,36801,Mark Hubbard,22' 4",380.083,17,-4
