RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,23552,Hank Kuehne,41.25,66,160,+4.00
2,0,23063,Scott Hend,37.32,53,142,+4.02
3,0,25900,Lucas Glover,36.90,62,168,+3.92
4,0,01249,John Daly,36.29,45,124,+4.07
5,0,23497,Tag Ridings,36.26,66,182,+3.80
6,0,23409,James Driscoll,36.23,50,138,+3.84
7,0,21805,Harrison Frazar,36.14,73,202,+3.75
8,0,02106,Chris Smith,36.02,67,186,+3.57
9,0,01706,Davis Love III,35.71,45,126,+3.76
10,0,08793,Tiger Woods,35.34,41,116,+3.93
11,0,24980,Scott Gutschewski,35.26,55,156,+3.93
12,0,06599,John Elliott,34.82,39,112,+3.79
13,0,24140,Sean O'Hair,34.07,62,182,+3.89
14,0,21633,Steve Allan,34.04,64,188,+3.45
15,0,23540,Jason Allred,33.80,48,142,+3.98
16,0,24912,Will MacKenzie,33.56,49,146,+3.59
17,0,06567,Vijay Singh,33.33,62,186,+3.66
18,0,06573,Brandt Jobe,32.95,58,176,+3.78
19,0,23349,Charles Warren,32.76,57,174,+3.82
20,0,23322,Brett Wetterich,32.43,48,148,+3.60
21,0,20663,Brenden Pappas,32.35,33,102,+3.85
22,0,10885,Robert Allenby,32.28,51,158,+3.57
23,0,26679,Kevin Stadler,32.07,59,184,+3.73
24,0,21209,Sergio Garcia,31.48,34,108,+3.59
25,0,01361,Dan Forsman,31.00,31,100,+3.71
26,0,01927,Dennis Paulson,30.16,38,126,+3.84
27,0,23725,Brendan Jones,29.75,47,158,+3.60
28,0,22046,Geoff Ogilvy,29.63,48,162,+3.85
29,0,20850,Daniel Chopra,29.41,60,204,+3.75
29,0,12823,Carlos Franco,29.41,40,136,+3.48
31,0,21407,Arjun Atwal,29.37,37,126,+4.08
32,0,23788,D.J. Trahan,29.22,45,154,+3.53
33,0,20098,Stuart Appleby,28.79,38,132,+3.84
33,0,24925,Jonathan Byrd,28.79,57,198,+3.44
35,0,20378,Mathias Grönberg,28.45,33,116,+3.09
36,0,23320,Ryan Palmer,28.09,50,178,+3.82
37,0,26758,David Hearn,28.03,37,132,+3.35
38,0,20157,Retief Goosen,27.78,25,90,+4.12
39,0,27095,Nick Watney,27.53,49,178,+3.73
40,0,06332,Neal Lancaster,27.37,52,190,+3.58
41,0,01945,Kenny Perry,27.34,35,128,+3.09
42,0,24290,D.J. Brigman,27.21,37,136,+3.30
43,0,23541,Ben Crane,27.14,38,140,+3.76
43,0,20502,Michael Long,27.14,38,140,+3.97
45,0,12660,Jesper Parnevik,26.97,41,152,+3.73
46,0,01226,Fred Couples,26.92,28,104,+3.54
46,0,20433,Mark Hensby,26.92,28,104,+3.50
48,0,22405,Justin Rose,26.84,51,190,+3.55
49,0,06197,Michael Allen,26.79,45,168,+3.84
50,0,21951,Joey Snyder III,26.53,52,196,+3.75
51,0,23353,J.J. Henry,26.04,50,192,+3.40
52,0,24502,Adam Scott,25.96,27,104,+3.81
53,0,24781,Hunter Mahan,25.76,51,198,+3.94
54,0,20094,Jonathan Kaye,25.74,35,136,+3.37
55,0,20572,Rod Pampling,25.69,37,144,+3.70
56,0,21350,Ryuji Imada,25.68,38,148,+3.76
57,0,21961,Charles Howell III,25.64,40,156,+3.50
58,0,06034,Marco Dawson,25.61,42,164,+3.62
59,0,07223,Brian Bateman,25.53,48,188,+3.77
60,0,21959,Ted Purdy,25.46,55,216,+3.29
61,0,19824,Craig Barlow,25.34,37,146,+3.27
62,0,01810,Phil Mickelson,25.00,29,116,+3.45
62,0,25240,D.A. Points,25.00,45,180,+3.49
64,0,22913,John Rollins,24.72,44,178,+3.43
65,0,23623,Bo Van Pelt,24.51,50,204,+3.26
66,0,01553,John Huston,24.42,42,172,+3.52
67,0,12510,Chad Campbell,24.36,38,156,+3.55
68,0,01707,Steve Lowery,23.94,45,188,+3.76
69,0,07749,Brett Quigley,23.89,43,180,+3.77
70,0,10117,Bob Heintz,23.88,32,134,+3.63
70,0,02206,David Toms,23.88,32,134,+3.63
72,0,20766,Padraig Harrington,23.81,20,84,+3.45
73,0,20691,Greg Owen,23.68,36,152,+3.50
74,0,10585,Scott McCarron,23.53,32,136,+3.44
75,0,24604,Hunter Haas,23.42,37,158,+3.59
76,0,11032,Frank Lickliter II,23.37,43,184,+3.40
77,0,01685,J.L. Lewis,23.33,42,180,+3.76
78,0,25345,Carl Pettersson,22.82,47,206,+3.68
79,0,20645,John Senden,22.73,45,198,+3.40
80,0,06527,Steve Stricker,22.58,28,124,+3.79
81,0,24024,Zach Johnson,22.35,38,170,+3.55
82,0,06373,José María Olazábal,22.09,19,86,+3.68
83,0,23621,Rory Sabbatini,21.97,29,132,+3.59
84,0,26287,Roland Thatcher,21.92,32,146,+2.66
85,0,12662,Thomas Levet,21.79,17,78,+2.88
86,0,08123,Jeff Brehaut,21.64,29,134,+3.69
87,0,01666,Bernhard Langer,21.57,22,102,+3.36
88,0,06004,Stephen Ames,21.54,28,130,+3.32
89,0,06621,Joe Durant,21.33,32,150,+2.81
90,0,10962,Bradley Hughes,21.15,22,104,+3.05
91,0,24227,Justin Bolli,20.63,26,126,+3.96
92,0,20634,Peter Lonard,20.14,29,144,+3.97
93,0,01161,Mark Calcavecchia,20.12,33,164,+3.33
94,0,10733,Kent Jones,20.10,39,194,+3.64
95,0,12782,Tim Herron,20.00,34,170,+3.18
95,0,01677,Tom Lehman,20.00,22,110,+3.23
97,0,01723,Andrew Magee,19.87,31,156,+3.23
98,0,07867,Woody Austin,19.79,38,192,+3.45
98,0,21498,Hideto Tanihara,19.79,19,96,+3.74
100,0,01035,Tommy Armour III,19.70,39,198,+3.31
101,0,01473,Todd Hamilton,19.62,31,158,+3.45
102,0,24507,Jason Bohn,19.54,34,174,+3.79
103,0,01042,Paul Azinger,19.53,25,128,+3.80
104,0,22371,Aaron Baddeley,19.51,32,164,+3.50
105,0,20396,Lee Westwood,19.44,14,72,+2.93
106,0,01766,Billy Mayfair,18.98,41,216,+3.29
107,0,10860,Justin Leonard,18.85,23,122,+3.30
108,0,22548,Patrick Sheehan,18.40,39,212,+3.51
109,0,06515,Shaun Micheel,18.31,26,142,+2.88
110,0,06595,Kevin Sutherland,18.07,30,166,+2.83
111,0,01941,Tom Pernice Jr.,18.04,35,194,+3.77
112,0,01418,Bill Glasson,17.71,17,96,+3.35
113,0,20160,Charlie Wi,17.69,23,130,+3.52
114,0,24361,Pat Perez,17.28,28,162,+3.29
115,0,22295,Darron Stiles,17.11,26,152,+3.15
116,0,12680,Shigeki Maruyama,17.05,30,176,+3.03
117,0,01313,Steve Elkington,16.95,20,118,+3.40
118,0,02101,Joey Sindelar,16.83,35,208,+2.89
119,0,20498,Briny Baird,16.67,32,192,+3.09
119,0,01320,Bob Estes,16.67,28,168,+3.32
121,0,20229,Stewart Cink,16.45,25,152,+3.80
122,0,01724,Jeff Maggert,16.41,21,128,+3.24
123,0,01599,Steve Jones,16.00,16,100,+3.25
124,0,08931,Glen Day,15.38,24,156,+3.08
124,0,02246,Duffy Waldorf,15.38,24,156,+2.75
126,0,08725,Tom Gillis,15.33,23,150,+2.87
127,0,23036,Chris Anderson,15.32,19,124,+3.05
128,0,08537,J.P. Hayes,15.25,18,118,+3.67
129,0,12652,Cameron Beckman,15.22,28,184,+3.04
130,0,10809,Jim Furyk,15.19,24,158,+3.00
131,0,10425,Jay Williamson,15.09,16,106,+2.94
132,0,06575,Dudley Hart,15.00,24,160,+3.21
133,0,20472,Alex Cejka,14.94,23,154,+3.00
134,0,24357,K.J. Choi,14.91,17,114,+2.94
135,0,23135,Tim Clark,14.79,21,142,+3.62
136,0,21949,Joe Ogilvie,14.71,25,170,+3.64
137,0,12454,Mario Tiziani,14.62,19,130,+3.26
138,0,01948,Tim Petrovic,14.61,26,178,+2.69
139,0,20628,Arron Oberholser,14.55,16,110,+2.88
140,0,12602,Dean Wilson,14.53,25,172,+3.40
141,0,01797,Rocco Mediate,14.49,20,138,+2.50
142,0,02223,Bob Tway,14.38,21,146,+3.43
143,0,22293,Heath Slocum,14.21,27,190,+3.41
144,0,01577,Lee Janzen,14.18,19,134,+2.79
145,0,08993,Franklin Langham,14.12,24,170,+3.13
146,0,12826,Paul Claxton,14.00,21,150,+2.81
147,0,23614,Rich Beem,13.89,15,108,+2.80
148,0,24138,Ian Poulter,13.75,11,80,+3.27
149,0,08545,Glen Hnatiuk,13.64,15,110,+2.87
150,0,01024,Billy Andrade,13.58,22,162,+3.09
151,0,21878,Mark Wilson,13.57,19,140,+3.00
152,0,26420,Richard Johnson,13.54,13,96,+2.85
153,0,20121,Todd Fischer,13.40,26,194,+3.50
154,0,19881,Robert Damron,12.92,23,178,+2.87
155,0,23325,Vaughn Taylor,12.63,24,190,+2.58
156,0,20382,Stephen Leaney,12.50,21,168,+2.48
156,0,25396,Kevin Na,12.50,21,168,+2.76
156,0,10423,Mike Weir,12.50,13,104,+3.08
