RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,23063,Scott Hend,30.29,272,898,-0.180
2,0,08793,Tiger Woods,27.39,212,774,-0.302
3,0,01249,John Daly,27.04,212,784,-0.184
4,0,23322,Brett Wetterich,24.52,230,938,-0.278
5,0,24980,Scott Gutschewski,19.58,195,996,-0.354
6,0,20663,Brenden Pappas,19.10,131,686,-0.382
7,0,23552,Hank Kuehne,19.02,197,1036,-0.228
8,0,23540,Jason Allred,16.06,141,878,-0.078
9,0,25900,Lucas Glover,14.65,160,1092,-0.263
10,0,20098,Stuart Appleby,14.51,128,882,-0.227
11,0,01706,Davis Love III,14.47,113,781,-0.142
12,0,24502,Adam Scott,14.29,104,728,-0.298
13,0,23725,Brendan Jones,14.23,144,1012,-0.299
14,0,06567,Vijay Singh,13.97,171,1224,-0.363
15,0,21209,Sergio Garcia,13.93,102,732,-0.333
16,0,01945,Kenny Perry,13.41,112,835,-0.286
17,0,01226,Fred Couples,13.27,80,603,-0.238
18,0,23497,Tag Ridings,13.26,154,1161,-0.377
19,0,20378,Mathias Grönberg,13.21,103,780,-0.340
20,0,20572,Rod Pampling,12.36,120,971,-0.333
21,0,06599,John Elliott,12.32,88,714,-0.205
22,0,01810,Phil Mickelson,12.18,85,698,-0.424
23,0,06573,Brandt Jobe,12.10,137,1132,-0.307
24,0,26679,Kevin Stadler,11.87,136,1146,-0.404
25,0,23621,Rory Sabbatini,11.69,98,838,-0.235
26,0,20157,Retief Goosen,11.63,70,602,-0.129
27,0,02106,Chris Smith,11.57,137,1184,-0.350
28,0,23320,Ryan Palmer,11.02,124,1125,-0.218
29,0,21805,Harrison Frazar,10.86,141,1298,-0.270
30,0,24925,Jonathan Byrd,10.80,141,1306,-0.277
31,0,24140,Sean O'Hair,10.67,127,1190,-0.220
32,0,20396,Lee Westwood,10.61,49,462,-0.204
33,0,23349,Charles Warren,10.47,117,1117,-0.231
34,0,20433,Mark Hensby,10.37,72,694,-0.181
35,0,24912,Will MacKenzie,10.34,98,948,-0.296
36,0,01927,Dennis Paulson,10.23,80,782,-0.163
37,0,20850,Daniel Chopra,10.21,131,1283,-0.267
38,0,20502,Michael Long,9.98,89,892,-0.303
39,0,20094,Jonathan Kaye,9.57,86,899,-0.221
40,0,27095,Nick Watney,9.48,105,1108,-0.429
41,0,23788,D.J. Trahan,9.37,92,982,-0.435
42,0,26758,David Hearn,8.94,76,850,-0.263
43,0,23353,J.J. Henry,8.92,107,1200,-0.280
44,0,22046,Geoff Ogilvy,8.59,89,1036,-0.393
45,0,10885,Robert Allenby,8.42,85,1009,-0.341
46,0,23325,Vaughn Taylor,8.33,104,1248,-0.308
47,0,10117,Bob Heintz,8.31,72,866,-0.292
48,0,01473,Todd Hamilton,8.25,86,1042,-0.302
49,0,21407,Arjun Atwal,8.24,70,850,-0.400
50,0,12823,Carlos Franco,8.23,77,936,-0.299
51,0,12660,Jesper Parnevik,8.01,75,936,-0.160
52,0,26287,Roland Thatcher,8.00,75,938,-0.280
53,0,21633,Steve Allan,7.99,98,1227,-0.214
54,0,21961,Charles Howell III,7.97,80,1004,-0.363
55,0,25345,Carl Pettersson,7.94,103,1297,-0.262
56,0,22913,John Rollins,7.92,91,1149,-0.341
57,0,24507,Jason Bohn,7.88,89,1130,-0.281
58,0,12510,Chad Campbell,7.81,82,1050,-0.256
59,0,21959,Ted Purdy,7.74,108,1396,-0.296
60,0,24290,D.J. Brigman,7.71,66,856,-0.348
61,0,24024,Zach Johnson,7.65,89,1164,-0.202
62,0,21951,Joey Snyder III,7.30,93,1274,-0.323
63,0,12782,Tim Herron,7.28,78,1072,-0.115
64,0,07867,Woody Austin,7.13,90,1262,-0.422
65,0,20645,John Senden,7.08,89,1257,-0.483
66,0,07749,Brett Quigley,7.07,83,1174,-0.313
67,0,23409,James Driscoll,6.93,60,866,-0.183
68,0,20766,Padraig Harrington,6.74,38,564,-0.316
69,0,01723,Andrew Magee,6.64,65,979,-0.246
70,0,10962,Bradley Hughes,6.60,45,682,-0.289
71,0,23614,Rich Beem,6.43,43,669,-0.209
71,0,02206,David Toms,6.43,57,886,-0.368
73,0,10423,Mike Weir,6.37,42,659,-0.262
74,0,22548,Patrick Sheehan,6.35,85,1339,-0.271
75,0,06004,Stephen Ames,6.34,54,852,-0.204
75,0,23623,Bo Van Pelt,6.34,82,1293,-0.329
77,0,23541,Ben Crane,6.33,57,900,-0.404
78,0,06332,Neal Lancaster,6.30,75,1190,-0.280
79,0,24781,Hunter Mahan,6.26,81,1294,-0.358
80,0,12645,Brent Geiberger,6.22,45,724,-0.200
81,0,01685,J.L. Lewis,6.21,70,1128,-0.229
82,0,19824,Craig Barlow,6.14,54,880,-0.333
83,0,21731,Freddie Jacobson,6.09,47,772,-0.362
84,0,01142,Bart Bryant,6.02,64,1063,-0.234
85,0,06515,Shaun Micheel,6.00,53,884,-0.358
86,0,24361,Pat Perez,5.97,61,1022,-0.279
87,0,21949,Joe Ogilvie,5.96,65,1090,-0.323
88,0,20229,Stewart Cink,5.95,59,992,-0.169
89,0,07457,Steve Flesch,5.89,52,883,-0.212
90,0,06034,Marco Dawson,5.79,63,1088,-0.413
91,0,21350,Ryuji Imada,5.72,53,926,-0.321
92,0,01797,Rocco Mediate,5.64,51,905,-0.235
93,0,01553,John Huston,5.63,62,1101,-0.339
94,0,02101,Joey Sindelar,5.62,77,1370,-0.312
95,0,24227,Justin Bolli,5.60,46,822,-0.239
96,0,12680,Shigeki Maruyama,5.56,66,1186,-0.364
97,0,06197,Michael Allen,5.49,59,1075,-0.322
98,0,10585,Scott McCarron,5.47,46,841,-0.261
99,0,01361,Dan Forsman,5.38,35,650,-0.343
100,0,01035,Tommy Armour III,5.36,68,1268,-0.515
101,0,11032,Frank Lickliter II,5.27,63,1196,-0.238
102,0,01948,Tim Petrovic,5.24,58,1106,-0.328
103,0,01707,Steve Lowery,5.15,62,1203,-0.339
104,0,20634,Peter Lonard,5.12,47,918,-0.234
105,0,21498,Hideto Tanihara,5.11,32,626,-0.094
106,0,06373,José María Olazábal,5.05,29,574,-0.379
107,0,20498,Briny Baird,4.93,61,1238,-0.311
107,0,06595,Kevin Sutherland,4.93,51,1034,-0.353
109,0,07223,Brian Bateman,4.90,58,1184,-0.328
110,0,22405,Justin Rose,4.88,60,1230,-0.283
111,0,10912,Craig Perks,4.79,39,814,-0.179
112,0,01666,Bernhard Langer,4.78,30,627,-0.367
113,0,22371,Aaron Baddeley,4.76,50,1050,-0.520
114,0,20691,Greg Owen,4.69,46,980,-0.370
115,0,20160,Charlie Wi,4.63,39,842,-0.410
116,0,12662,Thomas Levet,4.57,23,503,-0.217
117,0,24604,Hunter Haas,4.46,45,1010,-0.333
118,0,08123,Jeff Brehaut,4.45,39,876,-0.256
119,0,23135,Tim Clark,4.35,39,896,-0.256
120,0,25240,D.A. Points,4.27,49,1147,-0.224
121,0,01941,Tom Pernice Jr.,4.23,52,1229,-0.346
122,0,10860,Justin Leonard,4.09,31,758,-0.290
123,0,01418,Bill Glasson,4.07,25,614,-0.320
124,0,01161,Mark Calcavecchia,4.06,43,1060,-0.163
125,0,08931,Glen Day,4.01,41,1022,-0.293
126,0,06621,Joe Durant,3.99,38,952,-0.342
127,0,24357,K.J. Choi,3.97,30,755,-0.200
128,0,01724,Jeff Maggert,3.95,33,836,-0.485
129,0,22295,Darron Stiles,3.93,38,968,-0.263
129,0,12454,Mario Tiziani,3.93,33,840,-0.333
131,0,20472,Alex Cejka,3.75,36,961,-0.306
132,0,10201,Matt Gogel,3.73,35,939,-0.257
133,0,01042,Paul Azinger,3.69,30,813,-0.367
134,0,08725,Tom Gillis,3.68,35,950,-0.400
135,0,12652,Cameron Beckman,3.67,43,1171,-0.326
136,0,20474,Phillip Price,3.64,32,880,-0.094
137,0,26420,Richard Johnson,3.59,23,640,-0.391
138,0,23983,Luke Donald,3.57,20,560,-0.300
139,0,20628,Arron Oberholser,3.52,25,710,-0.440
139,0,06527,Steve Stricker,3.52,29,824,-0.379
141,0,01677,Tom Lehman,3.45,24,696,E
142,0,25847,Rob Rashell,3.43,26,757,-0.231
143,0,01313,Steve Elkington,3.41,26,762,-0.154
144,0,01577,Lee Janzen,3.40,28,823,-0.286
144,0,01766,Billy Mayfair,3.40,48,1412,-0.583
146,0,22621,Ben Curtis,3.21,22,686,-0.227
147,0,24138,Ian Poulter,3.19,16,502,-0.188
148,0,12602,Dean Wilson,3.18,35,1102,-0.143
149,0,06575,Dudley Hart,3.17,32,1010,-0.188
150,0,28088,Matt Davidson,3.16,22,696,-0.318
150,0,02223,Bob Tway,3.16,29,919,-0.552
152,0,01024,Billy Andrade,3.14,32,1020,-0.281
153,0,02246,Duffy Waldorf,3.13,31,990,-0.355
154,0,08537,J.P. Hayes,3.12,23,738,-0.435
154,0,01599,Steve Jones,3.12,20,641,-0.300
156,0,20812,Tjaart van der Walt,3.06,23,752,-0.130
157,0,01388,Robert Gamez,3.05,34,1114,-0.353
158,0,22293,Heath Slocum,3.03,38,1255,-0.263
159,0,21878,Mark Wilson,2.95,26,880,-0.115
160,0,10425,Jay Williamson,2.94,19,646,-0.421
161,0,06251,Chris DiMarco,2.91,24,824,-0.208
161,0,20127,Chris Riley,2.91,17,585,E
163,0,25396,Kevin Na,2.90,32,1103,-0.313
164,0,20548,Hidemichi Tanaka,2.74,36,1312,-0.250
165,0,10733,Kent Jones,2.70,33,1224,-0.091
166,0,01619,Skip Kendall,2.66,26,977,-0.423
167,0,02239,Scott Verplank,2.61,24,918,-0.083
168,0,23108,Matt Kuchar,2.60,20,770,-0.200
168,0,02214,Kirk Triplett,2.60,16,615,-0.500
170,0,01457,Jay Haas,2.57,14,544,-0.214
171,0,01320,Bob Estes,2.36,26,1102,-0.500
172,0,10809,Jim Furyk,2.31,23,996,-0.565
173,0,19972,José Coceres,2.30,17,740,-0.529
174,0,08075,Jerry Kelly,2.28,24,1054,-0.083
175,0,01761,Len Mattiace,2.17,23,1058,-0.348
176,0,01139,Olin Browne,2.16,25,1156,-0.160
177,0,01175,Jim Carter,2.11,16,757,-0.250
178,0,23036,Chris Anderson,1.98,16,810,-0.625
178,0,08993,Franklin Langham,1.98,21,1063,-0.476
180,0,21806,Paul Gow,1.91,18,940,-0.444
181,0,20099,Doug Barron,1.89,17,898,-0.588
182,0,21753,Brian Davis,1.82,16,880,-0.188
183,0,19881,Robert Damron,1.81,20,1103,-0.300
184,0,01157,Tom Byrum,1.79,19,1060,-0.421
185,0,01127,Danny Briggs,1.76,15,854,-0.200
186,0,01823,Larry Mize,1.71,11,642,E
186,0,02104,Jeff Sluman,1.71,20,1172,-0.350
188,0,01887,Mark O'Meara,1.68,12,715,+0.083
189,0,08385,Omar Uresti,1.66,17,1024,-0.412
190,0,20382,Stephen Leaney,1.63,17,1045,-0.765
191,0,12826,Paul Claxton,1.52,14,921,-0.071
192,0,19846,Brian Gay,1.48,19,1285,-0.211
193,0,08545,Glen Hnatiuk,1.43,10,699,-0.100
194,0,01381,Fred Funk,1.40,16,1142,-0.125
195,0,20121,Todd Fischer,1.23,15,1216,-0.467
196,0,01329,Brad Faxon,1.13,9,796,-0.556
196,0,01487,Jeff Hart,1.13,9,798,+0.333
198,0,01132,Mark Brooks,.93,8,864,-0.625
199,0,20623,Gavin Coles,.90,8,886,-0.125
200,0,01219,John Cook,.62,5,811,-0.400
201,0,01928,Corey Pavin,.47,4,851,-0.500
202,0,02010,Loren Roberts,.45,3,670,-0.333
