RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
151,0,08537,J.P. Hayes,14.50,107,738,-0.196
152,0,10201,Matt Gogel,14.48,136,939,-0.140
153,0,22621,Ben Curtis,14.43,99,686,-0.141
154,0,01577,Lee Janzen,14.34,118,823,-0.178
155,0,08075,Jerry Kelly,14.23,150,1054,-0.153
156,0,28088,Matt Davidson,14.08,98,696,-0.235
157,0,25847,Rob Rashell,13.87,105,757,-0.143
158,0,10809,Jim Furyk,13.86,138,996,-0.268
159,0,01024,Billy Andrade,13.73,140,1020,-0.193
160,0,02246,Duffy Waldorf,13.64,135,990,-0.215
161,0,22293,Heath Slocum,13.63,171,1255,-0.140
162,0,01599,Steve Jones,13.26,85,641,-0.094
163,0,08545,Glen Hnatiuk,13.16,92,699,-0.163
164,0,23983,Luke Donald,13.04,73,560,-0.137
165,0,01388,Robert Gamez,12.75,142,1114,-0.232
166,0,23036,Chris Anderson,12.72,103,810,-0.233
167,0,01320,Bob Estes,12.61,139,1102,-0.388
168,0,21753,Brian Davis,12.50,110,880,-0.164
169,0,23108,Matt Kuchar,12.21,94,770,-0.128
170,0,19881,Robert Damron,11.88,131,1103,-0.191
170,0,25396,Kevin Na,11.88,131,1103,-0.229
172,0,02214,Kirk Triplett,11.87,73,615,-0.315
173,0,21878,Mark Wilson,11.82,104,880,-0.173
174,0,01139,Olin Browne,11.68,135,1156,-0.207
175,0,02239,Scott Verplank,11.55,106,918,-0.151
176,0,20121,Todd Fischer,11.51,140,1216,-0.186
177,0,01761,Len Mattiace,11.34,120,1058,-0.142
178,0,01619,Skip Kendall,11.26,110,977,-0.155
179,0,02104,Jeff Sluman,11.18,131,1172,-0.176
180,0,08993,Franklin Langham,11.10,118,1063,-0.178
181,0,12826,Paul Claxton,10.97,101,921,-0.149
182,0,21806,Paul Gow,10.85,102,940,-0.225
183,0,01887,Mark O'Meara,10.77,77,715,+0.013
184,0,01127,Danny Briggs,10.66,91,854,-0.033
185,0,20099,Doug Barron,10.24,92,898,-0.337
186,0,01457,Jay Haas,10.11,55,544,-0.164
187,0,01175,Jim Carter,9.51,72,757,-0.139
188,0,20382,Stephen Leaney,9.38,98,1045,-0.367
188,0,08385,Omar Uresti,9.38,96,1024,-0.229
190,0,19846,Brian Gay,8.95,115,1285,-0.209
191,0,19972,José Coceres,8.78,65,740,-0.246
192,0,01823,Larry Mize,8.72,56,642,-0.036
193,0,20127,Chris Riley,8.55,50,585,E
194,0,01157,Tom Byrum,8.49,90,1060,-0.211
195,0,01329,Brad Faxon,7.79,62,796,-0.274
196,0,01381,Fred Funk,6.39,73,1142,-0.110
197,0,01219,John Cook,6.29,51,811,-0.294
198,0,01132,Mark Brooks,5.56,48,864,-0.375
199,0,20623,Gavin Coles,4.97,44,886,-0.273
200,0,01487,Jeff Hart,3.63,29,798,+0.172
201,0,02010,Loren Roberts,3.13,21,670,-0.286
202,0,01928,Corey Pavin,2.47,21,851,-0.286
