RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,23063,Scott Hend,57.35,515,898,-0.052
2,0,01249,John Daly,55.48,435,784,-0.122
3,0,08793,Tiger Woods,55.04,426,774,-0.277
4,0,23552,Hank Kuehne,51.06,529,1036,-0.117
5,0,23322,Brett Wetterich,50.85,477,938,-0.189
6,0,24980,Scott Gutschewski,46.89,467,996,-0.229
7,0,20663,Brenden Pappas,46.06,316,686,-0.222
8,0,06567,Vijay Singh,43.87,537,1224,-0.292
9,0,01706,Davis Love III,41.87,327,781,-0.150
10,0,25900,Lucas Glover,41.48,453,1092,-0.121
11,0,21209,Sergio Garcia,40.85,299,732,-0.214
12,0,06599,John Elliott,39.78,284,714,-0.085
13,0,23540,Jason Allred,39.52,347,878,-0.049
14,0,23497,Tag Ridings,38.93,452,1161,-0.235
15,0,20378,Mathias Grönberg,38.85,303,780,-0.231
16,0,23725,Brendan Jones,38.34,388,1012,-0.162
16,0,02106,Chris Smith,38.34,454,1184,-0.189
18,0,26679,Kevin Stadler,37.78,433,1146,-0.242
19,0,01226,Fred Couples,37.15,224,603,-0.134
20,0,06573,Brandt Jobe,36.48,413,1132,-0.174
21,0,01927,Dennis Paulson,36.06,282,782,-0.103
22,0,21805,Harrison Frazar,35.98,467,1298,-0.244
23,0,01810,Phil Mickelson,35.96,251,698,-0.299
24,0,23349,Charles Warren,35.63,398,1117,-0.151
25,0,20098,Stuart Appleby,35.26,311,882,-0.190
26,0,01945,Kenny Perry,35.21,294,835,-0.218
27,0,24502,Adam Scott,35.03,255,728,-0.200
28,0,24912,Will MacKenzie,34.92,331,948,-0.121
29,0,24140,Sean O'Hair,34.71,413,1190,-0.162
30,0,20572,Rod Pampling,33.78,328,971,-0.262
31,0,23621,Rory Sabbatini,33.05,277,838,-0.177
32,0,23320,Ryan Palmer,32.80,369,1125,-0.168
33,0,20157,Retief Goosen,32.56,196,602,-0.117
34,0,20850,Daniel Chopra,32.50,417,1283,-0.173
35,0,23788,D.J. Trahan,32.08,315,982,-0.241
36,0,20502,Michael Long,31.61,282,892,-0.163
37,0,24925,Jonathan Byrd,31.55,412,1306,-0.199
38,0,21633,Steve Allan,30.81,378,1227,-0.146
39,0,22913,John Rollins,30.72,353,1149,-0.232
40,0,27095,Nick Watney,30.42,337,1108,-0.249
41,0,26758,David Hearn,30.35,258,850,-0.240
42,0,10885,Robert Allenby,29.83,301,1009,-0.236
43,0,12823,Carlos Franco,29.70,278,936,-0.219
44,0,20433,Mark Hensby,29.68,206,694,-0.155
45,0,21961,Charles Howell III,29.48,296,1004,-0.199
46,0,20094,Jonathan Kaye,29.37,264,899,-0.174
47,0,23409,James Driscoll,28.98,251,866,-0.159
48,0,23353,J.J. Henry,28.67,344,1200,-0.183
49,0,10117,Bob Heintz,28.64,248,866,-0.202
50,0,21959,Ted Purdy,28.58,399,1396,-0.170
51,0,26287,Roland Thatcher,28.36,266,938,-0.139
52,0,22046,Geoff Ogilvy,27.70,287,1036,-0.216
53,0,06332,Neal Lancaster,27.65,329,1190,-0.173
54,0,06034,Marco Dawson,27.48,299,1088,-0.204
55,0,12660,Jesper Parnevik,27.14,254,936,-0.185
56,0,20691,Greg Owen,26.94,264,980,-0.193
57,0,12782,Tim Herron,26.87,288,1072,-0.163
58,0,24507,Jason Bohn,26.55,300,1130,-0.257
59,0,21407,Arjun Atwal,26.35,224,850,-0.223
60,0,21350,Ryuji Imada,26.24,243,926,-0.160
61,0,24290,D.J. Brigman,26.05,223,856,-0.170
62,0,24024,Zach Johnson,25.60,298,1164,-0.168
63,0,01553,John Huston,25.25,278,1101,-0.212
64,0,24781,Hunter Mahan,25.19,326,1294,-0.218
65,0,01361,Dan Forsman,25.08,163,650,-0.258
66,0,19824,Craig Barlow,24.77,218,880,-0.211
67,0,20645,John Senden,24.74,311,1257,-0.235
68,0,07749,Brett Quigley,24.70,290,1174,-0.228
69,0,20396,Lee Westwood,24.68,114,462,-0.237
70,0,25345,Carl Pettersson,24.67,320,1297,-0.184
71,0,01707,Steve Lowery,24.36,293,1203,-0.208
72,0,21951,Joey Snyder III,24.33,310,1274,-0.197
73,0,22405,Justin Rose,24.23,298,1230,-0.242
74,0,01723,Andrew Magee,24.21,237,979,-0.190
75,0,21731,Freddie Jacobson,24.09,186,772,-0.145
76,0,12510,Chad Campbell,23.90,251,1050,-0.183
77,0,07223,Brian Bateman,23.82,282,1184,-0.152
78,0,02206,David Toms,23.81,211,886,-0.223
79,0,22548,Patrick Sheehan,23.75,318,1339,-0.164
80,0,23623,Bo Van Pelt,23.74,307,1293,-0.244
81,0,10962,Bradley Hughes,23.61,161,682,-0.174
82,0,20766,Padraig Harrington,23.58,133,564,-0.143
83,0,01473,Todd Hamilton,23.32,243,1042,-0.181
84,0,23541,Ben Crane,23.22,209,900,-0.201
85,0,06197,Michael Allen,22.98,247,1075,-0.202
86,0,07867,Woody Austin,22.82,288,1262,-0.253
87,0,23325,Vaughn Taylor,22.76,284,1248,-0.278
88,0,20634,Peter Lonard,22.66,208,918,-0.202
89,0,01685,J.L. Lewis,21.99,248,1128,-0.113
90,0,24361,Pat Perez,21.92,224,1022,-0.156
91,0,01941,Tom Pernice Jr.,21.56,265,1229,-0.200
92,0,24227,Justin Bolli,21.53,177,822,-0.192
93,0,10585,Scott McCarron,21.52,181,841,-0.199
94,0,02101,Joey Sindelar,21.31,292,1370,-0.185
95,0,06515,Shaun Micheel,21.27,188,884,-0.176
96,0,01797,Rocco Mediate,21.22,192,905,-0.156
97,0,21498,Hideto Tanihara,21.09,132,626,-0.091
98,0,11032,Frank Lickliter II,20.99,251,1196,-0.263
99,0,25240,D.A. Points,20.92,240,1147,-0.192
100,0,21949,Joe Ogilvie,20.73,226,1090,-0.217
101,0,23614,Rich Beem,20.63,138,669,-0.203
102,0,01035,Tommy Armour III,19.95,253,1268,-0.312
103,0,01161,Mark Calcavecchia,19.91,211,1060,-0.175
104,0,26420,Richard Johnson,19.84,127,640,-0.268
105,0,12680,Shigeki Maruyama,19.73,234,1186,-0.248
106,0,20498,Briny Baird,19.71,244,1238,-0.197
107,0,08123,Jeff Brehaut,19.52,171,876,-0.170
108,0,24604,Hunter Haas,19.31,195,1010,-0.297
109,0,06621,Joe Durant,19.22,183,952,-0.290
110,0,24357,K.J. Choi,19.21,145,755,-0.159
111,0,06595,Kevin Sutherland,19.15,198,1034,-0.263
112,0,10912,Craig Perks,18.92,154,814,-0.110
113,0,08931,Glen Day,18.79,192,1022,-0.224
114,0,01724,Jeff Maggert,18.78,157,836,-0.185
115,0,20160,Charlie Wi,18.41,155,842,-0.168
116,0,12645,Brent Geiberger,18.37,133,724,-0.173
117,0,06373,José María Olazábal,18.29,105,574,-0.286
118,0,07457,Steve Flesch,18.23,161,883,-0.199
119,0,06004,Stephen Ames,18.19,155,852,-0.252
120,0,01677,Tom Lehman,18.10,126,696,-0.079
121,0,01042,Paul Azinger,17.96,146,813,-0.178
122,0,01766,Billy Mayfair,17.71,250,1412,-0.280
123,0,01948,Tim Petrovic,17.54,194,1106,-0.237
124,0,06527,Steve Stricker,17.35,143,824,-0.168
125,0,01418,Bill Glasson,17.26,106,614,-0.170
126,0,12454,Mario Tiziani,17.14,144,840,-0.167
127,0,01666,Bernhard Langer,17.07,107,627,-0.168
128,0,01313,Steve Elkington,16.93,129,762,-0.233
129,0,06575,Dudley Hart,16.73,169,1010,-0.183
130,0,10733,Kent Jones,16.67,204,1224,-0.152
131,0,01142,Bart Bryant,16.65,177,1063,-0.209
132,0,12652,Cameron Beckman,16.57,194,1171,-0.258
133,0,08725,Tom Gillis,16.53,157,950,-0.185
134,0,12662,Thomas Levet,16.50,83,503,-0.169
135,0,20229,Stewart Cink,16.43,163,992,-0.153
136,0,22371,Aaron Baddeley,16.38,172,1050,-0.337
137,0,10860,Justin Leonard,16.36,124,758,-0.202
138,0,20472,Alex Cejka,15.71,151,961,-0.172
139,0,20812,Tjaart van der Walt,15.56,117,752,-0.137
140,0,24138,Ian Poulter,15.54,78,502,-0.154
141,0,10423,Mike Weir,15.48,102,659,-0.176
142,0,20474,Phillip Price,15.34,135,880,-0.178
142,0,12602,Dean Wilson,15.34,169,1102,-0.249
144,0,23135,Tim Clark,15.18,136,896,-0.154
145,0,10425,Jay Williamson,15.17,98,646,-0.204
146,0,20548,Hidemichi Tanaka,15.09,198,1312,-0.162
147,0,22295,Darron Stiles,14.98,145,968,-0.241
148,0,06251,Chris DiMarco,14.93,123,824,-0.187
148,0,20628,Arron Oberholser,14.93,106,710,-0.283
150,0,02223,Bob Tway,14.58,134,919,-0.381
