RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,23063,Scott Hend,318.9,46560,146
2,0,08793,Tiger Woods,316.1,46787,148
3,0,23322,Brett Wetterich,311.7,46133,148
4,0,24980,Scott Gutschewski,310.5,50914,164
5,0,01249,John Daly,310.1,47138,152
6,0,20663,Brenden Pappas,309.4,31562,102
7,0,23552,Hank Kuehne,307.7,49225,160
8,0,01706,Davis Love III,305.4,45810,150
9,0,01945,Kenny Perry,304.7,48751,160
10,0,21209,Sergio Garcia,303.5,41271,136
11,0,06573,Brandt Jobe,302.3,55622,184
12,0,25900,Lucas Glover,302.2,51974,172
13,0,06599,John Elliott,301.7,33791,112
14,0,23725,Brendan Jones,301.5,47632,158
15,0,20378,Mathias Grönberg,301.4,34960,116
16,0,06567,Vijay Singh,301.1,65646,218
17,0,21805,Harrison Frazar,301.0,60798,202
18,0,02106,Chris Smith,300.8,55957,186
19,0,20098,Stuart Appleby,300.6,47789,159
20,0,23540,Jason Allred,300.2,43822,146
20,0,24912,Will MacKenzie,300.2,43836,146
20,0,23497,Tag Ridings,300.2,54640,182
23,0,24140,Sean O'Hair,300.1,59415,198
23,0,24502,Adam Scott,300.1,40815,136
23,0,26679,Kevin Stadler,300.1,55217,184
26,0,01810,Phil Mickelson,300.0,44400,148
27,0,23349,Charles Warren,299.2,52066,174
28,0,27095,Nick Watney,298.9,53209,178
29,0,20502,Michael Long,298.3,41755,140
30,0,01927,Dennis Paulson,298.2,37578,126
31,0,22046,Geoff Ogilvy,298.0,55431,186
32,0,21633,Steve Allan,297.8,58367,196
33,0,10885,Robert Allenby,297.7,52987,178
34,0,23353,J.J. Henry,297.6,59514,200
35,0,20850,Daniel Chopra,297.3,61843,208
36,0,23621,Rory Sabbatini,297.2,46366,156
37,0,24925,Jonathan Byrd,297.0,58799,198
38,0,20396,Lee Westwood,296.8,28497,96
39,0,01226,Fred Couples,296.4,40310,136
40,0,20572,Rod Pampling,295.9,49719,168
41,0,23788,D.J. Trahan,295.8,45557,154
42,0,24290,D.J. Brigman,295.5,42558,144
42,0,23409,James Driscoll,295.5,41962,142
44,0,20157,Retief Goosen,295.4,36038,122
45,0,26758,David Hearn,295.2,40147,136
45,0,21959,Ted Purdy,295.2,72037,244
47,0,23320,Ryan Palmer,295.0,57235,194
48,0,12823,Carlos Franco,294.7,44801,152
49,0,22913,John Rollins,294.4,55937,190
50,0,21407,Arjun Atwal,294.2,38246,130
51,0,22405,Justin Rose,294.1,55879,190
52,0,12510,Chad Campbell,294.0,54101,184
52,0,01361,Dan Forsman,294.0,29401,100
54,0,20766,Padraig Harrington,293.9,28214,96
55,0,24781,Hunter Mahan,293.8,59356,202
56,0,21961,Charles Howell III,293.6,52855,180
56,0,01553,John Huston,293.6,50504,172
58,0,06332,Neal Lancaster,293.4,55742,190
59,0,07749,Brett Quigley,293.3,53963,184
59,0,23623,Bo Van Pelt,293.3,65699,224
61,0,23541,Ben Crane,293.1,43377,148
62,0,24507,Jason Bohn,292.9,53310,182
63,0,06034,Marco Dawson,292.4,47960,164
64,0,12660,Jesper Parnevik,292.2,47917,164
65,0,06197,Michael Allen,292.1,52579,180
65,0,12782,Tim Herron,292.1,57829,198
67,0,26287,Roland Thatcher,292.0,42635,146
68,0,24361,Pat Perez,291.8,51945,178
68,0,21951,Joey Snyder III,291.8,57185,196
70,0,25345,Carl Pettersson,291.7,61252,210
71,0,10117,Bob Heintz,291.5,39058,134
71,0,01685,J.L. Lewis,291.5,57130,196
71,0,20691,Greg Owen,291.5,46646,160
74,0,22371,Aaron Baddeley,291.4,47788,164
75,0,10962,Bradley Hughes,291.3,30300,104
76,0,07223,Brian Bateman,291.1,54725,188
77,0,01707,Steve Lowery,291.0,55866,192
77,0,10585,Scott McCarron,291.0,43065,148
77,0,20645,John Senden,291.0,57624,198
80,0,20094,Jonathan Kaye,290.7,43030,148
80,0,01941,Tom Pernice Jr.,290.7,61912,213
82,0,25240,D.A. Points,290.5,52290,180
83,0,20433,Mark Hensby,290.4,39491,136
84,0,23325,Vaughn Taylor,290.3,57486,198
85,0,21350,Ryuji Imada,290.1,45256,156
86,0,24024,Zach Johnson,290.0,55093,190
87,0,01723,Andrew Magee,289.9,44937,155
88,0,19824,Craig Barlow,289.6,44592,154
88,0,24604,Hunter Haas,289.6,45762,158
90,0,21731,Freddie Jacobson,289.5,41116,142
91,0,01161,Mark Calcavecchia,289.3,52070,180
92,0,06621,Joe Durant,289.2,46844,162
93,0,07867,Woody Austin,289.1,57815,200
93,0,01666,Bernhard Langer,289.1,38744,134
93,0,20634,Peter Lonard,289.1,48566,168
96,0,24227,Justin Bolli,289.0,36413,126
96,0,22548,Patrick Sheehan,289.0,63587,220
98,0,24357,K.J. Choi,288.8,42167,146
98,0,12680,Shigeki Maruyama,288.8,56596,196
100,0,20498,Briny Baird,288.7,55421,192
101,0,06515,Shaun Micheel,288.4,45560,158
102,0,10733,Kent Jones,288.3,55939,194
103,0,11032,Frank Lickliter II,288.2,55329,192
103,0,01766,Billy Mayfair,288.2,63411,220
103,0,06373,José María Olazábal,288.2,30553,106
106,0,23614,Rich Beem,288.0,35718,124
107,0,02206,David Toms,287.8,44321,154
108,0,01797,Rocco Mediate,287.7,41711,145
108,0,06595,Kevin Sutherland,287.7,50059,174
110,0,01473,Todd Hamilton,287.2,52277,182
110,0,12662,Thomas Levet,287.2,30448,106
112,0,01035,Tommy Armour III,287.1,59149,206
113,0,02101,Joey Sindelar,286.9,59668,208
114,0,08123,Jeff Brehaut,286.6,38401,134
114,0,20472,Alex Cejka,286.6,46435,162
114,0,02223,Bob Tway,286.6,47568,166
117,0,26420,Richard Johnson,286.3,28629,100
118,0,08931,Glen Day,286.1,44630,156
118,0,01948,Tim Petrovic,286.1,53216,186
120,0,12652,Cameron Beckman,286.0,52624,184
121,0,01677,Tom Lehman,285.9,38305,134
122,0,06004,Stephen Ames,285.8,45152,158
122,0,10912,Craig Perks,285.8,37148,130
122,0,12454,Mario Tiziani,285.8,37153,130
125,0,01577,Lee Janzen,285.7,41705,146
126,0,20229,Stewart Cink,285.5,51394,180
127,0,06575,Dudley Hart,285.4,47951,168
128,0,10860,Justin Leonard,285.2,42777,150
129,0,06527,Steve Stricker,285.1,35358,124
129,0,20160,Charlie Wi,285.1,37065,130
131,0,21949,Joe Ogilvie,284.9,56420,198
132,0,24138,Ian Poulter,284.8,31893,112
133,0,01042,Paul Azinger,284.6,37565,132
133,0,08725,Tom Gillis,284.6,42689,150
135,0,23983,Luke Donald,284.5,34134,120
135,0,01724,Jeff Maggert,284.5,42110,148
135,0,21498,Hideto Tanihara,284.5,27310,96
138,0,07457,Steve Flesch,284.2,48307,170
139,0,01418,Bill Glasson,284.0,29537,104
140,0,23135,Tim Clark,283.8,49375,174
140,0,20812,Tjaart van der Walt,283.8,31790,112
142,0,01320,Bob Estes,283.6,52182,184
142,0,20474,Phillip Price,283.6,41402,146
142,0,22295,Darron Stiles,283.6,43105,152
145,0,01313,Steve Elkington,283.5,37995,134
145,0,20628,Arron Oberholser,283.5,35715,126
147,0,01142,Bart Bryant,283.2,51549,182
148,0,08545,Glen Hnatiuk,283.1,31138,110
149,0,02246,Duffy Waldorf,283.0,46405,164
150,0,20548,Hidemichi Tanaka,282.2,57560,204
151,0,01024,Billy Andrade,282.0,46807,166
152,0,12602,Dean Wilson,281.9,48487,172
153,0,12826,Paul Claxton,281.7,44513,158
153,0,08537,J.P. Hayes,281.7,35489,126
155,0,21753,Brian Davis,281.5,42221,150
155,0,08075,Jerry Kelly,281.5,55744,198
155,0,10425,Jay Williamson,281.5,29836,106
158,0,10423,Mike Weir,281.3,37138,132
159,0,08993,Franklin Langham,281.2,48923,174
159,0,22293,Heath Slocum,281.2,55669,198
159,0,02239,Scott Verplank,281.2,48363,172
162,0,01388,Robert Gamez,281.1,51160,182
162,0,12645,Brent Geiberger,281.1,33172,118
164,0,06251,Chris DiMarco,281.0,42155,150
165,0,28088,Matt Davidson,280.9,29779,106
166,0,25847,Rob Rashell,280.7,36492,130
167,0,01599,Steve Jones,280.5,30299,108
167,0,25396,Kevin Na,280.5,48245,172
169,0,10201,Matt Gogel,280.3,42611,152
170,0,22621,Ben Curtis,280.0,36405,130
170,0,10809,Jim Furyk,280.0,52089,186
170,0,23108,Matt Kuchar,280.0,33602,120
173,0,01139,Olin Browne,278.9,52997,190
174,0,21878,Mark Wilson,278.6,39005,140
175,0,20099,Doug Barron,278.4,38973,140
176,0,02104,Jeff Sluman,278.3,52327,188
177,0,23036,Chris Anderson,278.1,34482,124
178,0,21806,Paul Gow,278.0,41143,148
178,0,01761,Len Mattiace,278.0,46703,168
178,0,20127,Chris Riley,278.0,35580,128
181,0,19881,Robert Damron,277.5,49397,178
182,0,20382,Stephen Leaney,277.4,47716,172
183,0,01887,Mark O'Meara,277.1,36581,132
184,0,19972,José Coceres,276.4,29856,108
185,0,01127,Danny Briggs,276.1,37550,136
185,0,01175,Jim Carter,276.1,33129,120
187,0,20121,Todd Fischer,276.0,53547,194
187,0,01457,Jay Haas,276.0,28150,102
187,0,01619,Skip Kendall,276.0,43053,156
187,0,02214,Kirk Triplett,276.0,28701,104
191,0,08385,Omar Uresti,275.8,46339,168
192,0,01823,Larry Mize,275.7,27565,100
193,0,19846,Brian Gay,275.4,54525,198
194,0,01329,Brad Faxon,274.7,39001,142
