RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX RANGE,TOTAL ATTEMPTS
1,0,25804,Bubba Watson,204.1,10615.7,52
2,0,32334,Charlie Beljan,203.1,11577.2,57
3,0,36689,Brooks Koepka,202.9,17044.3,84
4,0,29725,Tony Finau,202.7,18854.4,93
5,0,30925,Dustin Johnson,201.9,9891.7,49
6,0,36699,Patrick Rodgers,199.8,9192.7,46
6,0,34264,Hudson Swafford,199.8,17179.8,86
8,0,27141,J.B. Holmes,199.1,13738.1,69
9,0,30944,Jason Kokrak,198.5,16676.2,84
10,0,27064,Jhonattan Vegas,197.5,15008.8,76
11,0,28089,Jason Day,197.1,12023.2,61
12,0,24502,Adam Scott,196.4,6875.6,35
13,0,21209,Sergio Garcia,195.2,8004.1,41
14,0,34099,Harris English,195.0,19108.1,98
14,0,21961,Charles Howell III,195.0,20666.8,106
16,0,22371,Aaron Baddeley,194.2,7766.2,40
17,0,28500,Martin Flores,194.0,17266.3,89
18,0,33141,Keegan Bradley,193.9,15897.4,82
19,0,25632,Jimmy Walker,193.8,13759.4,71
20,0,24358,Robert Garrigus,193.2,9660.9,50
20,0,12716,Charley Hoffman,193.2,16032.2,83
20,0,29518,Brendan Steele,193.2,17582.6,91
20,0,31323,Gary Woodland,193.2,11401.4,59
24,0,27936,Martin Laird,193.1,12939.2,67
25,0,32102,Rickie Fowler,192.9,12540.9,65
26,0,33448,Justin Thomas,192.8,19663.5,102
27,0,27095,Nick Watney,192.7,16953.6,88
28,0,20848,Ángel Cabrera,192.2,9610.3,50
29,0,34098,Russell Henley,192.0,16129.0,84
30,0,23320,Ryan Palmer,191.9,12667.4,66
31,0,27436,Graham DeLaet,191.7,9966.9,52
32,0,21528,Henrik Stenson,191.5,5552.6,29
33,0,40026,Daniel Berger,191.3,13005.7,68
34,0,01810,Phil Mickelson,190.7,9726.8,51
35,0,25274,Steven Bowditch,190.6,18867.9,99
36,0,32366,Kevin Chappell,190.5,11811.5,62
37,0,39977,Max Homa,190.2,11789.5,62
38,0,29289,S.Y. Noh,189.9,11016.6,58
38,0,25818,Scott Piercy,189.9,16327.9,86
40,0,30946,Alex Prugh,189.8,15186.5,80
41,0,25364,Paul Casey,189.7,11949.7,63
41,0,33667,Carlos Ortiz,189.7,18399.3,97
43,0,28486,Michael Putnam,188.7,13210.4,70
44,0,33486,Roger Sloan,188.5,7918.4,42
45,0,29720,Andres Gonzales,188.4,16395.1,87
45,0,22405,Justin Rose,188.4,9987.7,53
45,0,26331,Charl Schwartzel,188.4,7722.7,41
45,0,34265,Will Wilcox,188.4,8102.7,43
49,0,26300,Matt Jones,188.3,12990.5,69
50,0,25900,Lucas Glover,188.2,15245.6,81
50,0,34431,Robert Streb,188.2,20322.3,108
52,0,32839,Hideki Matsuyama,188.1,15802.0,84
53,0,33399,Adam Hadwin,188.0,16733.7,89
54,0,26851,Marc Leishman,187.9,11837.3,63
54,0,35451,Scott Pinckney,187.9,15221.5,81
56,0,33418,Shawn Stefani,187.7,17077.4,91
57,0,29420,Billy Horschel,187.6,16134.4,86
58,0,37273,Derek Ernst,187.2,13106.4,70
58,0,30852,Ryo Ishikawa,187.2,16660.0,89
60,0,30692,Scott Stallings,187.0,9722.0,52
60,0,20396,Lee Westwood,187.0,7666.4,41
62,0,20229,Stewart Cink,186.9,12335.7,66
62,0,24140,Sean O'Hair,186.9,13455.9,72
64,0,22046,Geoff Ogilvy,186.5,7459.6,40
65,0,25369,Jamie Donaldson,186.4,8387.0,45
66,0,20645,John Senden,186.2,11174.2,60
67,0,34360,Patrick Reed,186.0,15441.5,83
67,0,34046,Jordan Spieth,186.0,12647.6,68
