RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
130,0,29476,Kyle Reifers,94' 3",7444' 0",79
131,0,26596,Ryan Moore,93' 9",6375' 7",68
132,0,25349,Tim Wilkinson,93' 5",5417' 8",58
133,0,31557,Jim Herman,93' 3",7923' 6",85
134,0,29425,Andrew Svoboda,93' 2",6988' 0",75
135,0,25900,Lucas Glover,92' 11",7525' 4",81
135,0,24138,Ian Poulter,92' 11",4925',53
137,0,28679,Fabián Gómez,92' 8",6857' 2",74
137,0,28486,Michael Putnam,92' 8",6486' 4",70
139,0,35451,Scott Pinckney,92' 6",7495' 9",81
140,0,20229,Stewart Cink,92' 4",6093' 7",66
140,0,22293,Heath Slocum,92' 4",3877',42
142,0,24494,Erik Compton,92' 2",7463',81
142,0,23541,Ben Crane,92' 2",4885' 1",53
144,0,24361,Pat Perez,92' 1",8014' 9",87
145,0,26331,Charl Schwartzel,91' 11",3767' 5",41
146,0,31560,Brian Stuard,91' 5",8589' 5",94
147,0,37273,Derek Ernst,91' 2",6381' 3",70
148,0,33413,Ben Martin,90' 11",8091' 5",89
149,0,30927,Brendon Todd,90' 10",7358' 3",81
150,0,10885,Robert Allenby,90' 9",5083' 5",56
151,0,10809,Jim Furyk,90' 8",4715' 9",52
151,0,21961,Charles Howell III,90' 8",9612' 1",106
153,0,25369,Jamie Donaldson,90' 7",4075' 0",45
154,0,34261,Scott Langley,90' 6",7057' 8",78
155,0,12510,Chad Campbell,90' 2",9105',101
156,0,23638,Brendon de Jonge,89' 7",9134' 5",102
157,0,24507,Jason Bohn,89' 6",8860' 3",99
158,0,20691,Greg Owen,89' 0",4449' 9",50
159,0,27770,Camilo Villegas,87' 7",7357' 5",84
160,0,31416,Derek Fathauer,87' 6",5860',67
160,0,21528,Henrik Stenson,87' 6",2537',29
162,0,24490,George McNeill,87' 3",7066' 6",81
163,0,30711,Colt Knost,86' 10",7471' 0",86
164,0,34265,Will Wilcox,86' 8",3725' 8",43
165,0,20593,Greg Chalmers,86' 6",3719' 1",43
166,0,34130,Sung Joon Park,86' 3",5694' 4",66
167,0,34431,Robert Streb,85' 5",9229' 3",108
168,0,31202,William McGirt,84' 6",9298' 8",110
169,0,23800,Bryce Molder,84' 5",7092' 3",84
170,0,23048,Eric Axley,84' 4",4046',48
171,0,10860,Justin Leonard,84' 1",5045' 5",60
172,0,27933,John Merrick,84' 0",5124',61
173,0,25720,Chad Collins,83' 11",5958' 7",71
174,0,25834,Daniel Summerhays,83' 1",6809',82
175,0,25686,Jason Dufner,82' 2",4603' 3",56
176,0,25396,Kevin Na,81' 11",6472' 6",79
176,0,26289,Boo Weekley,81' 11",5160',63
178,0,08075,Jerry Kelly,81' 6",5702' 7",70
179,0,33122,Russell Knox,79' 4",7850' 2",99
180,0,28023,Byron Smith,79' 3",3248' 5",41
181,0,34358,Jonathan Randolph,77' 11",4906',63
182,0,27466,Spencer Levin,76' 5",7413' 0",97
183,0,20104,Ken Duke,75' 8",6813' 4",90
184,0,24846,Ricky Barnes,72' 2",4041' 7",56
