RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SMASH FACTOR,TOTAL ATTEMPTS,HIGHEST VALUE,LOWEST VALUE
132,0,23983,Luke Donald,1.474,75.192,51,1.512,1.429
132,0,39977,Max Homa,1.474,94.335,64,1.496,1.421
135,0,20771,Steven Alker,1.473,86.927,59,1.514,1.414
135,0,20229,Stewart Cink,1.473,98.716,67,1.534,1.427
135,0,22892,Jason Gore,1.473,94.278,64,1.506,1.424
135,0,34256,Andrew Putnam,1.473,91.296,62,1.516,1.401
135,0,29425,Andrew Svoboda,1.473,110.486,75,1.514,1.424
140,0,23638,Brendon de Jonge,1.472,153.102,104,1.514,1.366
140,0,28307,Matt Every,1.472,104.530,71,1.519,1.392
140,0,29725,Tony Finau,1.472,141.322,96,1.516,1.389
140,0,27214,Kevin Streelman,1.472,120.740,82,1.516,1.423
140,0,21878,Mark Wilson,1.472,122.191,83,1.521,1.407
145,0,27436,Graham DeLaet,1.471,79.433,54,1.503,1.412
145,0,20104,Ken Duke,1.471,133.906,91,1.528,1.378
145,0,30711,Colt Knost,1.471,130.900,89,1.516,1.424
145,0,20691,Greg Owen,1.471,73.532,50,1.509,1.423
145,0,28486,Michael Putnam,1.471,107.352,73,1.536,1.398
145,0,20396,Lee Westwood,1.471,60.325,41,1.503,1.409
151,0,24490,George McNeill,1.470,126.417,86,1.532,1.404
151,0,34358,Jonathan Randolph,1.470,95.531,65,1.518,1.376
151,0,33418,Shawn Stefani,1.470,138.196,94,1.503,1.417
154,0,33413,Ben Martin,1.469,135.163,92,1.513,1.404
155,0,32334,Charlie Beljan,1.468,92.507,63,1.531,1.391
155,0,28679,Fabián Gómez,1.468,110.089,75,1.518,1.381
157,0,23048,Eric Axley,1.467,70.396,48,1.506,1.437
157,0,25198,Francesco Molinari,1.467,73.344,50,1.508,1.418
159,0,34262,Jon Curran,1.466,107.037,73,1.511,1.418
159,0,28500,Martin Flores,1.466,133.451,91,1.485,1.395
159,0,21209,Sergio Garcia,1.466,60.091,41,1.517,1.387
159,0,37454,Whee Kim,1.466,82.115,56,1.518,1.385
159,0,31202,William McGirt,1.466,167.081,114,1.508,1.421
159,0,35541,John Peterson,1.466,136.373,93,1.502,1.397
159,0,29221,Webb Simpson,1.466,105.530,72,1.504,1.419
166,0,34360,Patrick Reed,1.465,123.099,84,1.490,1.417
166,0,25892,Steve Wheatcroft,1.465,133.353,91,1.516,1.411
168,0,29222,Billy Hurley III,1.463,108.263,74,1.493,1.413
168,0,36689,Brooks Koepka,1.463,125.818,86,1.504,1.403
168,0,01810,Phil Mickelson,1.463,76.061,52,1.510,1.383
171,0,40058,Zac Blair,1.462,152.020,104,1.498,1.355
171,0,22405,Justin Rose,1.462,78.921,54,1.518,1.352
173,0,37273,Derek Ernst,1.461,102.276,70,1.498,1.409
174,0,21528,Henrik Stenson,1.460,42.353,29,1.496,1.400
175,0,32640,Troy Merritt,1.459,122.582,84,1.519,1.396
175,0,25396,Kevin Na,1.459,118.208,81,1.486,1.404
177,0,34264,Hudson Swafford,1.458,126.869,87,1.493,1.408
178,0,32366,Kevin Chappell,1.457,93.261,64,1.517,1.375
178,0,27064,Jhonattan Vegas,1.457,115.111,79,1.492,1.385
180,0,35532,Tom Hoge,1.456,99.022,68,1.513,1.382
181,0,31323,Gary Woodland,1.452,88.568,61,1.485,1.370
182,0,24846,Ricky Barnes,1.446,92.526,64,1.485,1.358
183,0,24361,Pat Perez,1.444,128.517,89,1.512,1.350
184,0,20645,John Senden,1.433,87.436,61,1.485,1.339
