RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SMASH FACTOR,TOTAL ATTEMPTS,HIGHEST VALUE,LOWEST VALUE
1,0,23320,Ryan Palmer,1.501,99.064,66,1.529,1.446
2,0,02206,David Toms,1.500,92.981,62,1.524,1.464
3,0,34099,Harris English,1.499,148.439,99,1.532,1.474
3,0,23548,Bill Lunde,1.499,59.954,40,1.520,1.472
3,0,25345,Carl Pettersson,1.499,157.411,105,1.530,1.484
3,0,27770,Camilo Villegas,1.499,127.396,85,1.526,1.480
7,0,06522,Ernie Els,1.498,56.941,38,1.525,1.482
7,0,31560,Brian Stuard,1.498,142.294,95,1.522,1.445
9,0,23541,Ben Crane,1.497,80.839,54,1.526,1.470
10,0,30736,Oscar Fraustro,1.496,64.321,43,1.524,1.471
10,0,26329,Louis Oosthuizen,1.496,67.319,45,1.518,1.455
10,0,34046,Jordan Spieth,1.496,103.233,69,1.522,1.467
10,0,25493,Nick Taylor,1.496,137.607,92,1.525,1.454
14,0,20848,Ángel Cabrera,1.495,76.220,51,1.526,1.426
14,0,24358,Robert Garrigus,1.495,79.225,53,1.527,1.442
14,0,35539,Luke Guthrie,1.495,121.097,81,1.526,1.466
14,0,30944,Jason Kokrak,1.495,127.078,85,1.521,1.455
14,0,34409,David Lingmerth,1.495,128.534,86,1.526,1.449
19,0,25369,Jamie Donaldson,1.494,67.232,45,1.520,1.477
19,0,34563,Chesson Hadley,1.494,137.444,92,1.539,1.407
19,0,10860,Justin Leonard,1.494,94.131,63,1.531,1.416
19,0,24781,Hunter Mahan,1.494,109.028,73,1.519,1.462
19,0,28475,Jeff Overton,1.494,128.470,86,1.519,1.439
19,0,24502,Adam Scott,1.494,55.272,37,1.516,1.469
19,0,27649,Brandt Snedeker,1.494,140.455,94,1.525,1.430
19,0,28780,Nicholas Thompson,1.494,128.454,86,1.532,1.417
19,0,25804,Bubba Watson,1.494,79.173,53,1.524,1.449
28,0,27895,Jonas Blixt,1.493,86.605,58,1.539,1.456
28,0,12510,Chad Campbell,1.493,150.833,101,1.522,1.453
28,0,29535,Brice Garnett,1.493,109.001,73,1.520,1.461
28,0,31557,Jim Herman,1.493,126.888,85,1.523,1.436
28,0,30925,Dustin Johnson,1.493,73.167,49,1.528,1.455
28,0,27936,Martin Laird,1.493,104.527,70,1.533,1.442
28,0,25818,Scott Piercy,1.493,128.363,86,1.528,1.458
35,0,24024,Zach Johnson,1.492,128.340,86,1.517,1.412
35,0,27963,Chris Stroud,1.492,107.391,72,1.533,1.433
35,0,32150,Michael Thompson,1.492,126.779,85,1.522,1.448
35,0,23623,Bo Van Pelt,1.492,111.867,75,1.521,1.463
39,0,10885,Robert Allenby,1.491,89.430,60,1.523,1.427
39,0,35545,Blayne Barber,1.491,102.898,69,1.520,1.439
39,0,27933,John Merrick,1.491,96.929,65,1.520,1.440
39,0,33667,Carlos Ortiz,1.491,147.575,99,1.520,1.453
39,0,30692,Scott Stallings,1.491,80.527,54,1.519,1.473
39,0,33448,Justin Thomas,1.491,152.062,102,1.523,1.454
39,0,25632,Jimmy Walker,1.491,108.833,73,1.521,1.418
46,0,24357,K.J. Choi,1.490,87.892,59,1.520,1.418
46,0,21961,Charles Howell III,1.490,162.359,109,1.525,1.420
46,0,32839,Hideki Matsuyama,1.490,128.142,86,1.522,1.450
46,0,34130,Sung Joon Park,1.490,99.810,67,1.534,1.444
46,0,22293,Heath Slocum,1.490,65.569,44,1.523,1.455
51,0,29479,Scott Brown,1.489,126.523,85,1.521,1.430
51,0,32200,Roberto Castro,1.489,58.081,39,1.518,1.462
51,0,21753,Brian Davis,1.489,126.577,85,1.517,1.430
51,0,20766,Padraig Harrington,1.489,84.845,57,1.516,1.429
51,0,12716,Charley Hoffman,1.489,126.607,85,1.521,1.459
51,0,27141,J.B. Holmes,1.489,105.696,71,1.533,1.440
57,0,24140,Sean O'Hair,1.488,111.618,75,1.522,1.425
57,0,33486,Roger Sloan,1.488,62.514,42,1.526,1.411
57,0,28132,Tyrone Van Aswegen,1.488,56.541,38,1.515,1.430
60,0,31416,Derek Fathauer,1.487,107.063,72,1.522,1.435
60,0,33461,Morgan Hoffmann,1.487,117.497,79,1.520,1.419
60,0,34174,John Huh,1.487,163.602,110,1.522,1.446
60,0,30926,Chris Kirk,1.487,98.128,66,1.518,1.439
60,0,26331,Charl Schwartzel,1.487,62.435,42,1.516,1.449
60,0,33419,Cameron Tringale,1.487,132.334,89,1.518,1.454
66,0,22371,Aaron Baddeley,1.486,60.931,41,1.515,1.440
66,0,25900,Lucas Glover,1.486,121.849,82,1.515,1.375
66,0,23353,J.J. Henry,1.486,108.472,73,1.520,1.437
66,0,29420,Billy Horschel,1.486,129.313,87,1.520,1.437
66,0,29926,Danny Lee,1.486,166.427,112,1.519,1.405
66,0,22046,Geoff Ogilvy,1.486,60.913,41,1.512,1.435
66,0,25240,D.A. Points,1.486,86.168,58,1.517,1.401
66,0,29518,Brendan Steele,1.486,136.668,92,1.518,1.438
66,0,25349,Tim Wilkinson,1.486,89.171,60,1.518,1.417
75,0,29720,Andres Gonzales,1.485,135.113,91,1.530,1.421
75,0,26300,Matt Jones,1.485,109.868,74,1.517,1.427
75,0,22056,Cameron Percy,1.485,103.972,70,1.519,1.365
75,0,24138,Ian Poulter,1.485,80.213,54,1.518,1.441
75,0,26476,Chez Reavie,1.485,89.095,60,1.513,1.439
75,0,23621,Rory Sabbatini,1.485,109.898,74,1.515,1.429
75,0,06567,Vijay Singh,1.485,109.869,74,1.521,1.427
75,0,34431,Robert Streb,1.485,164.818,111,1.518,1.416
75,0,26289,Boo Weekley,1.485,95.042,64,1.519,1.428
84,0,25274,Steven Bowditch,1.484,146.902,99,1.527,1.418
84,0,24494,Erik Compton,1.484,123.156,83,1.514,1.451
84,0,32102,Rickie Fowler,1.484,97.929,66,1.517,1.454
84,0,29478,Kevin Kisner,1.484,166.241,112,1.516,1.442
84,0,26596,Ryan Moore,1.484,100.913,68,1.515,1.423
84,0,29476,Kyle Reifers,1.484,117.274,79,1.525,1.432
84,0,36699,Patrick Rodgers,1.484,69.769,47,1.514,1.424
84,0,25562,Andres Romero,1.484,74.214,50,1.516,1.447
84,0,25834,Daniel Summerhays,1.484,123.172,83,1.521,1.403
93,0,28259,Sangmoon Bae,1.483,143.812,97,1.516,1.412
93,0,28089,Jason Day,1.483,90.485,61,1.518,1.422
95,0,20472,Alex Cejka,1.482,123.042,83,1.520,1.434
95,0,20157,Retief Goosen,1.482,108.169,73,1.519,1.433
95,0,34098,Russell Henley,1.482,124.487,84,1.520,1.436
95,0,23108,Matt Kuchar,1.482,131.924,89,1.522,1.416
95,0,26851,Marc Leishman,1.482,93.390,63,1.529,1.436
100,0,24925,Jonathan Byrd,1.481,82.928,56,1.521,1.438
100,0,25686,Jason Dufner,1.481,82.934,56,1.514,1.421
100,0,25191,Gonzalo Fernandez-Castaño,1.481,99.231,67,1.532,1.401
100,0,26758,David Hearn,1.481,140.739,95,1.516,1.427
100,0,08075,Jerry Kelly,1.481,106.608,72,1.517,1.435
100,0,29223,Sam Saunders,1.481,106.638,72,1.528,1.411
100,0,34265,Will Wilcox,1.481,63.681,43,1.516,1.444
107,0,33141,Keegan Bradley,1.480,121.399,82,1.524,1.420
107,0,27644,Brian Harman,1.480,122.804,83,1.509,1.399
107,0,33122,Russell Knox,1.480,147.959,100,1.512,1.405
107,0,23800,Bryce Molder,1.480,125.794,85,1.520,1.419
107,0,30946,Alex Prugh,1.480,122.852,83,1.519,1.425
112,0,24507,Jason Bohn,1.479,149.424,101,1.522,1.422
112,0,25364,Paul Casey,1.479,93.195,63,1.505,1.431
112,0,10809,Jim Furyk,1.479,78.370,53,1.508,1.447
112,0,32448,James Hahn,1.479,116.826,79,1.516,1.404
112,0,01706,Davis Love III,1.479,63.613,43,1.518,1.418
112,0,31193,Jim Renner,1.479,85.784,58,1.515,1.439
112,0,28023,Byron Smith,1.479,63.594,43,1.537,1.424
119,0,25720,Chad Collins,1.478,107.897,73,1.512,1.439
119,0,34261,Scott Langley,1.478,122.652,83,1.519,1.391
119,0,30927,Brendon Todd,1.478,121.232,82,1.513,1.433
119,0,26951,Johnson Wagner,1.478,82.788,56,1.513,1.440
123,0,33399,Adam Hadwin,1.477,135.862,92,1.505,1.441
123,0,36801,Mark Hubbard,1.477,98.946,67,1.522,1.424
123,0,29289,S.Y. Noh,1.477,85.690,58,1.516,1.426
123,0,27095,Nick Watney,1.477,132.895,90,1.518,1.414
127,0,40026,Daniel Berger,1.475,106.210,72,1.529,1.393
127,0,24924,Bill Haas,1.475,118.012,80,1.522,1.417
127,0,30852,Ryo Ishikawa,1.475,134.236,91,1.522,1.413
127,0,27466,Spencer Levin,1.475,144.515,98,1.531,1.406
127,0,35451,Scott Pinckney,1.475,120.944,82,1.535,1.413
132,0,20593,Greg Chalmers,1.474,66.322,45,1.500,1.422
