RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. TO IMPACT,TOTAL ATTEMPTS
1,0,30925,Dustin Johnson,305.7,11005.1,36
2,0,28089,Jason Day,303.5,16084.0,53
3,0,29725,Tony Finau,302.7,21491.0,71
4,0,25804,Bubba Watson,301.8,13882.4,46
5,0,27141,J.B. Holmes,301.6,16588.5,55
6,0,30944,Jason Kokrak,298.8,21814.7,73
7,0,36699,Patrick Rodgers,298.7,11350.7,38
8,0,33448,Justin Thomas,297.7,24708.1,83
9,0,32334,Charlie Beljan,297.1,14260.1,48
10,0,22371,Aaron Baddeley,295.7,8576.3,29
11,0,36689,Brooks Koepka,295.5,18323.2,62
11,0,24502,Adam Scott,295.5,7092.3,24
13,0,24358,Robert Garrigus,294.8,10316.4,35
14,0,40026,Daniel Berger,293.8,14104.6,48
15,0,34264,Hudson Swafford,293.2,19935.4,68
16,0,34099,Harris English,292.6,22528.9,77
16,0,29518,Brendan Steele,292.6,22533.4,77
18,0,33141,Keegan Bradley,292.5,19015.6,65
18,0,31323,Gary Woodland,292.5,13747.5,47
20,0,27436,Graham DeLaet,292.4,13160.2,45
21,0,23320,Ryan Palmer,292.1,16067.6,55
22,0,22405,Justin Rose,291.9,12842.8,44
23,0,27064,Jhonattan Vegas,291.0,16879.7,58
24,0,20848,Ángel Cabrera,290.7,11918.2,41
25,0,25818,Scott Piercy,290.6,21503.8,74
26,0,12716,Charley Hoffman,290.3,20033.4,69
27,0,27936,Martin Laird,289.8,15070.9,52
28,0,32102,Rickie Fowler,289.6,13901.7,48
28,0,33667,Carlos Ortiz,289.6,22299.8,77
30,0,01810,Phil Mickelson,289.5,13028.2,45
31,0,32366,Kevin Chappell,289.0,13871.4,48
32,0,25632,Jimmy Walker,288.6,14720.1,51
33,0,29289,S.Y. Noh,288.5,13558.1,47
34,0,30946,Alex Prugh,287.2,19817.6,69
35,0,21961,Charles Howell III,287.1,24404.8,85
36,0,25274,Steven Bowditch,286.7,22363.0,78
37,0,28500,Martin Flores,286.6,22927.2,80
38,0,20157,Retief Goosen,286.1,17451.2,61
