RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL ACTUAL HANG TIME,TOTAL ATTEMPTS
1,0,26758,David Hearn,6.9,387.4,56
1,0,29420,Billy Horschel,6.9,318.0,46
1,0,46440,Smylie Kaufman,6.9,339.0,49
1,0,01810,Phil Mickelson,6.9,275.8,40
1,0,31323,Gary Woodland,6.9,326.0,47
6,0,33141,Keegan Bradley,6.8,293.3,43
6,0,32839,Hideki Matsuyama,6.8,224.5,33
6,0,23320,Ryan Palmer,6.8,291.1,43
9,0,32618,Rhein Gibson,6.7,201.5,30
9,0,24924,Bill Haas,6.7,260.7,39
9,0,27141,J.B. Holmes,6.7,286.2,43
9,0,28237,Rory McIlroy,6.7,193.3,29
9,0,36699,Patrick Rodgers,6.7,327.9,49
9,0,34264,Hudson Swafford,6.7,363.2,54
15,0,28089,Jason Day,6.6,302.5,46
15,0,32102,Rickie Fowler,6.6,251.1,38
15,0,33399,Adam Hadwin,6.6,305.6,46
15,0,27747,Hiroshi Iwata,6.6,336.4,51
15,0,30925,Dustin Johnson,6.6,345.0,52
15,0,27936,Martin Laird,6.6,283.0,43
15,0,33410,Andrew Landry,6.6,125.3,19
15,0,27129,Luke List,6.6,304.4,46
15,0,29461,Jamie Lovemark,6.6,365.4,55
15,0,24140,Sean O'Hair,6.6,331.6,50
15,0,35451,Scott Pinckney,6.6,251.1,38
15,0,34360,Patrick Reed,6.6,351.7,53
15,0,29485,Brett Stegmaier,6.6,371.4,56
15,0,23325,Vaughn Taylor,6.6,369.3,56
29,0,35545,Blayne Barber,6.5,255.2,39
29,0,34262,Jon Curran,6.5,414.4,64
29,0,23983,Luke Donald,6.5,253.8,39
29,0,29725,Tony Finau,6.5,317.8,49
29,0,21209,Sergio Garcia,6.5,103.8,16
29,0,20157,Retief Goosen,6.5,274.4,42
29,0,32448,James Hahn,6.5,247.9,38
29,0,36801,Mark Hubbard,6.5,350.6,54
29,0,35879,Kelly Kraft,6.5,175.8,27
29,0,34409,David Lingmerth,6.5,322.9,50
29,0,29289,S.Y. Noh,6.5,343.4,53
29,0,25818,Scott Piercy,6.5,264.5,41
29,0,32876,Martin Piller,6.5,215.5,33
29,0,22405,Justin Rose,6.5,176.2,27
29,0,27649,Brandt Snedeker,6.5,340.3,52
29,0,29518,Brendan Steele,6.5,241.6,37
29,0,33448,Justin Thomas,6.5,359.1,55
29,0,32150,Michael Thompson,6.5,207.9,32
29,0,28114,Dawie van der Walt,6.5,220.0,34
29,0,27064,Jhonattan Vegas,6.5,260.7,40
49,0,24461,Thomas Aiken,6.4,171.7,27
49,0,29745,Tyler Aldridge,6.4,268.0,42
49,0,32200,Roberto Castro,6.4,345.2,54
49,0,22892,Jason Gore,6.4,283.1,44
49,0,23353,J.J. Henry,6.4,248.4,39
49,0,35532,Tom Hoge,6.4,222.7,35
49,0,29222,Billy Hurley III,6.4,238.5,37
49,0,24024,Zach Johnson,6.4,302.2,47
49,0,26300,Matt Jones,6.4,223.1,35
49,0,36689,Brooks Koepka,6.4,254.1,40
49,0,30944,Jason Kokrak,6.4,302.8,47
49,0,23108,Matt Kuchar,6.4,363.1,57
49,0,29926,Danny Lee,6.4,322.0,50
49,0,35300,Andrew Loupe,6.4,344.4,54
49,0,33204,Shane Lowry,6.4,127.9,20
49,0,28158,Steve Marino,6.4,218.4,34
49,0,26331,Charl Schwartzel,6.4,224.7,35
49,0,20645,John Senden,6.4,216.7,34
49,0,33418,Shawn Stefani,6.4,364.5,57
49,0,27963,Chris Stroud,6.4,248.8,39
49,0,33419,Cameron Tringale,6.4,311.8,49
49,0,37189,Harold Varner III,6.4,312.2,49
71,0,22371,Aaron Baddeley,6.3,301.7,48
71,0,27895,Jonas Blixt,6.3,284.6,45
71,0,29268,Bronson Burgoon,6.3,257.1,41
71,0,32366,Kevin Chappell,6.3,284.5,45
71,0,27436,Graham DeLaet,6.3,203.0,32
71,0,34099,Harris English,6.3,263.5,42
71,0,24358,Robert Garrigus,6.3,194.7,31
71,0,20766,Padraig Harrington,6.3,196.6,31
71,0,34098,Russell Henley,6.3,272.1,43
71,0,12716,Charley Hoffman,6.3,304.4,48
71,0,37455,Si Woo Kim,6.3,345.5,55
71,0,30926,Chris Kirk,6.3,266.1,42
71,0,28092,D.H. Lee,6.3,200.8,32
71,0,33413,Ben Martin,6.3,336.4,53
71,0,31202,William McGirt,6.3,304.2,48
71,0,33667,Carlos Ortiz,6.3,268.8,43
71,0,35732,Wes Roach,6.3,196.7,31
71,0,29223,Sam Saunders,6.3,214.8,34
71,0,24502,Adam Scott,6.3,219.6,35
71,0,35891,Cameron Smith,6.3,181.7,29
71,0,34046,Jordan Spieth,6.3,271.7,43
71,0,30110,Kyle Stanley,6.3,319.0,51
71,0,31560,Brian Stuard,6.3,239.9,38
71,0,02206,David Toms,6.3,219.6,35
71,0,27770,Camilo Villegas,6.3,294.9,47
