RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. TO IMPACT,TOTAL ATTEMPTS
127,0,23325,Vaughn Taylor,269.3,17232.9,64
130,0,23108,Matt Kuchar,269.2,21263.4,79
131,0,20472,Alex Cejka,269.1,12646.0,47
131,0,34261,Scott Langley,269.1,12110.1,45
133,0,36801,Mark Hubbard,268.9,20706.9,77
134,0,23638,Brendon de Jonge,268.7,14778.6,55
134,0,35891,Cameron Smith,268.7,10747.7,40
134,0,33419,Cameron Tringale,268.7,16927.8,63
137,0,32200,Roberto Castro,268.5,21209.8,79
137,0,34409,David Lingmerth,268.5,16381.1,61
139,0,25686,Jason Dufner,268.2,20918.9,78
140,0,06567,Vijay Singh,268.0,16886.8,63
141,0,20572,Rod Pampling,267.8,8570.3,32
141,0,29476,Kyle Reifers,267.8,24369.7,91
141,0,25892,Steve Wheatcroft,267.8,17677.9,66
144,0,26758,David Hearn,267.7,22220.8,83
144,0,28475,Jeff Overton,267.7,17665.8,66
146,0,32640,Troy Merritt,267.5,15247.1,57
146,0,26289,Boo Weekley,267.5,17389.0,65
148,0,34174,John Huh,267.1,19496.8,73
149,0,25198,Francesco Molinari,267.0,14420.5,54
149,0,26476,Chez Reavie,267.0,18688.5,70
151,0,24490,George McNeill,266.1,10379.4,39
152,0,12510,Chad Campbell,266.0,19152.1,72
153,0,25349,Tim Wilkinson,265.7,9298.9,35
154,0,10885,Robert Allenby,265.3,8754.8,33
155,0,26596,Ryan Moore,264.8,15889.3,60
156,0,29974,Branden Grace,264.5,9522.5,36
156,0,25572,Graeme McDowell,264.5,12168.1,46
158,0,33122,Russell Knox,264.3,16650.9,63
159,0,21731,Freddie Jacobson,263.9,17680.4,67
160,0,25834,Daniel Summerhays,263.8,17939.1,68
161,0,28092,D.H. Lee,263.4,9482.9,36
162,0,20098,Stuart Appleby,263.3,16323.6,62
163,0,29222,Billy Hurley III,263.1,12366.9,47
164,0,25720,Chad Collins,262.9,12354.2,47
165,0,24024,Zach Johnson,262.3,15738.7,60
166,0,24507,Jason Bohn,261.5,7843.9,30
167,0,23541,Ben Crane,261.3,15417.3,59
168,0,24357,K.J. Choi,261.1,16713.1,64
168,0,25396,Kevin Na,261.1,14619.7,56
170,0,34466,Peter Malnati,260.9,14611.1,56
171,0,23800,Bryce Molder,260.4,17448.5,67
172,0,06527,Steve Stricker,259.9,10656.8,41
173,0,34262,Jon Curran,259.4,21526.9,83
174,0,30927,Brendon Todd,259.3,13744.4,53
175,0,21878,Mark Wilson,259.2,12439.3,48
176,0,20104,Ken Duke,258.9,14497.5,56
177,0,31560,Brian Stuard,257.4,13125.4,51
178,0,10213,Dicky Pride,257.2,10800.6,42
179,0,40058,Zac Blair,256.9,17727.8,69
180,0,45526,Abraham Ancer,256.4,7178.8,28
181,0,27466,Spencer Levin,256.3,19990.2,78
182,0,08075,Jerry Kelly,255.0,13514.8,53
183,0,10809,Jim Furyk,254.8,9172.7,36
184,0,02206,David Toms,253.4,14192.2,56
185,0,30711,Colt Knost,248.3,17628.9,71
