RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. TO IMPACT,TOTAL ATTEMPTS
1,0,27141,J.B. Holmes,303.7,16703.4,55
2,0,35300,Andrew Loupe,303.5,17603.1,58
3,0,25804,Bubba Watson,300.6,12325.3,41
3,0,31323,Gary Woodland,300.6,18338.2,61
5,0,30925,Dustin Johnson,299.7,16780.7,56
6,0,29725,Tony Finau,298.1,19674.4,66
7,0,27129,Luke List,298.0,16687.7,56
8,0,29461,Jamie Lovemark,297.4,19330.8,65
9,0,34264,Hudson Swafford,296.9,18704.5,63
10,0,28237,Rory McIlroy,296.5,13343.0,45
11,0,30944,Jason Kokrak,296.1,18951.4,64
12,0,28089,Jason Day,295.0,13867.1,47
13,0,36699,Patrick Rodgers,294.9,16221.1,55
14,0,33448,Justin Thomas,294.1,20588.5,70
15,0,22405,Justin Rose,292.1,10516.7,36
16,0,33141,Keegan Bradley,291.9,16056.9,55
17,0,46440,Smylie Kaufman,291.8,17217.5,59
18,0,27064,Jhonattan Vegas,290.8,17449.1,60
19,0,24502,Adam Scott,289.8,12753.4,44
20,0,36689,Brooks Koepka,289.6,14768.2,51
21,0,29518,Brendan Steele,289.2,15036.4,52
22,0,33667,Carlos Ortiz,288.7,14437.2,50
23,0,32102,Rickie Fowler,288.6,15586.8,54
23,0,27936,Martin Laird,288.6,16164.2,56
25,0,24358,Robert Garrigus,287.7,12657.2,44
26,0,24140,Sean O'Hair,287.6,19845.3,69
26,0,23320,Ryan Palmer,287.6,20132.8,70
28,0,34099,Harris English,287.5,19264.2,67
29,0,37189,Harold Varner III,287.2,19818.7,69
30,0,21961,Charles Howell III,286.0,19445.8,68
31,0,35451,Scott Pinckney,285.7,16283.3,57
32,0,20848,Ángel Cabrera,285.2,11691.3,41
32,0,29485,Brett Stegmaier,285.2,21393.3,75
34,0,27436,Graham DeLaet,285.0,15103.6,53
35,0,12716,Charley Hoffman,284.9,18805.0,66
36,0,01810,Phil Mickelson,284.6,13945.7,49
37,0,32618,Rhein Gibson,284.5,9387.0,33
38,0,26331,Charl Schwartzel,284.4,13367.0,47
38,0,30692,Scott Stallings,284.4,17066.8,60
40,0,40026,Daniel Berger,284.0,17040.5,60
41,0,29289,S.Y. Noh,283.8,18727.7,66
42,0,37273,Derek Ernst,283.2,9061.1,32
43,0,32366,Kevin Chappell,282.9,14426.0,51
43,0,33410,Andrew Landry,282.9,7072.4,25
45,0,34563,Chesson Hadley,282.8,19511.7,69
46,0,21209,Sergio Garcia,282.6,5086.2,18
47,0,20691,Greg Owen,282.5,17231.2,61
48,0,24781,Hunter Mahan,281.6,14363.9,51
49,0,29268,Bronson Burgoon,281.4,13790.5,49
50,0,22371,Aaron Baddeley,281.3,16599.3,59
51,0,29720,Andres Gonzales,281.2,13779.5,49
51,0,33204,Shane Lowry,281.2,9279.3,33
53,0,35732,Wes Roach,281.1,8995.1,32
54,0,25632,Jimmy Walker,280.9,17979.7,64
55,0,25818,Scott Piercy,280.8,15725.1,56
55,0,28114,Dawie van der Walt,280.8,12917.0,46
57,0,34360,Patrick Reed,280.7,21336.7,76
58,0,20157,Retief Goosen,280.3,14297.1,51
58,0,32839,Hideki Matsuyama,280.3,14014.2,50
60,0,29420,Billy Horschel,280.0,14838.5,53
61,0,33461,Morgan Hoffmann,279.4,15925.2,57
62,0,28158,Steve Marino,279.2,12566.0,45
63,0,33418,Shawn Stefani,279.1,20376.5,73
64,0,20229,Stewart Cink,278.9,11434.9,41
64,0,20766,Padraig Harrington,278.9,11155.4,40
64,0,32150,Michael Thompson,278.9,13945.7,50
67,0,24924,Bill Haas,278.5,14483.2,52
67,0,26851,Marc Leishman,278.5,15318.3,55
69,0,32448,James Hahn,278.3,15026.2,54
69,0,26300,Matt Jones,278.3,11689.0,42
71,0,34046,Jordan Spieth,278.2,14465.9,52
72,0,25364,Paul Casey,277.7,11663.5,42
73,0,25493,Nick Taylor,277.4,16920.4,61
74,0,31420,Anirban Lahiri,277.3,13862.5,50
75,0,34098,Russell Henley,277.1,16627.9,60
75,0,37455,Si Woo Kim,277.1,23003.2,83
75,0,32757,Patton Kizzire,277.1,17454.8,63
78,0,25900,Lucas Glover,277.0,19115.7,69
79,0,27974,Sung Kang,276.8,16328.4,59
80,0,22892,Jason Gore,276.7,18262.2,66
81,0,34431,Robert Streb,276.6,16874.3,61
82,0,29223,Sam Saunders,276.4,11885.0,43
83,0,31416,Derek Fathauer,276.3,19344.5,70
84,0,06522,Ernie Els,276.2,13812.0,50
84,0,33399,Adam Hadwin,276.2,21817.9,79
86,0,35532,Tom Hoge,275.5,14048.0,51
87,0,27895,Jonas Blixt,275.1,16505.3,60
87,0,25274,Steven Bowditch,275.1,13481.6,49
87,0,29479,Scott Brown,275.1,20358.2,74
87,0,28132,Tyrone Van Aswegen,275.1,20085.8,73
91,0,24461,Thomas Aiken,275.0,11276.2,41
91,0,35879,Kelly Kraft,275.0,9900.1,36
93,0,27963,Chris Stroud,274.9,17595.4,64
94,0,35545,Blayne Barber,274.5,17017.9,62
95,0,31646,Emiliano Grillo,274.4,16739.8,61
95,0,23621,Rory Sabbatini,274.4,7409.1,27
97,0,32876,Martin Piller,274.3,11245.5,41
98,0,29926,Danny Lee,274.1,16991.2,62
98,0,27649,Brandt Snedeker,274.1,16719.3,61
98,0,27770,Camilo Villegas,274.1,18640.0,68
101,0,35539,Luke Guthrie,273.9,11777.4,43
101,0,34265,Will Wilcox,273.9,13422.6,49
103,0,27747,Hiroshi Iwata,273.8,16701.6,61
104,0,23353,J.J. Henry,273.3,14210.5,52
105,0,20645,John Senden,272.7,11725.1,43
106,0,24912,Will MacKenzie,272.5,16348.5,60
106,0,26329,Louis Oosthuizen,272.5,10901.3,40
108,0,39975,Michael Kim,272.4,21516.0,79
109,0,30163,Henrik Norlander,272.3,12796.7,47
110,0,33413,Ben Martin,272.2,20955.9,77
111,0,29745,Tyler Aldridge,272.1,16327.4,60
111,0,22046,Geoff Ogilvy,272.1,13603.9,50
113,0,25240,D.A. Points,272.0,7615.3,28
114,0,37454,Whee Kim,271.9,16585.8,61
114,0,29221,Webb Simpson,271.9,12505.4,46
116,0,24846,Ricky Barnes,271.1,16268.6,60
116,0,24494,Erik Compton,271.1,12200.7,45
116,0,31202,William McGirt,271.1,18706.3,69
119,0,26951,Johnson Wagner,270.9,18149.5,67
120,0,30110,Kyle Stanley,270.3,18923.1,70
121,0,30926,Chris Kirk,270.2,17564.3,65
121,0,27214,Kevin Streelman,270.2,12968.4,48
123,0,31557,Jim Herman,270.0,17279.0,64
124,0,28679,Fabián Gómez,269.8,18345.0,68
125,0,23983,Luke Donald,269.6,15634.7,58
126,0,27942,Rob Oppenheim,269.4,9160.5,34
127,0,27644,Brian Harman,269.3,20463.4,76
127,0,29478,Kevin Kisner,269.3,17773.1,66
