RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
92,0,24361,Pat Perez,257.5,1260525.000,136
94,0,27120,Troy Matteson,257.6,1595120.000,172
95,0,28087,Kris Blanks,257.7,1261734.000,136
95,0,30750,Tommy Gainey,257.7,1706882.000,184
95,0,34072,Will Strickler,257.7,825658.000,89
98,0,12652,Cameron Beckman,257.8,1011533.000,109
98,0,29221,Webb Simpson,257.8,1698064.000,183
98,0,30110,Kyle Stanley,257.8,1810087.000,195
101,0,27939,Matt McQuillan,257.9,640708.000,69
102,0,23548,Bill Lunde,258.0,1467471.000,158
102,0,20127,Chris Riley,258.0,798710.000,86
102,0,22913,John Rollins,258.0,1421011.000,153
102,0,20645,John Senden,258.0,1718360.000,185
102,0,32150,Michael Thompson,258.0,1021520.000,110
107,0,29518,Brendan Steele,258.1,1403083.000,151
107,0,25834,Daniel Summerhays,258.1,985059.000,106
109,0,23541,Ben Crane,258.2,994686.000,107
109,0,12782,Tim Herron,258.2,1161957.000,125
109,0,24781,Hunter Mahan,258.2,1524432.000,164
109,0,23788,D.J. Trahan,258.2,1831164.000,197
109,0,23623,Bo Van Pelt,258.2,1570937.000,169
114,0,24980,Scott Gutschewski,258.5,995787.000,107
115,0,27936,Martin Laird,258.6,1470966.000,158
115,0,25240,D.A. Points,258.6,1377608.000,148
115,0,31193,Jim Renner,258.6,949716.000,102
118,0,02206,David Toms,258.7,800988.000,86
118,0,26289,Boo Weekley,258.7,1332000.000,143
120,0,21209,Sergio Garcia,258.9,1043698.000,112
120,0,26596,Ryan Moore,258.9,1267595.000,136
120,0,32876,Martin Piller,258.9,782866.000,84
123,0,01116,Michael Bradley,259.1,839467.000,90
123,0,20472,Alex Cejka,259.1,727630.000,78
123,0,06643,Paul Goydos,259.1,690328.000,74
126,0,30711,Colt Knost,259.2,737198.000,79
127,0,07867,Woody Austin,259.3,718667.000,77
127,0,01313,Steve Elkington,259.3,681488.000,73
127,0,21961,Charles Howell III,259.3,1698741.000,182
127,0,27214,Kevin Streelman,259.3,1362749.000,146
127,0,27330,Josh Teater,259.3,1951327.000,209
132,0,07457,Steve Flesch,259.4,1036724.000,111
132,0,24604,Hunter Haas,259.4,1568619.000,168
132,0,27933,John Merrick,259.4,1008674.000,108
135,0,20070,Matt Bettencourt,259.6,1467501.000,157
135,0,10585,Scott McCarron,259.6,990539.000,106
137,0,12602,Dean Wilson,259.7,691870.000,74
138,0,23673,Michael Connell,259.8,869716.000,93
138,0,06515,Shaun Micheel,259.8,823002.000,88
138,0,23621,Rory Sabbatini,259.8,1197352.000,128
141,0,32366,Kevin Chappell,259.9,1272666.000,136
141,0,32102,Rickie Fowler,259.9,1281663.000,137
141,0,26300,Matt Jones,259.9,1272333.000,136
144,0,20593,Greg Chalmers,260.0,1039034.000,111
144,0,23800,Bryce Molder,260.0,879716.000,94
146,0,33911,Nate Smith,260.1,552373.000,59
147,0,10505,Shane Bertsch,260.3,684195.000,73
147,0,27963,Chris Stroud,260.3,1368394.000,146
149,0,24290,D.J. Brigman,260.4,871683.000,93
149,0,21753,Brian Davis,260.4,1584008.000,169
151,0,23497,Tag Ridings,260.6,1632443.000,174
152,0,28475,Jeff Overton,260.7,1586057.000,169
153,0,25396,Kevin Na,260.8,1220490.000,130
154,0,20572,Rod Pampling,261.2,1137681.000,121
154,0,26951,Johnson Wagner,261.2,921457.000,98
156,0,21949,Joe Ogilvie,261.5,950756.000,101
157,0,29718,Anthony Kim,261.6,1148955.000,122
158,0,06251,Chris DiMarco,261.9,1018154.000,108
158,0,26679,Kevin Stadler,261.9,1489838.000,158
160,0,22621,Ben Curtis,262.0,745257.000,79
160,0,23320,Ryan Palmer,262.0,1414960.000,150
160,0,25457,Alexandre Rocha,262.0,726134.000,77
163,0,23325,Vaughn Taylor,262.1,1207787.000,128
164,0,25274,Steven Bowditch,262.2,1812669.000,192
164,0,22046,Geoff Ogilvy,262.2,840073.000,89
166,0,23718,Nathan Green,262.3,1142555.000,121
166,0,23353,J.J. Henry,262.3,1605001.000,170
168,0,06621,Joe Durant,262.5,888212.000,94
168,0,33419,Cameron Tringale,262.5,1946517.000,206
170,0,29420,Billy Horschel,262.6,1106050.000,117
171,0,08375,Paul Stankowski,262.7,1059279.000,112
172,0,23409,James Driscoll,263.1,1297835.000,137
173,0,12716,Charley Hoffman,263.2,1999192.000,211
173,0,22961,David Mathis,263.2,824390.000,87
175,0,28679,Fabián Gómez,263.5,1185576.000,125
175,0,26287,Roland Thatcher,263.5,1015007.000,107
177,0,32640,Troy Merritt,263.6,977596.000,103
178,0,23614,Rich Beem,263.7,721394.000,76
178,0,22348,Nick O'Hern,263.7,854527.000,90
180,0,01766,Billy Mayfair,263.8,1529133.000,161
181,0,25562,Andres Romero,264.1,1492450.000,157
182,0,21350,Ryuji Imada,264.5,1190411.000,125
183,0,28620,Aron Price,264.8,676788.000,71
184,0,34255,Joseph Bramlett,266.0,1273552.000,133
185,0,20498,Briny Baird,266.6,681554.000,71
186,0,20436,Garrett Willis,266.9,1018413.000,106
