RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
93,0,30925,Dustin Johnson,25.3,181329.000,199
93,0,28158,Steve Marino,25.3,175947.000,193
93,0,22548,Patrick Sheehan,25.3,132903.000,146
97,0,12705,Cliff Kresge,25.5,92615.000,101
97,0,24449,Parker McLachlin,25.5,122109.000,133
97,0,22348,Nick O'Hern,25.5,56962.000,62
97,0,22046,Geoff Ogilvy,25.5,67099.000,73
97,0,27095,Nick Watney,25.5,219268.000,239
97,0,26289,Boo Weekley,25.5,116471.000,127
103,0,21805,Harrison Frazar,25.6,126984.000,138
104,0,10875,Todd Demsey,25.7,126985.000,137
104,0,28475,Jeff Overton,25.7,187834.000,203
104,0,12660,Jesper Parnevik,25.7,135984.000,147
104,0,25349,Tim Wilkinson,25.7,102574.000,111
108,0,08931,Glen Day,25.8,55712.000,60
108,0,25345,Carl Pettersson,25.8,140426.000,151
110,0,21461,Kenneth Ferrie,25.9,110001.000,118
110,0,23497,Tag Ridings,25.9,182826.000,196
110,0,22293,Heath Slocum,25.9,86861.000,93
113,0,20098,Stuart Appleby,26.0,95491.000,102
113,0,01948,Tim Petrovic,26.0,124564.000,133
115,0,01320,Bob Estes,26.1,107107.000,114
115,0,20574,Mathew Goggin,26.1,179312.000,191
115,0,10860,Justin Leonard,26.1,77970.000,83
118,0,23718,Nathan Green,26.2,164118.000,174
118,0,10425,Jay Williamson,26.2,91420.000,97
120,0,12652,Cameron Beckman,26.3,94749.000,100
120,0,30750,Tommy Gainey,26.3,99489.000,105
120,0,26300,Matt Jones,26.3,171619.000,181
123,0,06197,Michael Allen,26.4,123718.000,130
123,0,06621,Joe Durant,26.4,134938.000,142
123,0,12782,Tim Herron,26.4,147538.000,155
123,0,08075,Jerry Kelly,26.4,87543.000,92
123,0,01724,Jeff Maggert,26.4,127262.000,134
123,0,25190,Jeff Quinney,26.4,75058.000,79
123,0,25632,Jimmy Walker,26.4,129289.000,136
130,0,10505,Shane Bertsch,26.5,94361.000,99
131,0,26631,Cody Freeman,26.6,81476.000,85
131,0,06643,Paul Goydos,26.6,68048.000,71
131,0,27963,Chris Stroud,26.6,105486.000,110
131,0,12602,Dean Wilson,26.6,104527.000,109
135,0,01797,Rocco Mediate,26.7,106862.000,111
135,0,20572,Rod Pampling,26.7,130767.000,136
137,0,02223,Bob Tway,26.8,79181.000,82
137,0,10423,Mike Weir,26.8,103133.000,107
139,0,01161,Mark Calcavecchia,26.9,92058.000,95
139,0,01941,Tom Pernice Jr.,26.9,130507.000,135
141,0,25842,Jon Mills,27.0,140757.000,145
141,0,26668,Marc Turnesa,27.0,104818.000,108
143,0,20104,Ken Duke,27.1,169733.000,174
143,0,24138,Ian Poulter,27.1,40018.000,41
145,0,01553,John Huston,27.2,97831.000,100
145,0,01707,Steve Lowery,27.2,127363.000,130
145,0,26596,Ryan Moore,27.2,140036.000,143
148,0,23048,Eric Axley,27.3,158257.000,161
148,0,20157,Retief Goosen,27.3,67743.000,69
148,0,23349,Charles Warren,27.3,185845.000,189
148,0,21878,Mark Wilson,27.3,150358.000,153
152,0,23125,Brad Elder,27.4,84962.000,86
153,0,20848,Ángel Cabrera,27.5,96168.000,97
153,0,23541,Ben Crane,27.5,121921.000,123
153,0,01313,Steve Elkington,27.5,99850.000,101
153,0,23353,J.J. Henry,27.5,144525.000,146
153,0,20433,Mark Hensby,27.5,119759.000,121
158,0,01577,Lee Janzen,27.6,102443.000,103
159,0,24925,Jonathan Byrd,27.7,159290.000,160
159,0,20127,Chris Riley,27.7,57785.000,58
161,0,25396,Kevin Na,27.8,162378.000,162
162,0,20472,Alex Cejka,27.9,85356.000,85
163,0,10585,Scott McCarron,28.0,95760.000,95
164,0,07457,Steve Flesch,28.1,121257.000,120
165,0,01139,Olin Browne,28.2,56926.000,56
165,0,23325,Vaughn Taylor,28.2,136216.000,134
165,0,02239,Scott Verplank,28.2,97519.000,96
168,0,21350,Ryuji Imada,28.3,99813.000,98
168,0,23157,Richard Johnson,28.3,145524.000,143
168,0,20634,Peter Lonard,28.3,134530.000,132
168,0,26951,Johnson Wagner,28.3,124493.000,122
172,0,27060,John Mallinger,28.4,112491.000,110
173,0,01766,Billy Mayfair,28.5,147561.000,144
173,0,26476,Chez Reavie,28.5,114904.000,112
175,0,28089,Jason Day,28.7,186717.000,181
175,0,22806,Doug LaBelle II,28.7,52619.000,51
177,0,08537,J.P. Hayes,28.8,84058.000,81
178,0,20850,Daniel Chopra,28.9,150817.000,145
179,0,21959,Ted Purdy,29.0,128230.000,123
180,0,21633,Steve Allan,29.2,131461.000,125
180,0,12826,Paul Claxton,29.2,62030.000,59
180,0,08385,Omar Uresti,29.2,86242.000,82
183,0,24024,Zach Johnson,29.3,105348.000,100
184,0,06251,Chris DiMarco,29.4,101514.000,96
184,0,12680,Shigeki Maruyama,29.4,50785.000,48
186,0,23797,Brett Rumford,29.6,94992.000,89
187,0,27613,David Lutterus,29.7,80205.000,75
187,0,22582,Kyle Thompson,29.7,84328.000,79
189,0,20382,Stephen Leaney,30.0,35634.000,33
190,0,25594,Travis Perkins,30.5,81222.000,74
191,0,01388,Robert Gamez,31.9,114968.000,100
192,0,20160,Charlie Wi,32.0,167085.000,145
193,0,23614,Rich Beem,32.2,170517.000,147
194,0,20443,Jin Park,32.6,84534.000,72
195,0,25720,Chad Collins,33.0,107958.000,91
196,0,01928,Corey Pavin,34.1,49056.000,40
197,0,06575,Dudley Hart,34.9,101661.000,81
