RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,20498,Briny Baird,411
2,0,25345,Carl Pettersson,401
3,0,20850,Daniel Chopra,389
4,0,23349,Charles Warren,380
5,0,28158,Steve Marino,378
5,0,21949,Joe Ogilvie,378
7,0,21350,Ryuji Imada,377
8,0,23623,Bo Van Pelt,376
9,0,01948,Tim Petrovic,374
10,0,20104,Ken Duke,372
11,0,19803,Ryan Armour,370
11,0,19846,Brian Gay,370
13,0,07547,Craig Kanada,368
14,0,25900,Lucas Glover,366
15,0,06567,Vijay Singh,361
16,0,01161,Mark Calcavecchia,360
16,0,12705,Cliff Kresge,360
18,0,21753,Brian Davis,359
18,0,12716,Charley Hoffman,359
20,0,23718,Nathan Green,355
21,0,22293,Heath Slocum,354
21,0,27649,Brandt Snedeker,354
23,0,24912,Will MacKenzie,351
24,0,12652,Cameron Beckman,348
24,0,24140,Sean O'Hair,348
26,0,24358,Robert Garrigus,347
26,0,26289,Boo Weekley,347
28,0,01941,Tom Pernice Jr.,346
28,0,02223,Bob Tway,346
30,0,29718,Anthony Kim,345
31,0,10733,Kent Jones,342
32,0,12660,Jesper Parnevik,341
33,0,21959,Ted Purdy,340
34,0,22913,John Rollins,337
34,0,20645,John Senden,337
36,0,20105,Jeff Gove,336
37,0,07867,Woody Austin,335
37,0,20378,Mathias Grönberg,335
39,0,25190,Jeff Quinney,334
39,0,23325,Vaughn Taylor,334
41,0,25686,Jason Dufner,333
42,0,11032,Frank Lickliter II,332
43,0,08075,Jerry Kelly,331
43,0,26951,Johnson Wagner,331
45,0,27933,John Merrick,329
46,0,01766,Billy Mayfair,328
47,0,23048,Eric Axley,327
47,0,12782,Tim Herron,327
49,0,24490,George McNeill,326
50,0,07457,Steve Flesch,324
51,0,26596,Ryan Moore,323
52,0,24781,Hunter Mahan,322
52,0,23788,D.J. Trahan,322
54,0,23614,Rich Beem,321
55,0,10885,Robert Allenby,320
55,0,20574,Mathew Goggin,320
55,0,24924,Bill Haas,320
58,0,08537,J.P. Hayes,319
