RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
52,0,32757,Patton Kizzire,.610,55.538,16.193,39.347,91
53,0,35310,Lanto Griffin,.592,47.340,16.615,30.727,80
53,0,24361,Pat Perez,.592,46.207,17.179,29.030,78
55,0,31646,Emiliano Grillo,.562,38.761,45.928,-7.166,69
56,0,25804,Bubba Watson,.541,32.473,45.083,-12.609,60
57,0,25396,Kevin Na,.527,41.136,32.916,8.222,78
58,0,40006,Erik van Rooyen,.512,34.810,21.683,13.126,68
59,0,23320,Ryan Palmer,.506,33.901,27.293,6.608,67
60,0,45157,Cam Davis,.472,42.460,26.902,15.560,90
61,0,37455,Si Woo Kim,.469,38.939,54.138,-15.196,83
62,0,20229,Stewart Cink,.463,36.100,23.312,12.790,78
63,0,30927,Brendon Todd,.415,29.467,-14.556,44.025,71
64,0,49964,Aaron Wise,.412,28.856,59.133,-30.274,70
65,0,33667,Carlos Ortiz,.399,33.112,34.659,-1.544,83
66,0,21961,Charles Howell III,.393,20.816,14.784,6.034,53
67,0,26331,Charl Schwartzel,.386,28.978,27.083,1.898,75
68,0,29974,Branden Grace,.383,24.135,14.679,9.462,63
69,0,33490,Bo Hoag,.377,28.259,28.266,-.005,75
70,0,33486,Roger Sloan,.365,22.654,26.345,-3.691,62
71,0,25900,Lucas Glover,.360,29.183,40.603,-11.420,81
72,0,48822,Sebastián Muñoz,.344,30.654,26.456,4.201,89
73,0,39977,Max Homa,.327,21.936,24.834,-2.896,67
74,0,33399,Adam Hadwin,.322,25.436,-11.806,37.244,79
75,0,31560,Brian Stuard,.315,27.710,7.444,20.270,88
76,0,29420,Billy Horschel,.301,20.762,1.119,19.644,69
77,0,27649,Brandt Snedeker,.300,21.567,-2.961,24.531,72
78,0,26300,Matt Jones,.280,23.509,.580,22.931,84
79,0,29908,C.T. Pan,.274,17.819,24.813,-6.990,65
80,0,20396,Lee Westwood,.271,13.825,10.314,3.511,51
81,0,27129,Luke List,.266,19.919,66.874,-46.952,75
82,0,36871,Matthew NeSmith,.235,18.782,48.946,-30.161,80
83,0,46442,Maverick McNealy,.233,15.383,7.619,7.766,66
84,0,19803,Ryan Armour,.223,14.925,-8.759,23.686,67
85,0,33122,Russell Knox,.194,15.491,36.254,-20.761,80
86,0,32448,James Hahn,.193,11.989,1.748,10.243,62
87,0,47347,Adam Schenk,.188,15.058,4.097,10.963,80
88,0,26476,Chez Reavie,.187,13.257,44.844,-31.583,71
89,0,32640,Troy Merritt,.170,13.597,-8.968,22.570,80
90,0,33597,Harry Higgs,.169,12.663,-5.588,18.255,75
90,0,36801,Mark Hubbard,.169,15.020,-10.080,25.104,89
92,0,32139,Danny Willett,.160,4.475,7.169,-2.692,28
93,0,49960,Sepp Straka,.137,10.565,3.468,7.100,77
94,0,27770,Camilo Villegas,.124,8.088,26.065,-17.974,65
95,0,30692,Scott Stallings,.123,8.340,6.311,2.031,68
96,0,29518,Brendan Steele,.115,7.721,16.490,-8.767,67
97,0,22056,Cameron Percy,.108,6.486,27.587,-21.100,60
98,0,32102,Rickie Fowler,.103,6.722,12.626,-5.902,65
99,0,22405,Justin Rose,.097,3.989,-11.386,15.376,41
100,0,31323,Gary Woodland,.096,5.586,10.020,-4.432,58
101,0,35532,Tom Hoge,.077,6.809,16.169,-9.356,88
101,0,31420,Anirban Lahiri,.077,4.161,6.253,-2.089,54
103,0,29535,Brice Garnett,.075,5.197,-22.146,27.346,69
104,0,32791,K.H. Lee,.074,6.843,28.757,-21.913,93
105,0,30911,Tommy Fleetwood,.072,3.363,9.812,-6.449,47
106,0,26851,Marc Leishman,.052,3.281,-8.671,11.953,63
107,0,30110,Kyle Stanley,.049,3.612,56.280,-52.665,74
108,0,47993,Denny McCarthy,.048,3.875,-30.949,34.828,80
109,0,36699,Patrick Rodgers,.038,2.995,-1.804,4.801,78
110,0,34256,Andrew Putnam,.027,1.979,-22.800,24.782,74
111,0,49771,J.T. Poston,.022,1.764,-54.000,55.768,79
112,0,30163,Henrik Norlander,.013,.977,34.146,-33.166,75
113,0,23108,Matt Kuchar,.009,.532,-5.627,6.163,59
114,0,25686,Jason Dufner,.003,.222,29.215,-28.990,74
115,0,29478,Kevin Kisner,-.003,-.241,-27.312,27.071,69
116,0,34563,Chesson Hadley,-.005,-.286,-32.310,32.024,58
117,0,23325,Vaughn Taylor,-.021,-1.330,-19.462,18.137,62
118,0,53165,Doc Redman,-.023,-1.594,-1.480,-.110,69
119,0,27936,Martin Laird,-.025,-1.755,21.921,-23.677,69
120,0,34076,Joel Dahmen,-.028,-1.865,20.835,-22.697,66
121,0,25493,Nick Taylor,-.033,-2.769,-16.461,13.693,83
122,0,39953,Chase Seiffert,-.042,-2.325,5.036,-7.359,56
123,0,51894,Vince Whaley,-.044,-2.526,-12.124,9.600,58
124,0,48119,Ben Taylor,-.054,-1.672,-15.628,13.958,31
125,0,34466,Peter Malnati,-.062,-4.073,-19.808,15.737,66
126,0,32150,Michael Thompson,-.063,-4.266,-8.505,4.240,68
127,0,23621,Rory Sabbatini,-.078,-5.206,-17.020,11.816,67
128,0,35506,Mackenzie Hughes,-.088,-6.723,-43.463,36.742,76
129,0,49298,Kramer Hickok,-.091,-5.105,9.171,-14.274,56
130,0,32333,Kevin Tway,-.112,-5.701,-16.047,10.349,51
131,0,33413,Ben Martin,-.114,-3.877,.412,-4.287,34
132,0,34255,Joseph Bramlett,-.123,-6.888,33.681,-40.569,56
133,0,33120,Mark Anderson,-.137,-4.670,1.432,-6.100,34
134,0,39546,Keith Mitchell,-.140,-9.360,-5.557,-3.803,67
135,0,35461,Beau Hossler,-.145,-10.135,-24.588,14.455,70
136,0,32816,Satoshi Kodaira,-.146,-9.041,-10.116,1.076,62
137,0,56278,Matthew Wolff,-.168,-8.563,-15.759,7.196,51
138,0,35104,Tom Lewis,-.175,-12.272,-3.442,-8.826,70
139,0,26499,Rafa Cabrera Bello,-.184,-11.038,-30.115,19.079,60
140,0,37275,Sam Ryder,-.218,-14.804,-18.605,3.802,68
141,0,34174,John Huh,-.228,-11.623,20.990,-32.612,51
142,0,46550,Brandon Hagy,-.232,-13.476,-4.242,-9.232,58
143,0,25818,Scott Piercy,-.234,-15.894,16.888,-32.780,68
144,0,33404,Chris Baker,-.268,-10.183,3.109,-13.290,38
145,0,27330,Josh Teater,-.277,-9.135,-2.761,-6.373,33
146,0,47128,Richy Werenski,-.302,-25.037,-30.708,5.673,83
147,0,29268,Bronson Burgoon,-.309,-17.283,4.918,-22.197,56
148,0,24924,Bill Haas,-.310,-9.604,-14.872,5.268,31
149,0,34431,Robert Streb,-.323,-22.611,-35.122,12.514,70
150,0,27942,Rob Oppenheim,-.325,-18.213,-17.409,-.800,56
151,0,26758,David Hearn,-.329,-15.126,-25.816,10.693,46
152,0,32662,Michael Gligic,-.338,-20.291,-43.342,23.054,60
153,0,39324,J.J. Spaun,-.394,-20.498,.188,-20.686,52
154,0,51766,Wyndham Clark,-.409,-29.069,-25.858,-3.208,71
155,0,22371,Aaron Baddeley,-.420,-15.109,-26.426,11.316,36
156,0,46435,Austin Cook,-.421,-27.354,-47.456,20.106,65
157,0,28775,Nate Lashley,-.423,-24.980,-12.192,-12.783,59
158,0,01810,Phil Mickelson,-.442,-26.953,-25.023,-1.930,61
159,0,31557,Jim Herman,-.454,-26.778,-9.177,-17.599,59
160,0,35449,Adam Long,-.457,-32.480,-42.688,10.211,71
161,0,29970,Dylan Frittelli,-.461,-27.674,.526,-28.196,60
162,0,29926,Danny Lee,-.514,-29.297,1.388,-30.683,57
163,0,29479,Scott Brown,-.525,-33.625,-40.431,6.808,64
164,0,40042,Tyler McCumber,-.536,-28.933,7.829,-36.760,54
165,0,56762,Will Gordon,-.543,-36.909,-23.674,-13.233,68
166,0,27554,Scott Harrington,-.564,-35.530,-24.633,-10.894,63
167,0,45609,Tyler Duncan,-.575,-43.698,-7.824,-35.873,76
168,0,24140,Sean O'Hair,-.596,-26.239,-14.563,-11.674,44
169,0,52372,Cameron Champ,-.607,-39.452,.068,-39.520,65
170,0,23983,Luke Donald,-.635,-28.577,-20.663,-7.914,45
171,0,48045,Michael Gellerman,-.655,-20.297,3.596,-23.893,31
172,0,23623,Bo Van Pelt,-.683,-37.568,-25.191,-12.374,55
173,0,34264,Hudson Swafford,-.684,-45.152,-45.234,.084,66
174,0,46441,Robby Shelton,-.685,-48.607,-25.735,-22.870,71
175,0,33948,Byeong Hun An,-.707,-49.514,11.159,-60.672,70
176,0,33410,Andrew Landry,-.715,-43.612,-27.566,-16.043,61
177,0,25632,Jimmy Walker,-.724,-45.606,-66.080,20.479,63
178,0,23788,D.J. Trahan,-.727,-33.441,-7.483,-25.958,46
179,0,32254,Xinjun Zhang,-.825,-41.237,-21.383,-19.849,50
180,0,28679,Fabián Gómez,-.838,-28.500,-19.468,-9.027,34
181,0,27141,J.B. Holmes,-.874,-38.459,-31.224,-7.233,44
182,0,32070,Rafael Campos,-.883,-36.219,-33.492,-2.724,41
183,0,35658,Kris Ventura,-.938,-48.792,-71.385,22.595,52
184,0,28420,Ryan Brehm,-1.128,-39.484,-29.433,-10.050,35
185,0,32618,Rhein Gibson,-1.135,-43.118,-66.810,23.692,38
186,0,27556,Ted Potter Jr.,-1.160,-67.299,-38.585,-28.711,58
187,0,35230,Nelson Ledesma,-1.167,-40.860,-27.337,-13.521,35
188,0,24357,K.J. Choi,-1.188,-51.079,-29.281,-21.796,43
189,0,19846,Brian Gay,-1.218,-75.488,-88.083,12.597,62
190,0,39975,Michael Kim,-1.369,-73.950,-65.264,-8.683,54
191,0,27095,Nick Watney,-1.442,-60.554,-41.303,-19.250,42
192,0,34314,Sebastian Cappelen,-1.507,-57.281,-59.184,1.904,38
193,0,27974,Sung Kang,-1.520,-114.031,-106.957,-7.069,75
194,0,35617,Martin Trainer,-1.781,-85.464,-98.744,13.283,48
195,0,24781,Hunter Mahan,-1.788,-73.291,-93.430,20.140,41
196,0,34213,Grayson Murray,-2.108,-75.871,-30.460,-45.409,36
