RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
107,0,46046,Scottie Scheffler,.023,1.931,84
108,0,32816,Satoshi Kodaira,.017,1.076,62
109,0,34264,Hudson Swafford,.001,.084,66
110,0,33490,Bo Hoag,.000,-.005,75
111,0,53165,Doc Redman,-.002,-.110,69
112,0,39997,Corey Conners,-.008,-.710,84
112,0,27214,Kevin Streelman,-.008,-.632,84
114,0,27942,Rob Oppenheim,-.014,-.800,56
115,0,33667,Carlos Ortiz,-.019,-1.544,83
116,0,01810,Phil Mickelson,-.032,-1.930,61
117,0,31420,Anirban Lahiri,-.039,-2.089,54
118,0,39977,Max Homa,-.043,-2.896,67
119,0,51766,Wyndham Clark,-.045,-3.208,71
120,0,39546,Keith Mitchell,-.057,-3.803,67
121,0,33486,Roger Sloan,-.060,-3.691,62
122,0,32070,Rafael Campos,-.066,-2.724,41
122,0,47483,Will Zalatoris,-.066,-4.506,68
124,0,25364,Paul Casey,-.073,-4.248,58
125,0,31323,Gary Woodland,-.076,-4.432,58
126,0,32102,Rickie Fowler,-.091,-5.902,65
127,0,27974,Sung Kang,-.094,-7.069,75
128,0,32139,Danny Willett,-.096,-2.692,28
129,0,31646,Emiliano Grillo,-.104,-7.166,69
130,0,35532,Tom Hoge,-.106,-9.356,88
131,0,29908,C.T. Pan,-.108,-6.990,65
132,0,35104,Tom Lewis,-.126,-8.826,70
132,0,33413,Ben Martin,-.126,-4.287,34
134,0,39953,Chase Seiffert,-.131,-7.359,56
134,0,29518,Brendan Steele,-.131,-8.767,67
136,0,30911,Tommy Fleetwood,-.137,-6.449,47
137,0,25900,Lucas Glover,-.141,-11.420,81
138,0,46550,Brandon Hagy,-.159,-9.232,58
139,0,39975,Michael Kim,-.161,-8.683,54
140,0,33204,Shane Lowry,-.162,-10.223,63
141,0,27141,J.B. Holmes,-.164,-7.233,44
142,0,27554,Scott Harrington,-.173,-10.894,63
143,0,23983,Luke Donald,-.176,-7.914,45
144,0,33120,Mark Anderson,-.179,-6.100,34
145,0,37455,Si Woo Kim,-.183,-15.196,83
146,0,27064,Jhonattan Vegas,-.184,-12.316,67
147,0,27330,Josh Teater,-.193,-6.373,33
148,0,56762,Will Gordon,-.195,-13.233,68
149,0,25804,Bubba Watson,-.210,-12.609,60
150,0,28775,Nate Lashley,-.217,-12.783,59
151,0,23623,Bo Van Pelt,-.225,-12.374,55
152,0,32791,K.H. Lee,-.236,-21.913,93
153,0,49298,Kramer Hickok,-.255,-14.274,56
154,0,33122,Russell Knox,-.260,-20.761,80
155,0,33410,Andrew Landry,-.263,-16.043,61
156,0,24140,Sean O'Hair,-.265,-11.674,44
157,0,28679,Fabián Gómez,-.266,-9.027,34
158,0,52375,Doug Ghim,-.269,-19.357,72
159,0,27770,Camilo Villegas,-.277,-17.974,65
160,0,28420,Ryan Brehm,-.287,-10.050,35
161,0,31557,Jim Herman,-.298,-17.599,59
162,0,46441,Robby Shelton,-.322,-22.870,71
163,0,27936,Martin Laird,-.343,-23.677,69
164,0,34076,Joel Dahmen,-.344,-22.697,66
165,0,33404,Chris Baker,-.350,-13.290,38
166,0,22056,Cameron Percy,-.352,-21.100,60
167,0,36871,Matthew NeSmith,-.377,-30.161,80
168,0,35230,Nelson Ledesma,-.386,-13.521,35
169,0,25686,Jason Dufner,-.392,-28.990,74
170,0,29268,Bronson Burgoon,-.396,-22.197,56
171,0,32254,Xinjun Zhang,-.397,-19.849,50
172,0,39324,J.J. Spaun,-.398,-20.686,52
173,0,21209,Sergio Garcia,-.409,-27.810,68
174,0,49964,Aaron Wise,-.432,-30.274,70
175,0,32839,Hideki Matsuyama,-.433,-36.371,84
176,0,30163,Henrik Norlander,-.442,-33.166,75
177,0,26476,Chez Reavie,-.445,-31.583,71
178,0,50525,Collin Morikawa,-.457,-30.151,66
179,0,27095,Nick Watney,-.458,-19.250,42
180,0,29970,Dylan Frittelli,-.470,-28.196,60
181,0,45609,Tyler Duncan,-.472,-35.873,76
182,0,25818,Scott Piercy,-.482,-32.780,68
183,0,27556,Ted Potter Jr.,-.495,-28.711,58
184,0,24357,K.J. Choi,-.507,-21.796,43
185,0,29926,Danny Lee,-.538,-30.683,57
186,0,33141,Keegan Bradley,-.548,-42.777,78
187,0,23788,D.J. Trahan,-.564,-25.958,46
188,0,52372,Cameron Champ,-.608,-39.520,65
189,0,27129,Luke List,-.626,-46.952,75
190,0,34174,John Huh,-.639,-32.612,51
191,0,40042,Tyler McCumber,-.681,-36.760,54
192,0,30110,Kyle Stanley,-.712,-52.665,74
193,0,34255,Joseph Bramlett,-.724,-40.569,56
194,0,48045,Michael Gellerman,-.771,-23.893,31
195,0,33948,Byeong Hun An,-.867,-60.672,70
196,0,34213,Grayson Murray,-1.261,-45.409,36
