RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,46970,Jon Rahm,1.767,.834,.717,.216,64
2,0,50525,Collin Morikawa,1.528,.281,1.170,.077,66
3,0,35450,Patrick Cantlay,1.418,.569,.486,.363,68
3,0,33448,Justin Thomas,1.418,.235,.887,.296,68
5,0,47959,Bryson DeChambeau,1.367,1.162,.291,-.085,68
6,0,33141,Keegan Bradley,1.348,.327,.856,.165,78
7,0,25364,Paul Casey,1.293,.258,.895,.140,58
8,0,46717,Viktor Hovland,1.263,.656,.648,-.041,70
9,0,47483,Will Zalatoris,1.184,.319,.751,.114,68
10,0,28237,Rory McIlroy,1.181,.660,.403,.118,63
11,0,36689,Brooks Koepka,1.171,.631,.482,.058,52
12,0,39997,Corey Conners,1.150,.625,.698,-.173,84
13,0,21209,Sergio Garcia,1.145,.796,.279,.071,68
14,0,40026,Daniel Berger,1.082,.264,.834,-.017,73
15,0,32839,Hideki Matsuyama,1.074,.240,.614,.220,84
16,0,29725,Tony Finau,1.040,.281,.461,.298,72
17,0,48081,Xander Schauffele,1.004,.266,.650,.087,63
18,0,34363,Tyrrell Hatton,1.002,.322,.651,.028,47
19,0,33204,Shane Lowry,.987,.112,.543,.333,63
20,0,34098,Russell Henley,.926,.071,.831,.024,78
21,0,52375,Doug Ghim,.909,.252,.516,.141,72
21,0,46046,Scottie Scheffler,.909,.515,.145,.249,84
23,0,27129,Luke List,.892,.557,.251,.083,75
24,0,12716,Charley Hoffman,.864,.341,.646,-.123,79
25,0,28252,Seamus Power,.845,.012,.393,.440,42
25,0,49964,Aaron Wise,.845,.249,.357,.239,70
27,0,26329,Louis Oosthuizen,.835,.023,.459,.353,60
28,0,45526,Abraham Ancer,.831,.350,.499,-.019,81
29,0,30925,Dustin Johnson,.824,.361,.315,.147,62
30,0,29221,Webb Simpson,.818,.071,.393,.353,61
31,0,27064,Jhonattan Vegas,.817,.647,.257,-.087,67
32,0,45486,Joaquin Niemann,.812,.556,.326,-.070,89
33,0,37189,Harold Varner III,.792,.104,.470,.218,79
34,0,48887,Matt Wallace,.763,.106,.443,.214,38
35,0,30110,Kyle Stanley,.761,.244,.550,-.034,74
36,0,25804,Bubba Watson,.751,.613,.103,.035,60
37,0,28089,Jason Day,.711,.442,-.043,.312,56
38,0,30926,Chris Kirk,.702,.119,.314,.269,75
39,0,39971,Sungjae Im,.684,.526,.237,-.079,113
40,0,27214,Kevin Streelman,.681,.196,.418,.080,84
41,0,34046,Jordan Spieth,.680,-.091,.365,.407,74
42,0,47504,Sam Burns,.669,.257,.458,-.047,73
43,0,31646,Emiliano Grillo,.666,.368,.669,-.371,69
44,0,37455,Si Woo Kim,.652,.223,-.026,.467,83
45,0,34360,Patrick Reed,.644,-.003,.279,.368,66
46,0,26476,Chez Reavie,.632,.155,.505,-.028,71
47,0,40098,Matt Fitzpatrick,.620,.539,.026,.055,53
48,0,36871,Matthew NeSmith,.612,.012,.683,-.083,80
49,0,34255,Joseph Bramlett,.601,.224,.210,.167,56
50,0,33419,Cameron Tringale,.598,-.006,.363,.242,82
51,0,46402,Talor Gooch,.540,-.071,.435,.176,83
52,0,35891,Cameron Smith,.533,-.020,.291,.261,69
53,0,25900,Lucas Glover,.501,.185,.172,.144,81
54,0,22056,Cameron Percy,.460,-.115,.698,-.123,60
55,0,30163,Henrik Norlander,.455,.152,.468,-.165,75
56,0,33122,Russell Knox,.453,.018,.522,-.086,80
57,0,34099,Harris English,.441,.076,.125,.240,78
58,0,30944,Jason Kokrak,.426,.352,.281,-.208,76
59,0,33486,Roger Sloan,.425,.166,.222,.036,62
60,0,25396,Kevin Na,.422,-.253,-.027,.702,78
61,0,33667,Carlos Ortiz,.418,.246,.039,.132,83
62,0,34174,John Huh,.412,.147,.034,.230,51
63,0,23320,Ryan Palmer,.407,.242,.246,-.081,67
64,0,27770,Camilo Villegas,.401,-.145,.236,.310,65
65,0,25686,Jason Dufner,.395,.165,.197,.032,74
66,0,27644,Brian Harman,.385,.133,-.082,.334,85
67,0,29908,C.T. Pan,.382,-.002,.245,.139,65
68,0,33490,Bo Hoag,.377,.141,.246,-.011,75
69,0,39977,Max Homa,.371,.122,.372,-.124,67
70,0,26331,Charl Schwartzel,.361,-.027,.183,.205,75
71,0,40006,Erik van Rooyen,.319,.126,.141,.052,68
72,0,27936,Martin Laird,.318,.117,.208,-.008,69
73,0,34076,Joel Dahmen,.316,.214,.148,-.047,66
74,0,32791,K.H. Lee,.309,.172,-.066,.203,93
75,0,20229,Stewart Cink,.299,-.064,.417,-.054,78
75,0,45157,Cam Davis,.299,.312,.159,-.172,90
77,0,48822,Sebastián Muñoz,.297,.130,.243,-.076,89
78,0,21961,Charles Howell III,.279,.505,-.401,.174,53
79,0,24502,Adam Scott,.264,-.101,.356,.008,59
80,0,49766,Hank Lebioda,.263,-.134,.332,.064,54
81,0,32139,Danny Willett,.256,-.056,-.207,.518,28
82,0,25818,Scott Piercy,.248,.090,.005,.153,68
83,0,29518,Brendan Steele,.246,.126,.103,.017,67
84,0,29974,Branden Grace,.233,-.162,.161,.234,63
85,0,24361,Pat Perez,.220,-.120,.185,.155,78
86,0,30911,Tommy Fleetwood,.209,-.134,.051,.292,47
87,0,35310,Lanto Griffin,.208,.019,.394,-.206,80
88,0,20396,Lee Westwood,.202,.055,.167,-.020,51
89,0,32102,Rickie Fowler,.194,.096,-.244,.343,65
90,0,35532,Tom Hoge,.184,-.050,.304,-.070,88
91,0,32757,Patton Kizzire,.178,-.083,.169,.092,91
92,0,31323,Gary Woodland,.173,-.190,.291,.072,58
93,0,49298,Kramer Hickok,.164,.117,-.187,.233,56
94,0,33948,Byeong Hun An,.159,.008,-.152,.303,70
95,0,40042,Tyler McCumber,.145,.290,-.076,-.069,54
96,0,24138,Ian Poulter,.123,-.079,-.162,.364,55
97,0,48045,Michael Gellerman,.116,.012,.399,-.295,31
97,0,31420,Anirban Lahiri,.116,.280,-.254,.089,54
99,0,46442,Maverick McNealy,.115,.271,-.223,.067,66
100,0,27349,Alex Noren,.096,-.045,-.110,.251,74
101,0,30692,Scott Stallings,.093,.024,.353,-.284,68
102,0,39953,Chase Seiffert,.090,.021,.147,-.079,56
103,0,29268,Bronson Burgoon,.088,.015,-.022,.095,56
104,0,31560,Brian Stuard,.085,-.147,.043,.188,88
105,0,33404,Chris Baker,.082,.322,-.182,-.059,38
106,0,47347,Adam Schenk,.051,.159,.058,-.166,80
107,0,49960,Sepp Straka,.045,.073,.114,-.142,77
108,0,33120,Mark Anderson,.042,-.035,-.149,.226,34
109,0,32448,James Hahn,.028,.079,-.004,-.048,62
110,0,29926,Danny Lee,.024,.154,.122,-.252,57
111,0,29420,Billy Horschel,.016,.289,-.195,-.078,69
112,0,33413,Ben Martin,.012,.138,.011,-.136,34
113,0,29970,Dylan Frittelli,.009,.029,-.333,.312,60
114,0,26300,Matt Jones,.007,.124,-.422,.305,84
115,0,39324,J.J. Spaun,.004,.178,-.109,-.065,52
116,0,52372,Cameron Champ,.001,.593,-.154,-.439,65
117,0,53165,Doc Redman,-.021,-.035,.215,-.202,69
118,0,36699,Patrick Rodgers,-.023,.305,-.400,.072,78
119,0,24024,Zach Johnson,-.024,-.215,.085,.105,76
120,0,27649,Brandt Snedeker,-.041,-.255,.000,.214,72
121,0,35104,Tom Lewis,-.049,.358,-.238,-.169,70
122,0,46550,Brandon Hagy,-.073,.330,-.533,.130,58
123,0,33597,Harry Higgs,-.075,-.064,-.184,.174,75
124,0,39546,Keith Mitchell,-.083,.570,-.310,-.343,67
125,0,27330,Josh Teater,-.084,-.006,-.109,.031,33
126,0,23108,Matt Kuchar,-.095,-.371,.046,.229,59
127,0,45609,Tyler Duncan,-.103,.136,.042,-.281,76
128,0,32640,Troy Merritt,-.112,-.207,.025,.070,80
129,0,36801,Mark Hubbard,-.113,-.251,-.039,.177,89
130,0,32150,Michael Thompson,-.125,-.104,-.151,.129,68
131,0,19803,Ryan Armour,-.131,.013,-.082,-.062,67
132,0,26851,Marc Leishman,-.138,-.165,.118,-.092,63
133,0,33399,Adam Hadwin,-.149,-.042,-.320,.212,79
134,0,31557,Jim Herman,-.156,.336,-.254,-.238,59
135,0,32816,Satoshi Kodaira,-.163,.101,.052,-.316,62
135,0,23788,D.J. Trahan,-.163,-.171,.152,-.143,46
137,0,25493,Nick Taylor,-.198,.015,-.217,.004,83
138,0,30927,Brendon Todd,-.205,-.234,-.176,.204,71
139,0,28775,Nate Lashley,-.207,-.348,-.099,.241,59
140,0,51894,Vince Whaley,-.209,.168,-.409,.033,58
141,0,23621,Rory Sabbatini,-.254,-.001,-.198,-.056,67
142,0,37275,Sam Ryder,-.274,-.019,.129,-.384,68
143,0,22405,Justin Rose,-.278,-.142,-.045,-.091,41
144,0,34466,Peter Malnati,-.300,-.278,-.109,.087,66
145,0,34256,Andrew Putnam,-.308,-.519,.109,.102,74
