RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,39971,Sungjae Im,20
2,0,35421,Brandon Harkins,15
2,0,28237,Rory McIlroy,15
4,0,46601,Trey Mullinax,14
5,0,24502,Adam Scott,13
6,0,59095,Chris Gotterup,11
6,0,45486,Joaquin Niemann,11
8,0,33122,Russell Knox,10
8,0,36326,David Lipsky,10
10,0,33948,Byeong Hun An,9
10,0,48081,Xander Schauffele,9
10,0,47128,Richy Werenski,9
13,0,35450,Patrick Cantlay,8
13,0,25364,Paul Casey,8
13,0,54655,Patrick Flavin,8
13,0,33490,Bo Hoag,8
17,0,30911,Tommy Fleetwood,7
17,0,27644,Brian Harman,7
19,0,29479,Scott Brown,6
19,0,28679,Fabián Gómez,6
19,0,29420,Billy Horschel,6
19,0,25572,Graeme McDowell,6
19,0,49960,Sepp Straka,6
24,0,36837,Julien Brun,5
24,0,35557,Aaron Cockerill,5
24,0,39436,Joshua Creel,5
24,0,29970,Dylan Frittelli,5
24,0,31646,Emiliano Grillo,5
24,0,39058,Lucas Herbert,5
24,0,35532,Tom Hoge,5
24,0,30944,Jason Kokrak,5
24,0,26851,Marc Leishman,5
24,0,32881,Hugo León,5
24,0,33204,Shane Lowry,5
24,0,31569,Jason Scrivener,5
24,0,34046,Jordan Spieth,5
24,0,23325,Vaughn Taylor,5
24,0,33448,Justin Thomas,5
24,0,32150,Michael Thompson,5
24,0,33936,Gunner Wiebe,5
24,0,47483,Will Zalatoris,5
42,0,33803,Lucas Bjerregaard,4
42,0,32070,Rafael Campos,4
42,0,48098,Sebastian Garcia Rodriguez,4
42,0,26503,Alfredo Garcia-Heredia,4
42,0,28125,Josh Geary,4
42,0,46594,Ricardo Gouveia,4
42,0,54591,Ben Griffin,4
42,0,48372,Marcus Helligkilde,4
42,0,54781,Grant Hirschman,4
42,0,21961,Charles Howell III,4
42,0,31138,Scott Jamieson,4
42,0,30925,Dustin Johnson,4
42,0,24024,Zach Johnson,4
42,0,23802,Brad Kennedy,4
42,0,39975,Michael Kim,4
42,0,50188,S.H. Kim,4
42,0,32816,Satoshi Kodaira,4
42,0,32627,Espen Kofstad,4
42,0,55509,Hurly Long,4
42,0,32839,Hideki Matsuyama,4
42,0,35706,Niklas Norgaard Moller,4
42,0,32344,Lukas Nemecz,4
42,0,39262,Alvaro Ortiz,4
42,0,40250,Taylor Pendrith,4
42,0,22056,Cameron Percy,4
42,0,47679,Victor Perez,4
42,0,33196,Carlos Pigem,4
42,0,49771,J.T. Poston,4
42,0,58594,Spencer Ralston,4
42,0,29476,Kyle Reifers,4
42,0,50057,Robin Roussel,4
42,0,52583,Sanghun Shin,4
42,0,39328,Conrad Shindler,4
42,0,39327,Ben Silverman,4
42,0,27963,Chris Stroud,4
42,0,29484,Peter Uihlein,4
42,0,55940,Andrew Wilson,4
42,0,49964,Aaron Wise,4
42,0,57366,Cameron Young,4
81,0,30978,Kiradech Aphibarnrat,3
81,0,52444,Filippo Celli,3
81,0,58605,Quade Cummins,3
81,0,29725,Tony Finau,3
81,0,52462,Chase Hanna,3
81,0,33461,Morgan Hoffmann,3
81,0,39977,Max Homa,3
81,0,46717,Viktor Hovland,3
81,0,36799,Stephan Jaeger,3
81,0,47842,Hanbyeol Kim,3
81,0,32757,Patton Kizzire,3
81,0,40162,Justin Lower,3
81,0,59872,Brad Marek,3
81,0,33674,Adrian Meronk,3
81,0,39546,Keith Mitchell,3
81,0,25198,Francesco Molinari,3
81,0,29256,James Morrison,3
81,0,48051,Yannik Paul,3
81,0,33293,Thomas Pieters,3
81,0,46798,Anthony Quayle,3
81,0,49022,Yoseop Seo,3
81,0,31225,Joel Sjöholm,3
81,0,46464,Jordan L Smith,3
81,0,40104,Joel Stalter,3
81,0,45227,Lars Van Meijel,3
81,0,35658,Kris Ventura,3
107,0,45522,Christiaan Bezuidenhout,2
107,0,33974,Dean Burmester,2
107,0,47504,Sam Burns,2
107,0,32366,Kevin Chappell,2
107,0,51766,Wyndham Clark,2
107,0,47959,Bryson DeChambeau,2
107,0,29954,Robert Dinwiddie,2
107,0,40098,Matt Fitzpatrick,2
107,0,52686,Rasmus Hojgaard,2
107,0,27141,J.B. Holmes,2
107,0,29478,Kevin Kisner,2
107,0,29370,Mikko Korhonen,2
107,0,35879,Kelly Kraft,2
107,0,28775,Nate Lashley,2
107,0,32791,K.H. Lee,2
107,0,10860,Justin Leonard,2
107,0,52215,Robert MacIntyre,2
107,0,51491,Brandon Matthews,2
107,0,25948,Richard McEvoy,2
107,0,48822,Sebastián Muñoz,2
107,0,39537,Chris Naegel,2
107,0,36871,Matthew NeSmith,2
107,0,29289,S.Y. Noh,2
107,0,34414,Chris Paisley,2
107,0,28723,John Parry,2
107,0,47529,Mito Pereira,2
107,0,36976,Garrick Porteous,2
107,0,53165,Doc Redman,2
107,0,31242,Marcel Schneider,2
107,0,46340,Alex Smalley,2
107,0,35891,Cameron Smith,2
107,0,39324,J.J. Spaun,2
107,0,35261,Miguel Tabuena,2
107,0,08385,Omar Uresti,2
107,0,39480,T.J. Vogel,2
107,0,33117,Dale Whitnell,2
107,0,27506,Oliver Wilson,2
