RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 5 AVG,TOTAL PAR
1,0,01143,Brad Bryant,-135,4.63,1805
2,0,06332,Neal Lancaster,-133,4.63,1790
3,0,01096,Phil Blackmar,-127,4.60,1585
4,0,01706,Davis Love III,-126,4.62,1675
5,0,01200,Keith Clearwater,-120,4.67,1810
5,0,02146,Payne Stewart,-120,4.63,1630
7,0,01677,Tom Lehman,-118,4.63,1600
8,0,01707,Steve Lowery,-117,4.68,1805
8,0,06090,Jim McGovern,-117,4.71,2015
10,0,01320,Bob Estes,-114,4.65,1615
10,0,01331,Rick Fehr,-114,4.66,1655
10,0,01527,Scott Hoch,-114,4.64,1590
13,0,01132,Mark Brooks,-113,4.65,1595
13,0,01550,Ed Humenik,-113,4.66,1665
13,0,02049,Gene Sauers,-113,4.66,1640
16,0,01203,Russ Cochran,-111,4.66,1625
16,0,01418,Bill Glasson,-111,4.60,1380
16,0,02225,Howard Twitty,-111,4.64,1530
19,0,01381,Fred Funk,-110,4.73,2015
19,0,01553,John Huston,-110,4.72,1930
21,0,01385,Jim Gallagher Jr.,-109,4.66,1590
21,0,02033,Dave Rummells,-109,4.62,1420
23,0,02279,Mark Wiebe,-106,4.65,1535
24,0,01006,John Adams,-104,4.68,1605
24,0,01072,Chip Beck,-104,4.66,1550
24,0,01196,Brian Claar,-104,4.72,1875
24,0,01329,Brad Faxon,-104,4.64,1430
24,0,01723,Andrew Magee,-104,4.61,1325
24,0,02090,Tom Sieckmann,-104,4.70,1735
30,0,06086,Russell Beiersdorf,-103,4.70,1720
30,0,01887,Mark O'Meara,-103,4.66,1530
30,0,02159,Curtis Strange,-103,4.63,1385
33,0,01093,Ronnie Black,-102,4.67,1565
33,0,02185,Lance Ten Broeck,-102,4.70,1685
35,0,01408,Kelly Gibson,-101,4.71,1765
35,0,01457,Jay Haas,-101,4.73,1880
35,0,06128,Steve Lamontagne,-101,4.70,1690
35,0,01837,Gil Morgan,-101,4.65,1460
39,0,01261,Jay Delsing,-100,4.71,1725
39,0,01564,David Jackson,-100,4.67,1535
39,0,01569,Peter Jacobsen,-100,4.63,1360
39,0,02135,Mike Standly,-100,4.69,1605
43,0,01288,Ed Dougherty,-99,4.75,1955
