RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
1,0,24502,Adam Scott,18.6,59490.000,89
2,0,08793,Tiger Woods,19.6,72760.000,103
3,0,28237,Rory McIlroy,19.9,70750.000,99
4,0,32150,Michael Thompson,20.0,61961.000,86
5,0,33141,Keegan Bradley,20.2,131555.000,181
6,0,26287,Roland Thatcher,20.3,57678.000,79
7,0,26329,Louis Oosthuizen,20.4,75057.000,102
8,0,27933,John Merrick,20.5,96617.000,131
9,0,21209,Sergio Garcia,20.7,74373.000,100
10,0,30925,Dustin Johnson,20.8,94965.000,127
11,0,24358,Robert Garrigus,20.9,154588.000,205
12,0,32334,Charlie Beljan,21.0,70187.000,93
13,0,10809,Jim Furyk,21.1,64447.000,85
14,0,21961,Charles Howell III,21.2,110709.000,145
14,0,10213,Dicky Pride,21.2,54308.000,71
16,0,24140,Sean O'Hair,21.4,135542.000,176
17,0,25804,Bubba Watson,21.5,128990.000,167
18,0,08725,Tom Gillis,21.8,110780.000,141
19,0,25632,Jimmy Walker,21.9,157442.000,200
19,0,27095,Nick Watney,21.9,122895.000,156
19,0,26289,Boo Weekley,21.9,83622.000,106
22,0,06567,Vijay Singh,22.0,141963.000,179
22,0,31323,Gary Woodland,22.0,114700.000,145
24,0,23638,Brendon de Jonge,22.1,160610.000,202
25,0,01706,Davis Love III,22.2,75943.000,95
26,0,30852,Ryo Ishikawa,22.3,45848.000,57
26,0,23320,Ryan Palmer,22.3,129012.000,161
28,0,23542,Tommy Biershenk,22.4,79673.000,99
28,0,06522,Ernie Els,22.4,99874.000,124
28,0,20572,Rod Pampling,22.4,95271.000,118
28,0,25240,D.A. Points,22.4,134062.000,166
32,0,34021,Bud Cauley,22.5,141567.000,175
32,0,31202,William McGirt,22.5,94977.000,117
32,0,23623,Bo Van Pelt,22.5,107894.000,133
32,0,27770,Camilo Villegas,22.5,116085.000,143
36,0,32200,Roberto Castro,22.6,116304.000,143
36,0,27436,Graham DeLaet,22.6,121041.000,149
36,0,33122,Russell Knox,22.6,73104.000,90
36,0,22046,Geoff Ogilvy,22.6,92138.000,113
36,0,26331,Charl Schwartzel,22.6,66691.000,82
41,0,27895,Jonas Blixt,22.7,98921.000,121
41,0,01249,John Daly,22.7,71976.000,88
41,0,23983,Luke Donald,22.7,59591.000,73
41,0,22405,Justin Rose,22.7,84124.000,103
45,0,12716,Charley Hoffman,22.8,148523.000,181
45,0,23108,Matt Kuchar,22.8,86196.000,105
45,0,24490,George McNeill,22.8,120011.000,146
45,0,25345,Carl Pettersson,22.8,124188.000,151
45,0,30110,Kyle Stanley,22.8,148800.000,181
50,0,20104,Ken Duke,22.9,126047.000,153
50,0,28500,Martin Flores,22.9,123688.000,150
50,0,20766,Padraig Harrington,22.9,73336.000,89
50,0,24024,Zach Johnson,22.9,104568.000,127
54,0,27644,Brian Harman,23.0,132474.000,160
54,0,27330,Josh Teater,23.0,162040.000,196
56,0,25686,Jason Dufner,23.1,104635.000,126
56,0,06573,Brandt Jobe,23.1,61443.000,74
56,0,20645,John Senden,23.1,121998.000,147
59,0,21805,Harrison Frazar,23.2,87549.000,105
59,0,20574,Mathew Goggin,23.2,97857.000,117
59,0,21731,Freddie Jacobson,23.2,60225.000,72
59,0,24138,Ian Poulter,23.2,59305.000,71
63,0,20848,Ángel Cabrera,23.3,68713.000,82
63,0,35139,Richard Lee,23.3,83836.000,100
63,0,20691,Greg Owen,23.3,123957.000,148
63,0,30692,Scott Stallings,23.3,140134.000,167
63,0,27064,Jhonattan Vegas,23.3,139071.000,166
68,0,28259,Sangmoon Bae,23.4,91059.000,108
68,0,12510,Chad Campbell,23.4,110963.000,132
68,0,24361,Pat Perez,23.4,114713.000,136
68,0,25457,Alexandre Rocha,23.4,59713.000,71
72,0,34099,Harris English,23.5,160500.000,190
72,0,28475,Jeff Overton,23.5,170989.000,202
72,0,29476,Kyle Reifers,23.5,96419.000,114
72,0,27214,Kevin Streelman,23.5,130042.000,154
76,0,23409,James Driscoll,23.7,133108.000,156
76,0,27141,J.B. Holmes,23.7,163911.000,192
76,0,27120,Troy Matteson,23.7,153778.000,180
76,0,22582,Kyle Thompson,23.7,51267.000,60
80,0,29910,Blake Adams,23.8,146541.000,171
80,0,22378,Trevor Immelman,23.8,83185.000,97
80,0,26951,Johnson Wagner,23.8,120056.000,140
83,0,20229,Stewart Cink,23.9,82629.000,96
83,0,01320,Bob Estes,23.9,76716.000,89
83,0,26476,Chez Reavie,23.9,91142.000,106
83,0,26679,Kevin Stadler,23.9,127419.000,148
87,0,23204,Gary Christian,24.0,103885.000,120
87,0,29420,Billy Horschel,24.0,80400.000,93
87,0,29926,Danny Lee,24.0,95035.000,110
87,0,29289,S.Y. Noh,24.0,160881.000,186
87,0,21528,Henrik Stenson,24.0,84783.000,98
87,0,20396,Lee Westwood,24.0,87208.000,101
93,0,22371,Aaron Baddeley,24.1,100809.000,116
93,0,24781,Hunter Mahan,24.1,115576.000,133
93,0,27302,Garth Mulroy,24.1,80773.000,93
96,0,24846,Ricky Barnes,24.2,123701.000,142
96,0,28087,Kris Blanks,24.2,98556.000,113
96,0,01116,Michael Bradley,24.2,74980.000,86
96,0,24357,K.J. Choi,24.2,88731.000,102
96,0,22621,Ben Curtis,24.2,58354.000,67
96,0,01766,Billy Mayfair,24.2,133228.000,153
102,0,06004,Stephen Ames,24.4,43099.000,49
102,0,24507,Jason Bohn,24.4,83591.000,95
102,0,29478,Kevin Kisner,24.4,80865.000,92
102,0,26596,Ryan Moore,24.4,124988.000,142
106,0,29479,Scott Brown,24.5,96030.000,109
106,0,32366,Kevin Chappell,24.5,130590.000,148
106,0,28455,Will Claxton,24.5,145770.000,165
106,0,32102,Rickie Fowler,24.5,132951.000,151
106,0,27936,Martin Laird,24.5,127258.000,144
106,0,24940,Edward Loar,24.5,79255.000,90
106,0,23800,Bryce Molder,24.5,68709.000,78
113,0,20850,Daniel Chopra,24.6,67281.000,76
113,0,26851,Marc Leishman,24.6,126484.000,143
115,0,11123,Chris Couch,24.7,116677.000,131
115,0,24924,Bill Haas,24.7,133190.000,150
115,0,12782,Tim Herron,24.7,108650.000,122
115,0,27060,John Mallinger,24.7,72892.000,82
115,0,06527,Steve Stricker,24.7,86303.000,97
115,0,33419,Cameron Tringale,24.7,150042.000,169
121,0,20070,Matt Bettencourt,24.8,95563.000,107
121,0,20623,Gavin Coles,24.8,51874.000,58
121,0,26758,David Hearn,24.8,117005.000,131
121,0,28308,Troy Kelly,24.8,81085.000,91
121,0,30926,Chris Kirk,24.8,158110.000,177
121,0,23621,Rory Sabbatini,24.8,145550.000,163
127,0,33120,Mark Anderson,24.9,105608.000,118
127,0,23903,Stephen Gangluff,24.9,66464.000,74
127,0,26300,Matt Jones,24.9,78758.000,88
127,0,22913,John Rollins,24.9,134713.000,150
131,0,24925,Jonathan Byrd,25.0,114255.000,127
131,0,32698,Bobby Gates,25.0,155021.000,172
131,0,25572,Graeme McDowell,25.0,57657.000,64
134,0,20098,Stuart Appleby,25.1,87759.000,97
135,0,10885,Robert Allenby,25.2,95321.000,105
135,0,19970,Robert Karlsson,25.2,89008.000,98
135,0,30944,Jason Kokrak,25.2,130471.000,144
138,0,06251,Chris DiMarco,25.3,86411.000,95
138,0,25818,Scott Piercy,25.3,188669.000,207
138,0,30927,Brendon Todd,25.3,71844.000,79
141,0,23718,Nathan Green,25.4,109568.000,120
141,0,23548,Bill Lunde,25.4,111456.000,122
141,0,01724,Jeff Maggert,25.4,122735.000,134
144,0,21407,Arjun Atwal,25.5,111166.000,121
144,0,20160,Charlie Wi,25.5,114923.000,125
146,0,28089,Jason Day,25.6,93239.000,101
146,0,30750,Tommy Gainey,25.6,157675.000,171
146,0,25396,Kevin Na,25.6,126113.000,137
149,0,23135,Tim Clark,25.7,60988.000,66
149,0,27963,Chris Stroud,25.7,113042.000,122
151,0,34174,John Huh,25.8,160811.000,173
151,0,01797,Rocco Mediate,25.8,93710.000,101
151,0,01810,Phil Mickelson,25.8,132123.000,142
151,0,22293,Heath Slocum,25.8,104905.000,113
155,0,23541,Ben Crane,26.0,123699.000,132
