RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
155,0,27466,Spencer Levin,26.0,122685.000,131
157,0,22548,Patrick Sheehan,26.1,60074.000,64
157,0,27649,Brandt Snedeker,26.1,103398.000,110
159,0,25892,Steve Wheatcroft,26.2,64222.000,68
160,0,12652,Cameron Beckman,26.3,96470.000,102
160,0,28307,Matt Every,26.3,107871.000,114
160,0,24604,Hunter Haas,26.3,107844.000,114
163,0,23353,J.J. Henry,26.4,102493.000,108
164,0,21753,Brian Davis,26.5,109587.000,115
164,0,31558,J.J. Killeen,26.5,145084.000,152
164,0,02206,David Toms,26.5,60161.000,63
167,0,29221,Webb Simpson,26.6,149363.000,156
167,0,25834,Daniel Summerhays,26.6,117886.000,123
169,0,25562,Andres Romero,26.8,117816.000,122
170,0,23788,D.J. Trahan,27.0,121719.000,125
171,0,06034,Marco Dawson,27.1,69152.000,71
172,0,29222,Billy Hurley III,27.3,52083.000,53
173,0,06036,Scott Dunlap,27.4,76981.000,78
174,0,27556,Ted Potter Jr.,27.5,91144.000,92
175,0,28093,Miguel Angel Carballo,27.6,101230.000,102
176,0,27974,Sung Kang,27.7,100540.000,101
176,0,24663,Y.E. Yang,27.7,72827.000,73
178,0,29518,Brendan Steele,27.9,130645.000,130
179,0,22961,David Mathis,28.0,85631.000,85
180,0,01941,Tom Pernice Jr.,28.2,76142.000,75
181,0,08075,Jerry Kelly,28.4,107171.000,105
181,0,21878,Mark Wilson,28.4,104262.000,102
183,0,19846,Brian Gay,28.6,78300.000,76
184,0,24494,Erik Compton,29.1,141418.000,135
185,0,30711,Colt Knost,29.7,72768.000,68
186,0,22348,Nick O'Hern,30.0,70092.000,65
187,0,21350,Ryuji Imada,30.4,101747.000,93
188,0,20593,Greg Chalmers,31.1,141036.000,126
189,0,23325,Vaughn Taylor,31.5,104461.000,92
190,0,27797,Derek Lamely,33.7,122459.000,101
191,0,10860,Justin Leonard,33.9,95117.000,78
