RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,19846,Brian Gay,2.30,235,102
2,0,25349,Tim Wilkinson,2.35,223,95
3,0,20623,Gavin Coles,2.39,129,54
3,0,28158,Steve Marino,2.39,284,119
5,0,10423,Mike Weir,2.41,210,87
6,0,20498,Briny Baird,2.42,273,113
6,0,10860,Justin Leonard,2.42,230,95
8,0,23541,Ben Crane,2.43,209,86
9,0,20160,Charlie Wi,2.44,237,97
10,0,06527,Steve Stricker,2.47,178,72
10,0,06595,Kevin Sutherland,2.47,242,98
12,0,23108,Matt Kuchar,2.49,219,88
12,0,20127,Chris Riley,2.49,127,51
12,0,21878,Mark Wilson,2.49,266,107
15,0,23125,Brad Elder,2.52,169,67
16,0,10809,Jim Furyk,2.55,240,94
16,0,24024,Zach Johnson,2.55,214,84
16,0,08845,Scott Sterling,2.55,227,89
19,0,10505,Shane Bertsch,2.56,246,96
19,0,01313,Steve Elkington,2.56,215,84
19,0,01320,Bob Estes,2.56,230,90
19,0,20574,Mathew Goggin,2.56,233,91
19,0,24924,Bill Haas,2.56,253,99
19,0,02223,Bob Tway,2.56,179,70
25,0,01766,Billy Mayfair,2.57,265,103
26,0,08931,Glen Day,2.58,165,64
26,0,20663,Brenden Pappas,2.58,170,66
28,0,12716,Charley Hoffman,2.60,244,94
28,0,22548,Patrick Sheehan,2.60,322,124
28,0,06567,Vijay Singh,2.60,203,78
31,0,27095,Nick Watney,2.61,251,96
32,0,10885,Robert Allenby,2.63,281,107
32,0,07547,Craig Kanada,2.63,171,65
32,0,01810,Phil Mickelson,2.63,205,78
32,0,26476,Chez Reavie,2.63,268,102
36,0,22621,Ben Curtis,2.64,211,80
36,0,22892,Jason Gore,2.64,248,94
36,0,01553,John Huston,2.64,148,56
36,0,08075,Jerry Kelly,2.64,232,88
36,0,22348,Nick O'Hern,2.64,211,80
36,0,01941,Tom Pernice Jr.,2.64,275,104
36,0,26668,Marc Turnesa,2.64,230,87
43,0,27214,Kevin Streelman,2.65,302,114
44,0,21753,Brian Davis,2.66,287,108
44,0,12782,Tim Herron,2.66,258,97
44,0,02002,John Riegger,2.66,194,73
47,0,21633,Steve Allan,2.67,155,58
47,0,23718,Nathan Green,2.67,254,95
47,0,11032,Frank Lickliter II,2.67,286,107
47,0,25396,Kevin Na,2.67,259,97
51,0,06575,Dudley Hart,2.68,198,74
51,0,23320,Ryan Palmer,2.68,185,69
53,0,29718,Anthony Kim,2.69,218,81
53,0,24781,Hunter Mahan,2.69,229,85
53,0,22293,Heath Slocum,2.69,280,104
53,0,08385,Omar Uresti,2.69,199,74
57,0,23048,Eric Axley,2.70,305,113
57,0,20229,Stewart Cink,2.70,219,81
57,0,01226,Fred Couples,2.70,162,60
57,0,28089,Jason Day,2.70,219,81
57,0,20104,Ken Duke,2.70,313,116
57,0,23353,J.J. Henry,2.70,292,108
57,0,22046,Geoff Ogilvy,2.70,173,64
64,0,06004,Stephen Ames,2.71,222,82
64,0,12652,Cameron Beckman,2.71,236,87
64,0,21209,Sergio Garcia,2.71,190,70
64,0,10733,Kent Jones,2.71,184,68
64,0,21949,Joe Ogilvie,2.71,271,100
69,0,22806,Doug LaBelle II,2.72,177,65
69,0,27933,John Merrick,2.72,267,98
71,0,23623,Bo Van Pelt,2.73,276,101
72,0,24925,Jonathan Byrd,2.74,233,85
72,0,12680,Shigeki Maruyama,2.74,137,50
72,0,24449,Parker McLachlin,2.74,241,88
75,0,10875,Todd Demsey,2.75,220,80
75,0,20645,John Senden,2.75,253,92
75,0,12602,Dean Wilson,2.75,300,109
78,0,06197,Michael Allen,2.76,251,91
78,0,07457,Steve Flesch,2.76,262,95
78,0,21350,Ryuji Imada,2.76,221,80
78,0,21959,Ted Purdy,2.76,188,68
82,0,25900,Lucas Glover,2.77,252,91
82,0,21961,Charles Howell III,2.77,274,99
82,0,01945,Kenny Perry,2.77,269,97
82,0,23325,Vaughn Taylor,2.77,285,103
86,0,21805,Harrison Frazar,2.78,203,73
86,0,20105,Jeff Gove,2.78,139,50
86,0,26596,Ryan Moore,2.78,200,72
89,0,22371,Aaron Baddeley,2.79,204,73
89,0,20382,Stephen Leaney,2.79,148,53
89,0,10585,Scott McCarron,2.79,176,63
89,0,25190,Jeff Quinney,2.79,243,87
93,0,01928,Corey Pavin,2.80,193,69
93,0,25345,Carl Pettersson,2.80,308,110
93,0,07749,Brett Quigley,2.80,224,80
93,0,02239,Scott Verplank,2.80,227,81
97,0,24357,K.J. Choi,2.81,197,70
97,0,20443,Jin Park,2.81,239,85
97,0,01948,Tim Petrovic,2.81,273,97
100,0,07867,Woody Austin,2.82,296,105
100,0,12823,Carlos Franco,2.82,206,73
100,0,27936,Martin Laird,2.82,276,98
100,0,24912,Will MacKenzie,2.82,175,62
104,0,23778,Brad Adamonis,2.83,246,87
104,0,01142,Bart Bryant,2.83,229,81
104,0,20850,Daniel Chopra,2.83,235,83
104,0,22913,John Rollins,2.83,266,94
108,0,01139,Olin Browne,2.84,219,77
108,0,10649,Tom Scherrer,2.84,159,56
108,0,24663,Y.E. Yang,2.84,253,89
111,0,26500,Alejandro Cañizares,2.85,148,52
111,0,21461,Kenneth Ferrie,2.85,205,72
111,0,12705,Cliff Kresge,2.85,239,84
114,0,20766,Padraig Harrington,2.86,143,50
114,0,01724,Jeff Maggert,2.86,246,86
114,0,24361,Pat Perez,2.86,263,92
117,0,21731,Freddie Jacobson,2.87,224,78
117,0,26289,Boo Weekley,2.87,238,83
119,0,01035,Tommy Armour III,2.88,222,77
119,0,23621,Rory Sabbatini,2.88,219,76
121,0,12510,Chad Campbell,2.89,272,94
121,0,06090,Jim McGovern,2.89,217,75
121,0,12660,Jesper Parnevik,2.89,254,88
121,0,26679,Kevin Stadler,2.89,260,90
121,0,27963,Chris Stroud,2.89,234,81
121,0,23788,D.J. Trahan,2.89,272,94
127,0,25720,Chad Collins,2.90,209,72
127,0,06573,Brandt Jobe,2.90,151,52
127,0,26420,Richard Johnson,2.90,174,60
127,0,26695,Michael Letzig,2.90,255,88
127,0,27120,Troy Matteson,2.90,273,94
132,0,19803,Ryan Armour,2.91,253,87
132,0,23409,James Driscoll,2.91,247,85
134,0,23135,Tim Clark,2.92,260,89
134,0,06621,Joe Durant,2.92,269,92
134,0,24358,Robert Garrigus,2.92,263,90
134,0,27649,Brandt Snedeker,2.92,245,84
134,0,25804,Bubba Watson,2.92,283,97
139,0,20098,Stuart Appleby,2.93,246,84
139,0,27060,John Mallinger,2.93,278,95
141,0,06643,Paul Goydos,2.94,229,78
141,0,25842,Jon Mills,2.94,279,95
141,0,24140,Sean O'Hair,2.94,238,81
144,0,06012,Greg Kraft,2.95,186,63
145,0,28475,Jeff Overton,2.96,305,103
145,0,25562,Andres Romero,2.96,198,67
145,0,25632,Jimmy Walker,2.96,216,73
145,0,10425,Jay Williamson,2.96,284,96
149,0,12826,Paul Claxton,2.97,187,63
149,0,08537,J.P. Hayes,2.97,199,67
149,0,24490,George McNeill,2.97,288,97
152,0,01577,Lee Janzen,2.98,265,89
153,0,20634,Peter Lonard,3.01,277,92
153,0,28780,Nicholas Thompson,3.01,340,113
153,0,27770,Camilo Villegas,3.01,235,78
156,0,23614,Rich Beem,3.02,272,90
156,0,26300,Matt Jones,3.02,287,95
156,0,01797,Rocco Mediate,3.02,263,87
159,0,06034,Marco Dawson,3.03,194,64
159,0,06251,Chris DiMarco,3.03,264,87
159,0,23497,Tag Ridings,3.03,267,88
159,0,12309,Bob Sowards,3.03,185,61
163,0,01024,Billy Andrade,3.04,216,71
163,0,20572,Rod Pampling,3.04,243,80
165,0,23157,Richard Johnson,3.05,235,77
166,0,20378,Mathias Grönberg,3.08,268,87
167,0,24227,Justin Bolli,3.09,269,87
167,0,20472,Alex Cejka,3.09,232,75
167,0,01473,Todd Hamilton,3.09,284,92
170,0,01388,Robert Gamez,3.11,246,79
170,0,30925,Dustin Johnson,3.11,286,92
172,0,22378,Trevor Immelman,3.12,212,68
173,0,23797,Brett Rumford,3.13,225,72
174,0,01161,Mark Calcavecchia,3.14,207,66
174,0,20157,Retief Goosen,3.14,182,58
174,0,26951,Johnson Wagner,3.14,261,83
177,0,20433,Mark Hensby,3.15,224,71
178,0,20848,Ángel Cabrera,3.16,161,51
179,0,30750,Tommy Gainey,3.17,190,60
180,0,01706,Davis Love III,3.18,248,78
180,0,24138,Ian Poulter,3.18,156,49
182,0,25364,Paul Casey,3.19,166,52
182,0,27561,Nick Flanagan,3.19,284,89
182,0,22582,Kyle Thompson,3.19,223,70
182,0,02206,David Toms,3.19,217,68
186,0,19913,Ron Whittaker,3.20,173,54
187,0,23349,Charles Warren,3.22,254,79
188,0,27613,David Lutterus,3.25,192,59
189,0,06522,Ernie Els,3.26,163,50
190,0,27141,J.B. Holmes,3.27,278,85
191,0,24502,Adam Scott,3.29,161,49
192,0,23540,Jason Allred,3.30,208,63
193,0,01707,Steve Lowery,3.32,246,74
194,0,01677,Tom Lehman,3.35,171,51
195,0,26631,Cody Freeman,3.36,222,66
196,0,25594,Travis Perkins,3.57,189,53
197,0,09011,David Duval,3.75,191,51
